"File","Line","Col","Code","Message"
"Assets\_Project\Scripts\Fauna\FaunaBrain.cs","1305","17","CS0019","Operator '&&' cannot be applied to operands of type 'bool' and 'method group'"
"Assets\_Project\Scripts\Fauna\FaunaBrain.cs","3459","17","CS0103","The name 'lowTierStop' does not exist in the current context"
"Assets\_Project\Scripts\Fauna\PredatorCognitionDomain.cs","4215","59","CS0117","'AlphaLeviathanTelemetryFlags' does not contain a definition for 'LowTierRadialFallback'"
"Assets\_Project\Scripts\Fauna\PredatorCognitionDomain.cs","6572","59","CS0117","'AlphaLeviathanTelemetryFlags' does not contain a definition for 'LowTierRadialFallback'"
"Assets\_Project\Scripts\Fauna\PredatorCognitionDomain.cs","6653","59","CS0117","'AlphaLeviathanTelemetryFlags' does not contain a definition for 'LowTierRadialFallback'"
"Assets\_Project\Scripts\FaunaDirector.cs","1489","70","CS0103","The name 'playerAup' does not exist in the current context"
"Assets\_Project\Scripts\FaunaDirector.cs","1536","71","CS0103","The name 'playerAup' does not exist in the current context"
"Assets\_Project\Scripts\FaunaDirector.cs","2983","51","CS0120","An object reference is required for the non-static field, method, or property 'FaunaDirector.ResolveConcreteEcosystemDirector()'"
"Assets\_Project\Scripts\Gameplay\RadiationHazardGrid.cs","1853","33","CS0103","The name 'BulkheadContainmentMath' does not exist in the current context"
"Assets\_Project\Scripts\Gameplay\RadiationHazardGrid.cs","1865","34","CS0103","The name 'BulkheadContainmentMath' does not exist in the current context"
"Assets\_Project\Scripts\Gameplay\RadiationHazardGrid.cs","2205","37","CS0103","The name 'BulkheadContainmentMath' does not exist in the current context"
"Assets\_Project\Scripts\Gameplay\RadiationHazardGrid.cs","2217","38","CS0103","The name 'BulkheadContainmentMath' does not exist in the current context"
"Assets\_Project\Scripts\Gameplay\SealedDoor.cs","633","25","CS0266","Cannot implicitly convert type 'int' to 'byte'. An explicit conversion exists (are you missing a cast?)"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","2170","45","CS0165","Use of unassigned local variable 'bodyAup'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","3852","17","CS0029","Cannot implicitly convert type 'byte' to 'bool'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","3875","41","CS0029","Cannot implicitly convert type 'bool' to 'byte'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","3929","17","CS0023","Operator '!' cannot be applied to operand of type 'byte'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","3935","53","CS0029","Cannot implicitly convert type 'bool' to 'byte'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","3941","17","CS0023","Operator '!' cannot be applied to operand of type 'byte'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","3950","58","CS0029","Cannot implicitly convert type 'bool' to 'byte'"
"Assets\_Project\Scripts\GlobalPhysicsStateManager.cs","4113","21","CS0029","Cannot implicitly convert type 'byte' to 'bool'"
"Assets\_Project\Scripts\HectonDirectorAI.cs","1470","13","CS0177","The out parameter 'sightCommands' must be assigned to before control leaves the current method"
"Assets\_Project\Scripts\HectonDirectorAI.cs","1470","13","CS0177","The out parameter 'sightHits' must be assigned to before control leaves the current method"
"Assets\_Project\Scripts\HectonDirectorAI.cs","1507","13","CS0177","The out parameter 'spatialCellCoords' must be assigned to before control leaves the current method"
"Assets\_Project\Scripts\ModularEquipmentEngine.cs","633","63","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\ModularEquipmentEngine.cs","1642","20","CS0103","The name 'EquipmentHardwareSpecsCsvParser' does not exist in the current context"
"Assets\_Project\Scripts\ModularEquipmentEngine.cs","1745","13","CS0246","The type or namespace name 'AbsoluteUniversePosition' could not be found (are you missing a using directive or an assembly reference?)"
"Assets\_Project\Scripts\ModularEquipmentEngine.cs","1745","52","CS0103","The name 'AbsoluteUniversePosition' does not exist in the current context"
"Assets\_Project\Scripts\Optimization\AssetLifecycleGovernor.cs","4470","13","CS0246","The type or namespace name 'ItemCatalog' could not be found (are you missing a using directive or an assembly reference?)"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1269","50","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1275","53","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1285","63","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1288","51","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1724","50","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1731","48","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\PDA\PlayerExplorationTracker.cs","1759","17","CS1503","Argument 1: cannot convert from 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Assets\_Project\Scripts\Core\Memory\GlobalDataVault.cs(29)]' to 'Hecton8.Core.Memory.IDataVault [C:\hades\Hecton8\Library\ScriptAssemblies\Hecton8.Core.Memory.dll]'"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","407","18","CS0103","The name 'TryResolveRuntimeAup' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","481","33","CS0103","The name 'ResolveCurrentRuntimeOriginDouble3' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","528","29","CS0103","The name 'ResolveCurrentRuntimeOriginDouble3' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","588","33","CS0103","The name 'ResolveCurrentRuntimeOriginDouble3' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","1288","52","CS0103","The name 'OpenVaultView' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","1289","59","CS0103","The name 'OpenVaultView' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","1290","64","CS0103","The name 'OpenVaultView' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","1291","50","CS0103","The name 'OpenVaultView' does not exist in the current context"
"Assets\_Project\Scripts\Physics\Cavitation\AbyssalCavitationRuntime.cs","1642","33","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","585","48","CS0029","Cannot implicitly convert type 'byte' to 'bool'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","610","28","CS0029","Cannot implicitly convert type 'byte' to 'bool'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","967","33","CS0019","Operator '||' cannot be applied to operands of type 'byte' and 'byte'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","972","21","CS0029","Cannot implicitly convert type 'byte' to 'bool'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","1042","17","CS0019","Operator '||' cannot be applied to operands of type 'bool' and 'byte'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","1061","58","CS0029","Cannot implicitly convert type 'bool' to 'byte'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","1066","17","CS0023","Operator '!' cannot be applied to operand of type 'byte'"
"Assets\_Project\Scripts\Physics\GlobalPhysicsStateManager.Shinobu37PhysicsCulling.cs","1080","58","CS0029","Cannot implicitly convert type 'bool' to 'byte'"
"Assets\_Project\Scripts\Physics\TetherAupVerletJobs.cs","264","36","CS0103","The name 'AupPrecisionMath' does not exist in the current context"
"Assets\_Project\Scripts\PlayerInventory.cs","4141","17","CS1503","Argument 8: cannot convert from 'byte' to 'bool'"
"Assets\_Project\Scripts\Quest\MissionMarkerSystem.cs","576","53","CS0165","Use of unassigned local variable 'fallbackAup'"
"Assets\_Project\Scripts\ScannerTool.cs","1300","17","CS0122","'ScannerTool.ScannerBlackBoxEntry._pad0' is inaccessible due to its protection level"
"Assets\_Project\Scripts\ScannerTool.cs","1301","17","CS0122","'ScannerTool.ScannerBlackBoxEntry._pad1' is inaccessible due to its protection level"
"Assets\_Project\Scripts\ScannerTool.cs","1302","17","CS0122","'ScannerTool.ScannerBlackBoxEntry._pad2' is inaccessible due to its protection level"
"Assets\_Project\Scripts\ScannerTool.cs","1303","17","CS0122","'ScannerTool.ScannerBlackBoxEntry._pad3' is inaccessible due to its protection level"
"Assets\_Project\Scripts\ScannerTool.cs","3102","17","CS1503","Argument 14: cannot convert from '<null>' to 'bool'"
"Assets\_Project\Scripts\TerrainChunkGeneratedEvents.cs","43","28","CS0315","The type 'Hecton8.World.TerrainChunkGeneratedSignal' cannot be used as type parameter 'T' in the generic type or method 'SignalBus<T>'. There is no boxing conversion from 'Hecton8.World.TerrainChunkGeneratedSignal' to 'Hecton8.Core.Contracts.Signals.ISignal'."
"Assets\_Project\Scripts\TerrainChunkGeneratedEvents.cs","57","39","CS0315","The type 'Hecton8.World.TerrainChunkGeneratedSignal' cannot be used as type parameter 'T' in the generic type or method 'SignalBus<T>'. There is no boxing conversion from 'Hecton8.World.TerrainChunkGeneratedSignal' to 'Hecton8.Core.Contracts.Signals.ISignal'."
"Assets\_Project\Scripts\TerrainChunkGeneratedEvents.cs","87","27","CS0315","The type 'Hecton8.World.TerrainChunkGeneratedSignal' cannot be used as type parameter 'T' in the generic type or method 'SignalBus<T>'. There is no boxing conversion from 'Hecton8.World.TerrainChunkGeneratedSignal' to 'Hecton8.Core.Contracts.Signals.ISignal'."
"Assets\_Project\Scripts\TerrainChunkGeneratedEvents.cs","95","23","CS0315","The type 'Hecton8.World.TerrainChunkGeneratedSignal' cannot be used as type parameter 'T' in the generic type or method 'SignalBus<T>'. There is no boxing conversion from 'Hecton8.World.TerrainChunkGeneratedSignal' to 'Hecton8.Core.Contracts.Signals.ISignal'."
"Assets\_Project\Scripts\TerrainChunkGeneratedEvents.cs","100","23","CS0315","The type 'Hecton8.World.TerrainChunkGeneratedSignal' cannot be used as type parameter 'T' in the generic type or method 'SignalBus<T>'. There is no boxing conversion from 'Hecton8.World.TerrainChunkGeneratedSignal' to 'Hecton8.Core.Contracts.Signals.ISignal'."
"Assets\_Project\Scripts\Tools\LaserCutterDodRuntime.cs","521","13","CS0246","The type or namespace name 'VfxSparkRequestSignal' could not be found (are you missing a using directive or an assembly reference?)"
"Assets\_Project\Scripts\Tools\LaserCutterDodRuntime.cs","521","47","CS0246","The type or namespace name 'VfxSparkRequestSignal' could not be found (are you missing a using directive or an assembly reference?)"
"Assets\_Project\Scripts\Tools\LaserCutterDodRuntime.cs","530","23","CS0246","The type or namespace name 'VfxSparkRequestSignal' could not be found (are you missing a using directive or an assembly reference?)"
"Assets\_Project\Scripts\UI\AcousticEcholocationTranslator.cs","543","27","CS0103","The name 'TryResolveAupFromRuntimeOrigin' does not exist in the current context"
"Assets\_Project\Scripts\UI\AcousticEcholocationTranslator.cs","585","22","CS0103","The name 'TryResolveAupFromRuntimeOrigin' does not exist in the current context"
"Assets\_Project\Scripts\UI\AcousticEcholocationTranslator.cs","763","18","CS0103","The name 'TryResolveAupFromRuntimeOrigin' does not exist in the current context"
"Assets\_Project\Scripts\UI\PDADecryptionSpectrogramPanel.cs","344","17","CS0177","The out parameter 'buffer' must be assigned to before control leaves the current method"
"Assets\_Project\Scripts\UI\TerminalOS\TerminalOsRuntime.cs","1222","13","CS0120","An object reference is required for the non-static field, method, or property 'TerminalOsRuntime.TryResolveAupFromRuntimeOrigin(Vector3, out AbsoluteUniversePosition)'"
"Assets\_Project\Scripts\UI\TerminalOS\TerminalOsRuntime.cs","2758","43","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\UI\TerminalOS\TerminalOsRuntime.cs","2760","48","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\UI\TerminalOS\TerminalOsRuntime.cs","2760","70","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\UI\WristHologramHudRuntime.cs","686","13","CS0177","The out parameter 'counters' must be assigned to before control leaves the current method"
"Assets\_Project\Scripts\VFX\Bioluminescence\BiolumPulseSyncRuntime.cs","2824","71","CS0136","A local or parameter named 'frequency' cannot be declared in this scope because that name is used in an enclosing local scope to define a local or parameter"
"Assets\_Project\Scripts\Visor\DeferredDecalPass.cs","422","46","CS0029","Cannot implicitly convert type 'UnityEngine.Rendering.Universal.CameraData' to 'UnityEngine.Rendering.Universal.UniversalCameraData'"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.cs","1289","17","CS0214","Pointers and fixed size buffers may only be used in an unsafe context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.cs","1290","21","CS0214","Pointers and fixed size buffers may only be used in an unsafe context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.cs","1291","21","CS0214","Pointers and fixed size buffers may only be used in an unsafe context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","428","21","CS0103","The name '_playerContext' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","429","42","CS0103","The name '_playerContext' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","434","21","CS0103","The name '_resolutionScaler' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","435","45","CS0103","The name '_resolutionScaler' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","451","13","CS0103","The name '_resolutionScaler' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","452","37","CS0103","The name '_resolutionScaler' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","453","13","CS0103","The name '_playerContext' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","454","34","CS0103","The name '_playerContext' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","499","17","CS0103","The name '_hotSwapRegistered' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","502","13","CS0103","The name '_hotSwapRegistered' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","507","18","CS0103","The name '_hotSwapRegistered' does not exist in the current context"
"Assets\_Project\Scripts\Visor\HectonVisorUberPostFeature.Noir.cs","511","13","CS0103","The name '_hotSwapRegistered' does not exist in the current context"
"Assets\_Project\Scripts\World\BiomeTransitionFogBlendJobs.cs","408","69","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\World\BiomeTransitionFogBlendJobs.cs","409","67","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\World\BiomeTransitionFogBlendJobs.cs","410","71","CS8156","An expression cannot be used in this context because it may not be passed or returned by reference"
"Assets\_Project\Scripts\World\ChemicalInfluenceGrid.cs","754","13","CS0103","The name 'UpdateDebugState' does not exist in the current context"
"Assets\_Project\Scripts\World\ChemicalInfluenceGrid.cs","803","17","CS0103","The name 'UpdateDebugState' does not exist in the current context"
"Assets\_Project\Scripts\WorldGenerativeGeologyIntegrationDirector.cs","669","13","CS0246","The type or namespace name 'HectonPlayerMovement' could not be found (are you missing a using directive or an assembly reference?)"
