surface,locale,direction,packet_id,release_set_id,article_id,unlock_id,localization_status,localization_flags,poi_tags,biome_tags,page_path,title,source_voice,spoiler_tier,spoiler_warning,packet_json_path,status_bucket
in_game_wiki,en_US,ltr,P005_REPAIR_SCAR,RS001_FIRST_DESCENT,atlas.repair_scar,unlock.first_atlas_category_error,source_authority,0,poi.repair_scar;poi.drone_nest,biome.cable_forest;biome.deep_abyss,in_game_wiki/en_US/P005_REPAIR_SCAR.md,Repair Scar,Neutral Reference,0,,packets/P005_REPAIR_SCAR.json,ready
in_game_wiki,en_US,ltr,P006_DEAD_CLAIM_CACHE,RS002_DEEPENING_DESCENT,marauder.dead_claim_cache,unlock.first_marauder_cache,source_authority,0,poi.dead_claim_buoy;poi.marauder_cache,biome.service_canyons;biome.drowned_infrastructure,in_game_wiki/en_US/P006_DEAD_CLAIM_CACHE.md,Dead Claim Cache,Neutral Reference,0,,packets/RS002_DEEPENING_DESCENT.packets.json,ready
in_game_wiki,en_US,ltr,P007_BRINE_STAIR,RS002_DEEPENING_DESCENT,hecton8.brine_stair,unlock.first_brine_layer_route,source_authority,0,poi.brine_curtain;poi.ballast_station,biome.brine_stairs;biome.thermal_field,in_game_wiki/en_US/P007_BRINE_STAIR.md,Brine Stair,Neutral Reference,0,,packets/P007_BRINE_STAIR.json,ready
in_game_wiki,en_US,ltr,P008_EVACUATION_HOLD,RS002_DEEPENING_DESCENT,colony.evacuation_hold,unlock.first_evacuation_hold_record,source_authority,0,poi.evac_gate;poi.medical_route_lock,biome.deep_abyss;biome.drowned_colony,in_game_wiki/en_US/P008_EVACUATION_HOLD.md,Evacuation Hold,Neutral Reference,0,,packets/P008_EVACUATION_HOLD.json,ready
in_game_wiki,en_US,ltr,P009_BOTTOM_FACTORY,RS002_DEEPENING_DESCENT,atlas.bottom_factory,unlock.first_bottom_factory_contact,source_authority,0,poi.factory_temple_gate;poi.lower_return_service_wall,biome.atlas_bottom;biome.factory_temple,in_game_wiki/en_US/P009_BOTTOM_FACTORY.md,Bottom Factory,Neutral Reference,0,,packets/P009_BOTTOM_FACTORY.json,ready
in_game_wiki,en_US,ltr,P010_PAYLOAD_WINDOW,RS002_DEEPENING_DESCENT,ending.payload_window,unlock.first_payload_window,source_authority,0,poi.ascent_package;poi.launch_floodgate,biome.atlas_bottom;biome.deep_launch_route,in_game_wiki/en_US/P010_PAYLOAD_WINDOW.md,Payload Window,Neutral Reference,0,,packets/P010_PAYLOAD_WINDOW.json,ready
in_game_wiki,en_US,ltr,P011_DOMAIN_MARKS_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,human.domain_marks_2190,unlock.first_multi_domain_mark,source_authority,0,poi.domain_tool_stamp;poi.route_cargo_tag,biome.crash_shelf;biome.drowned_colony,in_game_wiki/en_US/P011_DOMAIN_MARKS_2190.md,Domain Marks 2190,Neutral Reference,0,,packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P012_RELAY_SPINE,RS003_HUMAN_SPACE_AEGIR_ROUTE,transit.relay_spine,unlock.first_stale_relay_buffer,source_authority,0,poi.relay_buffer;poi.packet_age_tag,biome.drowned_colony;biome.service_canyons,in_game_wiki/en_US/P012_RELAY_SPINE.md,Relay Spine,Neutral Reference,0,,packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P013_NEARLIGHT_SHIP_CLASSES,RS003_HUMAN_SPACE_AEGIR_ROUTE,ships.nearlight_classes,unlock.first_nearlight_manifest,source_authority,0,poi.transit_manifest;poi.old_ship_class_table,biome.drowned_colony;biome.black_keel_link,in_game_wiki/en_US/P013_NEARLIGHT_SHIP_CLASSES.md,Nearlight Ship Classes,Neutral Reference,0,,packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P014_AEGIR_ROUTE_WINDOW,RS003_HUMAN_SPACE_AEGIR_ROUTE,aegir.route_window,unlock.first_aegir_window_table,source_authority,0,poi.ephemeris_table;poi.window_timer,biome.crash_shelf;biome.black_keel_link,in_game_wiki/en_US/P014_AEGIR_ROUTE_WINDOW.md,Aegir Route Window,Neutral Reference,0,,packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P015_BLACK_KEEL_LEDGER,RS003_HUMAN_SPACE_AEGIR_ROUTE,ships.black_keel_ledger,unlock.first_black_keel_ledger,source_authority,0,poi.claim_pool_ledger;poi.carrier_debt_record,biome.drowned_colony;biome.deep_launch_route,in_game_wiki/en_US/P015_BLACK_KEEL_LEDGER.md,Black Keel Ledger,Neutral Reference,0,,packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P016_AEGIR_HOST_STAR,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,location.aegir.host_star,unlock.first_host_star_reading,source_authority,0,poi.sky_window;poi.route_archive,biome.storm_shelf;biome.surface_weather,in_game_wiki/en_US/P016_AEGIR_HOST_STAR.md,Aegir Host Star,Neutral Reference,0,,packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,ready
in_game_wiki,en_US,ltr,P017_AEGIR_MOON_LADDER,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,location.aegir.moon_ladder,unlock.first_moon_ladder_map,source_authority,0,poi.orbit_dossier;poi.signal_mast,biome.storm_shelf;biome.orbit_window,in_game_wiki/en_US/P017_AEGIR_MOON_LADDER.md,Aegir Moon Ladder,Neutral Reference,0,,packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,ready
in_game_wiki,en_US,ltr,P018_HECTON8_DROWNED_GEOLOGY,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,location.hecton8.drowned_geology,unlock.first_geology_route_model,source_authority,0,poi.geology_scanner;poi.brine_step,biome.drowned_shelf;biome.brine_stairs,in_game_wiki/en_US/P018_HECTON8_DROWNED_GEOLOGY.md,Drowned Geology,Neutral Reference,0,,packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,ready
in_game_wiki,en_US,ltr,P019_HECTON8_RESOURCE_STACK,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,location.hecton8.resource_stack,unlock.first_resource_stack_scan,source_authority,0,poi.resource_casket;poi.salvage_cache,biome.service_canyons;biome.industrial_descent,in_game_wiki/en_US/P019_HECTON8_RESOURCE_STACK.md,Resource Stack,Neutral Reference,0,,packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,ready
in_game_wiki,en_US,ltr,P020_HECTON8_ECOLOGY_REGISTRY,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,location.hecton8.ecology_registry,unlock.first_ecology_registry_scan,source_authority,0,poi.shallow_biota;poi.cable_flora,biome.storm_shelf;biome.cable_forest,in_game_wiki/en_US/P020_HECTON8_ECOLOGY_REGISTRY.md,Ecology Registry,Neutral Reference,0,,packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,ready
in_game_wiki,en_US,ltr,P021_BLACK_KEEL_CUSTODY,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,ships.black_keel_custody,unlock.first_black_keel_custody_record,source_authority,0,poi.carrier_contract;poi.claim_pool_ledger,biome.crash_shelf;biome.surface_weather,in_game_wiki/en_US/P021_BLACK_KEEL_CUSTODY.md,Black Keel Custody,Neutral Reference,0,,packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,ready
in_game_wiki,en_US,ltr,P022_DROP_CAPSULE_DAMAGE,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,arrival.drop_capsule_damage,unlock.first_drop_capsule_damage_audit,source_authority,0,poi.drop_capsule;poi.crash_shelter,biome.crash_shelf;biome.shallow_repair,in_game_wiki/en_US/P022_DROP_CAPSULE_DAMAGE.md,Drop Capsule Damage,Neutral Reference,0,,packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,ready
in_game_wiki,en_US,ltr,P023_DEEP_REACH_RETURN_CLAIM,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,factions.deep_reach_return_claim,unlock.first_deep_reach_return_claim,source_authority,0,poi.deep_reach_contract;poi.relay_instruction,biome.drowned_colony;biome.deep_relay,in_game_wiki/en_US/P023_DEEP_REACH_RETURN_CLAIM.md,Deep Reach Return Claim,Neutral Reference,0,,packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,ready
in_game_wiki,en_US,ltr,P024_FALSE_EXIT_MATERIAL,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,endings.false_exit_material,unlock.first_material_exit_offer,source_authority,0,poi.payload_gantry;poi.carrier_bargain,biome.deep_launch_route;biome.orbit_window,in_game_wiki/en_US/P024_FALSE_EXIT_MATERIAL.md,Material Exit,Neutral Reference,0,,packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,ready
in_game_wiki,en_US,ltr,P025_PROFESSIONAL_MOTIVE,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,player.professional_motive,unlock.first_professional_motive_shift,source_authority,0,poi.barnard_mark;poi.personal_object,biome.crash_shelf;biome.drowned_colony,in_game_wiki/en_US/P025_PROFESSIONAL_MOTIVE.md,Professional Motive,Neutral Reference,0,,packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,ready
in_game_wiki,en_US,ltr,P026_SIX_DOMAIN_LEDGER,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,humanity.six_domain_ledger,unlock.first_six_domain_ledger,source_authority,0,poi.domain_plate;poi.route_archive,biome.drowned_colony;biome.deep_archive,in_game_wiki/en_US/P026_SIX_DOMAIN_LEDGER.md,Six Domain Ledger,Neutral Reference,0,,packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,ready
in_game_wiki,en_US,ltr,P027_BARNARD_YARDS_ORIGIN,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,player.barnard_yards_origin,unlock.first_barnard_yards_origin_record,source_authority,0,poi.worker_locker;poi.tool_stamp,biome.crash_shelf;biome.drowned_colony,in_game_wiki/en_US/P027_BARNARD_YARDS_ORIGIN.md,Barnard Yards Origin,Neutral Reference,0,,packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,ready
in_game_wiki,en_US,ltr,P028_NO_FTL_TRANSIT_MATH,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,travel.no_ftl_transit_math,unlock.first_transit_math_record,source_authority,0,poi.route_archive;poi.relay_packet,biome.deep_archive;biome.service_canyon,in_game_wiki/en_US/P028_NO_FTL_TRANSIT_MATH.md,No-FTL Transit Math,Neutral Reference,0,,packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,ready
in_game_wiki,en_US,ltr,P029_SEED_SHIP_DOCTRINE,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,deep_reach.seed_ship_doctrine,unlock.first_seed_ship_doctrine_record,source_authority,0,poi.seed_factory_log;poi.atlas_directive,biome.drowned_colony;biome.deep_archive,in_game_wiki/en_US/P029_SEED_SHIP_DOCTRINE.md,Seed Ship Doctrine,Neutral Reference,0,,packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,ready
in_game_wiki,en_US,ltr,P030_RELAY_CUSTODY_DEBT_CHAIN,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,routes.relay_custody_debt_chain,unlock.first_relay_debt_chain_record,source_authority,0,poi.claim_pool_ledger;poi.relay_packet,biome.crash_shelf;biome.service_canyon,in_game_wiki/en_US/P030_RELAY_CUSTODY_DEBT_CHAIN.md,Relay Custody Debt Chain,Neutral Reference,0,,packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,ready
in_game_wiki,en_US,ltr,P031_PHOTIC_SHELF_LIFE,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,hecton8.photic_shelf_life,unlock.first_photic_shelf_life,source_authority,0,poi.shallow_biome_scan;poi.drop_shelter_window,biome.crash_shelf;biome.photic_shelf,in_game_wiki/en_US/P031_PHOTIC_SHELF_LIFE.md,Photic Shelf Life,Neutral Reference,0,,packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,ready
in_game_wiki,en_US,ltr,P032_PRESSURE_LADDER_DEPTH_BANDS,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,hecton8.pressure_ladder_depth_bands,unlock.first_pressure_ladder,source_authority,0,poi.depth_gate;poi.pressure_bulkhead,biome.crash_shelf;biome.service_canyon,in_game_wiki/en_US/P032_PRESSURE_LADDER_DEPTH_BANDS.md,Pressure Ladder,Neutral Reference,0,,packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,ready
in_game_wiki,en_US,ltr,P033_CABLE_REEF_SYMBIOSIS,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,hecton8.cable_reef_symbiosis,unlock.first_cable_reef_symbiosis,source_authority,0,poi.cable_reef;poi.service_trench,biome.service_canyon;biome.cable_reef,in_game_wiki/en_US/P033_CABLE_REEF_SYMBIOSIS.md,Cable Reef Symbiosis,Neutral Reference,0,,packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,ready
in_game_wiki,en_US,ltr,P034_ABYSSAL_REPAIR_FAUNA,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,hecton8.abyssal_repair_fauna,unlock.first_abyssal_repair_fauna,source_authority,0,poi.repair_fauna_scan;poi.drone_den,biome.abyssal_slope;biome.repair_ecology,in_game_wiki/en_US/P034_ABYSSAL_REPAIR_FAUNA.md,Abyssal Repair Fauna,Neutral Reference,0,,packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,ready
in_game_wiki,en_US,ltr,P035_FACTORY_TEMPLE_THRESHOLD,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,atlas6.factory_temple_threshold,unlock.first_factory_temple_threshold,source_authority,0,poi.factory_threshold;poi.atlas_gate,biome.bottom_factory;biome.atlas_zone,in_game_wiki/en_US/P035_FACTORY_TEMPLE_THRESHOLD.md,Factory-Temple Threshold,Neutral Reference,0,,packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,ready
in_game_wiki,en_US,ltr,P036_RETURN_VECTOR_WINDOW,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,hecton8.return_vector_window,unlock.first_return_vector_window,source_authority,0,poi.orbital_comm_window;poi.black_keel_signal,biome.surface_squall;biome.shallow_shelter,in_game_wiki/en_US/P036_RETURN_VECTOR_WINDOW.md,Return Vector Window,Neutral Reference,0,,packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,ready
in_game_wiki,en_US,ltr,P037_COWARD_EXIT_CHAIN,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,hecton8.coward_exit_chain,unlock.first_coward_exit_chain,source_authority,0,poi.repaired_ascent_cradle;poi.partial_exit_console,biome.surface_squall;biome.shallow_shelter,in_game_wiki/en_US/P037_COWARD_EXIT_CHAIN.md,Emergency Exit Chain,Neutral Reference,0,,packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,ready
in_game_wiki,en_US,ltr,P038_MATERIAL_PAYOUT_LEDGER,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,hecton8.material_payout_ledger,unlock.first_material_payout_ledger,source_authority,0,poi.blue_debt_sample;poi.claim_accounting_terminal,biome.resource_cache;biome.dead_claim,in_game_wiki/en_US/P038_MATERIAL_PAYOUT_LEDGER.md,Material Settlement Ledger,Neutral Reference,0,,packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,ready
in_game_wiki,en_US,ltr,P039_DEEP_REACH_CLEANSE_ORDER,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,hecton8.deep_reach_cleanse_order,unlock.first_deep_reach_cleanse_order,source_authority,0,poi.deep_reach_proxy_order;poi.redacted_liability_node,biome.dead_claim;biome.industrial_descent,in_game_wiki/en_US/P039_DEEP_REACH_CLEANSE_ORDER.md,Deep Reach Live Cleanup Order,Neutral Reference,0,,packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,ready
in_game_wiki,en_US,ltr,P040_ATLAS_FINAL_ARGUMENT,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,hecton8.atlas_final_argument,unlock.first_atlas_final_argument,source_authority,0,poi.atlas_argument_core;poi.factory_temple_choice,biome.factory_temple;biome.atlas_core,in_game_wiki/en_US/P040_ATLAS_FINAL_ARGUMENT.md,Atlas Final Argument,Neutral Reference,0,,packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,ready
in_game_wiki,en_US,ltr,P041_WORKER_LOCKER_ROW,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,hecton8.worker_locker_row,unlock.first_worker_locker_row,source_authority,0,poi.worker_locker_row;poi.drowned_hab_module,biome.drowned_colony;biome.shallow_wreck,in_game_wiki/en_US/P041_WORKER_LOCKER_ROW.md,Worker Locker Row,Neutral Reference,0,,packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,ready
in_game_wiki,en_US,ltr,P042_PRESSURE_BUNK_ROUTINE,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,hecton8.pressure_bunk_routine,unlock.first_pressure_bunk_routine,source_authority,0,poi.pressure_bunk;poi.hab_sleep_bay,biome.drowned_colony;biome.pressure_hab,in_game_wiki/en_US/P042_PRESSURE_BUNK_ROUTINE.md,Pressure Bunk Routine,Neutral Reference,0,,packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,ready
in_game_wiki,en_US,ltr,P043_SHIFT_BOARD_ROUTE_HOLDS,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,hecton8.shift_board_route_holds,unlock.first_shift_board_route_holds,source_authority,0,poi.shift_board;poi.transit_gate,biome.drowned_colony;biome.service_canyon,in_game_wiki/en_US/P043_SHIFT_BOARD_ROUTE_HOLDS.md,Shift Board Route Holds,Neutral Reference,0,,packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,ready
in_game_wiki,en_US,ltr,P044_MEDICAL_LOCK_DELAY,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,hecton8.medical_lock_delay,unlock.first_medical_lock_delay,source_authority,0,poi.medical_lock;poi.triage_airlock,biome.drowned_colony;biome.quarantine_module,in_game_wiki/en_US/P044_MEDICAL_LOCK_DELAY.md,Medical Lock Delay,Neutral Reference,0,,packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,ready
in_game_wiki,en_US,ltr,P045_BLACK_BOX_NAME_STACK,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,hecton8.black_box_name_stack,unlock.first_black_box_name_stack,source_authority,0,poi.black_box_stack;poi.evacuation_manifest,biome.deep_colony;biome.factory_threshold,in_game_wiki/en_US/P045_BLACK_BOX_NAME_STACK.md,Black Box Name Stack,Neutral Reference,0,,packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,ready
in_game_wiki,en_US,ltr,P046_PUMP_ROOM_HANDSHAKE,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,hecton8.pump_room_handshake,unlock.first_pump_room_handshake,source_authority,0,poi.pump_room;poi.sump_control,biome.pressure_hab;biome.drowned_colony,in_game_wiki/en_US/P046_PUMP_ROOM_HANDSHAKE.md,Pump Room Valve Handshake,Recovered Operational Note,1,,packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P047_HATCH_SEAL_LEDGER,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,hecton8.hatch_seal_ledger,unlock.first_hatch_seal_ledger,source_authority,0,poi.hatch_seal;poi.airlock_frame,biome.drowned_colony;biome.service_corridor,in_game_wiki/en_US/P047_HATCH_SEAL_LEDGER.md,Hatch Seal Ledger,Recovered Operational Note,1,,packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P048_CABLE_SPLICE_SCAR,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,hecton8.cable_splice_scar,unlock.first_cable_splice_scar,source_authority,0,poi.cable_splice;poi.atlas_repair_scar,biome.service_corridor;biome.cable_reef,in_game_wiki/en_US/P048_CABLE_SPLICE_SCAR.md,Cable Splice Scar,Recovered Operational Note,1,,packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P049_SONAR_RETURN_ROUTE,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,hecton8.sonar_return_route,unlock.first_sonar_return_route,source_authority,0,poi.sonar_pylon;poi.return_beacon,biome.shallow_wreck;biome.service_canyon,in_game_wiki/en_US/P049_SONAR_RETURN_ROUTE.md,Sonar Return Route,Recovered Operational Note,1,,packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P050_SALVAGE_TOOL_CUSTODY,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,hecton8.salvage_tool_custody,unlock.first_salvage_tool_custody,source_authority,0,poi.tool_custody;poi.salvage_locker,biome.drowned_colony;biome.deep_colony,in_game_wiki/en_US/P050_SALVAGE_TOOL_CUSTODY.md,Salvage Tool Custody,Recovered Operational Note,1,,packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,ready
in_game_wiki,en_US,ltr,P051_LIGHT_DELAY_AUTHORITY,RS011_COMM_TARIFF_GRAFFITI_MASKS,hecton8.light_delay_authority,unlock.first_light_delay_authority,source_authority,0,poi.relay_mast;poi.signal_buffer,biome.storm_shelf;biome.surface_relay,in_game_wiki/en_US/P051_LIGHT_DELAY_AUTHORITY.md,Light-Delay Authority,Neutral Reference,0,,packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,ready
in_game_wiki,en_US,ltr,P052_BLACK_KEEL_TARIFF_TABLE,RS011_COMM_TARIFF_GRAFFITI_MASKS,hecton8.black_keel_tariff_table,unlock.first_black_keel_tariff_table,source_authority,0,poi.tariff_plate;poi.claim_terminal,biome.corporate_wreck;biome.salvage_route,in_game_wiki/en_US/P052_BLACK_KEEL_TARIFF_TABLE.md,Black Keel Tariff Table,Neutral Reference,0,,packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,ready
