packet_id,article_id,loc_namespace,loc_id,locale,status,surface,title,scanner_short,codex_short,audio_subtitle,terminal_summary,notes
P402_DROP_CAPSULE_FIRST_FAULT,P402_DROP_CAPSULE_FIRST_FAULT_ARTICLE,LORE_APPLIED,P402_DROP_CAPSULE_FIRST_FAULT_pl_PL,pl_PL,draft_machine_or_llm,capsule_console,[PL] Drop Capsule Diagnostic,[PL] Primary seal fracture. Avionics bay fully flooded. Oxygen reserves nominal but isolated.,[PL] The descent frame deformed 4 degrees upon impact. The recovery sequence is hardware-locked until the avionics bay is drained and the auxiliary pressure seal is patched. Deep Reach procedure dictates you wait for rescue. Marauder procedure dictates you find a pump.,[PL] Warning. Pressure failure detected on auxiliary hatch. Ascent protocol is locked. Awaiting maintenance override.,[PL] SYS_ERR_04: High-gain antenna severed. Emergency buoy release: FAILED. Estimated descent module lifespan at current depth: 14 hours before structural collapse.,Expansion risk
P402_DROP_CAPSULE_FIRST_FAULT,P402_DROP_CAPSULE_FIRST_FAULT_ARTICLE,LORE_APPLIED,P402_DROP_CAPSULE_FIRST_FAULT_pt_BR,pt_BR,draft_machine_or_llm,capsule_console,[PT] Drop Capsule Diagnostic,[PT] Primary seal fracture. Avionics bay fully flooded. Oxygen reserves nominal but isolated.,[PT] The descent frame deformed 4 degrees upon impact. The recovery sequence is hardware-locked until the avionics bay is drained and the auxiliary pressure seal is patched. Deep Reach procedure dictates you wait for rescue. Marauder procedure dictates you find a pump.,[PT] Warning. Pressure failure detected on auxiliary hatch. Ascent protocol is locked. Awaiting maintenance override.,[PT] SYS_ERR_04: High-gain antenna severed. Emergency buoy release: FAILED. Estimated descent module lifespan at current depth: 14 hours before structural collapse.,
P402_DROP_CAPSULE_FIRST_FAULT,P402_DROP_CAPSULE_FIRST_FAULT_ARTICLE,LORE_APPLIED,P402_DROP_CAPSULE_FIRST_FAULT_ru_RU,ru_RU,draft_machine_or_llm,capsule_console,Диагностика спускаемой капсулы,"Разрыв главного уплотнителя. Отсек авионики полностью затоплен. Резерв кислорода в норме, но изолирован.","При ударе каркас капсулы деформировался на 4 градуса. Цикл возврата заблокирован аппаратно до тех пор, пока отсек авионики не будет осушен, а вспомогательная шлюзовая печать не заделана. Протоколы «Дип Рич» предписывают ждать спасателей. Правила Мародеров — найти чертов насос.",Внимание. Обнаружено падение давления на вспомогательном люке. Протокол всплытия заблокирован. Ожидание сервисного переопределения.,SYS_ERR_04: Антенна высокого усиления оторвана. Отстрел аварийного буя: СБОЙ. Расчетный предел прочности капсулы на текущей глубине: 14 часов до структурного коллапса.,Expansion risk
P402_DROP_CAPSULE_FIRST_FAULT,P402_DROP_CAPSULE_FIRST_FAULT_ARTICLE,LORE_APPLIED,P402_DROP_CAPSULE_FIRST_FAULT_uk_UA,uk_UA,draft_machine_or_llm,capsule_console,[UK] Drop Capsule Diagnostic,[UK] Primary seal fracture. Avionics bay fully flooded. Oxygen reserves nominal but isolated.,[UK] The descent frame deformed 4 degrees upon impact. The recovery sequence is hardware-locked until the avionics bay is drained and the auxiliary pressure seal is patched. Deep Reach procedure dictates you wait for rescue. Marauder procedure dictates you find a pump.,[UK] Warning. Pressure failure detected on auxiliary hatch. Ascent protocol is locked. Awaiting maintenance override.,[UK] SYS_ERR_04: High-gain antenna severed. Emergency buoy release: FAILED. Estimated descent module lifespan at current depth: 14 hours before structural collapse.,Expansion risk
P402_DROP_CAPSULE_FIRST_FAULT,P402_DROP_CAPSULE_FIRST_FAULT_ARTICLE,LORE_APPLIED,P402_DROP_CAPSULE_FIRST_FAULT_zh_CN,zh_CN,draft_machine_or_llm,capsule_console,[ZH] Drop Capsule Diagnostic,[ZH] Primary seal fracture. Avionics bay fully flooded. Oxygen reserves nominal but isolated.,[ZH] The descent frame deformed 4 degrees upon impact. The recovery sequence is hardware-locked until the avionics bay is drained and the auxiliary pressure seal is patched. Deep Reach procedure dictates you wait for rescue. Marauder procedure dictates you find a pump.,[ZH] Warning. Pressure failure detected on auxiliary hatch. Ascent protocol is locked. Awaiting maintenance override.,[ZH] SYS_ERR_04: High-gain antenna severed. Emergency buoy release: FAILED. Estimated descent module lifespan at current depth: 14 hours before structural collapse.,
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_en_US,en_US,source_authority,pda_contract,Black Keel Contract Rider,Salvage lien active. Current target: 4.8 tonne-window equivalent.,"Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_ar_SA,ar_SA,draft_machine_or_llm,pda_contract,[AR] Black Keel Contract Rider,[AR] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[AR] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[AR] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[AR] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",RTL handling
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_de_DE,de_DE,draft_machine_or_llm,pda_contract,[DE] Black Keel Contract Rider,[DE] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[DE] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[DE] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[DE] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",Expansion risk
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_es_ES,es_ES,draft_machine_or_llm,pda_contract,[ES] Black Keel Contract Rider,[ES] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[ES] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[ES] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[ES] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_fr_FR,fr_FR,draft_machine_or_llm,pda_contract,[FR] Black Keel Contract Rider,[FR] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[FR] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[FR] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[FR] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_he_IL,he_IL,draft_machine_or_llm,pda_contract,[HE] Black Keel Contract Rider,[HE] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[HE] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[HE] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[HE] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",RTL handling
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_id_ID,id_ID,draft_machine_or_llm,pda_contract,[ID] Black Keel Contract Rider,[ID] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[ID] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[ID] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[ID] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_ja_JP,ja_JP,draft_machine_or_llm,pda_contract,[JA] Black Keel Contract Rider,[JA] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[JA] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[JA] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[JA] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_ko_KR,ko_KR,draft_machine_or_llm,pda_contract,[KO] Black Keel Contract Rider,[KO] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[KO] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[KO] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[KO] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_nl_NL,nl_NL,draft_machine_or_llm,pda_contract,[NL] Black Keel Contract Rider,[NL] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[NL] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[NL] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[NL] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",Expansion risk
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_pl_PL,pl_PL,draft_machine_or_llm,pda_contract,[PL] Black Keel Contract Rider,[PL] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[PL] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[PL] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[PL] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",Expansion risk
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_pt_BR,pt_BR,draft_machine_or_llm,pda_contract,[PT] Black Keel Contract Rider,[PT] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[PT] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[PT] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[PT] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_ru_RU,ru_RU,draft_machine_or_llm,pda_contract,Приложение к контракту «Черного Киля»,"Залоговое удержание активно. Текущая цель: эквивалент 4,8 тонно-окон.","Рекламационный Пул Эгира установил стартовый долг на отметке 4,8 тонно-окон. Автоматический носитель «Черный Киль» останется на орбите, пока не получит физическое подтверждение изъятия образцов для одобрения эвакуации.",Автоматический носитель «Черный Киль». Вектор сближения подтвержден. Залоговое удержание активно. Не превышайте долговой порог.,"ДОПОЛНЕНИЕ 7-B: Системы жизнеобеспечения, обогрев костюма и базовый кислород списываются задним числом из финального веса вашей добычи. Полисы «Килмарк Мьючуал» не покрывают расходы на выживание.",Expansion risk
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_uk_UA,uk_UA,draft_machine_or_llm,pda_contract,[UK] Black Keel Contract Rider,[UK] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[UK] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[UK] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[UK] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",Expansion risk
P403_BLACK_KEEL_CONTRACT_APPROACH,P403_BLACK_KEEL_CONTRACT_APPROACH_ARTICLE,LORE_APPLIED,P403_BLACK_KEEL_CONTRACT_APPROACH_zh_CN,zh_CN,draft_machine_or_llm,pda_contract,[ZH] Black Keel Contract Rider,[ZH] Salvage lien active. Current target: 4.8 tonne-window equivalent.,"[ZH] Aegir Reclamation Pool sets the initial debt at 4.8 tonne-window. The Black Keel automated tender holds orbit, awaiting physical sample custody evidence before validating extraction.",[ZH] Black Keel automated tender. Approach vector logged. Contract lien is active. Do not exceed debt threshold.,"[ZH] ADDENDUM 7-B: Life support, suit heat, and baseline oxygen are billed retroactively against your final salvage weight. Survival is not a covered expense under Keelmark Mutual policies.",
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_en_US,en_US,source_authority,pump_terminal,P-63 Pump Room Receipt,Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ar_SA,ar_SA,draft_machine_or_llm,pump_terminal,[AR] P-63 Pump Room Receipt,[AR] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[AR] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[AR] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[AR] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,RTL handling
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_de_DE,de_DE,draft_machine_or_llm,pump_terminal,[DE] P-63 Pump Room Receipt,[DE] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[DE] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[DE] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[DE] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,Expansion risk
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_es_ES,es_ES,draft_machine_or_llm,pump_terminal,[ES] P-63 Pump Room Receipt,[ES] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[ES] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[ES] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[ES] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_fr_FR,fr_FR,draft_machine_or_llm,pump_terminal,[FR] P-63 Pump Room Receipt,[FR] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[FR] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[FR] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[FR] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_he_IL,he_IL,draft_machine_or_llm,pump_terminal,[HE] P-63 Pump Room Receipt,[HE] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[HE] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[HE] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[HE] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,RTL handling
