release_set,packet_id,locale,check_type,status,finding,risk,next_review_action
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,ar_SA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,de_DE,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,es_ES,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,fr_FR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,he_IL,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,id_ID,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,ja_JP,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,ko_KR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,nl_NL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,pl_PL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,pt_BR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,ru_RU,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,uk_UA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P411_BLACK_KEEL_DEAD_CLAIM_HANDSHAKE,zh_CN,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,en_US,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,ar_SA,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,de_DE,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,es_ES,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,fr_FR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,he_IL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,id_ID,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,ja_JP,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,ko_KR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,nl_NL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,pl_PL,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,pt_BR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,ru_RU,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,uk_UA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P412_SHALLOW_ANNEX_P63_FIRST_PUMP,zh_CN,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,en_US,RTL_DIRECTION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,ar_SA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,de_DE,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,es_ES,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,he_IL,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,id_ID,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,ja_JP,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,ko_KR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,nl_NL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,pl_PL,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,pt_BR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,ru_RU,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,uk_UA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P413_PRESSURE_DOOR_MANUAL_BYPASS,zh_CN,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,en_US,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,ar_SA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,de_DE,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,es_ES,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,fr_FR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,he_IL,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,id_ID,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,ja_JP,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,ko_KR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,nl_NL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,pl_PL,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,pt_BR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,ru_RU,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,uk_UA,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P414_OXYGEN_RESERVE_DIRTY_MARGIN,zh_CN,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,en_US,EXPANSION_RISK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,ar_SA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,de_DE,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,es_ES,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,fr_FR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,he_IL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,id_ID,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,ja_JP,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,ko_KR,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,nl_NL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,pl_PL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,pt_BR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,ru_RU,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,uk_UA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P415_FIRST_SCAN_FALSE_CLEAN_LANGUAGE,zh_CN,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,en_US,SPOILER_BOUNDARY,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,ar_SA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,de_DE,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,es_ES,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,fr_FR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,he_IL,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,id_ID,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,ja_JP,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,ko_KR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,pl_PL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,pt_BR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,ru_RU,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,uk_UA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P416_ROUTE_BEACON_SALT_CORROSION,zh_CN,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,en_US,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,ar_SA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,de_DE,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,es_ES,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,fr_FR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,he_IL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,id_ID,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,ja_JP,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,ko_KR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,nl_NL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,pl_PL,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,pt_BR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,ru_RU,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,uk_UA,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P417_MARAUDER_RECOVERY_NOTE_01,zh_CN,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,en_US,RTL_DIRECTION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,ar_SA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,de_DE,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,es_ES,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,fr_FR,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,he_IL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,id_ID,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,ja_JP,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,ko_KR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,nl_NL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,pl_PL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,pt_BR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,ru_RU,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,uk_UA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P418_BARNARD_YARDS_PROCEDURE_TRACE,zh_CN,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,en_US,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,ar_SA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,de_DE,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,es_ES,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,fr_FR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,he_IL,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,id_ID,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,ja_JP,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,ko_KR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,nl_NL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,pl_PL,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,pt_BR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,ru_RU,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,uk_UA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS110,P419_BLUE_DEBT_SAMPLE_BAG_WARNING,zh_CN,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,en_US,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,ar_SA,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,de_DE,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,es_ES,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,fr_FR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,he_IL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,id_ID,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,ja_JP,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,ko_KR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,nl_NL,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,pl_PL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,pt_BR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,ru_RU,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,uk_UA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P420_SERVICE_CANYON_CUT_PANEL,zh_CN,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,en_US,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,ar_SA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,de_DE,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
