release_set,packet_id,locale,check_type,status,finding,risk,next_review_action
RS113,P446,he_IL,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P446,id_ID,CJK_GLYPH_SCOPE,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P446,ja_JP,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P446,ko_KR,AUDIO_SUBTITLE_TIMING,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P446,nl_NL,AUDIO_SUBTITLE_TIMING,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P446,pl_PL,TERMINOLOGY_LOCK,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P446,pt_BR,RTL_DIRECTION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P446,ru_RU,SURFACE_LENGTH,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P446,uk_UA,VOICE_REGISTER,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P446,zh_CN,CJK_GLYPH_SCOPE,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P447,en_US,VOICE_REGISTER,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P447,ar_SA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P447,de_DE,SURFACE_LENGTH,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P447,es_ES,UNIT_AND_NUMBER_PRESERVATION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P447,fr_FR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P447,he_IL,ID_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P447,id_ID,VOICE_REGISTER,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P447,ja_JP,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P447,ko_KR,EXPANSION_RISK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P447,nl_NL,TERMINOLOGY_LOCK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P447,pl_PL,CJK_GLYPH_SCOPE,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P447,pt_BR,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P447,ru_RU,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P447,uk_UA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P447,zh_CN,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P448,en_US,SURFACE_LENGTH,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P448,ar_SA,AUDIO_SUBTITLE_TIMING,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P448,de_DE,VOICE_REGISTER,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P448,es_ES,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P448,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P448,he_IL,RTL_DIRECTION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P448,id_ID,VOICE_REGISTER,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P448,ja_JP,ID_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P448,ko_KR,AUDIO_SUBTITLE_TIMING,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P448,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P448,pl_PL,RTL_DIRECTION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P448,pt_BR,RTL_DIRECTION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P448,ru_RU,EXPANSION_RISK,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P448,uk_UA,SURFACE_LENGTH,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P448,zh_CN,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P449,en_US,AUDIO_SUBTITLE_TIMING,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS113,P449,ar_SA,SPOILER_BOUNDARY,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P449,de_DE,AUDIO_SUBTITLE_TIMING,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P449,es_ES,SPOILER_BOUNDARY,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P449,fr_FR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P449,he_IL,EXPANSION_RISK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P449,id_ID,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P449,ja_JP,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P449,ko_KR,ID_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P449,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P449,pl_PL,EXPANSION_RISK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS113,P449,pt_BR,RTL_DIRECTION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS113,P449,ru_RU,AUDIO_SUBTITLE_TIMING,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P449,uk_UA,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS113,P449,zh_CN,EXPANSION_RISK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P450,en_US,SPOILER_BOUNDARY,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P450,ar_SA,CJK_GLYPH_SCOPE,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P450,de_DE,VOICE_REGISTER,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P450,es_ES,TERMINOLOGY_LOCK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P450,fr_FR,RTL_DIRECTION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P450,he_IL,ID_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P450,id_ID,AUDIO_SUBTITLE_TIMING,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P450,ja_JP,RTL_DIRECTION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P450,ko_KR,CJK_GLYPH_SCOPE,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P450,nl_NL,AUDIO_SUBTITLE_TIMING,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P450,pl_PL,VOICE_REGISTER,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P450,pt_BR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P450,ru_RU,RTL_DIRECTION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P450,uk_UA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P450,zh_CN,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,en_US,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,ar_SA,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,de_DE,ID_PRESERVATION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P451,es_ES,AUDIO_SUBTITLE_TIMING,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,fr_FR,CJK_GLYPH_SCOPE,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P451,he_IL,AUDIO_SUBTITLE_TIMING,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P451,id_ID,AUDIO_SUBTITLE_TIMING,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,ja_JP,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,ko_KR,EXPANSION_RISK,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P451,nl_NL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,pl_PL,SURFACE_LENGTH,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P451,pt_BR,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P451,ru_RU,RTL_DIRECTION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P451,uk_UA,RTL_DIRECTION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P451,zh_CN,SPOILER_BOUNDARY,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P452,en_US,TERMINOLOGY_LOCK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P452,ar_SA,CJK_GLYPH_SCOPE,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P452,de_DE,SURFACE_LENGTH,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P452,es_ES,SPOILER_BOUNDARY,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P452,fr_FR,VOICE_REGISTER,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P452,he_IL,RTL_DIRECTION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P452,id_ID,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P452,ja_JP,SPOILER_BOUNDARY,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P452,ko_KR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P452,nl_NL,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P452,pl_PL,EXPANSION_RISK,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P452,pt_BR,SPOILER_BOUNDARY,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P452,ru_RU,ID_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P452,uk_UA,CJK_GLYPH_SCOPE,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P452,zh_CN,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,en_US,EXPANSION_RISK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,ar_SA,ID_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,de_DE,SURFACE_LENGTH,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P453,es_ES,ID_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P453,fr_FR,VOICE_REGISTER,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,he_IL,RTL_DIRECTION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,id_ID,VOICE_REGISTER,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,ja_JP,EXPANSION_RISK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P453,ko_KR,RTL_DIRECTION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P453,nl_NL,AUDIO_SUBTITLE_TIMING,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P453,pl_PL,CJK_GLYPH_SCOPE,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P453,pt_BR,VOICE_REGISTER,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P453,ru_RU,AUDIO_SUBTITLE_TIMING,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P453,uk_UA,TERMINOLOGY_LOCK,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P453,zh_CN,EXPANSION_RISK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,en_US,ID_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,ar_SA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,de_DE,SURFACE_LENGTH,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P454,es_ES,ID_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,fr_FR,EXPANSION_RISK,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,he_IL,CJK_GLYPH_SCOPE,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P454,id_ID,EXPANSION_RISK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P454,ja_JP,SURFACE_LENGTH,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P454,ko_KR,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P454,nl_NL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,pl_PL,SURFACE_LENGTH,NEEDS_NATIVE_REVIEW,Finding recorded,Medium,Review
RS114,P454,pt_BR,CJK_GLYPH_SCOPE,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P454,ru_RU,AUDIO_SUBTITLE_TIMING,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P454,uk_UA,RTL_DIRECTION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P454,zh_CN,VOICE_REGISTER,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P455,en_US,RTL_DIRECTION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P455,ar_SA,AUDIO_SUBTITLE_TIMING,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
RS114,P455,de_DE,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Finding recorded,Medium,Review
RS114,P455,es_ES,CJK_GLYPH_SCOPE,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P455,fr_FR,SURFACE_LENGTH,NEEDS_RUNTIME_LAYOUT_PROOF,Finding recorded,Medium,Review
RS114,P455,he_IL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_FONT_GLYPH_PROOF,Finding recorded,Medium,Review
