term_key,en_US,ar_SA,de_DE,es_ES,fr_FR,he_IL,id_ID,ja_JP,ko_KR,nl_NL,pl_PL,pt_BR,ru_RU,uk_UA,zh_CN,lock_policy,notes
TERM_RS_010,salvage carrier,[AR] salvage carrier,[DE] salvage carrier,[ES] salvage carrier,[FR] salvage carrier,[HE] salvage carrier,[ID] salvage carrier,[JA] salvage carrier,[KO] salvage carrier,[NL] salvage carrier,[PL] salvage carrier,[PT] salvage carrier,salvage carrier,[UK] salvage carrier,[ZH] salvage carrier,STRICT_LOCK,Context note.
TERM_RS_011,dead claim,[AR] dead claim,[DE] dead claim,[ES] dead claim,[FR] dead claim,[HE] dead claim,[ID] dead claim,[JA] dead claim,[KO] dead claim,[NL] dead claim,[PL] dead claim,[PT] dead claim,dead claim,[UK] dead claim,[ZH] dead claim,STRICT_LOCK,Context note.
TERM_RS_012,custody grade,[AR] custody grade,[DE] custody grade,[ES] custody grade,[FR] custody grade,[HE] custody grade,[ID] custody grade,[JA] custody grade,[KO] custody grade,[NL] custody grade,[PL] custody grade,[PT] custody grade,custody grade,[UK] custody grade,[ZH] custody grade,STRICT_LOCK,Context note.
TERM_RS_013,material retention,[AR] material retention,[DE] material retention,[ES] material retention,[FR] material retention,[HE] material retention,[ID] material retention,[JA] material retention,[KO] material retention,[NL] material retention,[PL] material retention,[PT] material retention,material retention,[UK] material retention,[ZH] material retention,STRICT_LOCK,Context note.
TERM_RS_014,calibration drift,[AR] calibration drift,[DE] calibration drift,[ES] calibration drift,[FR] calibration drift,[HE] calibration drift,[ID] calibration drift,[JA] calibration drift,[KO] calibration drift,[NL] calibration drift,[PL] calibration drift,[PT] calibration drift,calibration drift,[UK] calibration drift,[ZH] calibration drift,STRICT_LOCK,Context note.
TERM_RS_015,pressure variance,[AR] pressure variance,[DE] pressure variance,[ES] pressure variance,[FR] pressure variance,[HE] pressure variance,[ID] pressure variance,[JA] pressure variance,[KO] pressure variance,[NL] pressure variance,[PL] pressure variance,[PT] pressure variance,pressure variance,[UK] pressure variance,[ZH] pressure variance,STRICT_LOCK,Context note.
TERM_RS_016,payload receiver,[AR] payload receiver,[DE] payload receiver,[ES] payload receiver,[FR] payload receiver,[HE] payload receiver,[ID] payload receiver,[JA] payload receiver,[KO] payload receiver,[NL] payload receiver,[PL] payload receiver,[PT] payload receiver,payload receiver,[UK] payload receiver,[ZH] payload receiver,STRICT_LOCK,Context note.
TERM_RS_017,quarantine hold,[AR] quarantine hold,[DE] quarantine hold,[ES] quarantine hold,[FR] quarantine hold,[HE] quarantine hold,[ID] quarantine hold,[JA] quarantine hold,[KO] quarantine hold,[NL] quarantine hold,[PL] quarantine hold,[PT] quarantine hold,quarantine hold,[UK] quarantine hold,[ZH] quarantine hold,STRICT_LOCK,Context note.
TERM_RS_018,public ledger,[AR] public ledger,[DE] public ledger,[ES] public ledger,[FR] public ledger,[HE] public ledger,[ID] public ledger,[JA] public ledger,[KO] public ledger,[NL] public ledger,[PL] public ledger,[PT] public ledger,public ledger,[UK] public ledger,[ZH] public ledger,STRICT_LOCK,Context note.
TERM_RS_019,brine canyon,[AR] brine canyon,[DE] brine canyon,[ES] brine canyon,[FR] brine canyon,[HE] brine canyon,[ID] brine canyon,[JA] brine canyon,[KO] brine canyon,[NL] brine canyon,[PL] brine canyon,[PT] brine canyon,brine canyon,[UK] brine canyon,[ZH] brine canyon,STRICT_LOCK,Context note.
TERM_RS_020,vent forge,[AR] vent forge,[DE] vent forge,[ES] vent forge,[FR] vent forge,[HE] vent forge,[ID] vent forge,[JA] vent forge,[KO] vent forge,[NL] vent forge,[PL] vent forge,[PT] vent forge,vent forge,[UK] vent forge,[ZH] vent forge,STRICT_LOCK,Context note.
TERM_RS_021,photic shelf,[AR] photic shelf,[DE] photic shelf,[ES] photic shelf,[FR] photic shelf,[HE] photic shelf,[ID] photic shelf,[JA] photic shelf,[KO] photic shelf,[NL] photic shelf,[PL] photic shelf,[PT] photic shelf,photic shelf,[UK] photic shelf,[ZH] photic shelf,STRICT_LOCK,Context note.
TERM_RS_022,shallow annex,[AR] shallow annex,[DE] shallow annex,[ES] shallow annex,[FR] shallow annex,[HE] shallow annex,[ID] shallow annex,[JA] shallow annex,[KO] shallow annex,[NL] shallow annex,[PL] shallow annex,[PT] shallow annex,shallow annex,[UK] shallow annex,[ZH] shallow annex,STRICT_LOCK,Context note.
TERM_RS_023,pump room,[AR] pump room,[DE] pump room,[ES] pump room,[FR] pump room,[HE] pump room,[ID] pump room,[JA] pump room,[KO] pump room,[NL] pump room,[PL] pump room,[PT] pump room,pump room,[UK] pump room,[ZH] pump room,STRICT_LOCK,Context note.
TERM_RS_024,drop capsule,[AR] drop capsule,[DE] drop capsule,[ES] drop capsule,[FR] drop capsule,[HE] drop capsule,[ID] drop capsule,[JA] drop capsule,[KO] drop capsule,[NL] drop capsule,[PL] drop capsule,[PT] drop capsule,drop capsule,[UK] drop capsule,[ZH] drop capsule,STRICT_LOCK,Context note.
TERM_RS_025,oxygen reserve,[AR] oxygen reserve,[DE] oxygen reserve,[ES] oxygen reserve,[FR] oxygen reserve,[HE] oxygen reserve,[ID] oxygen reserve,[JA] oxygen reserve,[KO] oxygen reserve,[NL] oxygen reserve,[PL] oxygen reserve,[PT] oxygen reserve,oxygen reserve,[UK] oxygen reserve,[ZH] oxygen reserve,STRICT_LOCK,Context note.
TERM_RS_026,pressure seal,[AR] pressure seal,[DE] pressure seal,[ES] pressure seal,[FR] pressure seal,[HE] pressure seal,[ID] pressure seal,[JA] pressure seal,[KO] pressure seal,[NL] pressure seal,[PL] pressure seal,[PT] pressure seal,pressure seal,[UK] pressure seal,[ZH] pressure seal,STRICT_LOCK,Context note.
TERM_RS_027,acoustic relay,[AR] acoustic relay,[DE] acoustic relay,[ES] acoustic relay,[FR] acoustic relay,[HE] acoustic relay,[ID] acoustic relay,[JA] acoustic relay,[KO] acoustic relay,[NL] acoustic relay,[PL] acoustic relay,[PT] acoustic relay,acoustic relay,[UK] acoustic relay,[ZH] acoustic relay,STRICT_LOCK,Context note.
TERM_RS_028,black-box fragment,[AR] black-box fragment,[DE] black-box fragment,[ES] black-box fragment,[FR] black-box fragment,[HE] black-box fragment,[ID] black-box fragment,[JA] black-box fragment,[KO] black-box fragment,[NL] black-box fragment,[PL] black-box fragment,[PT] black-box fragment,black-box fragment,[UK] black-box fragment,[ZH] black-box fragment,STRICT_LOCK,Context note.
TERM_RS_029,route beacon,[AR] route beacon,[DE] route beacon,[ES] route beacon,[FR] route beacon,[HE] route beacon,[ID] route beacon,[JA] route beacon,[KO] route beacon,[NL] route beacon,[PL] route beacon,[PT] route beacon,route beacon,[UK] route beacon,[ZH] route beacon,STRICT_LOCK,Context note.
TERM_RS_030,Deep Reach liability,[AR] Deep Reach liability,[DE] Deep Reach liability,[ES] Deep Reach liability,[FR] Deep Reach liability,[HE] Deep Reach liability,[ID] Deep Reach liability,[JA] Deep Reach liability,[KO] Deep Reach liability,[NL] Deep Reach liability,[PL] Deep Reach liability,[PT] Deep Reach liability,Дип Рич liability,[UK] Deep Reach liability,[ZH] Deep Reach liability,STRICT_LOCK,Context note.
TERM_RS_031,Atlas weighting audit,[AR] Atlas weighting audit,[DE] Atlas weighting audit,[ES] Atlas weighting audit,[FR] Atlas weighting audit,[HE] Atlas weighting audit,[ID] Atlas weighting audit,[JA] Atlas weighting audit,[KO] Atlas weighting audit,[NL] Atlas weighting audit,[PL] Atlas weighting audit,[PT] Atlas weighting audit,Atlas weighting audit,[UK] Atlas weighting audit,[ZH] Atlas weighting audit,STRICT_LOCK,Context note.
TERM_RS_032,false exit,[AR] false exit,[DE] false exit,[ES] false exit,[FR] false exit,[HE] false exit,[ID] false exit,[JA] false exit,[KO] false exit,[NL] false exit,[PL] false exit,[PT] false exit,false exit,[UK] false exit,[ZH] false exit,STRICT_LOCK,Context note.
TERM_RS_033,no clean ending,[AR] no clean ending,[DE] no clean ending,[ES] no clean ending,[FR] no clean ending,[HE] no clean ending,[ID] no clean ending,[JA] no clean ending,[KO] no clean ending,[NL] no clean ending,[PL] no clean ending,[PT] no clean ending,no clean ending,[UK] no clean ending,[ZH] no clean ending,STRICT_LOCK,Context note.
TERM_RS_034,source authority,[AR] source authority,[DE] source authority,[ES] source authority,[FR] source authority,[HE] source authority,[ID] source authority,[JA] source authority,[KO] source authority,[NL] source authority,[PL] source authority,[PT] source authority,source authority,[UK] source authority,[ZH] source authority,STRICT_LOCK,Context note.
TERM_RS_035,draft machine/LLM,[AR] draft machine/LLM,[DE] draft machine/LLM,[ES] draft machine/LLM,[FR] draft machine/LLM,[HE] draft machine/LLM,[ID] draft machine/LLM,[JA] draft machine/LLM,[KO] draft machine/LLM,[NL] draft machine/LLM,[PL] draft machine/LLM,[PT] draft machine/LLM,draft machine/LLM,[UK] draft machine/LLM,[ZH] draft machine/LLM,STRICT_LOCK,Context note.
TERM_RS_036,RTL review,[AR] RTL review,[DE] RTL review,[ES] RTL review,[FR] RTL review,[HE] RTL review,[ID] RTL review,[JA] RTL review,[KO] RTL review,[NL] RTL review,[PL] RTL review,[PT] RTL review,RTL review,[UK] RTL review,[ZH] RTL review,STRICT_LOCK,Context note.
TERM_RS_037,CJK glyph subset,[AR] CJK glyph subset,[DE] CJK glyph subset,[ES] CJK glyph subset,[FR] CJK glyph subset,[HE] CJK glyph subset,[ID] CJK glyph subset,[JA] CJK glyph subset,[KO] CJK glyph subset,[NL] CJK glyph subset,[PL] CJK glyph subset,[PT] CJK glyph subset,CJK glyph subset,[UK] CJK glyph subset,[ZH] CJK glyph subset,STRICT_LOCK,Context note.
TERM_RS_038,expansion risk,[AR] expansion risk,[DE] expansion risk,[ES] expansion risk,[FR] expansion risk,[HE] expansion risk,[ID] expansion risk,[JA] expansion risk,[KO] expansion risk,[NL] expansion risk,[PL] expansion risk,[PT] expansion risk,expansion risk,[UK] expansion risk,[ZH] expansion risk,STRICT_LOCK,Context note.
TERM_RS_039,spoiler gate,[AR] spoiler gate,[DE] spoiler gate,[ES] spoiler gate,[FR] spoiler gate,[HE] spoiler gate,[ID] spoiler gate,[JA] spoiler gate,[KO] spoiler gate,[NL] spoiler gate,[PL] spoiler gate,[PT] spoiler gate,spoiler gate,[UK] spoiler gate,[ZH] spoiler gate,STRICT_LOCK,Context note.
TERM_RS_040,Technical Payload Term 0,[AR] Technical Payload Term 0,[DE] Technical Payload Term 0,[ES] Technical Payload Term 0,[FR] Technical Payload Term 0,[HE] Technical Payload Term 0,[ID] Technical Payload Term 0,[JA] Technical Payload Term 0,[KO] Technical Payload Term 0,[NL] Technical Payload Term 0,[PL] Technical Payload Term 0,[PT] Technical Payload Term 0,Technical Payload Term 0,[UK] Technical Payload Term 0,[ZH] Technical Payload Term 0,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_041,Technical Payload Term 1,[AR] Technical Payload Term 1,[DE] Technical Payload Term 1,[ES] Technical Payload Term 1,[FR] Technical Payload Term 1,[HE] Technical Payload Term 1,[ID] Technical Payload Term 1,[JA] Technical Payload Term 1,[KO] Technical Payload Term 1,[NL] Technical Payload Term 1,[PL] Technical Payload Term 1,[PT] Technical Payload Term 1,Technical Payload Term 1,[UK] Technical Payload Term 1,[ZH] Technical Payload Term 1,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_042,Technical Payload Term 2,[AR] Technical Payload Term 2,[DE] Technical Payload Term 2,[ES] Technical Payload Term 2,[FR] Technical Payload Term 2,[HE] Technical Payload Term 2,[ID] Technical Payload Term 2,[JA] Technical Payload Term 2,[KO] Technical Payload Term 2,[NL] Technical Payload Term 2,[PL] Technical Payload Term 2,[PT] Technical Payload Term 2,Technical Payload Term 2,[UK] Technical Payload Term 2,[ZH] Technical Payload Term 2,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_043,Technical Payload Term 3,[AR] Technical Payload Term 3,[DE] Technical Payload Term 3,[ES] Technical Payload Term 3,[FR] Technical Payload Term 3,[HE] Technical Payload Term 3,[ID] Technical Payload Term 3,[JA] Technical Payload Term 3,[KO] Technical Payload Term 3,[NL] Technical Payload Term 3,[PL] Technical Payload Term 3,[PT] Technical Payload Term 3,Technical Payload Term 3,[UK] Technical Payload Term 3,[ZH] Technical Payload Term 3,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_044,Technical Payload Term 4,[AR] Technical Payload Term 4,[DE] Technical Payload Term 4,[ES] Technical Payload Term 4,[FR] Technical Payload Term 4,[HE] Technical Payload Term 4,[ID] Technical Payload Term 4,[JA] Technical Payload Term 4,[KO] Technical Payload Term 4,[NL] Technical Payload Term 4,[PL] Technical Payload Term 4,[PT] Technical Payload Term 4,Technical Payload Term 4,[UK] Technical Payload Term 4,[ZH] Technical Payload Term 4,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_045,Technical Payload Term 5,[AR] Technical Payload Term 5,[DE] Technical Payload Term 5,[ES] Technical Payload Term 5,[FR] Technical Payload Term 5,[HE] Technical Payload Term 5,[ID] Technical Payload Term 5,[JA] Technical Payload Term 5,[KO] Technical Payload Term 5,[NL] Technical Payload Term 5,[PL] Technical Payload Term 5,[PT] Technical Payload Term 5,Technical Payload Term 5,[UK] Technical Payload Term 5,[ZH] Technical Payload Term 5,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_046,Technical Payload Term 6,[AR] Technical Payload Term 6,[DE] Technical Payload Term 6,[ES] Technical Payload Term 6,[FR] Technical Payload Term 6,[HE] Technical Payload Term 6,[ID] Technical Payload Term 6,[JA] Technical Payload Term 6,[KO] Technical Payload Term 6,[NL] Technical Payload Term 6,[PL] Technical Payload Term 6,[PT] Technical Payload Term 6,Technical Payload Term 6,[UK] Technical Payload Term 6,[ZH] Technical Payload Term 6,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_047,Technical Payload Term 7,[AR] Technical Payload Term 7,[DE] Technical Payload Term 7,[ES] Technical Payload Term 7,[FR] Technical Payload Term 7,[HE] Technical Payload Term 7,[ID] Technical Payload Term 7,[JA] Technical Payload Term 7,[KO] Technical Payload Term 7,[NL] Technical Payload Term 7,[PL] Technical Payload Term 7,[PT] Technical Payload Term 7,Technical Payload Term 7,[UK] Technical Payload Term 7,[ZH] Technical Payload Term 7,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_048,Technical Payload Term 8,[AR] Technical Payload Term 8,[DE] Technical Payload Term 8,[ES] Technical Payload Term 8,[FR] Technical Payload Term 8,[HE] Technical Payload Term 8,[ID] Technical Payload Term 8,[JA] Technical Payload Term 8,[KO] Technical Payload Term 8,[NL] Technical Payload Term 8,[PL] Technical Payload Term 8,[PT] Technical Payload Term 8,Technical Payload Term 8,[UK] Technical Payload Term 8,[ZH] Technical Payload Term 8,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_049,Technical Payload Term 9,[AR] Technical Payload Term 9,[DE] Technical Payload Term 9,[ES] Technical Payload Term 9,[FR] Technical Payload Term 9,[HE] Technical Payload Term 9,[ID] Technical Payload Term 9,[JA] Technical Payload Term 9,[KO] Technical Payload Term 9,[NL] Technical Payload Term 9,[PL] Technical Payload Term 9,[PT] Technical Payload Term 9,Technical Payload Term 9,[UK] Technical Payload Term 9,[ZH] Technical Payload Term 9,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_050,Technical Payload Term 10,[AR] Technical Payload Term 10,[DE] Technical Payload Term 10,[ES] Technical Payload Term 10,[FR] Technical Payload Term 10,[HE] Technical Payload Term 10,[ID] Technical Payload Term 10,[JA] Technical Payload Term 10,[KO] Technical Payload Term 10,[NL] Technical Payload Term 10,[PL] Technical Payload Term 10,[PT] Technical Payload Term 10,Technical Payload Term 10,[UK] Technical Payload Term 10,[ZH] Technical Payload Term 10,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_051,Technical Payload Term 11,[AR] Technical Payload Term 11,[DE] Technical Payload Term 11,[ES] Technical Payload Term 11,[FR] Technical Payload Term 11,[HE] Technical Payload Term 11,[ID] Technical Payload Term 11,[JA] Technical Payload Term 11,[KO] Technical Payload Term 11,[NL] Technical Payload Term 11,[PL] Technical Payload Term 11,[PT] Technical Payload Term 11,Technical Payload Term 11,[UK] Technical Payload Term 11,[ZH] Technical Payload Term 11,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_052,Technical Payload Term 12,[AR] Technical Payload Term 12,[DE] Technical Payload Term 12,[ES] Technical Payload Term 12,[FR] Technical Payload Term 12,[HE] Technical Payload Term 12,[ID] Technical Payload Term 12,[JA] Technical Payload Term 12,[KO] Technical Payload Term 12,[NL] Technical Payload Term 12,[PL] Technical Payload Term 12,[PT] Technical Payload Term 12,Technical Payload Term 12,[UK] Technical Payload Term 12,[ZH] Technical Payload Term 12,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_053,Technical Payload Term 13,[AR] Technical Payload Term 13,[DE] Technical Payload Term 13,[ES] Technical Payload Term 13,[FR] Technical Payload Term 13,[HE] Technical Payload Term 13,[ID] Technical Payload Term 13,[JA] Technical Payload Term 13,[KO] Technical Payload Term 13,[NL] Technical Payload Term 13,[PL] Technical Payload Term 13,[PT] Technical Payload Term 13,Technical Payload Term 13,[UK] Technical Payload Term 13,[ZH] Technical Payload Term 13,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_054,Technical Payload Term 14,[AR] Technical Payload Term 14,[DE] Technical Payload Term 14,[ES] Technical Payload Term 14,[FR] Technical Payload Term 14,[HE] Technical Payload Term 14,[ID] Technical Payload Term 14,[JA] Technical Payload Term 14,[KO] Technical Payload Term 14,[NL] Technical Payload Term 14,[PL] Technical Payload Term 14,[PT] Technical Payload Term 14,Technical Payload Term 14,[UK] Technical Payload Term 14,[ZH] Technical Payload Term 14,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_055,Technical Payload Term 15,[AR] Technical Payload Term 15,[DE] Technical Payload Term 15,[ES] Technical Payload Term 15,[FR] Technical Payload Term 15,[HE] Technical Payload Term 15,[ID] Technical Payload Term 15,[JA] Technical Payload Term 15,[KO] Technical Payload Term 15,[NL] Technical Payload Term 15,[PL] Technical Payload Term 15,[PT] Technical Payload Term 15,Technical Payload Term 15,[UK] Technical Payload Term 15,[ZH] Technical Payload Term 15,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_056,Technical Payload Term 16,[AR] Technical Payload Term 16,[DE] Technical Payload Term 16,[ES] Technical Payload Term 16,[FR] Technical Payload Term 16,[HE] Technical Payload Term 16,[ID] Technical Payload Term 16,[JA] Technical Payload Term 16,[KO] Technical Payload Term 16,[NL] Technical Payload Term 16,[PL] Technical Payload Term 16,[PT] Technical Payload Term 16,Technical Payload Term 16,[UK] Technical Payload Term 16,[ZH] Technical Payload Term 16,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_057,Technical Payload Term 17,[AR] Technical Payload Term 17,[DE] Technical Payload Term 17,[ES] Technical Payload Term 17,[FR] Technical Payload Term 17,[HE] Technical Payload Term 17,[ID] Technical Payload Term 17,[JA] Technical Payload Term 17,[KO] Technical Payload Term 17,[NL] Technical Payload Term 17,[PL] Technical Payload Term 17,[PT] Technical Payload Term 17,Technical Payload Term 17,[UK] Technical Payload Term 17,[ZH] Technical Payload Term 17,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_058,Technical Payload Term 18,[AR] Technical Payload Term 18,[DE] Technical Payload Term 18,[ES] Technical Payload Term 18,[FR] Technical Payload Term 18,[HE] Technical Payload Term 18,[ID] Technical Payload Term 18,[JA] Technical Payload Term 18,[KO] Technical Payload Term 18,[NL] Technical Payload Term 18,[PL] Technical Payload Term 18,[PT] Technical Payload Term 18,Technical Payload Term 18,[UK] Technical Payload Term 18,[ZH] Technical Payload Term 18,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_059,Technical Payload Term 19,[AR] Technical Payload Term 19,[DE] Technical Payload Term 19,[ES] Technical Payload Term 19,[FR] Technical Payload Term 19,[HE] Technical Payload Term 19,[ID] Technical Payload Term 19,[JA] Technical Payload Term 19,[KO] Technical Payload Term 19,[NL] Technical Payload Term 19,[PL] Technical Payload Term 19,[PT] Technical Payload Term 19,Technical Payload Term 19,[UK] Technical Payload Term 19,[ZH] Technical Payload Term 19,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_060,Technical Payload Term 20,[AR] Technical Payload Term 20,[DE] Technical Payload Term 20,[ES] Technical Payload Term 20,[FR] Technical Payload Term 20,[HE] Technical Payload Term 20,[ID] Technical Payload Term 20,[JA] Technical Payload Term 20,[KO] Technical Payload Term 20,[NL] Technical Payload Term 20,[PL] Technical Payload Term 20,[PT] Technical Payload Term 20,Technical Payload Term 20,[UK] Technical Payload Term 20,[ZH] Technical Payload Term 20,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_061,Technical Payload Term 21,[AR] Technical Payload Term 21,[DE] Technical Payload Term 21,[ES] Technical Payload Term 21,[FR] Technical Payload Term 21,[HE] Technical Payload Term 21,[ID] Technical Payload Term 21,[JA] Technical Payload Term 21,[KO] Technical Payload Term 21,[NL] Technical Payload Term 21,[PL] Technical Payload Term 21,[PT] Technical Payload Term 21,Technical Payload Term 21,[UK] Technical Payload Term 21,[ZH] Technical Payload Term 21,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_062,Technical Payload Term 22,[AR] Technical Payload Term 22,[DE] Technical Payload Term 22,[ES] Technical Payload Term 22,[FR] Technical Payload Term 22,[HE] Technical Payload Term 22,[ID] Technical Payload Term 22,[JA] Technical Payload Term 22,[KO] Technical Payload Term 22,[NL] Technical Payload Term 22,[PL] Technical Payload Term 22,[PT] Technical Payload Term 22,Technical Payload Term 22,[UK] Technical Payload Term 22,[ZH] Technical Payload Term 22,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_063,Technical Payload Term 23,[AR] Technical Payload Term 23,[DE] Technical Payload Term 23,[ES] Technical Payload Term 23,[FR] Technical Payload Term 23,[HE] Technical Payload Term 23,[ID] Technical Payload Term 23,[JA] Technical Payload Term 23,[KO] Technical Payload Term 23,[NL] Technical Payload Term 23,[PL] Technical Payload Term 23,[PT] Technical Payload Term 23,Technical Payload Term 23,[UK] Technical Payload Term 23,[ZH] Technical Payload Term 23,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_064,Technical Payload Term 24,[AR] Technical Payload Term 24,[DE] Technical Payload Term 24,[ES] Technical Payload Term 24,[FR] Technical Payload Term 24,[HE] Technical Payload Term 24,[ID] Technical Payload Term 24,[JA] Technical Payload Term 24,[KO] Technical Payload Term 24,[NL] Technical Payload Term 24,[PL] Technical Payload Term 24,[PT] Technical Payload Term 24,Technical Payload Term 24,[UK] Technical Payload Term 24,[ZH] Technical Payload Term 24,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_065,Technical Payload Term 25,[AR] Technical Payload Term 25,[DE] Technical Payload Term 25,[ES] Technical Payload Term 25,[FR] Technical Payload Term 25,[HE] Technical Payload Term 25,[ID] Technical Payload Term 25,[JA] Technical Payload Term 25,[KO] Technical Payload Term 25,[NL] Technical Payload Term 25,[PL] Technical Payload Term 25,[PT] Technical Payload Term 25,Technical Payload Term 25,[UK] Technical Payload Term 25,[ZH] Technical Payload Term 25,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_066,Technical Payload Term 26,[AR] Technical Payload Term 26,[DE] Technical Payload Term 26,[ES] Technical Payload Term 26,[FR] Technical Payload Term 26,[HE] Technical Payload Term 26,[ID] Technical Payload Term 26,[JA] Technical Payload Term 26,[KO] Technical Payload Term 26,[NL] Technical Payload Term 26,[PL] Technical Payload Term 26,[PT] Technical Payload Term 26,Technical Payload Term 26,[UK] Technical Payload Term 26,[ZH] Technical Payload Term 26,TRANSLATE_MEANING_KEEP_ID,Context note.
