path,extension,bytes,width,height,sha256,group_id,duplicate_kind,same_hash_count,same_basename_count,family_name,family_count,ledger_class,source_policy_flags,duplicate_policy_flags,future_owner_action,evidence_class,status,evidence_boundary
Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_Normal.jpg,jpg,6889172,2048,2048,6470256852946e0a21c370d5a076d92b1d0bb50a14b2c5bd8e77f3268a6de4a3,FAMILY_mossy_forest_rock_vimrfjsaw_mid_2k,FAMILY_NAME,1,1,mossy_forest_rock_vimrfjsaw_mid_2k,3,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock 7/Materials/2.jpg,jpg,5251828,4000,4000,c2295b6b54008a7578b2c5a9188d8331c5738b1e8b4203321ab03ba63febd491,UNIQUE_12,UNIQUE,1,1,2,1,terrain_geology,HERO_SCALE_PIXELS,HERO_SCALE_DUPLICATE_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_AmbientOcclusion.jpg,jpg,2071696,2048,2048,2904a06e3246378dd7cfee35597966888f851c22f5c374ea679128813136ce51,UNIQUE_13,UNIQUE,1,1,rock012_2k-jpg_ambientocclusion,1,terrain_geology,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_Color.jpg,jpg,4677891,2048,2048,9f89b28a1a3bdbec0d960dac816281c5177bc8016247f03d05a63de97cda3e76,FAMILY_rock012_2k_jpg,FAMILY_NAME,1,1,rock012_2k-jpg,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_NormalGL.jpg,jpg,9225367,2048,2048,d33bb28b9c099de3778674d2175a66e1a1476b346555263afe1f9194740b8e3e,FAMILY_rock012_2k_jpg,FAMILY_NAME,1,1,rock012_2k-jpg,2,terrain_geology,SOURCE_GT8MB,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_AmbientOcclusion.jpg,jpg,2114145,2048,2048,2bbfaa7dcf74dd7e007373e1b5068132458ce1b2c1ba7bf99d86d58326290180,UNIQUE_16,UNIQUE,1,1,rock037_2k-jpg_ambientocclusion,1,terrain_geology,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_Color.jpg,jpg,5825412,2048,2048,6416856bc34fcfe9100274beb679253d6440d1c5cfd37efc0f84450e7a5c66d2,FAMILY_rock037_2k_jpg,FAMILY_NAME,1,1,rock037_2k-jpg,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_NormalGL.jpg,jpg,10160588,2048,2048,a4d106c2e9ae322413fce4fea598655161ae267d9a9de329d1f3322845b34f7e,FAMILY_rock037_2k_jpg,FAMILY_NAME,1,1,rock037_2k-jpg,2,terrain_geology,SOURCE_GT8MB,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_AmbientOcclusion.jpg,jpg,1258887,2048,1024,7f3ba4e9c3b922c4a4a3d374b0888dfdbf94352b37814785f61fc594cae92f89,UNIQUE_19,UNIQUE,1,1,rock063_2k-jpg_ambientocclusion,1,terrain_geology,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_Color.jpg,jpg,3436561,2048,1024,24555bec01af3e99a0a2ce8f479dfb9dcbeeb01371edabc215aba8358b0d5fc1,FAMILY_rock063_2k_jpg,FAMILY_NAME,1,1,rock063_2k-jpg,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_NormalGL.jpg,jpg,3424734,2048,1024,c23f2a9c417876a44827eab737c55f59fa52b52778d49029f71c49fed7fef930,FAMILY_rock063_2k_jpg,FAMILY_NAME,1,1,rock063_2k-jpg,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_AmbientOcclusion.jpg,jpg,1766867,2048,2048,3558ffb4641bd8f1946780c176b6bd8572c18e184983f06a5440e1332cefb384,UNIQUE_22,UNIQUE,1,1,top1rock028_2k-jpg_ambientocclusion,1,terrain_geology,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_Color.jpg,jpg,5706131,2048,2048,b3cc1621eedaba64812694b64185e8b37601b0524d113ae4cfd5768397466816,FAMILY_top1rock028_2k_jpg,FAMILY_NAME,1,1,top1rock028_2k-jpg,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_NormalGL.jpg,jpg,10037203,2048,2048,93e8365fb8c4a497e67123b93bc35e3a779c895b1ea6343c2616d71b625cad7a,FAMILY_top1rock028_2k_jpg,FAMILY_NAME,1,1,top1rock028_2k-jpg,2,terrain_geology,SOURCE_GT8MB,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Sandbox/Coral_Albedo.png,png,7501563,2048,2048,b98662e52662f2a80b2d6c3db0bd4a06bff343de93d69fec6b1349913d7a3e51,FAMILY_coral,FAMILY_NAME,1,1,coral,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Models/Sandbox/Coral_Normal.png,png,2806536,2048,2048,813f45983dd2371cb4bdd5ccdfc1bab5ce96eefc4b4ec92210c95828985f2594,FAMILY_coral,FAMILY_NAME,1,1,coral,2,terrain_geology,NONE,FAMILY_ROUTE_REVIEW,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Skyboxes/panorama_den.png,png,1485405,1456,720,5350c9c66a28be00311c2eee4abac51e64a0419fdf22a2e35e6d3355495e10b9,UNIQUE_27,UNIQUE,1,1,panorama_den,1,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Skyboxes/panorama_noch.png,png,1816398,1472,720,c3e4ae58fde2ddb8368b8afc7748a155cba77226bb817dcc5724290e26b9a382,UNIQUE_28,UNIQUE,1,1,panorama_noch,1,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Skyboxes/panorama_shtorm.png,png,1634594,1472,720,0a7ab632bcdf2e60a94806b885a82ca48b578e176bfc6e7503fc49c0ef719d46,UNIQUE_29,UNIQUE,1,1,panorama_shtorm,1,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/cardiogram.png,png,12325,512,512,17629d803627aba5926cd7f31ba9b5a3c4de79f65aadca2cab17265b2606ad03,UNIQUE_30,UNIQUE,1,1,cardiogram,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/oxygen-tank.png,png,15268,512,512,7eff76a58e43a635dfbe7c3b1b9869edd625ff7fa7cea8d6683017988249518d,UNIQUE_31,UNIQUE,1,1,oxygen-tank,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ring.png,png,77083,601,616,5412df0dcf95a4e4db2e4c9b96f1d29713b7db8ce195fa84e6ecc4c7d00774f5,UNIQUE_32,UNIQUE,1,1,ring,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/thunder.png,png,8888,512,512,4c8a3ea709ddd7c1bb76b74d63b82e3e5d5d79f18ab24fd19e4d7b90fc7f0a7a,UNIQUE_33,UNIQUE,1,1,thunder,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ui/BATTERY.png,png,1798046,1024,1024,4981816aff621726643301a8b52da27a8118c6bb73af6f394bcf8771b364cfc4,UNIQUE_34,UNIQUE,1,1,battery,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ui/COPPER.png,png,1644605,1024,1024,39aad17aec9f60033882f4b0e9dd49b8b8c65ed37309651dc40b4ed769f3e13b,UNIQUE_35,UNIQUE,1,1,copper,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ui/CUTTER.png,png,1451903,1024,1024,57483f996f498e2d2b241d02b49d18e993012fc87996654faaa5074bd6a7fcdd,UNIQUE_36,UNIQUE,1,1,cutter,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ui/MICRO.png,png,1851554,1024,1024,6deaa7db9d637e4c9a9ec6352b659d38e6ef6fe8cc531e7f40c4921e1924c17f,UNIQUE_37,UNIQUE,1,1,micro,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ui/OXYGEN.png,png,1710781,1024,1024,d98bf31f824b52c7438570509042c091fca4e2a7658de3101c84e392d5699526,UNIQUE_38,UNIQUE,1,1,oxygen,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/Sprites/ui/TITANIUM.png,png,1753899,1024,1024,9ad924f80e3a78d7feeaedac009d975ea730a5d452f5417bb3b5421455f79340,UNIQUE_39,UNIQUE,1,1,titanium,1,ui_sprite,NONE,STATIC_NO_IMMEDIATE_FLAG,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/Aegir_storms.png,png,356896,4096,2048,0880e00115a94f54a3e57e859135d26cd57b8d802ff634c12bc16e316725ec60,HASH_0880e00115a9,EXACT_HASH|SAME_BASENAME|FAMILY_NAME,2,2,aegir_storms,2,sky_aegir_cloud,HERO_SCALE_PIXELS|STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,EXACT_DUPLICATE_BYTES|SAME_BASENAME_REVIEW|HERO_SCALE_DUPLICATE_CONTEXT|STREAMING_MIP_CONTEXT,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/clouds.png,png,3012389,4096,2048,6e33ec3013653c526040cab11e8f13e920ccbbce6badde81df5c4ddfbdb2929a,HASH_6e33ec301365,EXACT_HASH|SAME_BASENAME|FAMILY_NAME,2,2,clouds,5,sky_aegir_cloud,HERO_SCALE_PIXELS,EXACT_DUPLICATE_BYTES|SAME_BASENAME_REVIEW|HERO_SCALE_DUPLICATE_CONTEXT,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/clouds0_diff.png,png,10991664,4096,2048,60bc2d9d063c6e17b1f1f14a46668d10f29553425886abf2c3a003afa2afbcc1,HASH_60bc2d9d063c,EXACT_HASH|SAME_BASENAME|FAMILY_NAME,2,3,clouds,5,sky_aegir_cloud,HERO_SCALE_PIXELS|SOURCE_GT8MB|STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,EXACT_DUPLICATE_BYTES|SAME_BASENAME_REVIEW|HERO_SCALE_DUPLICATE_CONTEXT|STREAMING_MIP_CONTEXT,READBACK_BEFORE_DELETE_OR_PROMOTION,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/Detali/bubble vent atlas - bad - redo.png,png,1539540,1024,1024,e832b41cfc0170cf1e85b683de0e549465a1612ecc9c5cadddbedc817a71f6fc,UNIQUE_43,UNIQUE,1,1,bubble vent atlas - bad - redo,1,texture_source,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/Detali/mineral seep mask - looks seamless.png,png,2371804,1024,1024,e17dd6983faa7ecfa28b3506843d26f0d9720fd4e0a5a262c8a88cf6ee624769,UNIQUE_44,UNIQUE,1,1,mineral seep mask - looks seamless,1,texture_source,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/Detali/Mineral Seep Mask - second try.png,png,3114990,1024,1024,d45ae2ab9313069e3d8a87e885976842d7fed2c6aa8b1f79a750ba6c7d2daac9,UNIQUE_45,UNIQUE,1,1,mineral seep mask - second try,1,texture_source,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
Assets/_Project/Art/TEXTURES/Detali/Soft Plume Noise - second try.png,png,2005725,1024,1024,e02ddf91df6626035abf90e50feba94ed6ec2fbd68b09316806446e064cdb885,UNIQUE_46,UNIQUE,1,1,soft plume noise - second try,1,texture_source,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STREAMING_MIP_CONTEXT,NO_DUPLICATE_ACTION_FROM_HASH_ONLY,STATIC_HASH_SCAN,PENDING_VERIFICATION,HASH_AND_NAME_ONLY_NOT_VISUAL_OR_IMPORT_PROOF
