guid,asset_path,asset_extension,asset_family,owner_scope,file_size_bytes,meta_importer,reference_file_count,reference_token_count,referenced_by_material_files,referenced_by_prefab_files,referenced_by_scene_files,referenced_by_scriptable_asset_files,referenced_by_controller_or_anim_files,first_reference_paths,policy_flags,route_priority,owner_packet_hint,status,evidence_class,evidence_boundary
b4535b511f094aa479551dc4476a87a6,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_abyssal_silt.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3549,NativeFormatImporter,50,52,0,0,2,48,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_039_East_10.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_044_West_11.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_045_North_12.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_046_South_12.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_047_East_12.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_048_West_12.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
dcc251612f752f4408558a43bce429ab,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_service_scar.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,2503,NativeFormatImporter,48,48,0,0,2,46,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_007_East_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_009_North_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_011_East_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_015_East_04.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_017_North_05.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_018_South_05.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
ad32ebb956f32204fa68a6ccaca89fc3,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_chemosynthetic_brine.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3508,NativeFormatImporter,47,47,0,0,2,45,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_037_North_10.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_058_South_15.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_078_South_20.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Hazard_Generic.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Power_Mid.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Service_Mid.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
a04372d218eecde47bde46514cb9797d,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_pocket_safe.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,2408,NativeFormatImporter,45,45,0,0,2,43,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_001_North_01.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_002_South_01.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_004_West_01.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_006_South_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_008_West_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_012_West_03.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
c99b16137fd8d0044895be98153c1d24,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_rift_void.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3604,NativeFormatImporter,43,43,0,0,2,41,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_033_North_09.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_040_West_10.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_079_East_20.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_089_North_23.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_090_South_23.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_091_East_23.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
4449cf4bad4eec2409b27ac20f131d75,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_metallic_hadal.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3566,NativeFormatImporter,42,42,0,0,2,40,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_057_North_15.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_059_East_15.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_080_West_20.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_081_North_21.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_105_North_27.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_108_West_27.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
ff56cfd9b8f15844093dd69495d38346,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_fossil_reef.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3317,NativeFormatImporter,39,43,0,0,2,37,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_005_North_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_012_West_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_034_South_09.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Combat_Mid.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_ResourceNode_Starter.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Resources_Starter.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
d279bd884179d0541b4f78f0255b7fb7,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_ruin_megastructure.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,2801,NativeFormatImporter,39,39,0,0,2,37,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_033_North_09.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_040_West_10.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_057_North_15.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_059_East_15.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_069_North_18.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_070_South_18.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
97d72d86bc4df824493eefc28e110fd1,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_rift_spine.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3511,NativeFormatImporter,38,38,0,0,2,36,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_069_North_18.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_070_South_18.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_071_East_18.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_072_West_18.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_073_North_19.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_074_South_19.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
d0a58ce33e78f134cb56f6d23fb89aa6,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_littoral_karst.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3777,NativeFormatImporter,36,36,0,0,2,34,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_001_North_01.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_002_South_01.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Fabrication_Outpost.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_ResourceNode_Starter.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Resources_Starter.asset|Assets/_Project/Data/World/ProceduralBiomeFamilyContexts/BiomeContext_biome_family_littoral_karst.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
e57a707c04bc23546be9c1d27289534b,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_tectonic_spine.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3488,NativeFormatImporter,34,40,0,0,2,32,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_007_East_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_009_North_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_011_East_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_015_East_04.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_017_North_05.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_018_South_05.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
e259d660f9f182748a6d18a288c2bfa1,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_volcanic_hadal.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3378,NativeFormatImporter,32,32,0,0,2,30,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_077_North_20.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_082_South_21.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_084_West_21.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_098_South_25.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_106_South_27.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Combat_Mid.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
ab3e56deacd0c534e8a3bb4cc1857e35,Assets/_Project/Data/Biomes/FamilyProfiles/BiomeFamilyProfile_biome_family_volcanic_glass.asset,.asset,scriptable_or_native_asset,FIRST_PARTY_PROJECT,3402,NativeFormatImporter,31,31,0,0,2,29,0,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_003_East_01.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_010_South_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_041_North_11.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_042_South_11.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Hazard_Generic.asset|Assets/_Project/Data/World/PopulationRules/PopulationRule_Power_Mid.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|SCRIPTABLE_ASSET_REACHABLE,P0_ACTIVE_ROUTE_REVIEW,ACTIVE_WORLD_READBACK_OWNER,PENDING_VERIFICATION,STATIC_SOURCE,GUID_REFERENCE_ONLY_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
