texture_path,guid,scope,priority_group,candidate_disposition,candidate_role,width,height,size_mb,srgb,mipmaps,streaming_mips,material_count,materials_and_slots,prefab_scene_user_count,prefab_scene_users,direct_prefab_scene_refs,active_build_scene_users,documented_main_handoff_scene_users,visible_route_candidate_users,proxy_placeholder_materials,evidence_class,unknown_or_blocker_notes
Assets/_Project/Art/TEXTURES/Sky/oblakajip.png,e1aefa60ab4517644bb884257440872b,REFERENCED_TEXTURE,,UNASSIGNED_STATIC_SOURCE,unassigned_source,2048,2048,5.562,1,1,1,3,Assets/_Project/Art/Materials/Celestial/MAT_AegirGasGiant_Impostor_1428.mat[_DetailTex];Assets/_Project/Art/Materials/Celestial/MAT_AtmosphericCloudSheet_1428.mat[_MainTex];Assets/_Project/Art/Materials/Mat_GasGiant.mat[_DetailTex],3,Assets/_Project/Prefabs/GasGiant_Aegir.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity;Assets/_Project/_PROLOGUE_CONTENT/Prefabs/GasGiant_Aegir.prefab,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/GasGiant_Aegir.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity;Assets/_Project/_PROLOGUE_CONTENT/Prefabs/GasGiant_Aegir.prefab,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/TX_H8AegirGasGiantBakedDisc_1428.png,e1b1feb9b4e2dee44a023824a82e7199,PRIORITY_TARGET;REFERENCED_TEXTURE,sky_aegir_baked_disc,SOURCE_PROTOTYPE_NOT_FINAL,aegir_baked_disc_prototype,2048,2048,1.772,1,1,0,1,Assets/_Project/Art/Materials/World/MAT_H8SurfaceGasGiantDisc_1428.mat[_BaseMap|_MainTex],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,streaming_mips_disabled;not_final_art
Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/Rock031_1K-JPG_Color.jpg,eb30ac09ce33c84408ff0ffe91546d16,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,wet_basalt_source,1024,1024,1.172,1,1,1,12,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Khepri.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Nammu.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Thalos.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/Mat_Terrain.mat[_RockTex];Assets/_Project/Art/Materials/World/MAT_H8SurfaceWetBasaltReal_1428.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_MainTex|_Splat0];Assets/_Project/Art/Materials/World/MAT_SurfaceIslandWetBasalt_1428.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_OrganicRubbleCaps_1446.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_OrganicRubbleWet_1444.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCanyonWetBasalt_1430.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWetBasalt_1446.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceWetCoastApron_1435.mat[_BaseMap|_MainTex],2,Assets/_Project/Prefabs/WorldGenerator.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/WorldGenerator.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/Rock031_1K-JPG_NormalGL.jpg,8f3045ca5bc40e844b43ff535bbfa0c8,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,wet_basalt_source,1024,1024,2.438,0,1,1,14,Assets/_Project/Art/Materials/Mat_Terrain.mat[_FlowNormal];Assets/_Project/Art/Materials/World/MAT_H8SurfaceWetBasaltReal_1428.mat[_BumpMap];Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Normal0];Assets/_Project/Art/Materials/World/MAT_SurfaceIslandWetBasalt_1428.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_OrganicRubbleCaps_1446.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_OrganicRubbleWet_1444.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCanyonWetBasalt_1430.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticPorousBasalt_1428.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticReefBasaltSand_1435.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWetBasaltSand_1428.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWetBasalt_1446.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceWetCoastApron_1435.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1453/MAT_H8_HeroWetBasaltRock_1453.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1464/MAT_H8_WetBasaltDetail_1464.mat[_BumpMap],2,Assets/_Project/Prefabs/WorldGenerator.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/WorldGenerator.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/TX_H8_WetBasaltShoreline_Albedo_1428.png,f423facb87a22fe49b436302764cb854,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,wet_basalt_source,1024,1024,2.931,1,1,0,9,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticPorousBasalt_1428.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticReefBasaltSand_1435.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1453/MAT_H8_HeroWetBasaltRock_1453.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1453/MAT_H8_PhoticHeroTerrain_1453.mat[_BaseMap];Assets/_Project/Art/Materials/World/Photic1462/MAT_H8_PhoticTerrainRebuild_1462.mat[_BaseMap];Assets/_Project/Art/Materials/World/Photic1464/MAT_H8_PhoticRouteTerrain_1464.mat[_BaseMap];Assets/_Project/Art/Materials/World/Photic1464/MAT_H8_WetBasaltDetail_1464.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1465/MAT_H8_AuthoredWetBasaltBreakup_1465.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1465/MAT_H8_PhoticReefRockAndPlate_1465.mat[_BaseMap|_MainTex],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,streaming_mips_disabled
Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_Color.jpg,40f1f29deb4fb4b4587634886c421607,REFERENCED_TEXTURE,,UNASSIGNED_STATIC_SOURCE,unassigned_source,1024,1024,0.956,1,1,1,1,Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Splat2],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_NormalGL.jpg,cd1e36059db3f9345b6adfd339854f13,REFERENCED_TEXTURE,,UNASSIGNED_STATIC_SOURCE,packed_mask_source,1024,1024,2.209,0,1,1,1,Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Normal2],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_Color.jpg,2c936ad1a148c7e49ac9981a0362f75c,REFERENCED_TEXTURE,,UNASSIGNED_STATIC_SOURCE,unassigned_source,1024,1024,1.278,1,1,1,9,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Ione.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Pelagia.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Varda.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/MAT_H8SurfaceWetBasaltReal_1428.mat[_DetailAlbedoMap];Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Splat1];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticPillarWetBasalt_1433.mat[_BaseMap|_MainTex];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticPorousBasalt_1428.mat[_DetailAlbedoMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWetBasaltSand_1428.mat[_DetailAlbedoMap];Assets/_Project/Art/Materials/World/Photic1464/MAT_H8_WetBasaltDetail_1464.mat[_DetailAlbedoMap],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_NormalGL.jpg,ea33139737fb22f42b9fe76e6d75da1a,REFERENCED_TEXTURE,,UNASSIGNED_STATIC_SOURCE,packed_mask_source,1024,1024,2.216,0,1,1,6,Assets/_Project/Art/Materials/World/MAT_H8SurfaceWetBasaltReal_1428.mat[_DetailNormalMap];Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Normal1];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticPillarWetBasalt_1433.mat[_BumpMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticPorousBasalt_1428.mat[_DetailNormalMap];Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWetBasaltSand_1428.mat[_DetailNormalMap];Assets/_Project/Art/Materials/World/Photic1464/MAT_H8_WetBasaltDetail_1464.mat[_DetailNormalMap],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/sand +green/Ground074_1K-JPG_AmbientOcclusion.jpg,7411f37d0b60d5a438896a45cad8b23f,PRIORITY_TARGET,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,sand_shell_source,1024,1024,0.819,0,1,1,0,,0,,,,,,,STATIC_SOURCE,no .mat/.prefab/.unity GUID references found under Assets/_Project scan;runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/sand +green/Ground074_1K-JPG_Color.jpg,c72fbd0d3d6ce6d41b72467cfb0b3e16,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,sand_shell_source,1024,1024,1.729,1,1,1,1,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceLittoralShelf_1430.mat[_BaseMap|_MainTex],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/sand +green/Ground074_1K-JPG_NormalGL.jpg,dcb676eea1067f940a82d4d5c1ccc79e,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,sand_shell_source,1024,1024,2.051,0,1,1,1,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceLittoralShelf_1430.mat[_BumpMap],1,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/sand/Ground079S_1K-PNG_Color.png,b30a2ce580153e945ab7e734d5094b43,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,sand_shell_source,1024,1024,2.114,1,1,1,2,Assets/_Project/Art/Materials/Mat_Terrain.mat[_SandTex];Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Splat3],2,Assets/_Project/Prefabs/WorldGenerator.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/WorldGenerator.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/Terrain Textures/sand/NORMAL.png,b696535e46c634949914f6635f6c15cd,PRIORITY_TARGET;REFERENCED_TEXTURE,terrain_wet_basalt_shell_sand_candidate,SOURCE_CANDIDATE_NEEDS_CLEAN_PBR,sand_shell_source,2048,1829,3.149,0,1,1,2,Assets/_Project/Art/Materials/World/MAT_H8TerrainLit_BasaltSediment_1428.mat[_Normal3];Assets/_Project/_Archive/Mat_Ocean.mat[_NormalMap],2,Assets/_Project/Prefabs/Hecton Ocean.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/Hecton Ocean.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,STATIC_SOURCE,runtime_visual_proof_pending
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/albedo___family.coral.branching.v2.png,1c292874f29d13347a8f3570221a1448,PRIORITY_TARGET,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,bio_material_source,1024,1024,2.488,1,1,0,0,,0,,,,,,,STATIC_SOURCE,no .mat/.prefab/.unity GUID references found under Assets/_Project scan;streaming_mips_disabled
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/detail___family.coral.branching.v2.png,754528edc73a6134abdd2ca3f0fee87c,PRIORITY_TARGET,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,bio_material_source,1024,1024,2.541,0,1,0,0,,0,,,,,,,STATIC_SOURCE,no .mat/.prefab/.unity GUID references found under Assets/_Project scan;streaming_mips_disabled
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/mask___family.coral.branching.v2.png,e53e62bb2f545e0428b4a1f2c9789227,PRIORITY_TARGET,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,packed_mask_source,1024,1024,2.441,0,1,0,0,,0,,,,,,,STATIC_SOURCE,no .mat/.prefab/.unity GUID references found under Assets/_Project scan;streaming_mips_disabled
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/normal___family.coral.branching.v2.png,27854fd3e7d332f4a95e2d3e690860c3,PRIORITY_TARGET,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,packed_mask_source,1024,1024,2.407,0,1,0,0,,0,,,,,,,STATIC_SOURCE,no .mat/.prefab/.unity GUID references found under Assets/_Project scan;streaming_mips_disabled
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/albedo___family.coral.branching.png,c70f08134e5a5774ba84502acfd31039,PRIORITY_TARGET;REFERENCED_TEXTURE;PROXY_CONTAMINATION_TEXTURE,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,bio_material_source,2048,2048,6.822,1,1,0,3,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCoralBranching_1428.mat[_BaseMap];Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticCoralBranching_1457.mat[_BaseMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat[_BaseMap],10,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__bouquet.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__crest.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__fan.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__mass.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__thicket.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__mass.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__bouquet.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__crest.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__fan.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__mass.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__thicket.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__mass.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat,STATIC_SOURCE,streaming_mips_disabled
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/detail___family.coral.branching.png,2c2609f10fa6452459d82d299e3b0cbc,PRIORITY_TARGET;REFERENCED_TEXTURE;PROXY_CONTAMINATION_TEXTURE,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,bio_material_source,2048,2048,9.108,0,1,0,3,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCoralBranching_1428.mat[_DetailMap];Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticCoralBranching_1457.mat[_DetailMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat[_DetailMap],10,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__bouquet.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__crest.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__fan.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__mass.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__thicket.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__mass.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__bouquet.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__crest.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__fan.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__mass.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__thicket.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__mass.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat,STATIC_SOURCE,streaming_mips_disabled
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/mask___family.coral.branching.png,24757ad2db6be02498bb8d3733e746c5,PRIORITY_TARGET;REFERENCED_TEXTURE;PROXY_CONTAMINATION_TEXTURE,world_procedural_flora_imported_stack,CANDIDATE_BLOCKED_BY_MATERIAL_PROOF,packed_mask_source,2048,2048,6.415,0,1,0,3,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCoralBranching_1428.mat[_MaskMap];Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticCoralBranching_1457.mat[_MaskMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat[_MaskMap],10,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__bouquet.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__crest.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__fan.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__mass.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__thicket.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__mass.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__bouquet.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__crest.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__fan.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__mass.prefab;Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_branching/GEN_family_coral_branching__thicket.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__branch.prefab;Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_coral_branching__mass.prefab;Assets/_Project/Scenes/02_HECTON_WORLD.unity,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_branching.mat,STATIC_SOURCE,streaming_mips_disabled
