triage_id,route_priority,owner_lane,asset_family,owner_scope,asset_path,reference_file_count,reference_token_count,first_reference_paths,evidence_trigger,required_next_owner,do_not_do,status,evidence_class,evidence_boundary
GUID_TRIAGE_0011,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_AtmosphericCloudSheet_1428.mat,2,6,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0012,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Khepri.mat,2,2,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0013,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Thalos.mat,2,2,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0014,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_SurfaceCloudPanorama_1428.mat,2,4,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0015,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Mat_AegirHazeOverlay.mat,2,2,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0016,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8_SurfaceFoamRibbons_1428.mat,2,36,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0017,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8BiomePassiveLifeSilhouette_1428.mat,2,36,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0018,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldAbyssRidge_1428.mat,2,24,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0019,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldAmberInstrumentPulse_1428.mat,2,6,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0020,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldColdFaunaSignal_1428.mat,2,10,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0021,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldColdInstrumentPulse_1428.mat,2,10,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0022,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldDeepAbyss_1428.mat,2,40,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0023,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldDepthCurtain_1428.mat,2,4,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0024,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldFaunaSilhouette_1428.mat,2,32,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0025,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldPressureVignette_1428.mat,2,6,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0026,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8WorldWaterMassVeil_1428.mat,2,4,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0027,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/World/MAT_H8SurfaceCloudDeck_1428.mat,2,6,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0028,P0_ACTIVE_ROUTE_REVIEW,active_world_material_readback_owner,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/World/MAT_H8SurfaceGasGiantDisc_1428.mat,2,2,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|MATERIAL_READBACK_REVIEW,ASSET_OWNER_06_OR_24_UNITY_MATERIAL_READBACK_AND_REPAIR,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM|NO_CREST_WRAPPER_OR_MATERIAL_CLONE,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
