triage_id,action_bucket,asset_family,owner_scope,asset_path,asset_extension,file_size_bytes,meta_importer,policy_flags,required_next_owner,allowed_next_step,forbidden_next_step,status,evidence_class,evidence_boundary
UNREF_GUID_0025,AUDIO_UNUSED_SOURCE_REVIEW,audio_ambient,FIRST_PARTY_PROJECT,Assets/_Project/Audio/Ambient/spaceship sounds - ambient.mp3,.mp3,2027520,AudioImporter,UNREFERENCED_STATIC_ASSET,AUDIO_SOURCE_TECHNICAL_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0026,AUDIO_UNUSED_SOURCE_REVIEW,audio_ui,FIRST_PARTY_PROJECT,Assets/_Project/Audio/UI/ui - reverb sound.wav,.wav,515268,AudioImporter,UNREFERENCED_STATIC_ASSET,AUDIO_SOURCE_TECHNICAL_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0027,AUDIO_UNUSED_SOURCE_REVIEW,audio_ui,FIRST_PARTY_PROJECT,Assets/_Project/Audio/UI/open - tap - ui.wav,.wav,265994,AudioImporter,UNREFERENCED_STATIC_ASSET,AUDIO_SOURCE_TECHNICAL_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0028,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Mat_HectonSky_CloudOverlay.mat,.mat,8178,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0029,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/MAT_H8_SurfaceCrestOcean_1428.mat,.mat,7007,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0030,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock2.mat,.mat,4600,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0031,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Pelagia.mat,.mat,4513,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0032,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Varda.mat,.mat,4513,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0033,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Ione.mat,.mat,4512,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0034,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Nammu.mat,.mat,4511,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0035,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Mat_TriplanarRock.mat,.mat,4282,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0036,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Mat_GasGiant.mat,.mat,4198,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0037,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/terrain.mat,.mat,4186,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0038,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_OrganicRubbleCaps_1446.mat,.mat,4043,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0039,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Skyboxes/Mat_Skybox_Storm.mat,.mat,4033,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
UNREF_GUID_0040,MATERIAL_UNUSED_SOURCE_REVIEW,material,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/World/Photic1453/MAT_H8_HeroWetBasaltRock_1453.mat,.mat,4014,NativeFormatImporter,UNREFERENCED_STATIC_ASSET,UNITY_MATERIAL_READBACK_OR_MATERIAL_REPAIR_OWNER,OWNER_REVIEW_ONLY_NO_DELETION_FROM_THIS_STATIC_TRIAGE,NO_DELETE_NO_META_DELETE_NO_ASSETS_MUTATION_NO_IMPORT_RUNTIME_OR_VISUAL_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_UNREFERENCED_TEXT_SCOPE_ONLY
