path,material_name,bytes,folder_family,shader_guid,shader_path_static,texture_guid_ref_count,texture_guid_unique_count,empty_texture_slot_count,custom_render_queue,shader_keywords_static,policy_flags,route_risk,evidence_class,status,evidence_boundary
Assets/_Project/Art/Materials/Celestial/MAT_AtmosphericCloudSheet_1428.mat,MAT_AtmosphericCloudSheet_1428,1223,sky_aegir_cloud,385b0aa1d8aee8240854a6233729510c,Assets/_Project/Art/Shaders/H8_AtmosphericCloudSheet_1428.shader,1,1,0,-1,NONE,STATIC_NO_IMMEDIATE_FLAG,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Ione.mat,MAT_CelestialMoon_Ione,4512,sky_aegir_cloud,96acf4ab79645134584ddd74424338d9,Assets/_Project/Art/Shaders/Hecton_CelestialMoon.shader,2,1,12,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Khepri.mat,MAT_CelestialMoon_Khepri,4510,sky_aegir_cloud,96acf4ab79645134584ddd74424338d9,Assets/_Project/Art/Shaders/Hecton_CelestialMoon.shader,2,1,12,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Nammu.mat,MAT_CelestialMoon_Nammu,4511,sky_aegir_cloud,96acf4ab79645134584ddd74424338d9,Assets/_Project/Art/Shaders/Hecton_CelestialMoon.shader,2,1,12,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Pelagia.mat,MAT_CelestialMoon_Pelagia,4513,sky_aegir_cloud,96acf4ab79645134584ddd74424338d9,Assets/_Project/Art/Shaders/Hecton_CelestialMoon.shader,2,1,12,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Thalos.mat,MAT_CelestialMoon_Thalos,4514,sky_aegir_cloud,96acf4ab79645134584ddd74424338d9,Assets/_Project/Art/Shaders/Hecton_CelestialMoon.shader,2,1,12,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_CelestialMoon_Varda.mat,MAT_CelestialMoon_Varda,4513,sky_aegir_cloud,96acf4ab79645134584ddd74424338d9,Assets/_Project/Art/Shaders/Hecton_CelestialMoon.shader,2,1,12,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Celestial/MAT_SurfaceCloudPanorama_1428.mat,MAT_SurfaceCloudPanorama_1428,1536,sky_aegir_cloud,2a4632bee8b500b4ead73bd5153606c6,Assets/_Project/Art/Shaders/H8_SurfaceCloudPanorama_1428.shader,2,2,0,-1,NONE,STATIC_NO_IMMEDIATE_FLAG,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_BuildGhost_Invalid.mat,Mat_BuildGhost_Invalid,3938,ui_hud,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,3000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_BuildGhost_Valid.mat,Mat_BuildGhost_Valid,3936,ui_hud,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,3000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/MAT_Equipment_Atlas.mat,MAT_Equipment_Atlas,3494,ui_hud,fdac643fbeb24374ba9ea1e341842908,Assets/_Project/Art/Shaders/Core/Hecton8_UberNoir.shader,0,0,8,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_LeakWetSheen.mat,Mat_LeakWetSheen,3131,unclassified_first_party,05bf6ca5144ac1f408297c1c3a498af5,Assets/ScifiFacility/Shader/URP/Glass.shader,4,3,9,-1,_ALPHABLEND_ON _NORMALMAP,EMPTY_TEXTURE_SLOTS_STATIC|SHADER_KEYWORDS_STATIC,STATIC_CLASSIFICATION_ONLY,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_Module_Corridor.mat,Mat_Module_Corridor,3835,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_Module_CurrentTurbine.mat,Mat_Module_CurrentTurbine,3848,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_Module_Foundation.mat,Mat_Module_Foundation,3851,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_Module_Pylon.mat,Mat_Module_Pylon,3840,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_Module_ServicePump.mat,Mat_Module_ServicePump,3844,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_RuinSeepSheen.mat,Mat_RuinSeepSheen,1074,ui_hud,e388b6e8fc8e4dec89ea4f367aba8edc,Assets/_Project/Art/Shaders/Hecton_RuinSeepSheen.shader,1,1,0,3000,m_LightmapFlags: 4,CUSTOM_RENDER_QUEUE_STATIC|SHADER_KEYWORDS_STATIC,STATIC_CLASSIFICATION_ONLY,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Anchor.mat,Mat_ToolTrial_Anchor,3836,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Cargo.mat,Mat_ToolTrial_Cargo,3843,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Combat.mat,Mat_ToolTrial_Combat,3843,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Dark.mat,Mat_ToolTrial_Dark,3850,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Dormant.mat,Mat_ToolTrial_Dormant,3845,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Heavy.mat,Mat_ToolTrial_Heavy,3841,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Construction/Mat_ToolTrial_Scan.mat,Mat_ToolTrial_Scan,3842,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Diagnostics/MAT_DiegeticPanelPhosphorDecay.mat,MAT_DiegeticPanelPhosphorDecay,1010,unclassified_first_party,838caf2350e9f4c4c9afe32d2066720b,Assets/_Project/Art/Shaders/Hidden_Hecton_PDA_PhosphorDecay.shader,0,0,2,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Diagnostics/MAT_DiegeticTooltipGlyph.mat,MAT_DiegeticTooltipGlyph,939,unclassified_first_party,1a56fb861f2667d4192f13f94f8d8fe4,Assets/_Project/Art/Shaders/Hecton_DiegeticTooltipIndirect.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Diagnostics/MAT_DiegeticTooltipIcon.mat,MAT_DiegeticTooltipIcon,938,unclassified_first_party,1a56fb861f2667d4192f13f94f8d8fe4,Assets/_Project/Art/Shaders/Hecton_DiegeticTooltipIndirect.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Diagnostics/MAT_ErrorCube.mat,MAT_ErrorCube,3819,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat,MAT_PlayerSwimBlockout,3858,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_AbyssalBlackSmoke.mat,MAT_AbyssalBlackSmoke,956,unclassified_first_party,900a0d8d653741f43945ae3cfed7f5de,Assets/_Project/Art/Shaders/AbyssalBlackSmoke.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_AbyssalSSDO.mat,MAT_AbyssalSSDO,760,unclassified_first_party,1273a37900a6855419fdc57dc70275cd,Assets/_Project/Art/Shaders/Hecton_AbyssalSSDO.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_AbyssalSwarmProcedural.mat,MAT_AbyssalSwarmProcedural,902,unclassified_first_party,7b6d4f2c9a2f4b94a2a9f7b9e8a10511,Assets/_Project/Art/Shaders/Hecton_AbyssalSwarmProcedural.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_AegirHazeOverlay.mat,Mat_AegirHazeOverlay,1419,sky_aegir_cloud,9dc19b2ac05cf594db1c14dcf26a895f,Assets/_Project/Art/Shaders/Hecton_AegirHazeOverlay.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_AppliedLore_TerminalOS_ArrayPanel.mat,MAT_AppliedLore_TerminalOS_ArrayPanel,968,unclassified_first_party,3b8dd5fd4c8cead4a8ebbfb7119b7410,Assets/_Project/Art/Shaders/Hecton_TerminalTextureArrayPanel.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_AtmosphereSootOverlay.mat,MAT_AtmosphereSootOverlay,770,unclassified_first_party,5e29a614e3f04bd5b7be4a2d213e6c0b,Assets/_Project/Art/Shaders/Hidden_Hecton_AtmosphereSootOverlay.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_BiosDiagnostic.mat,MAT_BiosDiagnostic,960,unclassified_first_party,b85dee4e430b6b44e94d5c9f45027202,Assets/_Project/Art/Shaders/Hidden_Hecton_BiosDiagnostic.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_Damage_Hologram.mat,MAT_Damage_Hologram,902,unclassified_first_party,1e44e551a7db4a6ebdb6dcf202c1a4b9,Assets/_Project/Art/Shaders/Hecton_DamageHologramInstanced.shader,0,0,0,3025,NONE,NO_TEXTURE_GUIDS|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_DeferredCaustics.mat,MAT_DeferredCaustics,765,unclassified_first_party,4cbb8fb5b0c14e57aa7d232232ca0007,Assets/_Project/Art/Shaders/Hecton_DeferredCaustics.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_Diegetic_HUD_V4_Projection.mat,MAT_Diegetic_HUD_V4_Projection,1338,ui_hud,c33b72783cbc16b4cb400c42ed04b3f3,Assets/_Project/Art/Shaders/Hecton_HUD_DiegeticProjectionUnlit.shader,2,1,0,4100,NONE,CUSTOM_RENDER_QUEUE_STATIC,STATIC_CLASSIFICATION_ONLY,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_FakeRadarBlipInstanced.mat,MAT_FakeRadarBlipInstanced,921,unclassified_first_party,1a7a6e1c6a1743df8cf0b84764e4d39f,Assets/_Project/Art/Shaders/Hecton_RadarBlipInstanced.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_GasGiant.mat,Mat_GasGiant,4198,unclassified_first_party,cdbce86e7aebe1747ab6453e01a7c408,Assets/_Project/Art/Shaders/SG_GasGiant_Master.shader,5,5,3,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,STATIC_CLASSIFICATION_ONLY,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
