path,class,extension,bytes,size_mb,width,height,pixels,mode,has_alpha,image_probe_status,has_meta,meta_texture_type,meta_srgb,meta_mipmaps,meta_streaming_mips,meta_read_write,meta_max_texture_size,meta_texture_compression,ledger_status,ledger_class,policy_flags,evidence_boundary
Assets/_Project/Art/Models/Rocks/Rock 7/Materials/2.jpg,terrain_geology,jpg,5251828,5.009,4000,4000,16000000,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,HERO_SCALE_PIXELS,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,2071696,1.976,2048,2048,4194304,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_Color.jpg,terrain_geology,jpg,4677891,4.461,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_NormalGL.jpg,terrain_geology,jpg,9225367,8.798,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,2114145,2.016,2048,2048,4194304,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_Color.jpg,terrain_geology,jpg,5825412,5.556,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_NormalGL.jpg,terrain_geology,jpg,10160588,9.690,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,1258887,1.201,2048,1024,2097152,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_Color.jpg,terrain_geology,jpg,3436561,3.277,2048,1024,2097152,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_NormalGL.jpg,terrain_geology,jpg,3424734,3.266,2048,1024,2097152,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,1766867,1.685,2048,2048,4194304,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_Color.jpg,terrain_geology,jpg,5706131,5.442,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_NormalGL.jpg,terrain_geology,jpg,10037203,9.572,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Sandbox/Coral_Albedo.png,terrain_geology,png,7501563,7.154,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Models/Sandbox/Coral_Normal.png,terrain_geology,png,2806536,2.677,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Skyboxes/panorama_den.png,sky_aegir_cloud,png,1485405,1.417,1456,720,1048320,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Skyboxes/panorama_noch.png,sky_aegir_cloud,png,1816398,1.732,1472,720,1059840,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Skyboxes/panorama_shtorm.png,sky_aegir_cloud,png,1634594,1.559,1472,720,1059840,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/cardiogram.png,ui_sprite,png,12325,0.012,512,512,262144,RGBA,True,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/oxygen-tank.png,ui_sprite,png,15268,0.015,512,512,262144,RGBA,True,OK,True,8,0,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ring.png,ui_sprite,png,77083,0.074,601,616,370216,RGBA,True,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/thunder.png,ui_sprite,png,8888,0.008,512,512,262144,RGBA,True,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ui/BATTERY.png,ui_sprite,png,1798046,1.715,1024,1024,1048576,RGB,False,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ui/COPPER.png,ui_sprite,png,1644605,1.568,1024,1024,1048576,RGB,False,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ui/CUTTER.png,ui_sprite,png,1451903,1.385,1024,1024,1048576,RGB,False,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ui/MICRO.png,ui_sprite,png,1851554,1.766,1024,1024,1048576,RGB,False,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ui/OXYGEN.png,ui_sprite,png,1710781,1.632,1024,1024,1048576,RGB,False,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/Sprites/ui/TITANIUM.png,ui_sprite,png,1753899,1.673,1024,1024,1048576,RGB,False,OK,True,8,1,0,0,0,2048,1,MATCHED_TEXTURE_LEDGER,ui,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Aegir_storms.png,sky_aegir_cloud,png,356896,0.340,4096,2048,8388608,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,HERO_SCALE_PIXELS|STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/clouds.png,sky_aegir_cloud,png,3012389,2.873,4096,2048,8388608,L,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,HERO_SCALE_PIXELS,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/clouds0_diff.png,sky_aegir_cloud,png,10991664,10.482,4096,2048,8388608,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,HERO_SCALE_PIXELS|SOURCE_GT8MB|STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/bubble vent atlas - bad - redo.png,texture_source,png,1539540,1.468,1024,1024,1048576,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/mineral seep mask - looks seamless.png,texture_source,png,2371804,2.262,1024,1024,1048576,RGB,False,OK,True,0,0,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/Mineral Seep Mask - second try.png,texture_source,png,3114990,2.971,1024,1024,1048576,RGB,False,OK,True,0,0,1,0,0,1024,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/Soft Plume Noise - second try.png,texture_source,png,2005725,1.913,1024,1024,1048576,RGB,False,OK,True,0,1,1,0,0,1024,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/soft_plume_noise_-_kakoy_to_seryy_nu_norm.png,texture_source,png,1821218,1.737,1024,1024,1048576,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_SRGB_RISK_FOR_NONCOLOR_NAME|STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/visor droplet mask.png,texture_source,png,1217039,1.161,1024,1024,1048576,RGB,False,OK,True,0,0,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,water_foam_caustic,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Detali/visor runoff normal.png,texture_source,png,1352821,1.290,1024,1024,1048576,RGB,False,OK,True,1,0,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,water_foam_caustic,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/FLOOR.png,texture_source,png,2019609,1.926,1024,1024,1048576,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/FLOOR1.png,texture_source,png,2071455,1.975,1024,1024,1048576,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/foam.png,water_contact,png,5930422,5.656,2048,2048,4194304,RGBA,True,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,water_foam_caustic,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/gameart.png,texture_source,png,1821088,1.737,1376,768,1056768,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/menuview.png,texture_source,png,1845645,1.760,1376,768,1056768,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Meshy_AI_Alien_barnacles_clust_0301230506_texture.png,texture_source,png,2785536,2.656,2048,2048,4194304,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/ORGANIC.png,texture_source,png,2129007,2.030,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/bo2.png,texture_source,png,5056673,4.822,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/bo3.png,texture_source,png,6409326,6.112,2048,2048,4194304,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/clod1.png,texture_source,png,6381348,6.086,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/clod2.png,texture_source,png,5527708,5.272,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/eb2.png,texture_source,png,9215950,8.789,2048,2048,4194304,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,SOURCE_GT8MB|STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/oblaka!.png,texture_source,png,5325005,5.078,2048,2048,4194304,RGBA,True,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Sky/oblakajip.png,texture_source,png,5832358,5.562,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,717833,0.685,1024,1024,1048576,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_Color.jpg,terrain_geology,jpg,1235166,1.178,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2315462,2.208,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/Rock031_1K-JPG_Color.jpg,terrain_geology,jpg,1228571,1.172,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/Rock031_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2556573,2.438,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/TX_H8_WetBasaltShoreline_Albedo_1428.png,terrain_geology,png,3073068,2.931,1024,1024,1048576,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,650920,0.621,1024,1024,1048576,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_Color.jpg,terrain_geology,jpg,1002655,0.956,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2316094,2.209,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,879479,0.839,1024,1024,1048576,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
