packet_id,article_id,release_set_id,locale,locale_present,required_fields_present,player_visible_draft_markers,rtl_flag,cjk_flag,suspected_mojibake_flag,title_mismatch_flag,localization_state
P005_REPAIR_SCAR,atlas.repair_scar,,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P005_REPAIR_SCAR,atlas.repair_scar,,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P005_REPAIR_SCAR,atlas.repair_scar,,id_ID,yes,yes,no,no,no,no,no,machine_draft
P005_REPAIR_SCAR,atlas.repair_scar,,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P005_REPAIR_SCAR,atlas.repair_scar,,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P005_REPAIR_SCAR,atlas.repair_scar,,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P005_REPAIR_SCAR,atlas.repair_scar,,nl_NL,yes,yes,no,no,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,en_US,yes,yes,no,no,no,no,no,source_ready
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,es_ES,yes,yes,no,no,no,yes,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,de_DE,yes,yes,no,no,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,id_ID,yes,yes,no,no,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P006_DEAD_CLAIM_CACHE,marauder.dead_claim_cache,RS002_DEEPENING_DESCENT,nl_NL,yes,yes,no,no,no,yes,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,en_US,yes,yes,no,no,no,no,no,source_ready
P007_BRINE_STAIR,hecton8.brine_stair,,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,es_ES,yes,yes,no,no,no,yes,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,de_DE,yes,yes,no,no,no,yes,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,id_ID,yes,yes,no,no,no,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P007_BRINE_STAIR,hecton8.brine_stair,,nl_NL,yes,yes,no,no,no,yes,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,en_US,yes,yes,no,no,no,no,no,source_ready
P008_EVACUATION_HOLD,colony.evacuation_hold,,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,es_ES,yes,yes,no,no,no,yes,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,de_DE,yes,yes,no,no,no,yes,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,id_ID,yes,yes,no,no,no,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P008_EVACUATION_HOLD,colony.evacuation_hold,,nl_NL,yes,yes,no,no,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,en_US,yes,yes,no,no,no,no,no,source_ready
P009_BOTTOM_FACTORY,atlas.bottom_factory,,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,es_ES,yes,yes,no,no,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,de_DE,yes,yes,no,no,no,yes,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,id_ID,yes,yes,no,no,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P009_BOTTOM_FACTORY,atlas.bottom_factory,,nl_NL,yes,yes,no,no,no,yes,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,en_US,yes,yes,no,no,no,no,no,source_ready
P010_PAYLOAD_WINDOW,ending.payload_window,,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,es_ES,yes,yes,no,no,no,yes,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,de_DE,yes,yes,no,no,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,id_ID,yes,yes,no,no,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P010_PAYLOAD_WINDOW,ending.payload_window,,nl_NL,yes,yes,no,no,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,en_US,yes,yes,no,no,no,no,no,source_ready
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,es_ES,yes,yes,no,no,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,de_DE,yes,yes,no,no,no,yes,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,id_ID,yes,yes,no,no,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P011_DOMAIN_MARKS_2190,human.domain_marks_2190,RS003_HUMAN_SPACE_AEGIR_ROUTE,nl_NL,yes,yes,no,no,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,en_US,yes,yes,no,no,no,no,no,source_ready
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,es_ES,yes,yes,no,no,no,yes,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,de_DE,yes,yes,no,no,no,yes,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,id_ID,yes,yes,no,no,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P012_RELAY_SPINE,transit.relay_spine,RS003_HUMAN_SPACE_AEGIR_ROUTE,nl_NL,yes,yes,no,no,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,en_US,yes,yes,no,no,no,no,no,source_ready
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,es_ES,yes,yes,no,no,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,de_DE,yes,yes,no,no,no,yes,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,id_ID,yes,yes,no,no,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,RS003_HUMAN_SPACE_AEGIR_ROUTE,nl_NL,yes,yes,no,no,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,en_US,yes,yes,no,no,no,no,no,source_ready
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,fr_FR,yes,yes,no,no,no,yes,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,es_ES,yes,yes,no,no,no,yes,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,de_DE,yes,yes,no,no,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,pl_PL,yes,yes,no,no,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,uk_UA,yes,yes,no,no,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,ar_SA,yes,yes,no,yes,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,id_ID,yes,yes,no,no,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,ko_KR,yes,yes,no,no,yes,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,he_IL,yes,yes,no,yes,no,no,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,pt_BR,yes,yes,no,no,no,yes,no,machine_draft
P014_AEGIR_ROUTE_WINDOW,aegir.route_window,RS003_HUMAN_SPACE_AEGIR_ROUTE,nl_NL,yes,yes,no,no,no,yes,no,machine_draft
P015_BLACK_KEEL_LEDGER,ships.black_keel_ledger,RS003_HUMAN_SPACE_AEGIR_ROUTE,en_US,yes,yes,no,no,no,no,no,source_ready
P015_BLACK_KEEL_LEDGER,ships.black_keel_ledger,RS003_HUMAN_SPACE_AEGIR_ROUTE,ru_RU,yes,yes,no,no,no,no,no,machine_draft
P015_BLACK_KEEL_LEDGER,ships.black_keel_ledger,RS003_HUMAN_SPACE_AEGIR_ROUTE,ja_JP,yes,yes,no,no,yes,no,no,machine_draft
P015_BLACK_KEEL_LEDGER,ships.black_keel_ledger,RS003_HUMAN_SPACE_AEGIR_ROUTE,zh_CN,yes,yes,no,no,yes,no,no,machine_draft
