locale,page_path,packet_id,article_id,title,unlock_gate,source_voice,status
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P013_NEARLIGHT_SHIP_CLASSES.md,P013_NEARLIGHT_SHIP_CLASSES,ships.nearlight_classes,Nearlight Ship Classes,unlock.first_transit_manifest,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P014_AEGIR_ROUTE_WINDOW.md,P014_AEGIR_ROUTE_WINDOW,aegir.route_window,Aegir Route Window,unlock.first_aegir_window_table,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P015_BLACK_KEEL_LEDGER.md,P015_BLACK_KEEL_LEDGER,ships.black_keel_ledger,Black Keel Ledger,unlock.first_black_keel_ledger,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P016_AEGIR_HOST_STAR.md,P016_AEGIR_HOST_STAR,location.aegir.host_star,Aegir Host Star,unlock.first_host_star_reading,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P017_AEGIR_MOON_LADDER.md,P017_AEGIR_MOON_LADDER,location.aegir.moon_ladder,Aegir Moon Ladder,unlock.first_moon_ladder_map,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P018_HECTON8_DROWNED_GEOLOGY.md,P018_HECTON8_DROWNED_GEOLOGY,location.hecton8.drowned_geology,Drowned Geology,unlock.first_geology_route_model,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P019_HECTON8_RESOURCE_STACK.md,P019_HECTON8_RESOURCE_STACK,location.hecton8.resource_stack,Resource Stack,unlock.first_resource_stack_scan,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P020_HECTON8_ECOLOGY_REGISTRY.md,P020_HECTON8_ECOLOGY_REGISTRY,location.hecton8.ecology_registry,Ecology Registry,unlock.first_ecology_registry_scan,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P021_BLACK_KEEL_CUSTODY.md,P021_BLACK_KEEL_CUSTODY,ships.black_keel_custody,Black Keel Custody,unlock.first_black_keel_custody_record,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P022_DROP_CAPSULE_DAMAGE.md,P022_DROP_CAPSULE_DAMAGE,arrival.drop_capsule_damage,Drop Capsule Damage,unlock.first_drop_capsule_damage_audit,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P023_DEEP_REACH_RETURN_CLAIM.md,P023_DEEP_REACH_RETURN_CLAIM,factions.deep_reach_return_claim,Deep Reach Return Claim,unlock.first_deep_reach_return_claim,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P024_FALSE_EXIT_MATERIAL.md,P024_FALSE_EXIT_MATERIAL,endings.false_exit_material,Material Exit,unlock.first_material_exit_offer,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P025_PROFESSIONAL_MOTIVE.md,P025_PROFESSIONAL_MOTIVE,player.professional_motive,Professional Motive,unlock.first_professional_motive_shift,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P026_SIX_DOMAIN_LEDGER.md,P026_SIX_DOMAIN_LEDGER,humanity.six_domain_ledger,Six Domain Ledger,unlock.first_six_domain_ledger,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P027_BARNARD_YARDS_ORIGIN.md,P027_BARNARD_YARDS_ORIGIN,player.barnard_yards_origin,Barnard Yards Origin,unlock.first_barnard_yards_origin_record,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P028_NO_FTL_TRANSIT_MATH.md,P028_NO_FTL_TRANSIT_MATH,travel.no_ftl_transit_math,No-FTL Transit Math,unlock.first_transit_math_record,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P029_SEED_SHIP_DOCTRINE.md,P029_SEED_SHIP_DOCTRINE,deep_reach.seed_ship_doctrine,Seed Ship Doctrine,unlock.first_seed_ship_doctrine_record,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P030_RELAY_CUSTODY_DEBT_CHAIN.md,P030_RELAY_CUSTODY_DEBT_CHAIN,routes.relay_custody_debt_chain,Relay Custody Debt Chain,unlock.first_relay_debt_chain_record,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P031_PHOTIC_SHELF_LIFE.md,P031_PHOTIC_SHELF_LIFE,hecton8.photic_shelf_life,Photic Shelf Life,unlock.first_photic_shelf_life,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P032_PRESSURE_LADDER_DEPTH_BANDS.md,P032_PRESSURE_LADDER_DEPTH_BANDS,hecton8.pressure_ladder_depth_bands,Pressure Ladder,unlock.first_pressure_ladder,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P033_CABLE_REEF_SYMBIOSIS.md,P033_CABLE_REEF_SYMBIOSIS,hecton8.cable_reef_symbiosis,Cable Reef Symbiosis,unlock.first_cable_reef_symbiosis,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P034_ABYSSAL_REPAIR_FAUNA.md,P034_ABYSSAL_REPAIR_FAUNA,hecton8.abyssal_repair_fauna,Abyssal Repair Fauna,unlock.first_abyssal_repair_fauna,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P035_FACTORY_TEMPLE_THRESHOLD.md,P035_FACTORY_TEMPLE_THRESHOLD,atlas6.factory_temple_threshold,Factory-Temple Threshold,unlock.first_factory_temple_threshold,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P036_RETURN_VECTOR_WINDOW.md,P036_RETURN_VECTOR_WINDOW,hecton8.return_vector_window,Return Vector Window,unlock.first_return_vector_window,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P037_COWARD_EXIT_CHAIN.md,P037_COWARD_EXIT_CHAIN,hecton8.coward_exit_chain,Coward Exit Chain,unlock.first_coward_exit_chain,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P038_MATERIAL_PAYOUT_LEDGER.md,P038_MATERIAL_PAYOUT_LEDGER,hecton8.material_payout_ledger,Material Payout Ledger,unlock.first_material_payout_ledger,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P039_DEEP_REACH_CLEANSE_ORDER.md,P039_DEEP_REACH_CLEANSE_ORDER,hecton8.deep_reach_cleanse_order,Deep Reach Cleanse Order,unlock.first_deep_reach_cleanse_order,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P040_ATLAS_FINAL_ARGUMENT.md,P040_ATLAS_FINAL_ARGUMENT,hecton8.atlas_final_argument,Atlas Final Argument,unlock.first_atlas_final_argument,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P041_WORKER_LOCKER_ROW.md,P041_WORKER_LOCKER_ROW,hecton8.worker_locker_row,Worker Locker Row,unlock.first_worker_locker_row,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P042_PRESSURE_BUNK_ROUTINE.md,P042_PRESSURE_BUNK_ROUTINE,hecton8.pressure_bunk_routine,Pressure Bunk Routine,unlock.first_pressure_bunk_routine,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P043_SHIFT_BOARD_ROUTE_HOLDS.md,P043_SHIFT_BOARD_ROUTE_HOLDS,hecton8.shift_board_route_holds,Shift Board Route Holds,unlock.first_shift_board_route_holds,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P044_MEDICAL_LOCK_DELAY.md,P044_MEDICAL_LOCK_DELAY,hecton8.medical_lock_delay,Medical Lock Delay,unlock.first_medical_lock_delay,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P045_BLACK_BOX_NAME_STACK.md,P045_BLACK_BOX_NAME_STACK,hecton8.black_box_name_stack,Black Box Name Stack,unlock.first_black_box_name_stack,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P046_PUMP_ROOM_HANDSHAKE.md,P046_PUMP_ROOM_HANDSHAKE,hecton8.pump_room_handshake,Pump Room Handshake,unlock.first_pump_room_handshake,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P047_HATCH_SEAL_LEDGER.md,P047_HATCH_SEAL_LEDGER,hecton8.hatch_seal_ledger,Hatch Seal Ledger,unlock.first_hatch_seal_ledger,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P048_CABLE_SPLICE_SCAR.md,P048_CABLE_SPLICE_SCAR,hecton8.cable_splice_scar,Cable Splice Scar,unlock.first_cable_splice_scar,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P049_SONAR_RETURN_ROUTE.md,P049_SONAR_RETURN_ROUTE,hecton8.sonar_return_route,Sonar Return Route,unlock.first_sonar_return_route,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P050_SALVAGE_TOOL_CUSTODY.md,P050_SALVAGE_TOOL_CUSTODY,hecton8.salvage_tool_custody,Salvage Tool Custody,unlock.first_salvage_tool_custody,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P051_LIGHT_DELAY_AUTHORITY.md,P051_LIGHT_DELAY_AUTHORITY,hecton8.light_delay_authority,Light-Delay Authority,unlock.first_light_delay_authority,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P052_BLACK_KEEL_TARIFF_TABLE.md,P052_BLACK_KEEL_TARIFF_TABLE,hecton8.black_keel_tariff_table,Black Keel Tariff Table,unlock.first_black_keel_tariff_table,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P053_MARAUDER_GRAFFITI_MASKS.md,P053_MARAUDER_GRAFFITI_MASKS,hecton8.marauder_graffiti_masks,Marauder Graffiti Masks,unlock.first_marauder_graffiti_masks,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P054_RELAY_QUEUE_DRIFT.md,P054_RELAY_QUEUE_DRIFT,hecton8.relay_queue_drift,Relay Queue Drift,unlock.first_relay_queue_drift,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P055_CORPORATE_RESPONSE_LEDGER.md,P055_CORPORATE_RESPONSE_LEDGER,hecton8.corporate_response_ledger,Corporate Response Ledger,unlock.first_corporate_response_ledger,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P056_EX_DEEP_REACH_MARAUDER.md,P056_EX_DEEP_REACH_MARAUDER,hecton8.ex_deep_reach_marauder,Ex-Deep-Reach Marauder,unlock.first_ex_deep_reach_recognition,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P057_GREAT_TIDE_LIABILITY_CHAIN.md,P057_GREAT_TIDE_LIABILITY_CHAIN,hecton8.great_tide_liability_chain,Great Tide Liability Chain,unlock.first_great_tide_liability_chain,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P058_BLACK_KEEL_CLAIM_HOOKS.md,P058_BLACK_KEEL_CLAIM_HOOKS,hecton8.black_keel_claim_hooks,Black Keel Claim Hooks,unlock.first_black_keel_claim_hooks,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P059_ESCAPE_CHAIN_ASSEMBLY.md,P059_ESCAPE_CHAIN_ASSEMBLY,hecton8.escape_chain_assembly,Escape Chain Assembly,unlock.first_escape_chain_assembly,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P060_FIRST_HOUR_SPINE.md,P060_FIRST_HOUR_SPINE,hecton8.first_hour_spine,First Hour Spine,unlock.first_first_hour_spine,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P061_MAINTENANCE_ECOLOGY.md,P061_MAINTENANCE_ECOLOGY,hecton8.maintenance_ecology,Maintenance Ecology,unlock.first_maintenance_ecology,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P062_MARA_VENN_TIDE_MODEL.md,P062_MARA_VENN_TIDE_MODEL,hecton8.mara_venn_tide_model,Mara Venn Tide Model,unlock.first_mara_venn_tide_model,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P063_JUNO_KADE_EVACUATION_HOLD.md,P063_JUNO_KADE_EVACUATION_HOLD,hecton8.juno_kade_evacuation_hold,Juno Kade Evacuation Hold,unlock.first_juno_kade_evacuation_hold,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P064_REN_OKOYE_PUMP_63.md,P064_REN_OKOYE_PUMP_63,hecton8.ren_okoye_pump_63,Ren Okoye Pump 63,unlock.first_ren_okoye_pump_63,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P065_SAHANA_IQBAL_ATLAS_SAFETY.md,P065_SAHANA_IQBAL_ATLAS_SAFETY,hecton8.sahana_iqbal_atlas_safety,Sahana Iqbal Atlas Safety,unlock.first_sahana_iqbal_atlas_safety,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P066_LIAN_TORRES_LAST_PACKET.md,P066_LIAN_TORRES_LAST_PACKET,hecton8.lian_torres_last_packet,Lian Torres Last Packet,unlock.first_lian_torres_last_packet,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P067_OSKAR_NEUMANN_PRESSURE_FORGE.md,P067_OSKAR_NEUMANN_PRESSURE_FORGE,hecton8.oskar_neumann_pressure_forge,Oskar Neumann Pressure Forge,unlock.first_oskar_neumann_pressure_forge,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P068_AYA_MORITA_REPAIR_MEDICINE.md,P068_AYA_MORITA_REPAIR_MEDICINE,hecton8.aya_morita_repair_medicine,Aya Morita Repair Medicine,unlock.first_aya_morita_repair_medicine,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P069_PAVEL_SORN_PROCEDURE_HOLD.md,P069_PAVEL_SORN_PROCEDURE_HOLD,hecton8.pavel_sorn_procedure_hold,Pavel Sorn Procedure Hold,unlock.first_pavel_sorn_procedure_hold,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P070_DEEP_REACH_PRESENT_WINDOWS.md,P070_DEEP_REACH_PRESENT_WINDOWS,hecton8.deep_reach_present_windows,Deep Reach Present Windows,unlock.first_deep_reach_present_windows,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P071_SOL_CORE_AUTHORITY.md,P071_SOL_CORE_AUTHORITY,human.sol_core_authority,Sol Core Authority,unlock.first_sol_core_authority,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P072_CENTAURI_COMPACT_LEGITIMACY.md,P072_CENTAURI_COMPACT_LEGITIMACY,human.centauri_compact_legitimacy,Centauri Compact Legitimacy,unlock.first_centauri_compact_legitimacy,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P073_BARNARD_YARDS_MARAUDER_ORIGIN.md,P073_BARNARD_YARDS_MARAUDER_ORIGIN,human.barnard_yards_marauder_origin,Barnard Yards Marauder Origin,unlock.first_barnard_yards_marauder_origin,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P074_TAU_CETI_PUBLIC_LEDGER.md,P074_TAU_CETI_PUBLIC_LEDGER,human.tau_ceti_public_ledger,Tau Ceti Public Ledger,unlock.first_tau_ceti_public_ledger,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P075_LUYTEN_JUNCTION_PACKET_CUSTODY.md,P075_LUYTEN_JUNCTION_PACKET_CUSTODY,human.luyten_junction_packet_custody,Luyten Junction Packet Custody,unlock.first_luyten_junction_packet_custody,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P076_RAN_AEGIR_ANCHOR.md,P076_RAN_AEGIR_ANCHOR,aegir.ran_aegir_anchor,Ran / Aegir Anchor,unlock.first_ran_aegir_anchor,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P077_AEGIR_MOON_LADDER.md,P077_AEGIR_MOON_LADDER,aegir.moon_ladder,Aegir Moon Ladder,unlock.first_aegir_moon_ladder,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P078_INNER_MOON_RELAY_HAZARDS.md,P078_INNER_MOON_RELAY_HAZARDS,aegir.inner_moon_relay_hazards,Inner Moon Relay Hazards,unlock.first_inner_moon_relay_hazards,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P079_HECTON8_ORBIT_TIDE_GEOMETRY.md,P079_HECTON8_ORBIT_TIDE_GEOMETRY,aegir.hecton8_orbit_tide_geometry,HECTON-8 Orbit / Tide Geometry,unlock.first_hecton8_orbit_tide_geometry,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P080_OUTER_MOON_COLD_CLAIMS.md,P080_OUTER_MOON_COLD_CLAIMS,aegir.outer_moon_cold_claims,Outer Moon Cold Claims,unlock.first_outer_moon_cold_claims,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P081_GREAT_TIDE_PHYSICS_RECORD.md,P081_GREAT_TIDE_PHYSICS_RECORD,hecton8.great_tide_physics_record,Great Tide Physics Record,unlock.first_great_tide_physics_record,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P082_PRESSURE_GLASS_FORMATION.md,P082_PRESSURE_GLASS_FORMATION,hecton8.pressure_glass_formation,Pressure Glass Formation,unlock.first_pressure_glass_formation,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P083_BRINE_CANYON_ROUTE_LADDER.md,P083_BRINE_CANYON_ROUTE_LADDER,hecton8.brine_canyon_route_ladder,Brine Canyon Route Ladder,unlock.first_brine_canyon_route_ladder,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P084_VENT_FORGE_GEOTHERMAL_ENGINE.md,P084_VENT_FORGE_GEOTHERMAL_ENGINE,hecton8.vent_forge_geothermal_engine,Vent Forge Geothermal Engine,unlock.first_vent_forge_geothermal_engine,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P085_BIOMETAL_RESOURCE_STACK.md,P085_BIOMETAL_RESOURCE_STACK,hecton8.biometal_resource_stack,Biometal Resource Stack,unlock.first_biometal_resource_stack,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P086_AEGIR_RECLAMATION_POOL.md,P086_AEGIR_RECLAMATION_POOL,carrier.aegir_reclamation_pool,Aegir Reclamation Pool,unlock.first_aegir_reclamation_pool,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P087_KEELMARK_MUTUAL_CUSTODY.md,P087_KEELMARK_MUTUAL_CUSTODY,carrier.keelmark_mutual_custody,Keelmark Mutual Custody,unlock.first_keelmark_mutual_custody,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P088_TONNE_WINDOW_DEBT.md,P088_TONNE_WINDOW_DEBT,carrier.tonne_window_debt,Tonne-Window Debt,unlock.first_tonne_window_debt,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P089_BLACK_KEEL_FIRST_VOICE.md,P089_BLACK_KEEL_FIRST_VOICE,carrier.black_keel_first_voice,Black Keel First Voice,unlock.first_black_keel_first_voice,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P090_DEEP_REACH_PRIORITY_HOOK.md,P090_DEEP_REACH_PRIORITY_HOOK,carrier.deep_reach_priority_hook,Deep Reach Priority Hook,unlock.first_deep_reach_priority_hook,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P091_COLLISION_FRACTURED_MOON.md,P091_COLLISION_FRACTURED_MOON,hecton8.collision_fractured_moon,Collision-Fractured Moon,unlock.first_collision_fractured_moon,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P092_GLOBAL_OCEAN_DEPTH_BANDS.md,P092_GLOBAL_OCEAN_DEPTH_BANDS,hecton8.global_ocean_depth_bands,Global Ocean Depth Bands,unlock.first_global_ocean_depth_bands,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P093_ACCESSIBLE_SEAFLOOR_WINDOWS.md,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,hecton8.accessible_seafloor_windows,Accessible Seafloor Windows,unlock.first_accessible_seafloor_windows,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P094_SEED_GEOLOGY_INVARIANTS.md,P094_SEED_GEOLOGY_INVARIANTS,hecton8.seed_geology_invariants,Seed Geology Invariants,unlock.first_seed_geology_invariants,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P095_PRESSURE_CONTAINMENT_FAILURE.md,P095_PRESSURE_CONTAINMENT_FAILURE,hecton8.pressure_containment_failure,Pressure Containment Failure,unlock.first_pressure_containment_failure,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P096_ATLAS_PERSON_BOUNDARY.md,P096_ATLAS_PERSON_BOUNDARY,atlas.atlas_person_boundary,Atlas Person Boundary,unlock.first_atlas_person_boundary,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P097_RECOVERY_COMPLIANCE_OFFICE.md,P097_RECOVERY_COMPLIANCE_OFFICE,deep_reach.recovery_compliance_office,Recovery Compliance Office,unlock.first_recovery_compliance_office,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P098_FALSE_ENDING_TAXONOMY.md,P098_FALSE_ENDING_TAXONOMY,endings.false_ending_taxonomy,False Ending Taxonomy,unlock.first_false_ending_taxonomy,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P099_MARAUDER_DOSSIER_PERSISTENCE.md,P099_MARAUDER_DOSSIER_PERSISTENCE,progression.marauder_dossier_persistence,Marauder Dossier Persistence,unlock.first_marauder_dossier_persistence,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P100_FINAL_CHOICE_PAYLOAD.md,P100_FINAL_CHOICE_PAYLOAD,endings.final_choice_payload,Final Choice Payload,unlock.first_final_choice_payload,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P101_NO_FTL_ROUTE_ECONOMY.md,P101_NO_FTL_ROUTE_ECONOMY,human_space.no_ftl_route_economy,No-FTL Route Economy,unlock.first_no_ftl_route_economy,player_codex_from_applied_packet,source_ready
en_US,Docs/Lore/AppliedContent/in_game_wiki/en_US/P102_BEAM_SAIL_PROBE_ERA.md,P102_BEAM_SAIL_PROBE_ERA,human_space.beam_sail_probe_era,Beam-Sail Probe Era,unlock.first_beam_sail_probe_era,player_codex_from_applied_packet,source_ready
