"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"Chilluminati Podcast","https://www.letsplayindex.com/channels/13735-chilluminati-podcast","United States","Raft; Subnautica; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views; review_channels","5","237000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Aavak","https://www.letsplayindex.com/channels/13278-aavak","United Kingdom","Pacific Drive; Raft; Satisfactory; Space Engineers","engineering_base_systems; factory_engineering_systems; machine_survival_anomaly; ocean_survival_crafting","latest_letsplay; most_lp_views","5","236000","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"EnterElysium","https://www.letsplayindex.com/channels/13660-enterelysium","United Kingdom","Barotrauma; Satisfactory; Space Engineers; Subnautica","abyss_pressure_horror; direct_underwater_survival; engineering_base_systems; factory_engineering_systems","latest_letsplay; most_lp_views","5","231000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Keith Ballard","https://www.letsplayindex.com/channels/13281-keith-ballard","United States","Abiotic Factor; Raft; Satisfactory; Subnautica Below Zero","direct_underwater_survival; facility_survival_systems; factory_engineering_systems; ocean_survival_crafting","latest_letsplay; most_lp_views","5","136000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Praetorian HiJynx","https://www.letsplayindex.com/channels/13673-praetorian-hijynx","United States","Pacific Drive; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","5","82700","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"MMO-Zone","https://www.letsplayindex.com/channels/13940-mmo-zone","Germany","Raft; Satisfactory; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","most_lp_views; review_channels","5","81800","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"39daph vods","https://www.letsplayindex.com/channels/154494-39daph-vods","Canada","Raft; Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","60444","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"JoeUsual","https://www.letsplayindex.com/channels/36385-joeusual","United States","Forever Skies; Raft; The Long Dark","hardcore_survival; ocean_survival_crafting; vehicle_base_survival","latest_letsplay; most_lp_views","5","46200","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"VanHam Gaming","https://www.letsplayindex.com/channels/1052107-vanham-gaming","Australia","Pacific Drive; Raft; Sons of the Forest","hostile_survival; machine_survival_anomaly; ocean_survival_crafting","latest_letsplay; most_lp_views","5","43444","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"The Scarlet Seeker","https://www.letsplayindex.com/channels/113191-the-scarlet-seeker","Australia","Barotrauma; Pacific Drive; The Long Dark","abyss_pressure_horror; hardcore_survival; machine_survival_anomaly","latest_letsplay; most_lp_views; review_channels","5","41600","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Play Games (Photography Gamer)","https://www.letsplayindex.com/channels/144947-play-games-photography-gamer","United Kingdom","Pacific Drive; Sons of the Forest; Subnautica; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; machine_survival_anomaly","review_channels","5","22100","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"🌸Tigerfrost🌸","https://www.letsplayindex.com/channels/14827-tigerfrost","United States","Satisfactory; Sons of the Forest; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; factory_engineering_systems; hardcore_survival; hostile_survival","latest_letsplay; most_lp_views","5","14700","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Spielemagazin","https://www.letsplayindex.com/channels/192841-spielemagazin","Germany","Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival","most_lp_views; review_channels","5","13804","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PP Gaming","https://www.letsplayindex.com/channels/55849-pp-gaming","Germany","Raft; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; hardcore_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","5","13706","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"DaddelBärTV","https://www.letsplayindex.com/channels/740067-daddelbartv","Germany","Raft; Satisfactory; Sons of the Forest; Space Engineers","engineering_base_systems; factory_engineering_systems; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","5","12959","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Sёga Play","https://www.letsplayindex.com/channels/345725-sga-play","Russian Federation","Pacific Drive; Sons of the Forest; The Long Dark","hardcore_survival; hostile_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","5","11325","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"XTrustX","https://www.letsplayindex.com/channels/554639-xtrustx","United Kingdom","Sons of the Forest; Subnautica; Subnautica Below Zero","direct_underwater_survival; hostile_survival","latest_letsplay; most_lp_views","5","11130","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Prince Alden","https://www.letsplayindex.com/channels/1713898-prince-alden","United States","Forever Skies; Raft; Sons of the Forest; Subnautica Below Zero","direct_underwater_survival; hostile_survival; ocean_survival_crafting; vehicle_base_survival","latest_letsplay; most_lp_views","5","10350","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"FEZOT","https://www.letsplayindex.com/channels/153261-fezot","Kazakhstan","Raft; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","10249","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Frithgar","https://www.letsplayindex.com/channels/14582-frithgar","United Kingdom","Raft; Satisfactory; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; factory_engineering_systems; hardcore_survival; ocean_survival_crafting","most_lp_views","5","10042","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Oearth","https://www.letsplayindex.com/channels/161849-oearth","UNKNOWN","Space Engineers; The Long Dark","engineering_base_systems; hardcore_survival","latest_letsplay; most_lp_views; review_channels","5","9430","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Neodyinamite","https://www.letsplayindex.com/channels/15324-neodyinamite","Poland","Forever Skies; Raft; Satisfactory; Subnautica","direct_underwater_survival; factory_engineering_systems; ocean_survival_crafting; vehicle_base_survival","latest_letsplay; most_lp_views","5","7790","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Critiquing Doge","https://www.letsplayindex.com/channels/153281-critiquing-doge","United States","Satisfactory; Space Engineers; Subnautica; The Forest; The Long Dark","direct_underwater_survival; engineering_base_systems; factory_engineering_systems; hardcore_survival; hostile_survival","review_channels","5","6390","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"paulsoaresjr","https://www.letsplayindex.com/channels/15260-paulsoaresjr","United States","Raft; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","4903","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Wanderbots","https://www.letsplayindex.com/channels/13500-wanderbots","United States","Raft; Satisfactory; Space Engineers; Subnautica; Subnautica Below Zero","direct_underwater_survival; engineering_base_systems; factory_engineering_systems; ocean_survival_crafting","most_lp_views","5","4727","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Jackplay","https://www.letsplayindex.com/channels/55842-jackplay","France","Raft; Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","4645","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"j0hnbane","https://www.letsplayindex.com/channels/20826-j0hnbane","United States","Raft; Satisfactory; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","most_lp_views","5","3901","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"GameEdged","https://www.letsplayindex.com/channels/13487-gameedged","Canada","Raft; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","3716","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dead Paddy","https://www.letsplayindex.com/channels/2484146-dead-paddy","Germany","Satisfactory; Sons of the Forest; Subnautica","direct_underwater_survival; factory_engineering_systems; hostile_survival","latest_letsplay; most_lp_views","5","3304","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Splattercatgaming","https://www.letsplayindex.com/channels/13957-splattercatgaming","UNKNOWN","Raft; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","2909","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"2HandGaming","https://www.letsplayindex.com/channels/13496-2handgaming","Bosnia and Herzegovina","Raft; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","2536","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Blazze Valkurm","https://www.letsplayindex.com/channels/948828-blazze-valkurm","United States","Abiotic Factor; Forever Skies; Sons of the Forest; Subnautica Below Zero","direct_underwater_survival; facility_survival_systems; hostile_survival; vehicle_base_survival","latest_letsplay; most_lp_views","5","2430","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Rydo","https://www.letsplayindex.com/channels/110687-rydo","United States","Forever Skies; Pacific Drive; Sons of the Forest","hostile_survival; machine_survival_anomaly; vehicle_base_survival","latest_letsplay; most_lp_views","5","1100","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Excalligator Reviews","https://www.letsplayindex.com/channels/1547749-excalligator-reviews","United States","Raft; Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","review_channels","5","1030","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Шостка Плэй","https://www.letsplayindex.com/channels/199942-x","Ukraine","Forever Skies; Pacific Drive; Raft; Satisfactory; Subnautica","direct_underwater_survival; factory_engineering_systems; machine_survival_anomaly; ocean_survival_crafting; vehicle_base_survival","review_channels","5","912","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"LokiMan survival","https://www.letsplayindex.com/channels/561498-lokiman-survival","United States","Pacific Drive; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; hardcore_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","5","251","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PlayStation Access","https://www.letsplayindex.com/channels/21440-playstation-access","United Kingdom","Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival","latest_letsplay; most_lp_views","4","2180000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Maxim","https://www.letsplayindex.com/channels/22260-maxim","Germany","Raft; Satisfactory; Subnautica; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","review_channels","4","612000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PeenoisePlays","https://www.letsplayindex.com/channels/143764-peenoiseplays","Philippines","Raft; Sons of the Forest","hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","4","570000","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
