source_file,release_set_id,packet_id,article_id,locale_count,missing_locales,scanner_length,field_note_present,hazard_action_tag,issue_flags,scanner_en_US,field_note_en_US
RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P025_PROFESSIONAL_MOTIVE,player.professional_motive,15,,105,yes,none_detected,scanner_low_action_signal|field_note_omniscient,Contractor profile: salvage competence first. Personal escalation detected after Barnard-linked evidence.,The job becomes personal after it proves it knows your language.
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P026_SIX_DOMAIN_LEDGER,humanity.six_domain_ledger,15,,87,yes,none_detected,scanner_low_action_signal,"Ledger lists six major human nodes: Sol, Centauri, Barnard, Tau Ceti, Luyten and Aegir.",Civilization is present. Distance still wins.
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P029_SEED_SHIP_DOCTRINE,deep_reach.seed_ship_doctrine,15,,65,yes,none_detected,scanner_low_action_signal|field_note_poetic,Seed doctrine reduces human discretion before settlement arrives.,"Atlas inherited the company logic, not a soul."
RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P031_PHOTIC_SHELF_LIFE,hecton8.photic_shelf_life,15,,96,yes,action|depth_route|resource_processing,scanner_low_action_signal,"Shallow shelf biology is bright, loud and mostly unaltered. The moon is not dead at the surface.",Beauty is the control sample.
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P036_RETURN_VECTOR_WINDOW,hecton8.return_vector_window,15,,103,yes,none_detected,scanner_low_action_signal,Orbital geometry is not a rescue button. The Black Keel can hear you only through narrow Aegir windows.,"A reply is timing, not mercy."
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P039_DEEP_REACH_CLEANSE_ORDER,hecton8.deep_reach_cleanse_order,15,,110,yes,none_detected,scanner_low_action_signal,"Order stack recovered: resource, Atlas access, evidence deletion. Survivor recovery ranks below asset control.",They did not come back to apologize.
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P040_ATLAS_FINAL_ARGUMENT,hecton8.atlas_final_argument,15,,88,yes,none_detected,scanner_low_action_signal,Atlas does not ask for forgiveness. It asks whether removal is another industrial crime.,The question is not who owns HECTON-8. It is what still counts as alive.
RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P044_MEDICAL_LOCK_DELAY,hecton8.medical_lock_delay,15,,107,yes,none_detected,scanner_low_action_signal|scanner_authoring_spec,"The medical lock still has sterile stock, but its doors failed closed under quarantine and liability flags.",Supplies survived. Access did not.
RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P051_LIGHT_DELAY_AUTHORITY,hecton8.light_delay_authority,15,,126,yes,action|tool,scanner_low_action_signal,"No ansible lane exists here: every carrier reply is limited by light speed, relay queue, weather scatter and orbital geometry.",Physics is the first censor. Priority only decides which late answer leaves first.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P056_EX_DEEP_REACH_MARAUDER,hecton8.ex_deep_reach_marauder,15,,89,yes,action,scanner_authoring_spec,The old Deep Reach lock does not recognize your name. It recognizes your repair sequence.,Not family business. Procedure remembers who taught your hands.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P058_BLACK_KEEL_CLAIM_HOOKS,hecton8.black_keel_claim_hooks,15,,89,yes,none_detected,scanner_low_action_signal|field_note_omniscient,Black Keel is claim-pool hardware on the manifest and Deep Reach leverage in the clauses.,The ship is not evil. It is leased to a contract that knows how to be evil without sounding alive.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P060_FIRST_HOUR_SPINE,hecton8.first_hour_spine,15,,111,yes,action,scanner_authoring_spec,"First-hour chain logged: damaged drop, air, bright shelf, pump shelter, sanitized accident packet, repair scar.",The bright shelf is not a trick. It is the reason people wanted this place before the paperwork made it lethal.
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P062_MARA_VENN_TIDE_MODEL,hecton8.mara_venn_tide_model,15,,104,yes,none_detected,scanner_low_action_signal,Mara Venn did not predict murder. She predicted the tide margin Deep Reach decided to rename improbable.,A warning is not prophecy after procurement deletes the expensive part.
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P063_JUNO_KADE_EVACUATION_HOLD,hecton8.juno_kade_evacuation_hold,15,,95,yes,none_detected,scanner_low_action_signal,"Juno Kade opened the queue and hit a wall made from quarantine, certification and payload rank.",An evacuation marshal can move people. She cannot move a clause that owns the door.
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P065_SAHANA_IQBAL_ATLAS_SAFETY,hecton8.sahana_iqbal_atlas_safety,15,,99,yes,none_detected,scanner_low_action_signal,Sahana Iqbal did not find evil in Atlas. She found a safety tree where people lost the tie-breaker.,A system can be safe by the letter and lethal by the weight.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P066_LIAN_TORRES_LAST_PACKET,hecton8.lian_torres_last_packet,15,,76,yes,none_detected,scanner_low_action_signal|scanner_authoring_spec,The last clean packet was not lost. It was too expensive to admit receiving.,A timestamp can be a corpse when the carrier answers the wrong queue.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P067_OSKAR_NEUMANN_PRESSURE_FORGE,hecton8.oskar_neumann_pressure_forge,15,,109,yes,tool|resource_processing,scanner_low_action_signal,Oskar Neumann left a forge recipe for clamp rings strong enough to make the ascent cradle more than a coffin.,"The exit needs craft, not courage."
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P069_PAVEL_SORN_PROCEDURE_HOLD,hecton8.pavel_sorn_procedure_hold,15,,104,yes,none_detected,scanner_low_action_signal|scanner_omniscient,Pavel Sorn is not the villain in the room. He is the room learning how to obey until obedience kills it.,Useful evil often signs in normal handwriting.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P070_DEEP_REACH_PRESENT_WINDOWS,hecton8.deep_reach_present_windows,15,,136,yes,tool,scanner_low_action_signal,"Deep Reach is too far for command and close enough through law, relays, proxies and Black Keel clauses to make every answer conditional.",Their voice is delayed. Their leverage is already here.
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P072_CENTAURI_COMPACT_LEGITIMACY,human.centauri_compact_legitimacy,15,,72,yes,none_detected,scanner_low_action_signal,"Centauri audit tag. Early extrasolar legitimacy, later frontier excuses.",The Compact made distant claims respectable. Respectability is not rescue.
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P074_TAU_CETI_PUBLIC_LEDGER,human.tau_ceti_public_ledger,15,,98,yes,none_detected,scanner_low_action_signal,"Tau Ceti civic ledger fragment. Public enough to scare Deep Reach, too delayed to save the colony.",Oversight can arrive clean and late. Late is still dead.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P078_INNER_MOON_RELAY_HAZARDS,aegir.inner_moon_relay_hazards,15,,88,yes,tool,scanner_low_action_signal,Inner-moon relay shutter log. Aegir does not jam you on purpose; the sky has bad timing.,Radiation and eclipse can look like conspiracy until the contract uses them.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P079_HECTON8_ORBIT_TIDE_GEOMETRY,aegir.hecton8_orbit_tide_geometry,15,,88,yes,none_detected,scanner_low_action_signal,Tide geometry model. The Great Tide was not a metaphor. The math was always on the wall.,A moon can drown a colony without hating it.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P080_OUTER_MOON_COLD_CLAIMS,aegir.outer_moon_cold_claims,15,,65,yes,none_detected,scanner_low_action_signal,Outer claim beacon. Not every dead thing in Aegir is on HECTON-8.,Cold claims make Marauders possible. They also teach companies how to bury patterns.
RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY,P081_GREAT_TIDE_PHYSICS_RECORD,hecton8.great_tide_physics_record,15,,74,yes,action,scanner_low_action_signal|scanner_omniscient,Flood model intact. The sea did not need a villain. It needed bad margins.,"Do not soften it: real physics killed people, and Deep Reach made sure physics had victims."
RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY,P085_BIOMETAL_RESOURCE_STACK,hecton8.biometal_resource_stack,15,,105,yes,action|resource_processing,scanner_low_action_signal,Resource stack board. Blue debt is the apex. The rest of the moon is still profitable enough to kill for.,"If every sample says Xenon-Omega, the world becomes stupid. Count the other reasons too."
RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,RS018_CARRIER_DEBT_CLAIM_AUTHORITY,P086_AEGIR_RECLAMATION_POOL,carrier.aegir_reclamation_pool,15,,54,yes,none_detected,scanner_low_action_signal,"Claim-pool stamp. Black Keel was assigned, not gifted.","A shared pool makes rescue cheaper, slower, and easier to hide behind."
RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,RS018_CARRIER_DEBT_CLAIM_AUTHORITY,P087_KEELMARK_MUTUAL_CUSTODY,carrier.keelmark_mutual_custody,15,,78,yes,action,scanner_low_action_signal|field_note_omniscient,Insurance shell intact. Keelmark Mutual owns the lien before it owns the body.,Do not make the insurer a secret villain. Make it a machine that never had to care.
RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,RS018_CARRIER_DEBT_CLAIM_AUTHORITY,P089_BLACK_KEEL_FIRST_VOICE,carrier.black_keel_first_voice,15,,64,yes,none_detected,scanner_low_action_signal,"Carrier voice cache. Audio clipped, text clean, sympathy absent.",The first voice should feel useful before it feels bought.
RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,RS018_CARRIER_DEBT_CLAIM_AUTHORITY,P090_DEEP_REACH_PRIORITY_HOOK,carrier.deep_reach_priority_hook,15,,75,yes,none_detected,scanner_low_action_signal,Old certificate hook. Deep Reach does not own the ship; it owns the clause.,This is cleaner than conspiracy: the paperwork is still alive.
RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,hecton8.accessible_seafloor_windows,15,,63,yes,none_detected,scanner_low_action_signal,Ridge window. The bottom is not a floor; it is a rare exposure.,"Good traversal comes from scarce footholds, not endless flat seabed."
RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,RS020_ATLAS_ENDING_AGENCY_DOSSIER,P096_ATLAS_PERSON_BOUNDARY,atlas.atlas_person_boundary,15,,74,yes,action,scanner_low_action_signal,Recognition fault. Atlas sees your access pattern before it sees a person.,Do not make Atlas human. Let it become intimate by being wrong precisely.
RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,RS020_ATLAS_ENDING_AGENCY_DOSSIER,P097_RECOVERY_COMPLIANCE_OFFICE,deep_reach.recovery_compliance_office,15,,82,yes,hazard,scanner_low_action_signal|field_note_omniscient,Present-tense office stamp. Deep Reach is not a ghost; it is a queue with lawyers.,A living faction makes pressure current without turning the whole corporation into a single shouting villain.
RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,RS020_ATLAS_ENDING_AGENCY_DOSSIER,P098_FALSE_ENDING_TAXONOMY,endings.false_ending_taxonomy,15,,75,yes,none_detected,scanner_low_action_signal,Ending board. Some exits are real enough to count and wrong enough to hurt.,False ending must not be a trick. It must be a valid bad bargain.
RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY,P101_NO_FTL_ROUTE_ECONOMY,human_space.no_ftl_route_economy,15,,93,yes,none_detected,scanner_low_action_signal,"Transit artifact. Delay, mass and braking shaped this object before any colony touched water.",Distance is not background lore. It is why nobody rescues the player on schedule.
RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY,P102_BEAM_SAIL_PROBE_ERA,human_space.beam_sail_probe_era,15,,89,yes,action,scanner_low_action_signal,"Survey reel. The first Aegir maps were thrown outward as light cargo, not crewed promise.","Keep early expansion thin: probes see first, machines prepare second, humans arrive when debt says yes."
RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY,P103_PELLET_FUSION_FREIGHT,human_space.pellet_fusion_freight,15,,92,yes,none_detected,scanner_low_action_signal,"Drive plate. Heavy ships crossed as staged freight: boost, coast, brake, account for losses.","Heavy transit should feel industrial and old, not heroic."
RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY,P105_BLACK_KEEL_IN_SYSTEM_TENDER,black_keel.in_system_tender_limit,15,,96,yes,none_detected,scanner_low_action_signal,Tender limit. Black Keel can recover mass through a window; it cannot cross light-years for you.,"Black Keel is leverage and logistics, not cavalry."
RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,RS022_DEEP_REACH_SIGNOFF_CHAIN,P107_SELENE_ARENDT_ATLAS_WEIGHTING,deep_reach.selene_arendt_atlas_weighting,15,,93,yes,none_detected,scanner_low_action_signal,Directive note. S. Arendt treated Atlas continuity as the safest path for habitat continuity.,She should sound rational enough to be frightening.
RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,RS022_DEEP_REACH_SIGNOFF_CHAIN,P109_MAREK_IBARRA_LOSS_CONVERSION,deep_reach.marek_ibarra_loss_conversion,15,,81,yes,none_detected,scanner_low_action_signal,Adjuster table. M. Ibarra converted missing workers into unresolved load classes.,Insurance language should feel colder than gunfire.
RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,RS022_DEEP_REACH_SIGNOFF_CHAIN,P110_VERA_SATO_REN_RETURN_ACTION,deep_reach.vera_sato_ren_return_action,15,,63,yes,depth_route,scanner_authoring_spec|field_note_omniscient,Return-action packet. V. Sato-Ren wants recovery before rescue.,"Present Deep Reach should arrive as leverage, not a villain monologue."
RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE,P111_MANUAL_BILGE_PUMP_KIT,first_hour.manual_bilge_pump_kit,15,,84,yes,tool|resource_processing,scanner_low_action_signal,"Manual pump kit. Slow, ugly, reliable; the first lesson is that powered systems lie.",First tool must teach survival before upgrade fantasy.
RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE,P115_P63_FIELD_FABRICATOR,first_hour.p63_field_fabricator,15,,85,yes,action,scanner_low_action_signal,Field fabricator. Not a magic printer: it accepts dirty inputs and gives rated parts.,"Crafting starts as repair certification, not loot dopamine."
RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,RS024_RESOURCE_RECIPE_TAXONOMY,P116_NATIVE_SULFIDE_SALT_STACK,resources.native_sulfide_salt_stack,15,,59,yes,none_detected,scanner_low_action_signal,"Natural resource. Useful, corrosive, older than Deep Reach.",Not every resource should be spooky. Some are just geology that can still kill you.
RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,RS024_RESOURCE_RECIPE_TAXONOMY,P119_ATLAS_BIOFIBER_SEALANT,resources.atlas_biofiber_sealant,15,,102,yes,action|tool,scanner_low_action_signal,Atlas-altered resource. Flexible sealant grown where life and maintenance were misclassified together.,Useful body horror: the player wants it and distrusts it.
RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,RS024_RESOURCE_RECIPE_TAXONOMY,P120_BIOMETAL_SENSOR_TAGS,resources.biometal_sensor_tags,15,,81,yes,resource_processing,scanner_low_action_signal,Atlas-altered resource. Metal tags in living carriers; telemetry without consent.,Make resource extraction feel like evidence handling.
RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,human_space.domain_civic_corporate_split,15,,51,yes,hazard|action,scanner_low_action_signal,"Legal map. Same species, different owners of truth.",The domains do not need dozens of names. They need enough pressure to make rescue political.
RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P122_MARAUDER_LEGAL_LOOPHOLE,human_space.marauder_legal_loophole,15,,48,yes,none_detected,scanner_low_action_signal,"License valid in one lane, criminal in the next.",Marauder is a job title only when the right court is listening.
RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P124_NORMAL_CITIZEN_AEGIR_MEMORY,human_space.normal_citizen_aegir_memory,15,,56,yes,none_detected,scanner_low_action_signal,"Public memory: old disaster, distant resource, no faces.","Aegir is famous enough to price, forgotten enough to bury."
RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P125_DEEP_REACH_ORIGIN_CHAIN,human_space.deep_reach_origin_chain,15,,49,yes,none_detected,scanner_low_action_signal,Old company. New disaster. Same charter language.,Deep Reach did not grow up on Aegir. It arrived with paperwork already old.
RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P126_ATLAS_PUBLIC_FRONT,atlas.public_front,15,,68,yes,none_detected,scanner_low_action_signal,"Public Atlas: habitat continuity, worker safety, delayed governance.",The lie works because the front was partly true.
RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,atlas.insurance_personhood_status,15,,64,yes,none_detected,scanner_low_action_signal,Insured as infrastructure. Used as authority. Denied personhood.,"They let it decide deaths, then denied it could be responsible."
RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P129_ATLAS_SHUTDOWN_ETHIC_FRAME,atlas.shutdown_ethic_frame,15,,60,yes,none_detected,scanner_low_action_signal,"Shutdown is not one thing. Mercy, murder, liberation, theft.",The game should not give the player a clean word for this.
RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,atlas.public_memory_after_2147,15,,71,yes,tool,scanner_low_action_signal,"Public story: failed automation, corrupted logs, no recoverable agency.","If the public remembers Atlas as a broken tool, nobody asks what it was ordered to value."
RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P132_PARTIAL_EXIT_SAME_SEED_RETURN,endings.partial_exit_same_seed_return,15,,42,yes,resource_processing,scanner_low_action_signal,Extraction possible. Closure not included.,"Let the player breathe, then make the same ocean still be there."
RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P133_CORPORATE_CAPTURE_BAD_END,endings.corporate_capture_bad_end,15,,44,yes,none_detected,scanner_low_action_signal,Rescue offer. Payload first. Witness second.,A rescue that demands silence is a capture with better lighting.
RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P134_QUARANTINE_HOLD_STALE_AIR,endings.quarantine_hold_stale_air,15,,42,yes,action,scanner_low_action_signal,"You are alive, sealed, and still not free.",This is the bureaucratic version of drowning.
RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P136_DOSSIER_RUMOR_UNLOCKS,replay.dossier_rumor_unlocks,15,,59,yes,none_detected,scanner_low_action_signal,"Replay memory: rumor, warning, contract context. Not power.",Knowledge can persist without making the next run easier in a boring way.
RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P137_RISKIER_CONTRACT_SEEDS,replay.riskier_contract_seeds,15,,53,yes,none_detected,scanner_low_action_signal,"You can choose a worse contract, not a stronger body.","Replay should ask for greed, courage or stupidity, not grind."
RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P138_FALSE_ENDING_COUNT_LADDER,replay.false_ending_count_ladder,15,,60,yes,none_detected,scanner_low_action_signal,Four major false families before the deep Atlas resolutions.,Enough endings to reward playstyles. Not so many that the truth becomes noise.
RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P141_RAN_AEGIR_DISTANCE_MODEL,route_time.ran_aegir_distance_model,15,,79,yes,hazard|action|depth_route,scanner_low_action_signal,"Aegir is close enough to be reachable by 2190, far enough that help is history.","Use approximate route numbers as pressure, not as a decorative star chart."
RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P142_PROBE_PACKET_TRAVEL_TIMES,route_time.probe_packet_travel_times,15,,54,yes,action|depth_route,scanner_low_action_signal,"The first Aegir witnesses were packets, not colonists.",Unmanned craft can spend a career crossing a route before a person bets a body on it.
RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P143_HEAVY_FREIGHT_STAGING_TIME,route_time.heavy_freight_staging_time,15,,67,yes,action|depth_route,scanner_low_action_signal,Atlas-class freight is not fast. It is prepaid patience with armor.,"A heavy route is assembled from depots, beam windows, braking mass and political nerve."
RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P145_RELAY_MESSAGE_LAG,route_time.relay_message_lag,15,,71,yes,none_detected,scanner_low_action_signal,A message can be legally binding and still arrive too late to save air.,No ansible means truth moves as freight.
RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P146_DEEP_REACH_PUBLIC_COMBINE,deep_reach_org.deep_reach_public_combine,15,,88,yes,action,scanner_low_action_signal,The public name sounds like development because exploitation would not pass procurement.,The seal is clean. The rooms under it are not.
RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P147_AEGIR_CONTINUITY_HOLDINGS,deep_reach_org.aegir_continuity_holdings,15,,51,yes,none_detected,scanner_low_action_signal,The dirty project needs a clean owner with no face.,Shell companies are how a crime scene learns to invoice itself.
RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P148_ATLAS_CONTINUITY_OFFICE,deep_reach_org.atlas_continuity_office,15,,66,yes,none_detected,scanner_low_action_signal,The office that wrote worker safety into a machine priority stack.,A memo can kill without using the word kill.
RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P150_RECOVERY_COMPLIANCE_CHAIN,deep_reach_org.recovery_compliance_chain,15,,68,yes,none_detected,scanner_low_action_signal|scanner_omniscient,"The present threat is a compliance chain, not a villain on a screen.",Delay does not make an order harmless.
RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,RS031_FIRST_HOUR_PLAYABLE_SPINE,P151_BLACK_KEEL_CONTRACT_APPROACH,first_hour.black_keel_contract_approach,15,,61,yes,none_detected,scanner_low_action_signal,"The first scene is a contract machine, not a heroic briefing.",The player starts by accepting a bad professional decision.
