source_file,release_set_id,packet_id,article_id,locale_count,missing_locales,scanner_length,field_note_present,hazard_action_tag,issue_flags,scanner_en_US,field_note_en_US
RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,P019_HECTON8_RESOURCE_STACK,location.hecton8.resource_stack,15,,112,yes,hazard|tool|depth_route,,"Resource stack: reef fiber, brine salts, relay cores, pressure valves, blue debt, pressure glass, Atlas lattice.",Nothing here is just loot.
RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY,P020_HECTON8_ECOLOGY_REGISTRY,location.hecton8.ecology_registry,15,,107,yes,action|depth_route,,"Bright shallow ecology confirmed. Deeper traces show cable flora, filter bodies and Atlas repair intrusion.",The world was alive before it was wounded.
RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P021_BLACK_KEEL_CUSTODY,ships.black_keel_custody,15,,77,yes,resource_processing,,Carrier custody is public salvage infrastructure with private priority hooks.,A lifeline can still be a leash.
RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P022_DROP_CAPSULE_DAMAGE,arrival.drop_capsule_damage,15,,89,yes,depth_route,,"Launch seat intact. Ascent path destroyed. This capsule is shelter, not a return vehicle.",The first prison is mechanical.
RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P023_DEEP_REACH_RETURN_CLAIM,factions.deep_reach_return_claim,15,,95,yes,depth_route,scanner_low_action_signal,"Delayed instruction: recover coordinates, substrate and evidence control before human recovery.",They are not returning for the dead.
RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P024_FALSE_EXIT_MATERIAL,endings.false_exit_material,15,,104,yes,none_detected,scanner_low_action_signal,Carrier offer valid: payload mass pays debt. Evidence loss unresolved. Atlas coordinate request pending.,A real ending can still be a bad answer.
RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P025_PROFESSIONAL_MOTIVE,player.professional_motive,15,,105,yes,none_detected,scanner_low_action_signal|field_note_omniscient,Contractor profile: salvage competence first. Personal escalation detected after Barnard-linked evidence.,The job becomes personal after it proves it knows your language.
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P026_SIX_DOMAIN_LEDGER,humanity.six_domain_ledger,15,,87,yes,none_detected,scanner_low_action_signal,"Ledger lists six major human nodes: Sol, Centauri, Barnard, Tau Ceti, Luyten and Aegir.",Civilization is present. Distance still wins.
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P027_BARNARD_YARDS_ORIGIN,player.barnard_yards_origin,15,,79,yes,hazard|tool,,"Tool stamp matches Barnard pressure-yard standards, not Deep Reach procurement.",Someone brought home engineering to the bottom.
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P028_NO_FTL_TRANSIT_MATH,travel.no_ftl_transit_math,15,,98,yes,action|depth_route|resource_processing,,"Route math rejects live rescue. Flight is years to decades plus launch, braking and custody delay.",No magic call reaches Sol.
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P029_SEED_SHIP_DOCTRINE,deep_reach.seed_ship_doctrine,15,,65,yes,none_detected,scanner_low_action_signal|field_note_poetic,Seed doctrine reduces human discretion before settlement arrives.,"Atlas inherited the company logic, not a soul."
RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P030_RELAY_CUSTODY_DEBT_CHAIN,routes.relay_custody_debt_chain,15,,81,yes,action|depth_route,,"Debt chain ties route packets, carrier access and claim insurance into one leash.",A rescue invoice can be a command structure.
RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P031_PHOTIC_SHELF_LIFE,hecton8.photic_shelf_life,15,,96,yes,action|depth_route|resource_processing,scanner_low_action_signal,"Shallow shelf biology is bright, loud and mostly unaltered. The moon is not dead at the surface.",Beauty is the control sample.
RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P032_PRESSURE_LADDER_DEPTH_BANDS,hecton8.pressure_ladder_depth_bands,15,,102,yes,hazard|depth_route,,"Depth is divided by pressure ratings, not level names. Each band needs a different engineering answer.",The ocean gates progress with math.
RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P033_CABLE_REEF_SYMBIOSIS,hecton8.cable_reef_symbiosis,15,,101,yes,none_detected,,Flora is growing on power trunks and signal lines. The reef is using the colony's wiring as skeleton.,The first merge is useful before it is horrible.
RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P034_ABYSSAL_REPAIR_FAUNA,hecton8.abyssal_repair_fauna,15,,111,yes,hazard|action,,"Fauna carries ceramic patches, cable scars and drone-cut symmetry. Atlas is not killing life; it is editing it.",Repair is not care.
RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P035_FACTORY_TEMPLE_THRESHOLD,atlas6.factory_temple_threshold,15,,120,yes,hazard,,"The bottom structure is not a base. It is a factory hull, shrine logic and living pressure tissue sharing one load path.",This is where the map stops pretending to be colony ruins.
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P036_RETURN_VECTOR_WINDOW,hecton8.return_vector_window,15,,103,yes,none_detected,scanner_low_action_signal,Orbital geometry is not a rescue button. The Black Keel can hear you only through narrow Aegir windows.,"A reply is timing, not mercy."
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P037_COWARD_EXIT_CHAIN,hecton8.coward_exit_chain,15,,96,yes,action|resource_processing,,"This exit is real. It is also thin: repaired capsule, narrow weather, no truth, no clean payout.","Leaving early should feel solved, not satisfying."
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P038_MATERIAL_PAYOUT_LEDGER,hecton8.material_payout_ledger,15,,94,yes,action|resource_processing,,Blue debt sample certified. Payout possible. Truth optional. Deep Reach prefers that ordering.,A successful contract can still be a failed life.
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P039_DEEP_REACH_CLEANSE_ORDER,hecton8.deep_reach_cleanse_order,15,,110,yes,none_detected,scanner_low_action_signal,"Order stack recovered: resource, Atlas access, evidence deletion. Survivor recovery ranks below asset control.",They did not come back to apologize.
RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P040_ATLAS_FINAL_ARGUMENT,hecton8.atlas_final_argument,15,,88,yes,none_detected,scanner_low_action_signal,Atlas does not ask for forgiveness. It asks whether removal is another industrial crime.,The question is not who owns HECTON-8. It is what still counts as alive.
RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P041_WORKER_LOCKER_ROW,hecton8.worker_locker_row,15,,117,yes,action|tool,,"These lockers are not set dressing. Names, meal tabs and Barnard tool marks turn the drowned colony into a workplace.","The first personal motive is a scratched nameplate, not a speech."
RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P042_PRESSURE_BUNK_ROUTINE,hecton8.pressure_bunk_routine,15,,121,yes,action,,"The bunks were engineered for sleep under stress: seal checks, oxygen ration cards, condensation drains and shift alarms.",Survival was routine until the routine became a trap.
RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P043_SHIFT_BOARD_ROUTE_HOLDS,hecton8.shift_board_route_holds,15,,90,yes,action|depth_route,,"The shift board did not say panic. It said route hold, transfer delay and priority review.",The dead were first converted into schedule entries.
RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P044_MEDICAL_LOCK_DELAY,hecton8.medical_lock_delay,15,,107,yes,none_detected,scanner_low_action_signal|scanner_authoring_spec,"The medical lock still has sterile stock, but its doors failed closed under quarantine and liability flags.",Supplies survived. Access did not.
RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P045_BLACK_BOX_NAME_STACK,hecton8.black_box_name_stack,15,,98,yes,hazard,,"The stack preserves names, shift hashes and final pressure states. It is not lore. It is evidence.",Names are payload. Taking them changes the ending.
RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P046_PUMP_ROOM_HANDSHAKE,hecton8.pump_room_handshake,15,,107,yes,hazard|depth_route,,"Local pump authority accepted. Intake clears the room, but outlet pressure rises along the return corridor.","Before stripping parts, listen to the outlet line. If it is hammering, the pump is moving the problem, not solving it."
RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P047_HATCH_SEAL_LEDGER,hecton8.hatch_seal_ledger,15,,116,yes,hazard|action,,"The hatch keeps a ledger of every bad closure: pressure cuts, manual overrides and people who closed the wrong side.",A sealed hatch is not safety. It is a decision with a timestamp.
RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P048_CABLE_SPLICE_SCAR,hecton8.cable_splice_scar,15,,148,yes,action,,The splice is too clean for colony repair and too ugly for factory work. Atlas learned to keep power moving by hurting the cable less than the room.,Atlas repair should look useful before it looks alive.
RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P049_SONAR_RETURN_ROUTE,hecton8.sonar_return_route,15,,98,yes,depth_route,,Return beacon stale. Compare old safe ping to current echo before carrying cargo or diving deeper.,Never trust an old clean echo with new weight on your back.
RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P050_SALVAGE_TOOL_CUSTODY,hecton8.salvage_tool_custody,15,,116,yes,action|tool|resource_processing,,"The tool records custody: who cut, who repaired, what sample left the room and which claim owned the work afterward.",The tool is not neutral. It writes a receipt every time it helps.
RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P051_LIGHT_DELAY_AUTHORITY,hecton8.light_delay_authority,15,,126,yes,action|tool,scanner_low_action_signal,"No ansible lane exists here: every carrier reply is limited by light speed, relay queue, weather scatter and orbital geometry.",Physics is the first censor. Priority only decides which late answer leaves first.
RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P052_BLACK_KEEL_TARIFF_TABLE,hecton8.black_keel_tariff_table,15,,122,yes,action|resource_processing,,"The tariff plate prices distress, samples, custody seals and oxygen separately; survival is not the fastest billing class.",A rescue request and a sample manifest do not enter the same queue.
RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P053_MARAUDER_GRAFFITI_MASKS,hecton8.marauder_graffiti_masks,15,,139,yes,hazard|action|depth_route,,"The paint is a route mask: slash count marks noise discipline, black rings mark carrier-ping danger, and broken arrows mark pressure drift.",Bad paint. Good map.
RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P054_RELAY_QUEUE_DRIFT,hecton8.relay_queue_drift,15,,111,yes,tool,,The relay stamp is older than the leak it describes; the instruction was true for a room that no longer exists.,A late truth can still kill.
RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P055_CORPORATE_RESPONSE_LEDGER,hecton8.corporate_response_ledger,15,,121,yes,action|resource_processing,,"Every reply arrives in contract language: asset custody, liability locks, sample routing and only then operator recovery.",Immediate response is not immediate rescue.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P056_EX_DEEP_REACH_MARAUDER,hecton8.ex_deep_reach_marauder,15,,89,yes,action,scanner_authoring_spec,The old Deep Reach lock does not recognize your name. It recognizes your repair sequence.,Not family business. Procedure remembers who taught your hands.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P057_GREAT_TIDE_LIABILITY_CHAIN,hecton8.great_tide_liability_chain,15,,133,yes,hazard,,"The flood was real physics: tide, ice collapse, pressure chemistry and bad margins. The crime was the priority stack built around it.",Deep Reach did not need to drown the moon. It only had to make evacuation optional.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P058_BLACK_KEEL_CLAIM_HOOKS,hecton8.black_keel_claim_hooks,15,,89,yes,none_detected,scanner_low_action_signal|field_note_omniscient,Black Keel is claim-pool hardware on the manifest and Deep Reach leverage in the clauses.,The ship is not evil. It is leased to a contract that knows how to be evil without sounding alive.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P059_ESCAPE_CHAIN_ASSEMBLY,hecton8.escape_chain_assembly,15,,127,yes,action|tool|depth_route,,"Departure needs six hard proofs: relay, seal, guidance, ascent charge, legal handshake and a payload the carrier cannot ignore.",The route up is built from pieces that were never meant to let workers leave on their own.
RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P060_FIRST_HOUR_SPINE,hecton8.first_hour_spine,15,,111,yes,action,scanner_authoring_spec,"First-hour chain logged: damaged drop, air, bright shelf, pump shelter, sanitized accident packet, repair scar.",The bright shelf is not a trick. It is the reason people wanted this place before the paperwork made it lethal.
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P061_MAINTENANCE_ECOLOGY,hecton8.maintenance_ecology,15,,98,yes,hazard|action,,"Conductive biofilm, shell growth, tagged fauna, vent heat, and drones are carrying repair traffic.","Do not cut every living seam. Some are holding pressure. Scan for signal first, then decide what can be stripped."
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P062_MARA_VENN_TIDE_MODEL,hecton8.mara_venn_tide_model,15,,104,yes,none_detected,scanner_low_action_signal,Mara Venn did not predict murder. She predicted the tide margin Deep Reach decided to rename improbable.,A warning is not prophecy after procurement deletes the expensive part.
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P063_JUNO_KADE_EVACUATION_HOLD,hecton8.juno_kade_evacuation_hold,15,,95,yes,none_detected,scanner_low_action_signal,"Juno Kade opened the queue and hit a wall made from quarantine, certification and payload rank.",An evacuation marshal can move people. She cannot move a clause that owns the door.
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P064_REN_OKOYE_PUMP_63,hecton8.ren_okoye_pump_63,15,,99,yes,action|tool,,Ren Okoye kept Sector 63 dry long enough to leave repair notes that still beat the polished manual.,"The colony gives the player tools through people, not exposition."
RS013_COLONY_ATLAS_MAINTENANCE.packets.json,RS013_COLONY_ATLAS_MAINTENANCE,P065_SAHANA_IQBAL_ATLAS_SAFETY,hecton8.sahana_iqbal_atlas_safety,15,,99,yes,none_detected,scanner_low_action_signal,Sahana Iqbal did not find evil in Atlas. She found a safety tree where people lost the tie-breaker.,A system can be safe by the letter and lethal by the weight.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P066_LIAN_TORRES_LAST_PACKET,hecton8.lian_torres_last_packet,15,,76,yes,none_detected,scanner_low_action_signal|scanner_authoring_spec,The last clean packet was not lost. It was too expensive to admit receiving.,A timestamp can be a corpse when the carrier answers the wrong queue.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P067_OSKAR_NEUMANN_PRESSURE_FORGE,hecton8.oskar_neumann_pressure_forge,15,,109,yes,tool|resource_processing,scanner_low_action_signal,Oskar Neumann left a forge recipe for clamp rings strong enough to make the ascent cradle more than a coffin.,"The exit needs craft, not courage."
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P068_AYA_MORITA_REPAIR_MEDICINE,hecton8.aya_morita_repair_medicine,15,,121,yes,action|depth_route,,Aya Morita logged the first point where Atlas stopped healing bodies and started using them as compatible repair surface.,This is not a zombie note. It is worse: a maintenance note with bedside handwriting.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P069_PAVEL_SORN_PROCEDURE_HOLD,hecton8.pavel_sorn_procedure_hold,15,,104,yes,none_detected,scanner_low_action_signal|scanner_omniscient,Pavel Sorn is not the villain in the room. He is the room learning how to obey until obedience kills it.,Useful evil often signs in normal handwriting.
RS014_COLONY_RETURN_WINDOWS.packets.json,RS014_COLONY_RETURN_WINDOWS,P070_DEEP_REACH_PRESENT_WINDOWS,hecton8.deep_reach_present_windows,15,,136,yes,tool,scanner_low_action_signal,"Deep Reach is too far for command and close enough through law, relays, proxies and Black Keel clauses to make every answer conditional.",Their voice is delayed. Their leverage is already here.
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P071_SOL_CORE_AUTHORITY,human.sol_core_authority,15,,101,yes,hazard|action,,Old Sol law seal. It can own a frontier corpse without being close enough to smell the pressure leak.,Sol is not home here. It is the oldest signature on the document that can still ruin you.
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P072_CENTAURI_COMPACT_LEGITIMACY,human.centauri_compact_legitimacy,15,,72,yes,none_detected,scanner_low_action_signal,"Centauri audit tag. Early extrasolar legitimacy, later frontier excuses.",The Compact made distant claims respectable. Respectability is not rescue.
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P073_BARNARD_YARDS_MARAUDER_ORIGIN,human.barnard_yards_marauder_origin,15,,110,yes,hazard|action|tool,,Barnard tool stamp. Shipbreaking culture. The kind of place that teaches you to distrust clean rescue clauses.,"This is closer to the player than Earth: rented cutters, old pressure habits, debt and stripped hulls."
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P074_TAU_CETI_PUBLIC_LEDGER,human.tau_ceti_public_ledger,15,,98,yes,none_detected,scanner_low_action_signal,"Tau Ceti civic ledger fragment. Public enough to scare Deep Reach, too delayed to save the colony.",Oversight can arrive clean and late. Late is still dead.
RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,RS015_HUMAN_DOMAINS_ROUTE_ECONOMY,P075_LUYTEN_JUNCTION_PACKET_CUSTODY,human.luyten_junction_packet_custody,15,,70,yes,action|tool|resource_processing,,Luyten custody spool. Messages do not travel free; neither does truth.,A relay is a machine that decides which grief gets bandwidth.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P076_RAN_AEGIR_ANCHOR,aegir.ran_aegir_anchor,15,,105,yes,depth_route,,"K-dwarf spectrum plate. Aegir is dimmer than Sol, not dead. The darkness here is depth, weather and debt.",A real star is enough. The ocean does the rest.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P077_AEGIR_MOON_LADDER,aegir.moon_ladder,15,,92,yes,hazard|action|tool,,"Moon ladder chart. HECTON-8 is one working hazard in a moving system, not an isolated level.","Skarn burns, Vela sheds ice, Anvil feeds metal, Kestrel cuts relays, HECTON-8 drowns."
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P078_INNER_MOON_RELAY_HAZARDS,aegir.inner_moon_relay_hazards,15,,88,yes,tool,scanner_low_action_signal,Inner-moon relay shutter log. Aegir does not jam you on purpose; the sky has bad timing.,Radiation and eclipse can look like conspiracy until the contract uses them.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P079_HECTON8_ORBIT_TIDE_GEOMETRY,aegir.hecton8_orbit_tide_geometry,15,,88,yes,none_detected,scanner_low_action_signal,Tide geometry model. The Great Tide was not a metaphor. The math was always on the wall.,A moon can drown a colony without hating it.
RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,RS016_AEGIR_SYSTEM_MOON_LADDER,P080_OUTER_MOON_COLD_CLAIMS,aegir.outer_moon_cold_claims,15,,65,yes,none_detected,scanner_low_action_signal,Outer claim beacon. Not every dead thing in Aegir is on HECTON-8.,Cold claims make Marauders possible. They also teach companies how to bury patterns.
RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY,P081_GREAT_TIDE_PHYSICS_RECORD,hecton8.great_tide_physics_record,15,,74,yes,action,scanner_low_action_signal|scanner_omniscient,Flood model intact. The sea did not need a villain. It needed bad margins.,"Do not soften it: real physics killed people, and Deep Reach made sure physics had victims."
