path	directory	name	extension	topFolder	bytes	linesCs	lastWrite
AI/Pathfinding/PathFunnelSchedule.cs.meta	AI/Pathfinding	PathFunnelSchedule.cs.meta	.meta	AI	59	0	2026-05-16 05:07:34
AI/Pathfinding/VoxelAStarContracts.cs	AI/Pathfinding	VoxelAStarContracts.cs	.cs	AI	12598	306	2026-05-22 19:21:01
AI/Pathfinding/VoxelAStarContracts.cs.meta	AI/Pathfinding	VoxelAStarContracts.cs.meta	.meta	AI	59	0	2026-05-22 14:13:34
AI/Pathfinding/VoxelAStarJobs.cs	AI/Pathfinding	VoxelAStarJobs.cs	.cs	AI	68227	1669	2026-05-24 00:26:01
AI/Pathfinding/VoxelAStarJobs.cs.meta	AI/Pathfinding	VoxelAStarJobs.cs.meta	.meta	AI	60	0	2026-05-22 14:19:35
AI/Perception.meta	AI	Perception.meta	.meta	AI	172	0	2026-05-17 15:03:10
AI/Perception/RetinalAdaptationVault.cs	AI/Perception	RetinalAdaptationVault.cs	.cs	AI	3955	107	2026-05-22 21:37:32
AI/Perception/RetinalAdaptationVault.cs.meta	AI/Perception	RetinalAdaptationVault.cs.meta	.meta	AI	60	0	2026-05-16 05:07:34
AI/Perception/RetinalExposureMath.cs	AI/Perception	RetinalExposureMath.cs	.cs	AI	1547	42	2026-05-16 05:07:34
AI/Perception/RetinalExposureMath.cs.meta	AI/Perception	RetinalExposureMath.cs.meta	.meta	AI	60	0	2026-05-16 05:07:34
AI/Sensory.meta	AI	Sensory.meta	.meta	AI	172	0	2026-05-17 15:03:11
AI/Sensory/AcousticEchoLocationRuntime.cs	AI/Sensory	AcousticEchoLocationRuntime.cs	.cs	AI	40778	1044	2026-05-23 18:04:14
AI/Sensory/AcousticEchoLocationRuntime.cs.meta	AI/Sensory	AcousticEchoLocationRuntime.cs.meta	.meta	AI	59	0	2026-05-16 05:07:34
AmbientWaterMotion.cs		AmbientWaterMotion.cs	.cs	(root)	4592	124	2026-05-20 13:14:04
AmbientWaterMotion.cs.meta		AmbientWaterMotion.cs.meta	.meta	(root)	59	0	2026-03-27 05:18:05
AmbientWaterMotionManager.cs		AmbientWaterMotionManager.cs	.cs	(root)	25236	652	2026-05-25 12:21:34
AmbientWaterMotionManager.cs.meta		AmbientWaterMotionManager.cs.meta	.meta	(root)	59	0	2026-03-27 05:18:05
AmbientWaterMotionProfile.cs		AmbientWaterMotionProfile.cs	.cs	(root)	783	24	2026-03-27 05:27:51
AmbientWaterMotionProfile.cs.meta		AmbientWaterMotionProfile.cs.meta	.meta	(root)	59	0	2026-03-27 05:27:50
Animation.meta		Animation.meta	.meta	(root)	172	0	2026-05-14 01:54:49
Animation/Fauna.meta	Animation	Fauna.meta	.meta	Animation	172	0	2026-05-17 15:03:11
Animation/Fauna/ProceduralBiteIkJobs.cs	Animation/Fauna	ProceduralBiteIkJobs.cs	.cs	Animation	29512	558	2026-05-23 23:50:57
Animation/Fauna/ProceduralBiteIkJobs.cs.meta	Animation/Fauna	ProceduralBiteIkJobs.cs.meta	.meta	Animation	59	0	2026-05-16 05:07:34
Animation/FaunaProcedural.meta	Animation	FaunaProcedural.meta	.meta	Animation	172	0	2026-05-22 16:00:11
Animation/FaunaProcedural/Editor.meta	Animation/FaunaProcedural	Editor.meta	.meta	Animation	172	0	2026-05-22 16:00:11
Animation/FaunaProcedural/Editor/Hecton8.Animation.FaunaProcedural.Editor.asmdef	Animation/FaunaProcedural/Editor	Hecton8.Animation.FaunaProcedural.Editor.asmdef	.asmdef	Animation	633	0	2026-05-19 00:26:42
Animation/FaunaProcedural/Editor/Hecton8.Animation.FaunaProcedural.Editor.asmdef.meta	Animation/FaunaProcedural/Editor	Hecton8.Animation.FaunaProcedural.Editor.asmdef.meta	.meta	Animation	166	0	2026-05-22 16:00:12
Animation/FaunaProcedural/Editor/ProceduralRigTunerWindow.cs	Animation/FaunaProcedural/Editor	ProceduralRigTunerWindow.cs	.cs	Animation	5821	133	2026-05-22 18:57:44
Animation/FaunaProcedural/Editor/ProceduralRigTunerWindow.cs.meta	Animation/FaunaProcedural/Editor	ProceduralRigTunerWindow.cs.meta	.meta	Animation	59	0	2026-05-20 00:45:44
Animation/FaunaProcedural/Hecton8.Animation.FaunaProcedural.asmdef	Animation/FaunaProcedural	Hecton8.Animation.FaunaProcedural.asmdef	.asmdef	Animation	596	0	2026-05-19 00:20:21
Animation/FaunaProcedural/Hecton8.Animation.FaunaProcedural.asmdef.meta	Animation/FaunaProcedural	Hecton8.Animation.FaunaProcedural.asmdef.meta	.meta	Animation	166	0	2026-05-22 16:00:12
Animation/FaunaProcedural/ProceduralBoneBlenderJobs.cs	Animation/FaunaProcedural	ProceduralBoneBlenderJobs.cs	.cs	Animation	27010	553	2026-05-24 21:09:42
Animation/FaunaProcedural/ProceduralBoneBlenderJobs.cs.meta	Animation/FaunaProcedural	ProceduralBoneBlenderJobs.cs.meta	.meta	Animation	59	0	2026-05-20 00:45:44
Animation/FaunaProcedural/ProceduralBoneBlenderRuntime.cs	Animation/FaunaProcedural	ProceduralBoneBlenderRuntime.cs	.cs	Animation	51133	1254	2026-05-25 07:05:27
Animation/FaunaProcedural/ProceduralBoneBlenderRuntime.cs.meta	Animation/FaunaProcedural	ProceduralBoneBlenderRuntime.cs.meta	.meta	Animation	59	0	2026-05-20 00:45:44
Animation/FaunaProcedural/ProceduralBoneBlenderTypes.cs	Animation/FaunaProcedural	ProceduralBoneBlenderTypes.cs	.cs	Animation	27423	646	2026-05-24 09:29:54
Animation/FaunaProcedural/ProceduralBoneBlenderTypes.cs.meta	Animation/FaunaProcedural	ProceduralBoneBlenderTypes.cs.meta	.meta	Animation	59	0	2026-05-20 00:45:44
Animation/IK.meta	Animation	IK.meta	.meta	Animation	172	0	2026-05-14 01:54:49
Animation/KineticCharacter.meta	Animation	KineticCharacter.meta	.meta	Animation	172	0	2026-05-19 16:47:56
Animation/KineticCharacter/KineticCharacterAnimatorJobs.cs	Animation/KineticCharacter	KineticCharacterAnimatorJobs.cs	.cs	Animation	45433	829	2026-05-24 21:09:50
Animation/KineticCharacter/KineticCharacterAnimatorJobs.cs.meta	Animation/KineticCharacter	KineticCharacterAnimatorJobs.cs.meta	.meta	Animation	243	0	2026-05-19 16:47:56
Animation/KineticCharacter/KineticCharacterAnimatorRuntime.cs	Animation/KineticCharacter	KineticCharacterAnimatorRuntime.cs	.cs	Animation	60901	1435	2026-05-25 07:05:27
Animation/KineticCharacter/KineticCharacterAnimatorRuntime.cs.meta	Animation/KineticCharacter	KineticCharacterAnimatorRuntime.cs.meta	.meta	Animation	243	0	2026-05-19 16:47:56
Animation/KineticCharacter/KineticCharacterAnimatorTypes.cs	Animation/KineticCharacter	KineticCharacterAnimatorTypes.cs	.cs	Animation	39150	903	2026-05-24 16:42:48
Animation/KineticCharacter/KineticCharacterAnimatorTypes.cs.meta	Animation/KineticCharacter	KineticCharacterAnimatorTypes.cs.meta	.meta	Animation	243	0	2026-05-19 16:47:56
Animation/LeviathanProceduralIkStageJobs.cs	Animation	LeviathanProceduralIkStageJobs.cs	.cs	Animation	40642	844	2026-05-24 11:33:00
Animation/LeviathanProceduralIkStageJobs.cs.meta	Animation	LeviathanProceduralIkStageJobs.cs.meta	.meta	Animation	243	0	2026-05-19 06:27:21
Animation/LeviathanTerrainIkJobs.cs	Animation	LeviathanTerrainIkJobs.cs	.cs	Animation	55581	1157	2026-05-24 21:10:06
Animation/LeviathanTerrainIkJobs.cs.meta	Animation	LeviathanTerrainIkJobs.cs.meta	.meta	Animation	243	0	2026-05-14 01:54:49
Animation/Locomotion.meta	Animation	Locomotion.meta	.meta	Animation	172	0	2026-05-17 15:03:11
Animation/Locomotion/LadderClimbIkJobs.cs	Animation/Locomotion	LadderClimbIkJobs.cs	.cs	Animation	17777	378	2026-05-23 23:51:04
Animation/Locomotion/LadderClimbIkJobs.cs.meta	Animation/Locomotion	LadderClimbIkJobs.cs.meta	.meta	Animation	59	0	2026-05-16 05:07:34
Animation/Locomotion/ProceduralLadderClimbRuntime.cs	Animation/Locomotion	ProceduralLadderClimbRuntime.cs	.cs	Animation	53893	1368	2026-05-25 12:59:47
Animation/Locomotion/ProceduralLadderClimbRuntime.cs.meta	Animation/Locomotion	ProceduralLadderClimbRuntime.cs.meta	.meta	Animation	59	0	2026-05-16 05:07:34
Animation/LowerBodyPresenceIkJobs.cs	Animation	LowerBodyPresenceIkJobs.cs	.cs	Animation	2675	73	2026-05-20 05:15:05
Animation/LowerBodyPresenceIkJobs.cs.meta	Animation	LowerBodyPresenceIkJobs.cs.meta	.meta	Animation	59	0	2026-05-14 02:38:43
Animation/VRPhysicalHandPresenceIkJobs.cs	Animation	VRPhysicalHandPresenceIkJobs.cs	.cs	Animation	60532	1277	2026-05-24 09:00:53
Animation/VRPhysicalHandPresenceIkJobs.cs.meta	Animation	VRPhysicalHandPresenceIkJobs.cs.meta	.meta	Animation	243	0	2026-05-16 05:07:34
Arabic.json		Arabic.json	.json	(root)	97398	0	2026-05-11 16:36:30
Arabic.json.meta		Arabic.json.meta	.meta	(root)	158	0	2026-04-16 01:06:45
AssemblyInfo.cs		AssemblyInfo.cs	.cs	(root)	266	6	2026-05-21 15:32:13
AssemblyInfo.cs.meta		AssemblyInfo.cs.meta	.meta	(root)	59	0	2026-04-29 03:24:48
AsyncLoadHelper.cs		AsyncLoadHelper.cs	.cs	(root)	6529	190	2026-05-24 19:05:53
AsyncLoadHelper.cs.meta		AsyncLoadHelper.cs.meta	.meta	(root)	59	0	2026-04-02 09:55:38
AtlasSignal.meta		AtlasSignal.meta	.meta	(root)	172	0	2026-04-09 13:56:15
AtlasSignal/Atlas6DirectiveSystem.cs	AtlasSignal	Atlas6DirectiveSystem.cs	.cs	AtlasSignal	49171	1312	2026-05-25 11:53:25
AtlasSignal/Atlas6DirectiveSystem.cs.meta	AtlasSignal	Atlas6DirectiveSystem.cs.meta	.meta	AtlasSignal	59	0	2026-04-09 19:48:11
AtlasSignal/AtlasSignalDecoder.cs	AtlasSignal	AtlasSignalDecoder.cs	.cs	AtlasSignal	18470	488	2026-05-25 04:24:17
AtlasSignal/AtlasSignalDecoder.cs.meta	AtlasSignal	AtlasSignalDecoder.cs.meta	.meta	AtlasSignal	59	0	2026-04-09 19:10:30
AtlasSignal/AtlasSignalEvents.cs	AtlasSignal	AtlasSignalEvents.cs	.cs	AtlasSignal	30953	837	2026-05-25 11:53:03
AtlasSignal/AtlasSignalEvents.cs.meta	AtlasSignal	AtlasSignalEvents.cs.meta	.meta	AtlasSignal	59	0	2026-04-09 13:56:13
AtlasSignal/AtlasSignalSystem.cs	AtlasSignal	AtlasSignalSystem.cs	.cs	AtlasSignal	40595	1034	2026-05-25 12:59:47
AtlasSignal/AtlasSignalSystem.cs.meta	AtlasSignal	AtlasSignalSystem.cs.meta	.meta	AtlasSignal	59	0	2026-04-09 13:56:13
AtlasSignal/SignalBeacon.cs	AtlasSignal	SignalBeacon.cs	.cs	AtlasSignal	36318	941	2026-05-25 09:09:50
AtlasSignal/SignalBeacon.cs.meta	AtlasSignal	SignalBeacon.cs.meta	.meta	AtlasSignal	60	0	2026-05-08 00:40:11
Atmosphere.meta		Atmosphere.meta	.meta	(root)	172	0	2026-04-13 23:53:52
Atmosphere/AtmosphericLightingState.cs	Atmosphere	AtmosphericLightingState.cs	.cs	Atmosphere	2345	60	2026-05-24 19:40:47
Atmosphere/AtmosphericLightingState.cs.meta	Atmosphere	AtmosphericLightingState.cs.meta	.meta	Atmosphere	59	0	2026-04-18 20:17:10
Atmosphere/BaseAtmosphereEngine.cs	Atmosphere	BaseAtmosphereEngine.cs	.cs	Atmosphere	36912	887	2026-05-24 18:50:07
Atmosphere/BaseAtmosphereEngine.cs.meta	Atmosphere	BaseAtmosphereEngine.cs.meta	.meta	Atmosphere	60	0	2026-05-11 13:24:46
Atmosphere/BaseAtmosphereLogisticsEditor.cs	Atmosphere	BaseAtmosphereLogisticsEditor.cs	.cs	Atmosphere	10392	249	2026-05-25 11:53:03
Atmosphere/BaseAtmosphereLogisticsEditor.cs.meta	Atmosphere	BaseAtmosphereLogisticsEditor.cs.meta	.meta	Atmosphere	59	0	2026-05-20 07:13:23
Atmosphere/BaseAtmosphereLogisticsGizmo.cs	Atmosphere	BaseAtmosphereLogisticsGizmo.cs	.cs	Atmosphere	1860	51	2026-05-24 12:12:17
Atmosphere/BaseAtmosphereLogisticsGizmo.cs.meta	Atmosphere	BaseAtmosphereLogisticsGizmo.cs.meta	.meta	Atmosphere	59	0	2026-05-20 07:13:23
Atmosphere/BaseAtmosphereLogisticsJobs.cs	Atmosphere	BaseAtmosphereLogisticsJobs.cs	.cs	Atmosphere	46637	1009	2026-05-24 18:38:42
