path,line,pattern,editor_only,profiler_priority,snippet,required_action,evidence_class
Assets/_Project/Scripts/HectonUnderwaterVisuals.cs,6472,new RenderTexture,false,P1_RUNTIME_PROFILER,RenderTexture texture = new RenderTexture(descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Optimization/RenderTexturePool.cs,181,new RenderTexture,false,P1_RUNTIME_PROFILER,"RenderTexture newRT = new RenderTexture(safeWidth, safeHeight, safeDepthBits, format);","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Rendering/BilateralDrs/HectonBilateralDrsUpscalerFeature.cs,1057,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,RenderTextureDescriptor descriptor = renderingData.cameraData.cameraTargetDescriptor;,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Rendering/BilateralDrs/HectonBilateralDrsUpscalerFeature.cs,1147,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,"private static bool IsUnsupportedRenderTargetDescriptor(RenderTextureDescriptor descriptor, bool supports2DArrayTextures)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/SaveThumbnailCaptureFeature.cs,136,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_captureTexture = RTHandles.Alloc(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/DiegeticPanelController.cs,1428,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(requiredResolution.x, requiredResolution.y)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/DiegeticPanelController.cs,1440,new RenderTexture,false,P1_RUNTIME_PROFILER,_panelRenderTexture = new RenderTexture(descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/DiegeticPanelController.cs,1535,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,RenderTextureDescriptor descriptor = _panelRenderTexture.descriptor;,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/DiegeticPanelController.cs,1584,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,"private static RenderTexture CreatePhosphorTexture(RenderTextureDescriptor descriptor, string textureName)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/DiegeticPanelController.cs,1586,new RenderTexture,false,P1_RUNTIME_PROFILER,RenderTexture texture = new RenderTexture(descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/TerminalOS/TerminalOsRuntime.cs,1994,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(resolution, resolution, GraphicsFormat.R8G8B8A8_UNorm, 0)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/TerminalOS/TerminalOsRuntime.cs,2005,new RenderTexture,false,P1_RUNTIME_PROFILER,_terminalTextureArray = new RenderTexture(descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/VehicleSubOsCockpitRuntime.cs,1675,new RenderTexture,false,P1_RUNTIME_PROFILER,"RenderTexture rt = new RenderTexture(math.max(16, width), math.max(16, height), 16, format)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/UI/WristHologramHudRuntime_PdaScreenProjector.cs,681,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_pdaProjectionAtlasHandle = RTHandles.Alloc(source); // COLD ALLOC: RTHandle[atlas] - cached PDA atlas import handle for RenderGraph declaration - owner: WristHologramHudRuntime,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/VFX/HectonMarineSnowRenderer.cs,5065,new RenderTexture,false,P1_RUNTIME_PROFILER,"_sonarGlowTexture = new RenderTexture(targetWidth, targetHeight, 0, RenderTextureFormat.RInt, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/VFX/HectonMarineSnowRenderer.cs,5119,new RenderTexture,false,P1_RUNTIME_PROFILER,"_fogDensityTexture = new RenderTexture(targetWidth, targetHeight, 0, RenderTextureFormat.RInt, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/VFX/JacobianFoam/JacobianFoamGpuRuntime.cs,845,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,return RTHandles.Alloc(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/DeferredDecalPass.cs,380,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_decalAtlasHandle = RTHandles.Alloc(atlas);,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonDryVolumeFeature.cs,279,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,public void EnsureTarget(RenderTextureDescriptor descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs,417,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_historyRead = RTHandles.Alloc(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs,428,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_historyWrite = RTHandles.Alloc(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs,470,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_worldHistoryRead = RTHandles.Alloc(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs,481,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,_worldHistoryWrite = RTHandles.Alloc(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs,739,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,RenderTextureDescriptor descriptor = renderingData.cameraData.cameraTargetDescriptor;,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonVisorUberPostFeature.cs,680,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,handle = RTHandles.Alloc(texture);,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonVolumetricParticulateFogFeature.cs,2362,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(1, 1)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonVolumetricParticulateFogFeature.cs,2372,new RenderTexture,false,P1_RUNTIME_PROFILER,_emptyFogDensityTexture = new RenderTexture(descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonVolumetricParticulateFogFeature.cs,2417,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,handle = RTHandles.Alloc(texture);,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonVolumetricParticulateFogFeature.cs,2465,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,handleA = RTHandles.Alloc(texture);,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/HectonVolumetricParticulateFogFeature.cs,2472,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,handleB = RTHandles.Alloc(texture);,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/VisorHUDController.cs,2369,new RenderTexture,false,P1_RUNTIME_PROFILER,RenderTexture rt = new RenderTexture(,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Visor/VolumetricLightFeature.cs,794,RTHandles.Alloc,false,P1_RUNTIME_PROFILER,handle = RTHandles.Alloc(texture);,"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/Biolum/HectonBiolumDiffusionVolume.cs,448,RenderTextureDescriptor,false,P1_RUNTIME_PROFILER,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(resolution, resolution)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/Biolum/HectonBiolumDiffusionVolume.cs,461,new RenderTexture,false,P1_RUNTIME_PROFILER,RenderTexture texture = new RenderTexture(descriptor),"Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/FloraInteractionManager.cs,8939,new RenderTexture,false,P1_RUNTIME_PROFILER,"RenderTexture texture = new RenderTexture(_wakeTrailRuntimeResolution, _wakeTrailRuntimeResolution, 0, RenderTextureFormat.ARGBHalf, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/GPUScatterDirector.cs,1771,new RenderTexture,false,P1_RUNTIME_PROFILER,"_depthPyramidTexture = new RenderTexture(targetWidth, targetHeight, 0, RenderTextureFormat.RFloat, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/HectonIndirectVegetationRenderer.cs,3328,new RenderTexture,false,P1_RUNTIME_PROFILER,"_depthPyramidTexture = new RenderTexture(targetWidth, targetHeight, 0, RenderTextureFormat.RFloat, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/SargassumCrestDampingController.cs,709,new RenderTexture,false,P1_RUNTIME_PROFILER,"texture = new RenderTexture(width, height, 0, format, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/SargassumCutManager.cs,1977,new RenderTexture,false,P1_RUNTIME_PROFILER,"RenderTexture texture = new RenderTexture(runtimeResolution, runtimeResolution, 0, RenderTextureFormat.ARGBHalf, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/World/SargassumCutManager.cs,2680,new RenderTexture,false,P1_RUNTIME_PROFILER,"RenderTexture texture = new RenderTexture(_maskRuntimeResolution, _maskRuntimeResolution, 0, format, RenderTextureReadWrite.Linear)","Capture owner lifetime, dimensions, format, and residency in Unity Memory Profiler; static source cannot prove RT+Depth cost.",STATIC_SOURCE
Assets/_Project/Scripts/Editor/AITextureControlMapBaker/Shinobu269/AITextureControlMapBaker.cs,200,RenderTextureDescriptor,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(resolution, resolution, GraphicsFormat.R8G8B8A8_UNorm, 0)",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/AITextureControlMapBaker/Shinobu269/AITextureControlMapBaker.cs,207,new RenderTexture,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,readbackTexture = new RenderTexture(descriptor),Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/AITextureControlMapBaker/Shinobu269/AITextureControlMapBaker.cs,216,RenderTextureDescriptor,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,RenderTextureDescriptor supersampleDescriptor = descriptor;,Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/AITextureControlMapBaker/Shinobu269/AITextureControlMapBaker.cs,219,new RenderTexture,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,drawTexture = new RenderTexture(supersampleDescriptor),Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/HectonArtOptimizationTools.cs,283,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture temp = RenderTexture.GetTemporary(width, height, 0, RenderTextureFormat.ARGB32, RenderTextureReadWrite.Linear);",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/HectonArtOptimizationTools.cs,701,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture temp = RenderTexture.GetTemporary(width, height, 0, RenderTextureFormat.ARGB32, RenderTextureReadWrite.sRGB);",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/HectonOctahedralImpostorBaker.cs,748,RenderTextureDescriptor,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(width, height)",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/HectonOctahedralImpostorBaker.cs,759,new RenderTexture,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,RenderTexture texture = new RenderTexture(descriptor),Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/HectonOctahedralImpostorBaker.cs,770,RenderTextureDescriptor,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(width, height)",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/HectonOctahedralImpostorBaker.cs,781,new RenderTexture,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,RenderTexture texture = new RenderTexture(descriptor),Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/OfflineGeometryBaker/InteriorClutterForgeSupport.cs,629,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture temp = RenderTexture.GetTemporary(rect.Width, rect.Height, 0, RenderTextureFormat.ARGB32, ResolveReadWrite(linear));",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/OfflineGeometryBaker/InteriorClutterForgeSupport.cs,644,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture temp = RenderTexture.GetTemporary(rect.Width, rect.Height, 0, RenderTextureFormat.ARGB32, ResolveReadWrite(linear));",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/OfflineGeometryBaker/InteriorClutterForgeSupport.cs,683,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture temp = RenderTexture.GetTemporary(atlas.width, atlas.height, 0, RenderTextureFormat.ARGB32, ResolveReadWrite(linear));",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/QuestVrOptimizationValidator1406.cs,523,RTHandles.Alloc,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"""RTHandles.Alloc("",",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/QuestVrOptimizationValidator1406.cs,614,RTHandles.Alloc,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"AssertNotContains(feature, ""RTHandles.Alloc(oceanCameraColorTexture);"", DryVolumeFeaturePath, ""dry volume must not allocate texture wrappers from LateFrameTick"");",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/SdfFontAtlasBaker.cs,697,RenderTextureDescriptor,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTextureDescriptor descriptor = new RenderTextureDescriptor(atlasSize, atlasSize, GraphicsFormat.R8G8B8A8_UNorm, 0)",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/SdfFontAtlasBaker.cs,705,new RenderTexture,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,output = new RenderTexture(descriptor),Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/TextureChannelPacker/HectonArmTextureChannelPacker.cs,544,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture temp = RenderTexture.GetTemporary(width, height, 0, RenderTextureFormat.ARGB32, RenderTextureReadWrite.Linear);",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
Assets/_Project/Scripts/Editor/TextureChannelPacker/HectonMaterialChannelPackValidator.cs,491,RenderTexture.GetTemporary,true,P3_EDITOR_ONLY_VERIFY_EXCLUDED,"RenderTexture tempRt = RenderTexture.GetTemporary(width, height, 0, RenderTextureFormat.ARGB32, RenderTextureReadWrite.Linear);",Confirm editor-only assembly/folder exclusion from player build; no runtime profiler action unless referenced by player code.,STATIC_SOURCE
