path,width,height,bc7_full_mip_mib,first_party_production,flags,recommendation
Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_bump.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_diff.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_norm.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_spec.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/Aegir_storms.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/clouds.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/clouds0_diff.png,4096,2048,10.667,true,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/sphere_basecolor.png,4096,2048,10.667,false,VRAM CRIME: TEXTURE_GT_2048;VRAM CRIME: IMPORT_MAX_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/Feel/MMTools/Tools/MMVFX/MMBloomDirt/MMBloomDirt1.png,3840,2160,10.547,false,VRAM CRIME: TEXTURE_GT_2048;VRAM CRIME: IMPORT_MAX_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/Feel/MMTools/Tools/MMVFX/MMBloomDirt/MMBloomDirt2.png,3840,2160,10.547,false,VRAM CRIME: TEXTURE_GT_2048;VRAM CRIME: IMPORT_MAX_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/Feel/MMTools/Tools/MMVFX/MMBloomDirt/MMBloomDirt4.png,3840,2160,10.547,false,VRAM CRIME: TEXTURE_GT_2048;VRAM CRIME: IMPORT_MAX_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Meshy_AI_Alien_barnacles_clust_0301230506_texture.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/bo2.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/bo3.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/clod1.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/clod2.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/eb2.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/oblaka!.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/Sky/oblakajip.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/albedo___family.coral.branching.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/detail___family.coral.branching.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/mask___family.coral.branching.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/normal___family.coral.branching.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/albedo___family.coral.low.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/detail___family.coral.low.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/mask___family.coral.low.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/normal___family.coral.low.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.plate/detail___family.coral.plate.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.plate/mask___family.coral.plate.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/albedo___family.kelp.abyssal.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/detail___family.kelp.abyssal.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/mask___family.kelp.abyssal.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/normal___family.kelp.abyssal.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/albedo___family.kelp.canopy.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/detail___family.kelp.canopy.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/mask___family.kelp.canopy.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/normal___family.kelp.canopy.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/albedo___family.kelp.patch.dense.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/detail___family.kelp.patch.dense.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/mask___family.kelp.patch.dense.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/normal___family.kelp.patch.dense.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/albedo___family.kelp.tall.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/detail___family.kelp.tall.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/mask___family.kelp.tall.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/normal___family.kelp.tall.png,2048,2048,5.333,true,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/Feel/MMTools/Demos/MMTween/Textures/PlotterAxis.png,2048,2048,5.333,false,VRAM CRIME: UNCOMPRESSED_RGBA32_STATIC_SUSPECT;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/Feel/MMTools/Tools/MMPrototypeTextures/Textures/MMPlastic/MMPlasticAO.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/Feel/MMTools/Tools/MMPrototypeTextures/Textures/MMPlastic/MMPlasticMetal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/Feel/MMTools/Tools/MMPrototypeTextures/Textures/MMPlastic/MMPlasticNormal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Base_03_dirt_roughness.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Base_03_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Base_04_dirt_roughness.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Base_04_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Base_05_dirt_roughness.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Base_05_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/BrushedMetal_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/ControlPanel_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/ControlPanel_emissive.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/ControlPanel_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/ControlPanel_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Detail_03_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Detail_03_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Detail_03_normal.png,2048,2048,5.333,false,VRAM CRIME: RGBA32_TEXTURE_FORMAT_STATIC_SUSPECT;STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Detail_03_occlusion.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Detail_04_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Detail_04_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Detail_04_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Detail_04_occlusion.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Detail_05_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Detail_05_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Detail_05_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Detail_05_occlusion.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Fabric_02_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Fabric_02_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Fabric_02_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Fabric_02_normal_coat.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Fabric_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Fabric_basecolor_dirt_only.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Fabric_basecolor_dirty.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Fabric_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Fluid_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Fluid_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/hull_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/hull_emission.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/hull_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Lights_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Lights_emissive.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Lights_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Lights_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Machinery_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/plants_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/plants_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/screens.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Stripes_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Text_03.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Tubes_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/Tubes_metallic.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/ScifiFacility/Textures/Tubes_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/ScifiFacility/Textures/Tubes_occlusion.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/WetGlass_basecolor.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/ScifiFacility/Textures/WetGlass_normal.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Assets/TRANSFER HUB/family kelp tall/albedo___family.kelp.tall.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/TRANSFER HUB/family kelp tall/detail___family.kelp.tall.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Assets/TRANSFER HUB/family kelp tall/mask___family.kelp.tall.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.
Assets/TRANSFER HUB/family kelp tall/normal___family.kelp.tall.png,2048,2048,5.333,false,STREAMING_MIPMAPS_OFF_LARGE,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.
Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/LitParticleTemplateThumbnail.png,2560,1440,4.688,false,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/UnlitParticleTemplateThumbnail.png,2560,1440,4.688,false,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
Data/Visuals/Biolum_Waveforms.png,1800,1200,2.747,true,MISSING_META_IMPORT_UNKNOWN,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
_agent_screen_capture.png,1920,1080,2.637,false,MISSING_META_IMPORT_UNKNOWN,Low tier should halve source/import max; keep high mips only with hero or streaming proof.
