queue_id,target_texture_path,action,texture_role,category,priority,target_resolution,source_count,source_asset_paths,slots,reference_states,albedo_prompt,normal_plan,orm_plan,compression_albedo,compression_normal,compression_orm
SHINOBU_361_QUEUE_0089,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/Rock_4_t_rock_4_basecolor_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,GEOLOGY_TRIPLANAR,MEDIUM,2048,6,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock_4.fbx,EmbeddedTexturePath_0;EmbeddedTexturePath_1;EmbeddedTexturePath_2;EmbeddedTexturePath_9;EmbeddedTexturePath_10;EmbeddedTexturePath_11,MISSING_EMBEDDED_TEXTURE,"Material Subject: Striking alien seafloor geology texture for Rock 4, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0090,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/Rock_4_t_rock_4_normal_Normal.png,GENERATE_REPLACEMENT_PBR,NORMAL,GEOLOGY_TRIPLANAR,MEDIUM,2048,6,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock_4.fbx,EmbeddedTexturePath_3;EmbeddedTexturePath_4;EmbeddedTexturePath_5;EmbeddedTexturePath_12;EmbeddedTexturePath_13;EmbeddedTexturePath_14,MISSING_EMBEDDED_TEXTURE,"Material Subject: Striking alien seafloor geology texture for Rock 4, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene. The albedo must expose clear luminance depth cues that can drive a stable tangent space normal extraction.","Generate or replace the BC5 normal directly. Use the albedo prompt as the height language, then run Tools/MaterialAudit.py as the compatibility audit after import; luminance-derived normals are acceptable for scratches, salt crystals, pores, silt, and shallow seams, but panel rivets need a dedicated normal bake to prevent inverted depth.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0091,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/Rock_4_t_rock_4_roughness_ORM.png,GENERATE_REPLACEMENT_PBR,ROUGHNESS,GEOLOGY_TRIPLANAR,MEDIUM,1024,6,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock_4.fbx,EmbeddedTexturePath_6;EmbeddedTexturePath_7;EmbeddedTexturePath_8;EmbeddedTexturePath_15;EmbeddedTexturePath_16;EmbeddedTexturePath_17,MISSING_EMBEDDED_TEXTURE,"Material Subject: Striking alien seafloor geology texture for Rock 4, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene. The surface must separate cavities, worn rough patches, and metallic substrate clearly enough to derive packed ORM masks.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0082,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/SAMMPLE_1_Albedo.png,GENERATE_REPLACEMENT_PBR,TEXTURE,GEOLOGY_TRIPLANAR,MEDIUM,2048,7,Assets/_Project/Art/Models/Rocks/Rock 7/SAMMPLE.fbx,EmbeddedTexturePath_2;EmbeddedTexturePath_3;EmbeddedTexturePath_9;EmbeddedTexturePath_10;EmbeddedTexturePath_11;EmbeddedTexturePath_12;EmbeddedTexturePath_13,MISSING_EMBEDDED_TEXTURE,"Material Subject: Striking alien seafloor geology texture for SAMMPLE, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0081,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/SAMMPLE_image_Albedo.png,GENERATE_REPLACEMENT_PBR,TEXTURE,GEOLOGY_TRIPLANAR,MEDIUM,2048,7,Assets/_Project/Art/Models/Rocks/Rock 7/SAMMPLE.fbx,EmbeddedTexturePath_0;EmbeddedTexturePath_1;EmbeddedTexturePath_4;EmbeddedTexturePath_5;EmbeddedTexturePath_6;EmbeddedTexturePath_7;EmbeddedTexturePath_8,MISSING_EMBEDDED_TEXTURE,"Material Subject: Striking alien seafloor geology texture for SAMMPLE, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0083,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/mat_Rock2_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,GEOLOGY_TRIPLANAR,MEDIUM,2048,2,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock2.mat,_BaseMap;_MainTex,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for mat Rock2, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0084,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/mat_Rock2_Normal.png,GENERATE_REPLACEMENT_PBR,NORMAL,GEOLOGY_TRIPLANAR,MEDIUM,2048,1,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock2.mat,_BumpMap,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for mat Rock2, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene. The albedo must expose clear luminance depth cues that can drive a stable tangent space normal extraction.","Generate or replace the BC5 normal directly. Use the albedo prompt as the height language, then run Tools/MaterialAudit.py as the compatibility audit after import; luminance-derived normals are acceptable for scratches, salt crystals, pores, silt, and shallow seams, but panel rivets need a dedicated normal bake to prevent inverted depth.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0085,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/mat_Rock2_ORM.png,GENERATE_REPLACEMENT_PBR,AO,GEOLOGY_TRIPLANAR,MEDIUM,1024,1,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock2.mat,_OcclusionMap,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for mat Rock2, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene. The surface must separate cavities, worn rough patches, and metallic substrate clearly enough to derive packed ORM masks.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0086,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/mat_Rock_Shared_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,GEOLOGY_TRIPLANAR,MEDIUM,2048,2,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock_Shared.mat,_BaseMap;_MainTex,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for mat Rock Shared, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0087,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/mat_Rock_Shared_Normal.png,GENERATE_REPLACEMENT_PBR,NORMAL,GEOLOGY_TRIPLANAR,MEDIUM,2048,1,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock_Shared.mat,_BumpMap,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for mat Rock Shared, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene. The albedo must expose clear luminance depth cues that can drive a stable tangent space normal extraction.","Generate or replace the BC5 normal directly. Use the albedo prompt as the height language, then run Tools/MaterialAudit.py as the compatibility audit after import; luminance-derived normals are acceptable for scratches, salt crystals, pores, silt, and shallow seams, but panel rivets need a dedicated normal bake to prevent inverted depth.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0088,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/mat_Rock_Shared_ORM.png,GENERATE_REPLACEMENT_PBR,AO,GEOLOGY_TRIPLANAR,MEDIUM,1024,1,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/mat_Rock_Shared.mat,_OcclusionMap,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for mat Rock Shared, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene. The surface must separate cavities, worn rough patches, and metallic substrate clearly enough to derive packed ORM masks.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0075,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/terrain_1_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,GEOLOGY_TRIPLANAR,MEDIUM,2048,2,Assets/_Project/Art/Materials/terrain 1.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: Striking alien seafloor geology texture for terrain 1, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0076,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/terrain_2_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,GEOLOGY_TRIPLANAR,MEDIUM,2048,2,Assets/_Project/Art/Materials/terrain 2.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: Striking alien seafloor geology texture for terrain 2, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0077,Assets/_Project/Art/Textures/Generated/SHINOBU_361/GEOLOGY_TRIPLANAR/terrain_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,GEOLOGY_TRIPLANAR,MEDIUM,2048,3,Assets/_Project/Art/Materials/terrain.mat,_BaseMap;_MainTex;_Rock_Albedo,MISSING_GUID,"Material Subject: Striking alien seafloor geology texture for terrain, blue black basalt, graphite silt, pale mineral crust, opal hydrothermal veins, oxidized copper traces, and elegant layered stone suited for seamless triplanar cave and cliff projection. Surface Wear and Details: Crisp porous basalt pockets, pearly sediment dusting, bright but natural mineral seams, eroded shelf edges, delicate crystal flecks, readable macro layering, and dense organic grain with no painted directionality or muddy black fill. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked cavity AO from pores and cracks, Green equals roughness from 0.78 on dry basalt to 0.92 in silt, Blue equals metallic 0.0 except rare mineral flecks at 0.05. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
