asset_type,path,extension,width,height,source_mode,meta_max_texture_size,meta_texture_compression,meta_texture_format,meta_streaming_mipmaps,meta_is_readable,meta_texture_type,bc7_bytes,bc7_mib,bc7_full_mip_mib,file_bytes,file_mib,triangles,mesh_geometry_estimate_bytes,mesh_geometry_estimate_mib,lod_detected,mesh_meta_is_readable,mesh_meta_compression,mesh_meta_optimize_mesh,mesh_meta_import_blend_shapes,mesh_meta_add_colliders,mesh_meta_generate_secondary_uv,mesh_meta_keep_quads,rt_color_format,rt_depth_stencil_format,rt_anti_aliasing,rt_mipmap,rt_generate_mips,rt_texture_dimension,rt_volume_depth,rt_dynamic_scale,rt_random_write,rt_estimate_bytes,rt_estimate_mib,redline_flags,atlas_group,recommendation,evidence_class
texture,Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_BaseColor.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2030319,1.936,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_Normal.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,6889172,6.570,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock 7/Materials/2.jpg,.jpg,4000,4000,RGB,2048|512,1,-1|1|25,1,0,0,16000000,15.259,20.345,5251828,5.009,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,2048,L,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2071696,1.976,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_Color.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,4677891,4.461,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_NormalGL.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,9225367,8.798,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,2048,L,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2114145,2.016,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_Color.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,5825412,5.556,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_NormalGL.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,10160588,9.690,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,1024,L,2048|512,1,-1|1|25,1,0,0,2097152,2.000,2.667,1258887,1.201,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_Color.jpg,.jpg,2048,1024,RGB,2048|512,1,-1|1|25,1,0,0,2097152,2.000,2.667,3436561,3.277,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_NormalGL.jpg,.jpg,2048,1024,RGB,2048|512,1,-1|1|27,1,0,1,2097152,2.000,2.667,3424734,3.266,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,2048,L,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,1766867,1.685,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_Color.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,5706131,5.442,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_NormalGL.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,10037203,9.572,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Sandbox/Coral_Albedo.png,.png,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,7501563,7.154,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Sandbox/Coral_Normal.png,.png,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,2806536,2.677,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Skyboxes/panorama_den.png,.png,1456,720,RGB,2048,1,-1|1|25,0,0,0,1048320,1.000,1.333,1485405,1.417,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Skyboxes/panorama_noch.png,.png,1472,720,RGB,2048,1,-1|1|25,0,0,0,1059840,1.011,1.348,1816398,1.732,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Skyboxes/panorama_shtorm.png,.png,1472,720,RGB,2048,1,-1|1|25,0,0,0,1059840,1.011,1.348,1634594,1.559,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/cardiogram.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,12325,0.012,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/oxygen-tank.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,15268,0.015,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ring.png,.png,601,616,RGBA,2048,1,-1|1|25,0,0,8,370216,0.353,0.471,77083,0.074,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/thunder.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,8888,0.008,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/BATTERY.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1798046,1.715,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/Sprites/ui,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/COPPER.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1644605,1.568,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/Sprites/ui,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/CUTTER.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1451903,1.385,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/Sprites/ui,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/MICRO.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1851554,1.766,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/Sprites/ui,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/OXYGEN.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1710781,1.632,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/Sprites/ui,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/TITANIUM.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1753899,1.673,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/Sprites/ui,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Aegir_storms.png,.png,4096,2048,RGBA,2048,1,-1|1|25,0,0,0,8388608,8.000,10.667,356896,0.340,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/clouds.png,.png,4096,2048,L,2048,1,-1|1|25,0,0,0,8388608,8.000,10.667,3012389,2.873,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/clouds0_diff.png,.png,4096,2048,RGBA,2048,1,-1|1|25,0,0,0,8388608,8.000,10.667,10991664,10.482,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/bubble vent atlas - bad - redo.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,1539540,1.468,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/mineral seep mask - looks seamless.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2371804,2.262,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps. Atlas with sibling material maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/Mineral Seep Mask - second try.png,.png,1024,1024,RGB,1024|2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,3114990,2.971,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps. Atlas with sibling material maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/Soft Plume Noise - second try.png,.png,1024,1024,RGB,1024|2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2005725,1.913,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/soft_plume_noise_-_kakoy_to_seryy_nu_norm.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,1821218,1.737,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset. Atlas with sibling material maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/visor droplet mask.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,1217039,1.161,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps. Atlas with sibling material maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/visor runoff normal.png,.png,1024,1024,RGB,2048,1,-1|1|27,0,0,1,1048576,1.000,1.333,1352821,1.290,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Detali,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset. Atlas with sibling material maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/FLOOR.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2019609,1.926,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/FLOOR1.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2071455,1.975,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/foam.png,.png,2048,2048,RGBA,2048,1,-1|1|25,1,0,0,4194304,4.000,5.333,5930422,5.656,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/gameart.png,.png,1376,768,RGB,2048,1,-1|1|25,0,0,0,1056768,1.008,1.344,1821088,1.737,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/menuview.png,.png,1376,768,RGB,2048,1,-1|1|25,0,0,0,1056768,1.008,1.344,1845645,1.760,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Meshy_AI_Alien_barnacles_clust_0301230506_texture.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,2785536,2.656,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/ORGANIC.png,.png,1024,1024,RGB,2048,1,-1|1|25,1,0,0,1048576,1.000,1.333,2129007,2.030,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/bo2.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,5056673,4.822,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/bo3.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,6409326,6.112,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/clod1.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,6381348,6.086,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/clod2.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,5527708,5.272,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/eb2.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,9215950,8.789,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/oblaka!.png,.png,2048,2048,RGBA,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,5325005,5.078,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Sky/oblakajip.png,.png,2048,2048,RGB,2048,1,-1|1|25,0,0,0,4194304,4.000,5.333,5832358,5.562,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_AmbientOcclusion.jpg,.jpg,1024,1024,L,2048|512,1,-1|1|25,1,0,0,1048576,1.000,1.333,717833,0.685,,,,,,,,,,,,,,,,,,,,,,,,,Verify Unity import compression; JPG disk compression does not reduce VRAM.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_Color.jpg,.jpg,1024,1024,RGB,2048|512,1,-1|1|25,1,0,0,1048576,1.000,1.333,1235166,1.178,,,,,,,,,,,,,,,,,,,,,,,,,Verify Unity import compression; JPG disk compression does not reduce VRAM.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_NormalGL.jpg,.jpg,1024,1024,RGB,2048|512,1,-1|1|27,1,0,1,1048576,1.000,1.333,2315462,2.208,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/Rock031_1K-JPG_Color.jpg,.jpg,1024,1024,RGB,2048|512,1,-1|1|25,1,0,0,1048576,1.000,1.333,1228571,1.172,,,,,,,,,,,,,,,,,,,,,,,,,Verify Unity import compression; JPG disk compression does not reduce VRAM.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/basalt/Rock031_1K-JPG_NormalGL.jpg,.jpg,1024,1024,RGB,2048|512,1,-1|1|27,1,0,1,1048576,1.000,1.333,2556573,2.438,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_AmbientOcclusion.jpg,.jpg,1024,1024,L,2048|512,1,-1|1|25,1,0,0,1048576,1.000,1.333,650920,0.621,,,,,,,,,,,,,,,,,,,,,,,,,Verify Unity import compression; JPG disk compression does not reduce VRAM.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_Color.jpg,.jpg,1024,1024,RGB,2048|512,1,-1|1|25,1,0,0,1048576,1.000,1.333,1002655,0.956,,,,,,,,,,,,,,,,,,,,,,,,,Verify Unity import compression; JPG disk compression does not reduce VRAM.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_NormalGL.jpg,.jpg,1024,1024,RGB,2048|512,1,-1|1|27,1,0,1,1048576,1.000,1.333,2316094,2.209,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_AmbientOcclusion.jpg,.jpg,1024,1024,L,2048|512,1,-1|1|25,1,0,0,1048576,1.000,1.333,879479,0.839,,,,,,,,,,,,,,,,,,,,,,,,,Verify Unity import compression; JPG disk compression does not reduce VRAM.,STATIC_SOURCE
