packet_id,surface,locale,status,blocker,recommended action
P020_HECTON8_ECOLOGY_REGISTRY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P021_BLACK_KEEL_CUSTODY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P022_DROP_CAPSULE_DAMAGE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P023_DEEP_REACH_RETURN_CLAIM,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P024_FALSE_EXIT_MATERIAL,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P025_PROFESSIONAL_MOTIVE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P026_SIX_DOMAIN_LEDGER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P027_BARNARD_YARDS_ORIGIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P028_NO_FTL_TRANSIT_MATH,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P029_SEED_SHIP_DOCTRINE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P030_RELAY_CUSTODY_DEBT_CHAIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P031_PHOTIC_SHELF_LIFE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P032_PRESSURE_LADDER_DEPTH_BANDS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P033_CABLE_REEF_SYMBIOSIS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P034_ABYSSAL_REPAIR_FAUNA,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P035_FACTORY_TEMPLE_THRESHOLD,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P036_RETURN_VECTOR_WINDOW,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P037_COWARD_EXIT_CHAIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P038_MATERIAL_PAYOUT_LEDGER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P039_DEEP_REACH_CLEANSE_ORDER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P040_ATLAS_FINAL_ARGUMENT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P041_WORKER_LOCKER_ROW,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P042_PRESSURE_BUNK_ROUTINE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P043_SHIFT_BOARD_ROUTE_HOLDS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P044_MEDICAL_LOCK_DELAY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P045_BLACK_BOX_NAME_STACK,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P046_PUMP_ROOM_HANDSHAKE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P047_HATCH_SEAL_LEDGER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P048_CABLE_SPLICE_SCAR,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P049_SONAR_RETURN_ROUTE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P050_SALVAGE_TOOL_CUSTODY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P051_LIGHT_DELAY_AUTHORITY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P052_BLACK_KEEL_TARIFF_TABLE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P053_MARAUDER_GRAFFITI_MASKS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P054_RELAY_QUEUE_DRIFT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P055_CORPORATE_RESPONSE_LEDGER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P056_EX_DEEP_REACH_MARAUDER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P057_GREAT_TIDE_LIABILITY_CHAIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P058_BLACK_KEEL_CLAIM_HOOKS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P059_ESCAPE_CHAIN_ASSEMBLY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P060_FIRST_HOUR_SPINE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P061_MAINTENANCE_ECOLOGY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P062_MARA_VENN_TIDE_MODEL,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P063_JUNO_KADE_EVACUATION_HOLD,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P064_REN_OKOYE_PUMP_63,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P065_SAHANA_IQBAL_ATLAS_SAFETY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P066_LIAN_TORRES_LAST_PACKET,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P067_OSKAR_NEUMANN_PRESSURE_FORGE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P068_AYA_MORITA_REPAIR_MEDICINE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P069_PAVEL_SORN_PROCEDURE_HOLD,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P070_DEEP_REACH_PRESENT_WINDOWS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P071_SOL_CORE_AUTHORITY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P072_CENTAURI_COMPACT_LEGITIMACY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P073_BARNARD_YARDS_MARAUDER_ORIGIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P074_TAU_CETI_PUBLIC_LEDGER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P075_LUYTEN_JUNCTION_PACKET_CUSTODY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P076_RAN_AEGIR_ANCHOR,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P077_AEGIR_MOON_LADDER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P078_INNER_MOON_RELAY_HAZARDS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P079_HECTON8_ORBIT_TIDE_GEOMETRY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P080_OUTER_MOON_COLD_CLAIMS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P081_GREAT_TIDE_PHYSICS_RECORD,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P082_PRESSURE_GLASS_FORMATION,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P083_BRINE_CANYON_ROUTE_LADDER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P084_VENT_FORGE_GEOTHERMAL_ENGINE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P085_BIOMETAL_RESOURCE_STACK,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P086_AEGIR_RECLAMATION_POOL,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P087_KEELMARK_MUTUAL_CUSTODY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P088_TONNE_WINDOW_DEBT,in_game_wiki,en_US,blocked_production_residue,text residue: ai_meta_phrase,Rewrite source field/page as in-world copy; rerun importer/exporter only in serialized writer slot; rescan banned terms.
P089_BLACK_KEEL_FIRST_VOICE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P090_DEEP_REACH_PRIORITY_HOOK,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P091_COLLISION_FRACTURED_MOON,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P092_GLOBAL_OCEAN_DEPTH_BANDS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P093_ACCESSIBLE_SEAFLOOR_WINDOWS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P094_SEED_GEOLOGY_INVARIANTS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P095_PRESSURE_CONTAINMENT_FAILURE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P096_ATLAS_PERSON_BOUNDARY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P097_RECOVERY_COMPLIANCE_OFFICE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P098_FALSE_ENDING_TAXONOMY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P099_MARAUDER_DOSSIER_PERSISTENCE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P100_FINAL_CHOICE_PAYLOAD,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P101_NO_FTL_ROUTE_ECONOMY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P102_BEAM_SAIL_PROBE_ERA,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P103_PELLET_FUSION_FREIGHT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P104_RAN_B_H8_PUBLIC_CATALOG,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P105_BLACK_KEEL_IN_SYSTEM_TENDER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P106_ILIYA_VARNEK_TIDE_MARGIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P107_SELENE_ARENDT_ATLAS_WEIGHTING,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P108_NOOR_HALDANE_EVAC_CERT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P109_MAREK_IBARRA_LOSS_CONVERSION,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P110_VERA_SATO_REN_RETURN_ACTION,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P111_MANUAL_BILGE_PUMP_KIT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P112_COLD_SEALANT_PATCH_GUN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P113_LOW_POWER_INDUCTION_CUTTER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P114_ACOUSTIC_PINGER_LINE,in_game_wiki,en_US,blocked_production_residue,text residue: ai_meta_phrase,Rewrite source field/page as in-world copy; rerun importer/exporter only in serialized writer slot; rescan banned terms.
P115_P63_FIELD_FABRICATOR,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P116_NATIVE_SULFIDE_SALT_STACK,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P117_NOBLE_GAS_BRINE_POCKETS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P118_DEEP_REACH_PRESSURE_CERAMICS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P119_ATLAS_BIOFIBER_SEALANT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P120_BIOMETAL_SENSOR_TAGS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P121_DOMAIN_CIVIC_CORPORATE_SPLIT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P122_MARAUDER_LEGAL_LOOPHOLE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P123_SALVAGE_TRUTH_EVIDENCE_STATUS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P124_NORMAL_CITIZEN_AEGIR_MEMORY,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P125_DEEP_REACH_ORIGIN_CHAIN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P126_ATLAS_PUBLIC_FRONT,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P129_ATLAS_SHUTDOWN_ETHIC_FRAME,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P131_MATERIAL_EXIT_BITTER_CREDITS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P132_PARTIAL_EXIT_SAME_SEED_RETURN,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P133_CORPORATE_CAPTURE_BAD_END,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P134_QUARANTINE_HOLD_STALE_AIR,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P135_PUBLIC_LEDGER_LEAK_ROUTE,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P136_DOSSIER_RUMOR_UNLOCKS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
P137_RISKIER_CONTRACT_SEEDS,in_game_wiki,en_US,static_game_source_candidate_runtime_proof_pending,runtime UI/DataMonolith proof pending,Queue for English prototype reader/game codex only after runtime string-pool/UI proof.
