"prefab_path","prefab_family","yaml_material_guid","resolved_material_path","resolved_material_name","material_role_guess","channel_contract_status","forbidden_route_flag","evidence","future_action","status"
"Assets/_Project/Prefabs/Items/Tools/Item_Tool_Scanner_World.prefab","TOOL_WORLD","7a5fa1d5af698a54e9a904ac3f5cfd70","Assets/_Project/Art/Materials/Tools/Mat_Tool_Scanner_Placeholder.mat","Mat_Tool_Scanner_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Items/Tools/Item_Tool_Scanner_World.prefab:72 - {fileID: 2100000, guid: 7a5fa1d5af698a54e9a904ac3f5cfd70, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Items/Tools/Item_Tool_StunPistol_World.prefab","TOOL_WORLD","4cc87a4c07f367746aea7d51485bf446","Assets/_Project/Art/Materials/Tools/Mat_Tool_StunPistol_Placeholder.mat","Mat_Tool_StunPistol_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Items/Tools/Item_Tool_StunPistol_World.prefab:72 - {fileID: 2100000, guid: 4cc87a4c07f367746aea7d51485bf446, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Ocean_Crest.prefab","OCEAN","e1c2ab7f3d77470aa35e3d99ff126744","Assets/_Project/Art/Materials/MAT_SargassumWaveDamping.mat","MAT_SargassumWaveDamping","Crest sargassum hidden input material","HIDDEN_INPUT_CANDIDATE_PENDING_PROOF","OCEAN_ROUTE_LOCKED_ALLOWED_SCOPE;HIDDEN_INPUT_PENDING_FRAME_DEBUGGER","Assets/_Project/Prefabs/Ocean_Crest.prefab:177 - {fileID: 2100000, guid: e1c2ab7f3d77470aa35e3d99ff126744, type: 2}","Prove renderer hidden before visible frames and named Crest data-input behavior with Frame Debugger, or replace/remove visible primitive carrier.","HIDDEN_INPUT_CANDIDATE_PENDING_PROOF"
"Assets/_Project/Prefabs/Ocean_Crest.prefab","OCEAN","f2d3bc8e4e88481bb46f4ea00a237855","Assets/_Project/Art/Materials/MAT_SargassumFoamDamping.mat","MAT_SargassumFoamDamping","Crest sargassum hidden input material","HIDDEN_INPUT_CANDIDATE_PENDING_PROOF","OCEAN_ROUTE_LOCKED_ALLOWED_SCOPE;HIDDEN_INPUT_PENDING_FRAME_DEBUGGER","Assets/_Project/Prefabs/Ocean_Crest.prefab:295 - {fileID: 2100000, guid: f2d3bc8e4e88481bb46f4ea00a237855, type: 2}","Prove renderer hidden before visible frames and named Crest data-input behavior with Frame Debugger, or replace/remove visible primitive carrier.","HIDDEN_INPUT_CANDIDATE_PENDING_PROOF"
"Assets/_Project/Prefabs/Ocean_Crest.prefab","OCEAN","9ea2a31a068e95944bc77c3fe396c4f6","Assets/_Project/Art/Materials/MAT_SargassumOilFilm.mat","MAT_SargassumOilFilm","Crest sargassum hidden input material","HIDDEN_INPUT_CANDIDATE_PENDING_PROOF","OCEAN_ROUTE_LOCKED_ALLOWED_SCOPE;HIDDEN_INPUT_PENDING_FRAME_DEBUGGER","Assets/_Project/Prefabs/Ocean_Crest.prefab:70 - {fileID: 2100000, guid: 9ea2a31a068e95944bc77c3fe396c4f6, type: 2}","Prove renderer hidden before visible frames and named Crest data-input behavior with Frame Debugger, or replace/remove visible primitive carrier.","HIDDEN_INPUT_CANDIDATE_PENDING_PROOF"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","0a7a9fcc24662af4caef76532d12fbe7","Assets/_Project/Art/Materials/Mat_Visor_Glass.mat","Mat_Visor_Glass","Player visor glass partial source","PARTIAL_SOURCE_STATIC_SUITVISOR","VISOR_ROUTE_LOCKED;VISIBLE_PRIMITIVE_CONTEXT","Assets/_Project/Prefabs/Player.prefab:2845 - {fileID: 2100000, guid: 0a7a9fcc24662af4caef76532d12fbe7, type: 2}","Keep route only if SuitVisor slots and visor mesh replacement are proven; add scratch/fingerprint/grime source maps before visual acceptance.","PARTIAL_STATIC_VISOR_MATERIAL_PENDING_MESH_RELINK"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","3c9d5ec2c203c77409d0cb6d22c962a1","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","MAT_PlayerSwimBlockout","Player swim/body blockout material","REJECTED_SOURCE_ROUTE","MAT_PlayerSwimBlockout;PLAYER_BLOCKOUT","Assets/_Project/Prefabs/Player.prefab:3080 - {fileID: 2100000, guid: 3c9d5ec2c203c77409d0cb6d22c962a1, type: 2}","Replace body blockout with project-owned suit/body material atlas and non-primitive visual mesh; preserve player anchors, collider truth, HUD, and tool presentation.","BLOCKED_PLAYER_BLOCKOUT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:3170 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","3c9d5ec2c203c77409d0cb6d22c962a1","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","MAT_PlayerSwimBlockout","Player swim/body blockout material","REJECTED_SOURCE_ROUTE","MAT_PlayerSwimBlockout;PLAYER_BLOCKOUT","Assets/_Project/Prefabs/Player.prefab:3781 - {fileID: 2100000, guid: 3c9d5ec2c203c77409d0cb6d22c962a1, type: 2}","Replace body blockout with project-owned suit/body material atlas and non-primitive visual mesh; preserve player anchors, collider truth, HUD, and tool presentation.","BLOCKED_PLAYER_BLOCKOUT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:3871 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","3c9d5ec2c203c77409d0cb6d22c962a1","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","MAT_PlayerSwimBlockout","Player swim/body blockout material","REJECTED_SOURCE_ROUTE","MAT_PlayerSwimBlockout;PLAYER_BLOCKOUT","Assets/_Project/Prefabs/Player.prefab:3961 - {fileID: 2100000, guid: 3c9d5ec2c203c77409d0cb6d22c962a1, type: 2}","Replace body blockout with project-owned suit/body material atlas and non-primitive visual mesh; preserve player anchors, collider truth, HUD, and tool presentation.","BLOCKED_PLAYER_BLOCKOUT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:4572 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:4662 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:4752 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:4842 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:4932 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:5022 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","3c9d5ec2c203c77409d0cb6d22c962a1","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","MAT_PlayerSwimBlockout","Player swim/body blockout material","REJECTED_SOURCE_ROUTE","MAT_PlayerSwimBlockout;PLAYER_BLOCKOUT","Assets/_Project/Prefabs/Player.prefab:5112 - {fileID: 2100000, guid: 3c9d5ec2c203c77409d0cb6d22c962a1, type: 2}","Replace body blockout with project-owned suit/body material atlas and non-primitive visual mesh; preserve player anchors, collider truth, HUD, and tool presentation.","BLOCKED_PLAYER_BLOCKOUT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","3c9d5ec2c203c77409d0cb6d22c962a1","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","MAT_PlayerSwimBlockout","Player swim/body blockout material","REJECTED_SOURCE_ROUTE","MAT_PlayerSwimBlockout;PLAYER_BLOCKOUT","Assets/_Project/Prefabs/Player.prefab:5202 - {fileID: 2100000, guid: 3c9d5ec2c203c77409d0cb6d22c962a1, type: 2}","Replace body blockout with project-owned suit/body material atlas and non-primitive visual mesh; preserve player anchors, collider truth, HUD, and tool presentation.","BLOCKED_PLAYER_BLOCKOUT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","3c9d5ec2c203c77409d0cb6d22c962a1","Assets/_Project/Art/Materials/Gameplay/MAT_PlayerSwimBlockout.mat","MAT_PlayerSwimBlockout","Player swim/body blockout material","REJECTED_SOURCE_ROUTE","MAT_PlayerSwimBlockout;PLAYER_BLOCKOUT","Assets/_Project/Prefabs/Player.prefab:5540 - {fileID: 2100000, guid: 3c9d5ec2c203c77409d0cb6d22c962a1, type: 2}","Replace body blockout with project-owned suit/body material atlas and non-primitive visual mesh; preserve player anchors, collider truth, HUD, and tool presentation.","BLOCKED_PLAYER_BLOCKOUT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:558 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Player.prefab:648 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Player.prefab","PLAYER","62647c5379e618e40bf73270423be8dd","Assets/_Project/Art/Materials/MAT_Diegetic_HUD_V4_Projection.mat","MAT_Diegetic_HUD_V4_Projection","Diegetic HUD projection material","BLOCKED_CHANNEL_CONTRACT_REQUIRED_NON_BODY_HUD","NON_BODY_HUD_CHANNEL_GAP","Assets/_Project/Prefabs/Player.prefab:69 - {fileID: 2100000, guid: 62647c5379e618e40bf73270423be8dd, type: 2}","Preserve as HUD/projection route only; document shader/channel contract and prove runtime HUD projection in a future Unity slot.","PENDING_NON_BODY_HUD_CHANNEL_PROOF"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_CopperOre.prefab","RESOURCE_PICKUP","ae507c2ce65eefc42b52651c83be0b33","Assets/_Project/Art/Materials/Resources/Mat_Resource_Copper.mat","Mat_Resource_Copper","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_CopperOre.prefab:94 - {fileID: 2100000, guid: ae507c2ce65eefc42b52651c83be0b33, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_FiberKelp.prefab","RESOURCE_PICKUP","b77981b656c1232469d3653071e3a371","Assets/_Project/Art/Materials/Resources/Mat_Resource_Fiber.mat","Mat_Resource_Fiber","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_FiberKelp.prefab:96 - {fileID: 2100000, guid: b77981b656c1232469d3653071e3a371, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_HydrocarbonResin.prefab","RESOURCE_PICKUP","1bfc07924121e5948a09b9b52769b7e2","Assets/_Project/Art/Materials/Resources/Mat_Resource_Resin.mat","Mat_Resource_Resin","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_HydrocarbonResin.prefab:96 - {fileID: 2100000, guid: 1bfc07924121e5948a09b9b52769b7e2, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_MembraneTissue.prefab","RESOURCE_PICKUP","069d2d44c63d2814fa1b8886a7eac852","Assets/_Project/Art/Materials/Resources/Mat_Resource_Membrane.mat","Mat_Resource_Membrane","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_MembraneTissue.prefab:94 - {fileID: 2100000, guid: 069d2d44c63d2814fa1b8886a7eac852, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_SilicaShards.prefab","RESOURCE_PICKUP","bccf5b4090cdf774c8ed20fec789bb61","Assets/_Project/Art/Materials/Resources/Mat_Resource_Silica.mat","Mat_Resource_Silica","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_SilicaShards.prefab:94 - {fileID: 2100000, guid: bccf5b4090cdf774c8ed20fec789bb61, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
