job_id,title,role,category,final_filename,save_dir,final_target_path,references,prompt_file,prompt
SHINOBU_361_HAND_011,wall_01_4x3_c_trimsheet_normal_Normal.png,NORMAL_OR_HEIGHT_SOURCE,HABITAT_INTERIORS,wall_01_4x3_c_trimsheet_normal_Normal.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_011_wall_01_4x3_c_trimsheet_normal_Normal,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\HABITAT_INTERIORS\wall_01_4x3_c_trimsheet_normal_Normal.png,LOOKDEV_APPROVED_REF_SEED_001.png; approved floor/wall style anchor; function-specific seed if needed,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_011_wall_01_4x3_c_trimsheet_normal_Normal.txt,"Normal-map height source for a large 4x3 habitat wall trim sheet. Build a precise modular rhythm: wide pressure panel bevels, recessed horizontal service troughs, gasket channels, low-profile handhold recesses, thin frame steps, and small access cover screws. The design should feel calm, spacious, and expensive, not cluttered. Leave smooth plate fields between details so the final lighting reads premium. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_012,wall_01_4x3_door_02_wing_labels_basecolor_Albedo.png,ALBEDO,HABITAT_INTERIORS,wall_01_4x3_door_02_wing_labels_basecolor_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_012_wall_01_4x3_door_02_wing_labels_basecolor_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\HABITAT_INTERIORS\wall_01_4x3_door_02_wing_labels_basecolor_Albedo.png,LOOKDEV_APPROVED_REF_SEED_001.png; approved floor/wall style anchor; function-specific seed if needed,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_012_wall_01_4x3_door_02_wing_labels_basecolor_Albedo.txt,"Door wing label base color for a premium abyssal habitat bulkhead. Use warm off-white pressure plating, graphite hinge-side rubber, satin titanium latch plates, amber caution blocks, teal maintenance tabs, and blank technical label fields with no readable words. Make the door feel safe, sealed, and beautifully engineered. Add slight hand polish around handle zones, gentle salt whitening near lower gaskets, tiny chipped paint at latch contact points, and maintained expedition wear. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_013,wall_01_4x3_door_02_wing_stripes_basecolor_Albedo.png,ALBEDO,HABITAT_INTERIORS,wall_01_4x3_door_02_wing_stripes_basecolor_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_013_wall_01_4x3_door_02_wing_stripes_basecolor_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\HABITAT_INTERIORS\wall_01_4x3_door_02_wing_stripes_basecolor_Albedo.png,LOOKDEV_APPROVED_REF_SEED_001.png; approved floor/wall style anchor; function-specific seed if needed,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_013_wall_01_4x3_door_02_wing_stripes_basecolor_Albedo.txt,"Bulkhead door wing stripe base color for the prologue habitat. Create a confident asymmetric design: off-white sealed door panels, graphite gasket border, satin titanium hinge rail, thin amber pressure-warning stripe, and a muted teal route identifier stripe. It should read as a beautiful emergency-rated door with maintained pressure-rated hardware. Add controlled edge chips where panels meet, subtle hand wear near handle zones, pale salt dust near the bottom seal, and clean color blocking. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_014,wall_01_4x3_door_02_wing_trimsheet_normal_Normal.png,NORMAL_OR_HEIGHT_SOURCE,HABITAT_INTERIORS,wall_01_4x3_door_02_wing_trimsheet_normal_Normal.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_014_wall_01_4x3_door_02_wing_trimsheet_normal_Normal,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\HABITAT_INTERIORS\wall_01_4x3_door_02_wing_trimsheet_normal_Normal.png,LOOKDEV_APPROVED_REF_SEED_001.png; approved floor/wall style anchor; function-specific seed if needed,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_014_wall_01_4x3_door_02_wing_trimsheet_normal_Normal.txt,"Heightfield source for a sealed habitat door wing trim sheet normal map. Design a pressure-rated surface with broad inset door plates, rounded gasket grooves, latch recesses, hinge rail bevels, small inspection caps, and shallow handle wear depressions. The geometry language should be elegant and robust, with a strong premium industrial rhythm. Avoid jagged damage and random grime; this door is maintained. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_015,wall_04_3x6_d_trimsheet_normal_Normal.png,NORMAL_OR_HEIGHT_SOURCE,HABITAT_INTERIORS,wall_04_3x6_d_trimsheet_normal_Normal.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_015_wall_04_3x6_d_trimsheet_normal_Normal,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\HABITAT_INTERIORS\wall_04_3x6_d_trimsheet_normal_Normal.png,LOOKDEV_APPROVED_REF_SEED_001.png; approved floor/wall style anchor; function-specific seed if needed,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_015_wall_04_3x6_d_trimsheet_normal_Normal.txt,"Tall 3x6 habitat wall trim sheet height source for a premium underwater research module. Create elegant vertical pressure panels, long satin titanium ribs, recessed life-support conduit covers, slim gasket seams, circular diagnostic ports, and shallow service hatch outlines. The surface should feel tall, calm, and architectural, with enough open breathing room between details. Add only tiny maintained wear: softened rib edges, slight salt in lower seams, and gentle access-panel scuffs. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_016,MAT_family_coral_branching_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_branching_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_016_MAT_family_coral_branching_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_branching_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_016_MAT_family_coral_branching_Albedo.txt,"Elegant branching abyssal coral epidermis albedo for HECTON-8 reef props. Build a clean organic surface made of slender ivory branches, translucent rose-violet growth tips, pale teal mineral freckles, and soft amber bioluminescent pinpoints tucked into branch forks. The texture should feel alien but beautiful, like a living specimen catalogued by a NASA ocean lab. Keep the diffuse readable, premium, calm, clean, and organized, with deliberate biological patterning instead of random organic clutter. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_017,MAT_family_coral_branching_Placeholder_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_branching_Placeholder_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_017_MAT_family_coral_branching_Placeholder_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_branching_Placeholder_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_017_MAT_family_coral_branching_Placeholder_Albedo.txt,"Production replacement for a branching coral placeholder, designed as a high-value modular reef surface. Use elegant off-white coral tubes, soft mauve membranes between small branches, teal micro-speckles, and restrained amber node glow marks that can become an emissive mask later. The image should look like a clean scientific close-up texture, not a noisy fantasy bark. Keep broad readable biological forms and a pleasant color balance suitable for a playable underwater scene. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_018,MAT_family_coral_brittle_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_brittle_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_018_MAT_family_coral_brittle_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_brittle_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_018_MAT_family_coral_brittle_Albedo.txt,"Beautiful brittle coral albedo texture for fragile abyssal reef edges. Create thin porcelain-like coral plates with hairline mineral seams, opal blue dusting, tiny violet fracture veins, and clean cream-colored calcified surfaces. The mood is delicate and expensive, like a rare sample tray under a research light. Add controlled chipped rims and small powdery break points while keeping the surface attractive, alive, clean, and collectible. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_019,MAT_family_coral_low_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_low_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_019_MAT_family_coral_low_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_low_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_019_MAT_family_coral_low_Albedo.txt,"Low mat coral epidermis albedo for soft reef ground cover. Design rounded cream and pale peach coral pads, subtle lavender growth seams, tiny teal symbiotic speckles, and occasional amber pin-light cells arranged in gentle clusters. It should read as soft alien reef carpeting, pleasant and tactile, with enough shape contrast for terrain blending. Use a healthy reef palette, clean lobe separation, and purposeful biological variation. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_020,MAT_family_coral_low_Placeholder_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_low_Placeholder_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_020_MAT_family_coral_low_Placeholder_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_low_Placeholder_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_020_MAT_family_coral_low_Placeholder_Albedo.txt,"Replacement albedo for low coral placeholder material, built for attractive seabed coverage. Use smooth ivory coral cushions, soft salmon-pink growth bands, faint turquoise biological freckles, and small pearl highlights painted only as material color, not directional light. The texture must tile into a gentle living floor without becoming flat paste. Keep the design clean, elegant, and scientifically plausible for a premium NASA-Punk deep sea biome. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_021,MAT_family_coral_massive_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_massive_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_021_MAT_family_coral_massive_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_massive_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_021_MAT_family_coral_massive_Albedo.txt,"Massive coral albedo for large reef boulders in an elegant abyssal biome. Create broad ivory coral plates with soft terracotta undertones, pearl-gray mineral webbing, muted violet growth scars, and sparse teal symbiont freckles. The material should feel ancient, heavy, and beautiful, like biological architecture grown under pressure. Add tasteful abrasion on exposed ridges and pale sediment collected in grooves, without making it filthy. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
SHINOBU_361_HAND_022,MAT_family_coral_massive_Placeholder_Albedo.png,ALBEDO,FLORA_EPIDERMIS,MAT_family_coral_massive_Placeholder_Albedo.png,C:\hades\Hecton8\Docs\ArtDrop\SHINOBU_361\All_175_Targets\SHINOBU_361_HAND_022_MAT_family_coral_massive_Placeholder_Albedo,C:\hades\Hecton8\Assets\_Project\Art\TEXTURES\Generated\SHINOBU_361\FLORA_EPIDERMIS\MAT_family_coral_massive_Placeholder_Albedo.png,TX_ProceduralBio_Shallows_AlbedoAtlas.png; matching imported kelp/coral albedo; approved same-family output,C:\hades\Hecton8\Docs\Reports\TextureGeneratorWorkpack_SHINOBU_361\Prompts\All_175_Targets\SHINOBU_361_HAND_022_MAT_family_coral_massive_Placeholder_Albedo.txt,"High-quality replacement for massive coral placeholder albedo. Make a large-scale reef skin with cream coral armor plates, pale apricot internal color at worn edges, restrained cyan mineral dust, and clean branching vein patterns that break up the surface without clutter. The result should look good close to the camera and from traversal distance: big readable masses first, fine pores second. Keep it premium, alive, clean, and organized. Use flat, top-down, orthogonal orthographic view, completely uniform diffuse lighting, zero directional shadows, perfect seamless tiling, no text watermark, no border, no perspective object scene."
