fact_id,owner_doc_or_packet,evidence_path,first_allowed_surface,spoiler_level,unlock_gate,contradiction_state
FACT_TRANSIT_RELAY_SPINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_relay_buffer,confirmed
FACT_SHIPS_NEARLIGHT_CLASSES_PRIMARY,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_transit_manifest,confirmed
FACT_AEGIR_ROUTE_WINDOW_PRIMARY,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_aegir_window_table,confirmed
FACT_SHIPS_BLACK_KEEL_LEDGER_PRIMARY,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_keel_ledger,confirmed
FACT_LOCATION_AEGIR_HOST_STAR_PRIMARY,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_host_star_reading,confirmed
FACT_LOCATION_AEGIR_MOON_LADDER_PRIMARY,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_moon_ladder_map,confirmed
FACT_LOCATION_HECTON8_DROWNED_GEOLOGY_PRIMARY,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_geology_route_model,confirmed
FACT_LOCATION_HECTON8_RESOURCE_STACK_PRIMARY,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_resource_stack_scan,confirmed
FACT_LOCATION_HECTON8_ECOLOGY_REGISTRY_PRIMARY,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS004_AEGIR_SYSTEM_HECTON8_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_ecology_registry_scan,confirmed
FACT_SHIPS_BLACK_KEEL_CUSTODY_PRIMARY,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_keel_custody_record,confirmed
FACT_ARRIVAL_DROP_CAPSULE_DAMAGE_PRIMARY,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_drop_capsule_damage_audit,confirmed
FACT_FACTIONS_DEEP_REACH_RETURN_CLAIM_PRIMARY,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_deep_reach_return_claim,confirmed
FACT_ENDINGS_FALSE_EXIT_MATERIAL_PRIMARY,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_material_exit_offer,confirmed
FACT_PLAYER_PROFESSIONAL_MOTIVE_PRIMARY,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_professional_motive_shift,confirmed
FACT_HUMANITY_SIX_DOMAIN_LEDGER_PRIMARY,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_six_domain_ledger,confirmed
FACT_PLAYER_BARNARD_YARDS_ORIGIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_barnard_yards_origin_record,confirmed
FACT_TRAVEL_NO_FTL_TRANSIT_MATH_PRIMARY,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_transit_math_record,confirmed
FACT_DEEP_REACH_SEED_SHIP_DOCTRINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_seed_ship_doctrine_record,confirmed
FACT_ROUTES_RELAY_CUSTODY_DEBT_CHAIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_relay_debt_chain_record,confirmed
FACT_HECTON8_PHOTIC_SHELF_LIFE_PRIMARY,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_photic_shelf_life,confirmed
FACT_HECTON8_PRESSURE_LADDER_DEPTH_BANDS_PRIMARY,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pressure_ladder,confirmed
FACT_HECTON8_CABLE_REEF_SYMBIOSIS_PRIMARY,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_cable_reef_symbiosis,confirmed
FACT_HECTON8_ABYSSAL_REPAIR_FAUNA_PRIMARY,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_abyssal_repair_fauna,confirmed
FACT_ATLAS6_FACTORY_TEMPLE_THRESHOLD_PRIMARY,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_factory_temple_threshold,confirmed
FACT_HECTON8_RETURN_VECTOR_WINDOW_PRIMARY,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_return_vector_window,confirmed
FACT_HECTON8_COWARD_EXIT_CHAIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_coward_exit_chain,confirmed
FACT_HECTON8_MATERIAL_PAYOUT_LEDGER_PRIMARY,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_material_payout_ledger,confirmed
FACT_HECTON8_DEEP_REACH_CLEANSE_ORDER_PRIMARY,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_deep_reach_cleanse_order,confirmed
FACT_HECTON8_ATLAS_FINAL_ARGUMENT_PRIMARY,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_atlas_final_argument,confirmed
FACT_HECTON8_WORKER_LOCKER_ROW_PRIMARY,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_worker_locker_row,confirmed
FACT_HECTON8_PRESSURE_BUNK_ROUTINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pressure_bunk_routine,confirmed
FACT_HECTON8_SHIFT_BOARD_ROUTE_HOLDS_PRIMARY,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_shift_board_route_holds,confirmed
FACT_HECTON8_MEDICAL_LOCK_DELAY_PRIMARY,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_medical_lock_delay,confirmed
FACT_HECTON8_BLACK_BOX_NAME_STACK_PRIMARY,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_box_name_stack,confirmed
FACT_HECTON8_PUMP_ROOM_HANDSHAKE_PRIMARY,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pump_room_handshake,confirmed
FACT_HECTON8_HATCH_SEAL_LEDGER_PRIMARY,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_hatch_seal_ledger,confirmed
FACT_HECTON8_CABLE_SPLICE_SCAR_PRIMARY,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_cable_splice_scar,confirmed
FACT_HECTON8_SONAR_RETURN_ROUTE_PRIMARY,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_sonar_return_route,confirmed
FACT_HECTON8_SALVAGE_TOOL_CUSTODY_PRIMARY,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_salvage_tool_custody,confirmed
FACT_HECTON8_LIGHT_DELAY_AUTHORITY_PRIMARY,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_light_delay_authority,confirmed
FACT_HECTON8_BLACK_KEEL_TARIFF_TABLE_PRIMARY,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_keel_tariff_table,confirmed
FACT_HECTON8_MARAUDER_GRAFFITI_MASKS_PRIMARY,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_marauder_graffiti_masks,confirmed
FACT_HECTON8_RELAY_QUEUE_DRIFT_PRIMARY,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_relay_queue_drift,confirmed
FACT_HECTON8_CORPORATE_RESPONSE_LEDGER_PRIMARY,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_corporate_response_ledger,confirmed
FACT_HECTON8_EX_DEEP_REACH_MARAUDER_PRIMARY,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_ex_deep_reach_recognition,confirmed
FACT_HECTON8_GREAT_TIDE_LIABILITY_CHAIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_great_tide_liability_chain,confirmed
FACT_HECTON8_BLACK_KEEL_CLAIM_HOOKS_PRIMARY,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_keel_claim_hooks,confirmed
FACT_HECTON8_ESCAPE_CHAIN_ASSEMBLY_PRIMARY,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_escape_chain_assembly,confirmed
FACT_HECTON8_FIRST_HOUR_SPINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_first_hour_spine,confirmed
FACT_HECTON8_MAINTENANCE_ECOLOGY_PRIMARY,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_maintenance_ecology,confirmed
FACT_HECTON8_MARA_VENN_TIDE_MODEL_PRIMARY,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_mara_venn_tide_model,confirmed
FACT_HECTON8_JUNO_KADE_EVACUATION_HOLD_PRIMARY,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_juno_kade_evacuation_hold,confirmed
FACT_HECTON8_REN_OKOYE_PUMP_63_PRIMARY,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_ren_okoye_pump_63,confirmed
FACT_HECTON8_SAHANA_IQBAL_ATLAS_SAFETY_PRIMARY,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,Docs/Lore/AppliedContent/packets/RS013_COLONY_ATLAS_MAINTENANCE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_sahana_iqbal_atlas_safety,confirmed
FACT_HECTON8_LIAN_TORRES_LAST_PACKET_PRIMARY,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_lian_torres_last_packet,confirmed
FACT_HECTON8_OSKAR_NEUMANN_PRESSURE_FORGE_PRIMARY,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_oskar_neumann_pressure_forge,confirmed
FACT_HECTON8_AYA_MORITA_REPAIR_MEDICINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_aya_morita_repair_medicine,confirmed
FACT_HECTON8_PAVEL_SORN_PROCEDURE_HOLD_PRIMARY,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pavel_sorn_procedure_hold,confirmed
FACT_HECTON8_DEEP_REACH_PRESENT_WINDOWS_PRIMARY,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,Docs/Lore/AppliedContent/packets/RS014_COLONY_RETURN_WINDOWS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_deep_reach_present_windows,confirmed
FACT_HUMAN_SOL_CORE_AUTHORITY_PRIMARY,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_sol_core_authority,confirmed
FACT_HUMAN_CENTAURI_COMPACT_LEGITIMACY_PRIMARY,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_centauri_compact_legitimacy,confirmed
FACT_HUMAN_BARNARD_YARDS_MARAUDER_ORIGIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_barnard_yards_marauder_origin,confirmed
FACT_HUMAN_TAU_CETI_PUBLIC_LEDGER_PRIMARY,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_tau_ceti_public_ledger,confirmed
FACT_HUMAN_LUYTEN_JUNCTION_PACKET_CUSTODY_PRIMARY,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_luyten_junction_packet_custody,confirmed
FACT_AEGIR_RAN_AEGIR_ANCHOR_PRIMARY,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_ran_aegir_anchor,confirmed
FACT_AEGIR_MOON_LADDER_PRIMARY,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_aegir_moon_ladder,confirmed
FACT_AEGIR_INNER_MOON_RELAY_HAZARDS_PRIMARY,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_inner_moon_relay_hazards,confirmed
