article_id,packet_id,related_ids,cluster,surface,spoiler,unlock_route
hecton8.ex_deep_reach_marauder,P056_EX_DEEP_REACH_MARAUDER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_ex_deep_reach_recognition
hecton8.great_tide_liability_chain,P057_GREAT_TIDE_LIABILITY_CHAIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_great_tide_liability_chain
hecton8.black_keel_claim_hooks,P058_BLACK_KEEL_CLAIM_HOOKS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_black_keel_claim_hooks
hecton8.escape_chain_assembly,P059_ESCAPE_CHAIN_ASSEMBLY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_escape_chain_assembly
hecton8.first_hour_spine,P060_FIRST_HOUR_SPINE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_first_hour_spine
hecton8.maintenance_ecology,P061_MAINTENANCE_ECOLOGY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_maintenance_ecology
hecton8.mara_venn_tide_model,P062_MARA_VENN_TIDE_MODEL,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_mara_venn_tide_model
hecton8.juno_kade_evacuation_hold,P063_JUNO_KADE_EVACUATION_HOLD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_juno_kade_evacuation_hold
hecton8.ren_okoye_pump_63,P064_REN_OKOYE_PUMP_63,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_ren_okoye_pump_63
hecton8.sahana_iqbal_atlas_safety,P065_SAHANA_IQBAL_ATLAS_SAFETY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_sahana_iqbal_atlas_safety
hecton8.lian_torres_last_packet,P066_LIAN_TORRES_LAST_PACKET,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_lian_torres_last_packet
hecton8.oskar_neumann_pressure_forge,P067_OSKAR_NEUMANN_PRESSURE_FORGE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_oskar_neumann_pressure_forge
hecton8.aya_morita_repair_medicine,P068_AYA_MORITA_REPAIR_MEDICINE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_aya_morita_repair_medicine
hecton8.pavel_sorn_procedure_hold,P069_PAVEL_SORN_PROCEDURE_HOLD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_pavel_sorn_procedure_hold
hecton8.deep_reach_present_windows,P070_DEEP_REACH_PRESENT_WINDOWS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_deep_reach_present_windows
human.sol_core_authority,P071_SOL_CORE_AUTHORITY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_sol_core_authority
human.centauri_compact_legitimacy,P072_CENTAURI_COMPACT_LEGITIMACY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_centauri_compact_legitimacy
human.barnard_yards_marauder_origin,P073_BARNARD_YARDS_MARAUDER_ORIGIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_barnard_yards_marauder_origin
human.tau_ceti_public_ledger,P074_TAU_CETI_PUBLIC_LEDGER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_tau_ceti_public_ledger
human.luyten_junction_packet_custody,P075_LUYTEN_JUNCTION_PACKET_CUSTODY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_luyten_junction_packet_custody
aegir.ran_aegir_anchor,P076_RAN_AEGIR_ANCHOR,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_ran_aegir_anchor
aegir.moon_ladder,P077_AEGIR_MOON_LADDER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_aegir_moon_ladder
aegir.inner_moon_relay_hazards,P078_INNER_MOON_RELAY_HAZARDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_inner_moon_relay_hazards
aegir.hecton8_orbit_tide_geometry,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_hecton8_orbit_tide_geometry
aegir.outer_moon_cold_claims,P080_OUTER_MOON_COLD_CLAIMS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_outer_moon_cold_claims
hecton8.great_tide_physics_record,P081_GREAT_TIDE_PHYSICS_RECORD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_great_tide_physics_record
hecton8.pressure_glass_formation,P082_PRESSURE_GLASS_FORMATION,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_pressure_glass_formation
hecton8.brine_canyon_route_ladder,P083_BRINE_CANYON_ROUTE_LADDER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_brine_canyon_route_ladder
hecton8.vent_forge_geothermal_engine,P084_VENT_FORGE_GEOTHERMAL_ENGINE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_vent_forge_geothermal_engine
hecton8.biometal_resource_stack,P085_BIOMETAL_RESOURCE_STACK,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_biometal_resource_stack
carrier.aegir_reclamation_pool,P086_AEGIR_RECLAMATION_POOL,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_aegir_reclamation_pool
carrier.keelmark_mutual_custody,P087_KEELMARK_MUTUAL_CUSTODY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_keelmark_mutual_custody
carrier.tonne_window_debt,P088_TONNE_WINDOW_DEBT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_tonne_window_debt
carrier.black_keel_first_voice,P089_BLACK_KEEL_FIRST_VOICE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_black_keel_first_voice
carrier.deep_reach_priority_hook,P090_DEEP_REACH_PRIORITY_HOOK,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_deep_reach_priority_hook
hecton8.collision_fractured_moon,P091_COLLISION_FRACTURED_MOON,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_collision_fractured_moon
hecton8.global_ocean_depth_bands,P092_GLOBAL_OCEAN_DEPTH_BANDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_global_ocean_depth_bands
hecton8.accessible_seafloor_windows,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_accessible_seafloor_windows
hecton8.seed_geology_invariants,P094_SEED_GEOLOGY_INVARIANTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_seed_geology_invariants
hecton8.pressure_containment_failure,P095_PRESSURE_CONTAINMENT_FAILURE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_pressure_containment_failure
atlas.atlas_person_boundary,P096_ATLAS_PERSON_BOUNDARY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_atlas_person_boundary
deep_reach.recovery_compliance_office,P097_RECOVERY_COMPLIANCE_OFFICE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_recovery_compliance_office
endings.false_ending_taxonomy,P098_FALSE_ENDING_TAXONOMY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_false_ending_taxonomy
progression.marauder_dossier_persistence,P099_MARAUDER_DOSSIER_PERSISTENCE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_marauder_dossier_persistence
endings.final_choice_payload,P100_FINAL_CHOICE_PAYLOAD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_final_choice_payload
human_space.no_ftl_route_economy,P101_NO_FTL_ROUTE_ECONOMY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_no_ftl_route_economy
human_space.beam_sail_probe_era,P102_BEAM_SAIL_PROBE_ERA,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_beam_sail_probe_era
human_space.pellet_fusion_freight,P103_PELLET_FUSION_FREIGHT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_pellet_fusion_freight
aegir.ran_b_h8_public_catalog,P104_RAN_B_H8_PUBLIC_CATALOG,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_ran_b_h8_public_catalog
black_keel.in_system_tender_limit,P105_BLACK_KEEL_IN_SYSTEM_TENDER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_black_keel_in_system_tender
deep_reach.iliya_varnek_tide_margin,P106_ILIYA_VARNEK_TIDE_MARGIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_iliya_varnek_tide_margin
deep_reach.selene_arendt_atlas_weighting,P107_SELENE_ARENDT_ATLAS_WEIGHTING,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_selene_arendt_atlas_weighting
deep_reach.noor_haldane_evac_cert,P108_NOOR_HALDANE_EVAC_CERT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_noor_haldane_evac_cert
deep_reach.marek_ibarra_loss_conversion,P109_MAREK_IBARRA_LOSS_CONVERSION,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_marek_ibarra_loss_conversion
deep_reach.vera_sato_ren_return_action,P110_VERA_SATO_REN_RETURN_ACTION,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_vera_sato_ren_return_action
first_hour.manual_bilge_pump_kit,P111_MANUAL_BILGE_PUMP_KIT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_manual_bilge_pump_kit
first_hour.cold_sealant_patch_gun,P112_COLD_SEALANT_PATCH_GUN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_cold_sealant_patch_gun
first_hour.low_power_induction_cutter,P113_LOW_POWER_INDUCTION_CUTTER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_low_power_induction_cutter
first_hour.acoustic_pinger_line,P114_ACOUSTIC_PINGER_LINE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_acoustic_pinger_line
first_hour.p63_field_fabricator,P115_P63_FIELD_FABRICATOR,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_p63_field_fabricator
resources.native_sulfide_salt_stack,P116_NATIVE_SULFIDE_SALT_STACK,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_native_sulfide_salt_stack
resources.noble_gas_brine_pockets,P117_NOBLE_GAS_BRINE_POCKETS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_noble_gas_brine_pockets
resources.deep_reach_pressure_ceramics,P118_DEEP_REACH_PRESSURE_CERAMICS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_deep_reach_pressure_ceramics
resources.atlas_biofiber_sealant,P119_ATLAS_BIOFIBER_SEALANT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_atlas_biofiber_sealant
resources.biometal_sensor_tags,P120_BIOMETAL_SENSOR_TAGS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_biometal_sensor_tags
human_space.domain_civic_corporate_split,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.domain_civic_corporate_split
human_space.marauder_legal_loophole,P122_MARAUDER_LEGAL_LOOPHOLE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.marauder_legal_loophole
human_space.salvage_truth_evidence_status,P123_SALVAGE_TRUTH_EVIDENCE_STATUS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.salvage_truth_evidence_status
human_space.normal_citizen_aegir_memory,P124_NORMAL_CITIZEN_AEGIR_MEMORY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.normal_citizen_aegir_memory
human_space.deep_reach_origin_chain,P125_DEEP_REACH_ORIGIN_CHAIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.deep_reach_origin_chain
atlas.public_front,P126_ATLAS_PUBLIC_FRONT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.atlas_public_front
atlas.insurance_personhood_status,P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.atlas_insurance_personhood_status
atlas.classified_weighting_layer,P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.atlas_classified_weighting_layer
