type,locale,surface,packet_id,path,detail
draft_marker_packet,en_US,terminal,P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,DRAFT
draft_marker_packet,en_US,terminal,P445_ENDING_PAYOUT_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,DRAFT
draft_marker_packet,en_US,terminal,P449_FINAL_DESCENT_PLACEMENT_BRIEF,Docs\Lore\AppliedContent\packets\RS090_UNITY_PLACEMENT_SCENE_BRIEFS.packets.json,machine
draft_marker_packet,en_US,audio,P015_BLACK_KEEL_LEDGER,Docs\Lore\AppliedContent\packets\RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,machine
draft_marker_packet,en_US,audio,P034_ABYSSAL_REPAIR_FAUNA,Docs\Lore\AppliedContent\packets\RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,machine
draft_marker_packet,en_US,audio,P082_PRESSURE_GLASS_FORMATION,Docs\Lore\AppliedContent\packets\RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,machine
draft_marker_packet,en_US,audio,P115_P63_FIELD_FABRICATOR,Docs\Lore\AppliedContent\packets\RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,machine
draft_marker_packet,en_US,audio,P126_ATLAS_PUBLIC_FRONT,Docs\Lore\AppliedContent\packets\RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,machine
draft_marker_packet,en_US,audio,P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,Docs\Lore\AppliedContent\packets\RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,machine
draft_marker_packet,en_US,audio,P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,Docs\Lore\AppliedContent\packets\RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,machine
draft_marker_packet,en_US,audio,P182_HECTON8_ORBITAL_HAZARD_TABLE,Docs\Lore\AppliedContent\packets\RS037_AEGIR_MOON_PUBLIC_ATLAS.packets.json,machine
draft_marker_packet,en_US,audio,P238_P63_FABRICATOR_AUTHORITY_LIMITS,Docs\Lore\AppliedContent\packets\RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK.packets.json,machine
draft_marker_packet,en_US,audio,P274_ATLAS_SEVERANCE_RECORD,Docs\Lore\AppliedContent\packets\RS055_ENDING_PAYLOAD_RECORD_SURFACES.packets.json,machine
draft_marker_packet,en_US,audio,P276_RU_NATIVE_REVIEW_LOCK,Docs\Lore\AppliedContent\packets\RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json,machine
draft_marker_packet,en_US,audio,P284_ATLAS6_SITE_SPOILER_GATE_COPY,Docs\Lore\AppliedContent\packets\RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS.packets.json,machine
draft_marker_packet,en_US,audio,P344_SYSTEM_CARRIER_TUG_STACK,Docs\Lore\AppliedContent\packets\RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P029_SEED_SHIP_DOCTRINE,Docs\Lore\AppliedContent\packets\RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P032_PRESSURE_LADDER_DEPTH_BANDS,Docs\Lore\AppliedContent\packets\RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P042_PRESSURE_BUNK_ROUTINE,Docs\Lore\AppliedContent\packets\RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P092_GLOBAL_OCEAN_DEPTH_BANDS,Docs\Lore\AppliedContent\packets\RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,Docs\Lore\AppliedContent\packets\RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P129_ATLAS_SHUTDOWN_ETHIC_FRAME,Docs\Lore\AppliedContent\packets\RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P135_PUBLIC_LEDGER_LEAK_ROUTE,Docs\Lore\AppliedContent\packets\RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P209_ANCHOR_WORKER_NAME_SET_B,Docs\Lore\AppliedContent\packets\RS042_COLONY_ROSTER_AUTHORING_POOL.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P254_ATLAS6_SPOILER_GATED_ARTICLE,Docs\Lore\AppliedContent\packets\RS051_PUBLIC_SITE_PILLAR_ARTICLES.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P296_ABYSSAL_MACHINE_FIELD_WARNING,Docs\Lore\AppliedContent\packets\RS060_FINAL_DESCENT_ROUTE_FRAGMENTS.packets.json,Machine
draft_marker_packet,en_US,in_game_wiki,P310_LOCALIZED_OVERFLOW_PROOF_CARD,Docs\Lore\AppliedContent\packets\RS062_RUNTIME_UI_PROOF_BACKLOG.packets.json,draft
draft_marker_packet,en_US,in_game_wiki,P378_PAYLOAD_PRESERVE_QUARANTINE_RECEIVER_PROTOCOL,Docs\Lore\AppliedContent\packets\RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS.packets.json,machine
draft_marker_packet,en_US,in_game_wiki,P384_ABYSSAL_MACHINE_FIELD_REPAIR_ACT,Docs\Lore\AppliedContent\packets\RS077_LONG_CAMPAIGN_ACT_SPINE.packets.json,machine
draft_marker_packet,en_US,external_site,P015_BLACK_KEEL_LEDGER,Docs\Lore\AppliedContent\packets\RS003_HUMAN_SPACE_AEGIR_ROUTE.packets.json,machine
draft_marker_packet,en_US,external_site,P021_BLACK_KEEL_CUSTODY,Docs\Lore\AppliedContent\packets\RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,machine
draft_marker_packet,en_US,external_site,P040_ATLAS_FINAL_ARGUMENT,Docs\Lore\AppliedContent\packets\RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,machine
draft_marker_packet,en_US,external_site,P089_BLACK_KEEL_FIRST_VOICE,Docs\Lore\AppliedContent\packets\RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,machine
draft_marker_packet,en_US,external_site,P100_FINAL_CHOICE_PAYLOAD,Docs\Lore\AppliedContent\packets\RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,machine
draft_marker_packet,en_US,external_site,P102_BEAM_SAIL_PROBE_ERA,Docs\Lore\AppliedContent\packets\RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,machine
draft_marker_packet,en_US,external_site,P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,Docs\Lore\AppliedContent\packets\RS040_NUMERIC_TUNING_SOURCE_RULES.packets.json,Placeholder
draft_marker_packet,en_US,external_site,P296_ABYSSAL_MACHINE_FIELD_WARNING,Docs\Lore\AppliedContent\packets\RS060_FINAL_DESCENT_ROUTE_FRAGMENTS.packets.json,machine
draft_marker_packet,en_US,external_site,P298_FACTORY_TEMPLE_ENTRY_FRAGMENT,Docs\Lore\AppliedContent\packets\RS060_FINAL_DESCENT_ROUTE_FRAGMENTS.packets.json,machine
draft_marker_packet,en_US,external_site,P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,Docs\Lore\AppliedContent\packets\RS063_PUBLICATION_COMPOSITION_PROOF_PACK.packets.json,machine
draft_marker_packet,en_US,external_site,P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,Docs\Lore\AppliedContent\packets\RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG.packets.json,machine
draft_marker_packet,en_US,external_site,P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,Docs\Lore\AppliedContent\packets\RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG.packets.json,machine
draft_marker_packet,en_US,external_site,P319_FINAL_DESCENT_PLACEMENT_PRIORITY_LOCK,Docs\Lore\AppliedContent\packets\RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG.packets.json,machine
draft_marker_packet,en_US,external_site,P390_ATLAS_SERVICE_BASIN_POI_KIT,Docs\Lore\AppliedContent\packets\RS078_MAJOR_POI_EVIDENCE_KITS.packets.json,machine
draft_marker_packet,en_US,external_site,P432_SCANNER_STAGE_COPY_ESCALATION_RULE,Docs\Lore\AppliedContent\packets\RS087_PDA_CODEX_PRESENTATION_RULES.packets.json,machine
draft_marker_packet,en_US,external_site,P451_RU_NATIVE_ENCODING_QA_BRIEF,Docs\Lore\AppliedContent\packets\RS091_NATIVE_LOCALIZATION_AND_ACCESSIBILITY_QA_BRIEFS.packets.json,machine
draft_marker_packet,en_US,field_note,P075_LUYTEN_JUNCTION_PACKET_CUSTODY,Docs\Lore\AppliedContent\packets\RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,machine
draft_marker_packet,en_US,field_note,P084_VENT_FORGE_GEOTHERMAL_ENGINE,Docs\Lore\AppliedContent\packets\RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,machine
draft_marker_packet,en_US,field_note,P087_KEELMARK_MUTUAL_CUSTODY,Docs\Lore\AppliedContent\packets\RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,machine
draft_marker_packet,en_US,field_note,P192_FINAL_QUESTION_BROKEN_GUARDIAN,Docs\Lore\AppliedContent\packets\RS039_FINAL_DECISION_EMOTIONAL_AXIS.packets.json,machine
draft_marker_packet,en_US,field_note,P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,Docs\Lore\AppliedContent\packets\RS039_FINAL_DECISION_EMOTIONAL_AXIS.packets.json,machine
draft_marker_packet,en_US,field_note,P200_NATIVE_LOCALIZATION_PASS_CONTRACT,Docs\Lore\AppliedContent\packets\RS040_NUMERIC_TUNING_SOURCE_RULES.packets.json,Draft
draft_marker_packet,en_US,field_note,P227_DENSITY_SKATER_FAUNA,Docs\Lore\AppliedContent\packets\RS046_BRINE_CANYON_ABYSS_ECOLOGY.packets.json,machine
draft_marker_packet,en_US,field_note,P373_ATLAS_WEIGHTING_AUDIT_PROOF,Docs\Lore\AppliedContent\packets\RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN.packets.json,machine
draft_marker_packet,en_US,field_note,P441_RESOURCE_YIELD_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,Draft
draft_marker_packet,en_US,field_note,P442_STACK_LIMIT_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,Draft
draft_marker_packet,en_US,field_note,P443_ESCAPE_RECIPE_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,Draft
draft_marker_packet,en_US,field_note,P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,Draft
draft_marker_packet,en_US,field_note,P445_ENDING_PAYOUT_VALUE_DRAFT_ROWS,Docs\Lore\AppliedContent\packets\RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS.packets.json,Draft
english_fallback_packet,ru_RU,title,P046_PUMP_ROOM_HANDSHAKE,Docs\Lore\AppliedContent\packets\RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Pump Room Handshake
english_fallback_packet,ru_RU,title,P047_HATCH_SEAL_LEDGER,Docs\Lore\AppliedContent\packets\RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Hatch Seal Ledger
english_fallback_packet,ru_RU,title,P048_CABLE_SPLICE_SCAR,Docs\Lore\AppliedContent\packets\RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Cable Splice Scar
english_fallback_packet,ru_RU,title,P049_SONAR_RETURN_ROUTE,Docs\Lore\AppliedContent\packets\RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Sonar Return Route
english_fallback_packet,ru_RU,title,P050_SALVAGE_TOOL_CUSTODY,Docs\Lore\AppliedContent\packets\RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,Salvage Tool Custody
english_fallback_packet,ru_RU,title,P051_LIGHT_DELAY_AUTHORITY,Docs\Lore\AppliedContent\packets\RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Light-Delay Authority
english_fallback_packet,ru_RU,title,P052_BLACK_KEEL_TARIFF_TABLE,Docs\Lore\AppliedContent\packets\RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Black Keel Tariff Table
english_fallback_packet,ru_RU,title,P053_MARAUDER_GRAFFITI_MASKS,Docs\Lore\AppliedContent\packets\RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Marauder Graffiti Masks
english_fallback_packet,ru_RU,title,P054_RELAY_QUEUE_DRIFT,Docs\Lore\AppliedContent\packets\RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Relay Queue Drift
english_fallback_packet,ru_RU,title,P055_CORPORATE_RESPONSE_LEDGER,Docs\Lore\AppliedContent\packets\RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,Corporate Response Ledger
english_fallback_packet,ru_RU,title,P075_LUYTEN_JUNCTION_PACKET_CUSTODY,Docs\Lore\AppliedContent\packets\RS015_HUMAN_DOMAINS_ROUTE_ECONOMY.packets.json,Packet custody Luyten Junction
english_fallback_packet,ru_RU,title,P086_AEGIR_RECLAMATION_POOL,Docs\Lore\AppliedContent\packets\RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Aegir Reclamation Pool
english_fallback_packet,ru_RU,title,P087_KEELMARK_MUTUAL_CUSTODY,Docs\Lore\AppliedContent\packets\RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Keelmark Mutual Custody
english_fallback_packet,ru_RU,title,P088_TONNE_WINDOW_DEBT,Docs\Lore\AppliedContent\packets\RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Tonne-Window Debt
english_fallback_packet,ru_RU,title,P090_DEEP_REACH_PRIORITY_HOOK,Docs\Lore\AppliedContent\packets\RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Deep Reach Priority Hook
english_fallback_packet,ru_RU,title,P091_COLLISION_FRACTURED_MOON,Docs\Lore\AppliedContent\packets\RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Collision-Fractured Moon
english_fallback_packet,ru_RU,title,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,Docs\Lore\AppliedContent\packets\RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Accessible Seafloor Windows
english_fallback_packet,ru_RU,title,P094_SEED_GEOLOGY_INVARIANTS,Docs\Lore\AppliedContent\packets\RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Seed Geology Invariants
english_fallback_packet,ru_RU,title,P095_PRESSURE_CONTAINMENT_FAILURE,Docs\Lore\AppliedContent\packets\RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Pressure Containment Failure
english_fallback_packet,ru_RU,title,P096_ATLAS_PERSON_BOUNDARY,Docs\Lore\AppliedContent\packets\RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Atlas Person Boundary
english_fallback_packet,ru_RU,title,P097_RECOVERY_COMPLIANCE_OFFICE,Docs\Lore\AppliedContent\packets\RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Recovery Compliance Office
english_fallback_packet,ru_RU,title,P098_FALSE_ENDING_TAXONOMY,Docs\Lore\AppliedContent\packets\RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,False Ending Taxonomy
english_fallback_packet,ru_RU,title,P099_MARAUDER_DOSSIER_PERSISTENCE,Docs\Lore\AppliedContent\packets\RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Marauder Dossier Persistence
english_fallback_packet,ru_RU,title,P100_FINAL_CHOICE_PAYLOAD,Docs\Lore\AppliedContent\packets\RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Final Choice Payload
english_fallback_packet,ru_RU,title,P106_ILIYA_VARNEK_TIDE_MARGIN,Docs\Lore\AppliedContent\packets\RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Iliya Varnek: tide margin
english_fallback_packet,ru_RU,title,P108_NOOR_HALDANE_EVAC_CERT,Docs\Lore\AppliedContent\packets\RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Noor Haldane: evac cert
english_fallback_packet,ru_RU,title,P109_MAREK_IBARRA_LOSS_CONVERSION,Docs\Lore\AppliedContent\packets\RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Marek Ibarra: loss conversion
english_fallback_packet,ru_RU,title,P110_VERA_SATO_REN_RETURN_ACTION,Docs\Lore\AppliedContent\packets\RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Vera Sato-Ren: return action
english_fallback_packet,ru_RU,title,P112_COLD_SEALANT_PATCH_GUN,Docs\Lore\AppliedContent\packets\RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Cold sealant patch gun
english_fallback_packet,ru_RU,title,P113_LOW_POWER_INDUCTION_CUTTER,Docs\Lore\AppliedContent\packets\RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Low-power induction cutter
english_fallback_packet,ru_RU,title,P114_ACOUSTIC_PINGER_LINE,Docs\Lore\AppliedContent\packets\RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Acoustic pinger line
english_fallback_packet,ru_RU,title,P115_P63_FIELD_FABRICATOR,Docs\Lore\AppliedContent\packets\RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,P-63 field fabricator
english_fallback_packet,ru_RU,title,P116_NATIVE_SULFIDE_SALT_STACK,Docs\Lore\AppliedContent\packets\RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Native sulfide salt stack
english_fallback_packet,ru_RU,title,P117_NOBLE_GAS_BRINE_POCKETS,Docs\Lore\AppliedContent\packets\RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Noble gas brine pockets
english_fallback_packet,ru_RU,title,P118_DEEP_REACH_PRESSURE_CERAMICS,Docs\Lore\AppliedContent\packets\RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Deep Reach pressure ceramics
english_fallback_packet,ru_RU,title,P119_ATLAS_BIOFIBER_SEALANT,Docs\Lore\AppliedContent\packets\RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Atlas biofiber sealant
english_fallback_packet,ru_RU,title,P120_BIOMETAL_SENSOR_TAGS,Docs\Lore\AppliedContent\packets\RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Biometal sensor tags
english_fallback_packet,ru_RU,title,P147_AEGIR_CONTINUITY_HOLDINGS,Docs\Lore\AppliedContent\packets\RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Aegir Continuity Holdings
english_fallback_packet,ru_RU,title,P149_KEELMARK_LOSS_DESK,Docs\Lore\AppliedContent\packets\RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Loss Desk Keelmark
draft_marker_packet,ru_RU,title,P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,Docs\Lore\AppliedContent\packets\RS040_NUMERIC_TUNING_SOURCE_RULES.packets.json,placeholder
english_fallback_packet,ru_RU,title,P208_ANCHOR_WORKER_NAME_SET_A,Docs\Lore\AppliedContent\packets\RS042_COLONY_ROSTER_AUTHORING_POOL.packets.json,Anchor Worker Name Set A
