asset_type,path,extension,width,height,source_mode,meta_max_texture_size,meta_texture_compression,meta_texture_format,meta_streaming_mipmaps,meta_is_readable,meta_texture_type,bc7_bytes,bc7_mib,bc7_full_mip_mib,file_bytes,file_mib,triangles,mesh_geometry_estimate_bytes,mesh_geometry_estimate_mib,lod_detected,mesh_meta_is_readable,mesh_meta_compression,mesh_meta_optimize_mesh,mesh_meta_import_blend_shapes,mesh_meta_add_colliders,mesh_meta_generate_secondary_uv,mesh_meta_keep_quads,rt_color_format,rt_depth_stencil_format,rt_anti_aliasing,rt_mipmap,rt_generate_mips,rt_texture_dimension,rt_volume_depth,rt_dynamic_scale,rt_random_write,rt_estimate_bytes,rt_estimate_mib,redline_flags,atlas_group,recommendation,evidence_class
texture,Assets/_Project/Art/DEPRECATED/RejectedVisualPasses/CodexRejectedVisualPasses/WaterSkyFirstPass_20260608/Textures/WaterSkyFirstPass/TEX_Codex_CyanNoirSkyGradient_20260608.png,.png,1024,512,RGBA,2048,1,-1|1|25,0,0,0,524288,0.500,0.667,93629,0.089,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/DEPRECATED/RejectedVisualPasses/CodexRejectedVisualPasses/WaterSkyFirstPass_20260608/Textures/WaterSkyFirstPass/TEX_Codex_MoonDisc_20260608.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,0,262144,0.250,0.333,128045,0.122,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/DEPRECATED/RejectedVisualPasses/CodexRejectedVisualPasses/WaterSkyFirstPass_20260608/Textures/WaterSkyFirstPass/TEX_Codex_SoftCausticNet_20260608.png,.png,1024,1024,RGBA,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,332816,0.317,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/DEPRECATED/RejectedVisualPasses/CodexRejectedVisualPasses/WaterSkyFirstPass_20260608/Textures/WaterSkyFirstPass/TEX_Codex_WaterFlowSurface_20260608.png,.png,1024,1024,RGBA,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,505054,0.482,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_AO.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2045437,1.951,,,,,,,,,,,,,,,,,,,,,,,,,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_BaseColor.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2030319,1.936,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_Normal.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,6889172,6.570,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock 7/Materials/2.jpg,.jpg,4000,4000,RGB,2048|512,1,-1|1|25,1,0,0,16000000,15.259,20.345,5251828,5.009,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,2048,L,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2071696,1.976,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_Color.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,4677891,4.461,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_NormalGL.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,9225367,8.798,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,2048,L,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,2114145,2.016,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_Color.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,5825412,5.556,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_NormalGL.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,10160588,9.690,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,1024,L,2048|512,1,-1|1|25,1,0,0,2097152,2.000,2.667,1258887,1.201,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_Color.jpg,.jpg,2048,1024,RGB,2048|512,1,-1|1|25,1,0,0,2097152,2.000,2.667,3436561,3.277,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_NormalGL.jpg,.jpg,2048,1024,RGB,2048|512,1,-1|1|27,1,0,1,2097152,2.000,2.667,3424734,3.266,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_AmbientOcclusion.jpg,.jpg,2048,2048,L,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,1766867,1.685,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_Color.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,5706131,5.442,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_NormalGL.jpg,.jpg,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,10037203,9.572,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Sandbox/Coral_Albedo.png,.png,2048,2048,RGB,2048|512,1,-1|1|25,1,0,0,4194304,4.000,5.333,7501563,7.154,,,,,,,,,,,,,,,,,,,,,,,,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Models/Sandbox/Coral_Normal.png,.png,2048,2048,RGB,2048|512,1,-1|1|27,1,0,1,4194304,4.000,5.333,2806536,2.677,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/Skyboxes/panorama_den.png,.png,1456,720,RGB,2048,1,-1|1|25,0,0,0,1048320,1.000,1.333,1485405,1.417,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Skyboxes/panorama_noch.png,.png,1472,720,RGB,2048,1,-1|1|25,0,0,0,1059840,1.011,1.348,1816398,1.732,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Skyboxes/panorama_shtorm.png,.png,1472,720,RGB,2048,1,-1|1|25,0,0,0,1059840,1.011,1.348,1634594,1.559,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/cardiogram.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,12325,0.012,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/oxygen-tank.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,15268,0.015,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ring.png,.png,601,616,RGBA,2048,1,-1|1|25,0,0,8,370216,0.353,0.471,77083,0.074,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/thunder.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,8888,0.008,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/BATTERY.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1798046,1.715,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/COPPER.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1644605,1.568,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/CUTTER.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1451903,1.385,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_01_OxygenMicroTank_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,114817,0.109,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_02_PressureRegulatorModule_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,239651,0.229,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_03_PressureSalvageCaseA_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,217806,0.208,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_04_FoldedMultitoolA_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,148495,0.142,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_05_FoldedMultitoolB_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,138890,0.132,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_06_PowerCoilCartridge_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,187616,0.179,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_07_ThermalControlModule_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,212102,0.202,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_08_BeaconPuck_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,190330,0.182,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_09_SampleVialRack_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,147000,0.140,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Alpha512/DRAFT_TX_B30_IsolatedInventory_10_AlloyIngot_Alpha512.png,.png,512,512,RGBA,2048,1,-1|1|25,0,0,8,262144,0.250,0.333,165541,0.158,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Atlas/PREVIEW_B30_InventoryGenerated_DiegeticSlots.png,.png,560,272,RGBA,2048,1,-1|1|25,0,0,0,152320,0.145,0.194,60285,0.057,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Atlas/PREVIEW_B30_InventoryGenerated_IconSizes_Checkerboard.png,.png,760,1720,RGBA,2048,1,-1|1|25,0,0,8,1307200,1.247,1.662,727710,0.694,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Atlas/PREVIEW_B30_InventoryGenerated_Readability.png,.png,590,428,RGBA,2048,1,-1|1|25,0,0,0,252520,0.241,0.321,79189,0.076,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Atlas/TX_B30_InventoryGenerated_CandidateAtlas_512xCells.png,.png,2560,1024,RGBA,2048,1,-1|1|25,0,0,8,2621440,2.500,3.333,1785370,1.703,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048;STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/InventoryGenerated/Batch30/Atlas/TX_B30_InventoryGenerated_CandidateAtlas_512xCells_256xCells.png,.png,1280,512,RGBA,2048,1,-1|1|25,0,0,8,655360,0.625,0.833,505175,0.482,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/MICRO.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1851554,1.766,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/OXYGEN.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1710781,1.632,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/Sprites/ui/TITANIUM.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,8,1048576,1.000,1.333,1753899,1.673,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Aegir_storms.png,.png,4096,2048,RGBA,2048,1,-1|1|25,1,0,0,8388608,8.000,10.667,356896,0.340,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/clouds.png,.png,4096,2048,L,2048,1,-1|1|25,1,0,0,8388608,8.000,10.667,3012389,2.873,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/clouds0_diff.png,.png,4096,2048,RGBA,2048,1,-1|1|25,1,0,0,8388608,8.000,10.667,10991664,10.482,,,,,,,,,,,,,,,,,,,,,,,VRAM CRIME: TEXTURE_GT_2048,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/bubble vent atlas - bad - redo.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,1539540,1.468,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/mineral seep mask - looks seamless.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2371804,2.262,,,,,,,,,,,,,,,,,,,,,,,,,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/Mineral Seep Mask - second try.png,.png,1024,1024,RGB,1024|2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,3114990,2.971,,,,,,,,,,,,,,,,,,,,,,,,,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/Soft Plume Noise - second try.png,.png,1024,1024,RGB,1024|2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2005725,1.913,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/soft_plume_noise_-_kakoy_to_seryy_nu_norm.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,1821218,1.737,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/visor droplet mask.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,1217039,1.161,,,,,,,,,,,,,,,,,,,,,,,,,Channel-pack masks into one RGBA texture; avoid separate AO/spec maps.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Detali/visor runoff normal.png,.png,1024,1024,RGB,2048,1,-1|1|27,0,0,1,1048576,1.000,1.333,1352821,1.290,,,,,,,,,,,,,,,,,,,,,,,,,Use BC5 normal import; Low tier cap 1024 unless hero close-read asset.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/FLOOR.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2019609,1.926,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/FLOOR1.png,.png,1024,1024,RGB,2048,1,-1|1|25,0,0,0,1048576,1.000,1.333,2071455,1.975,,,,,,,,,,,,,,,,,,,,,,,,,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
