"Path","Line","Text","Severity","Reason"
"Assets/_Project/Scripts/Core/ConnectionSplineBatchRenderer.cs","788","Destroy(batch.Material);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Core/ConnectionSplineBatchRenderer.cs","789","batch.Material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Core/SceneRuntimeService.cs","692","image.material = _transitionDitherMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Economy/ResourceRecyclerModule.cs","437","case ItemCategory.Material:","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Economy/ResourceScarcityDirector.cs","353","item.category != ItemCategory.Material)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Economy/ScrapManager.cs","195","case ItemCategory.Material:","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Editor/UnityApiTrapDetector.cs","22","new TrapRule("".material"", ""Renderer.material leaks/clones. Use sharedMaterial or cached MaterialPropertyBlock lanes.""),","SCANNER_LITERAL","Not a runtime clone site; scanner/comment/string mention"
"Assets/_Project/Scripts/Editor/VRAMVitalsAuditReport.cs","10","//   - Material instance leaks (renderer.material copies)","SCANNER_LITERAL","Not a runtime clone site; scanner/comment/string mention"
"Assets/_Project/Scripts/Editor/VRAMVitalsAuditReport.cs","261","sb.AppendLine(""  [WARN] These are leaked material copies from renderer.material access."");","SCANNER_LITERAL","Not a runtime clone site; scanner/comment/string mention"
"Assets/_Project/Scripts/Editor/ZeroGCComplianceScanner.cs","10","//   - renderer.material access (leaked copies)","SCANNER_LITERAL","Not a runtime clone site; scanner/comment/string mention"
"Assets/_Project/Scripts/Editor/ZeroGCComplianceScanner.cs","74","// â”€â”€ renderer.material (leak) â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€","SCANNER_LITERAL","Not a runtime clone site; scanner/comment/string mention"
"Assets/_Project/Scripts/Editor/ZeroGCComplianceScanner.cs","77","Name = ""renderer.material access"",","SCANNER_LITERAL","Not a runtime clone site; scanner/comment/string mention"
"Assets/_Project/Scripts/Gameplay/BioReactor.cs","72","[SerializeField] private ItemCategory[] acceptedCategories = { ItemCategory.Material };","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1852","if (ReferenceEquals(_brownoutMaterials[i].Material, material))","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1896","if (binding.Material == null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1899","binding.Material.SetColor(_EmissionColorId, BrownoutEmissiveColor);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1928","if (binding.Material == null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1931","binding.Material.SetColor(_EmissionColorId, binding.BaseEmissionColor);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1963","if (binding.Material == null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Gameplay/HectonSubmarineOS.cs","1966","binding.Material.SetColor(_EmissionColorId, binding.BaseEmissionColor);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Inventory/ItemPhysicalMetadata.cs","194","if (category == ItemCategory.Material && resourceFamily == ResourceFamily.DeepMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","133","bool hasAtlasBinding = ResolveAtlasTexture(fontAsset) != null && fontAsset.material != null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","170","Material fontMaterial = fontAsset.material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","211","return fontAsset.material != null","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","212","? fontAsset.material.GetTexture(ShaderUtilities.ID_MainTex)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","219","return fontAsset.material != null","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","220","? fontAsset.material.GetTexture(ShaderUtilities.ID_MainTex)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","225","return fontAsset.material != null","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","226","? fontAsset.material.GetTexture(ShaderUtilities.ID_MainTex)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","242","if (fontAsset.material != null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","243","textComponent.fontSharedMaterial = fontAsset.material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","349","if (fontAsset.material != null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","350","EditorUtility.SetDirty(fontAsset.material);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","425","if (fontAsset == null || fontAsset.material != null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","450","fontAsset.material = material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","510","if (fontAsset.material != null &&","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","513","fontAsset.material.SetTexture(ShaderUtilities.ID_MainTex, atlasTexture);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontAssetRecovery.cs","514","EditorUtility.SetDirty(fontAsset.material);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/FontStreamingManager.cs","168","Material targetMaterial = _targetFont != null ? _targetFont.material : null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/LocalizedFontResolver.cs","157","if (font == null || font.material == null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/LocalizedFontResolver.cs","321","if (font.material != null && font.material.GetTexture(ShaderUtilities.ID_MainTex) != null)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/PDALoadoutTab.cs","69","""MATERIAL"",      // ItemCategory.Material = 1","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/PDAMapTab.cs","507","mapImage.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/PDAMapTab.cs","531","if (mapImage != null && _runtimeMapMaterial != null && mapImage.material != _runtimeMapMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/PDAMapTab.cs","532","mapImage.material = _runtimeMapMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/PDAMapTab.cs","896","mapImage.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/PDAShellChrome.cs","1364","graphic.material = material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/ShaderCompassRibbon.cs","169","_ribbonImage.material = _runtimeMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","1200","if (_acousticRadarMaterial != null && image.material == _acousticRadarMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","1201","image.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","1202","if (_ditheredUiBackgroundMaterial != null && image.material == _ditheredUiBackgroundMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","1203","image.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2200","if (_ditheredUiBackgroundMaterial != null && image.material != _ditheredUiBackgroundMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2201","image.material = _ditheredUiBackgroundMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2226","_savingProgressDataLamp.material != _savingProgressDataPulseMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2228","_savingProgressDataLamp.material = _savingProgressDataPulseMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2233","_savingProgressDataNeedle.material != _savingProgressDataPulseMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2235","_savingProgressDataNeedle.material = _savingProgressDataPulseMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2241","if (_savingProgressDataLamp != null && _savingProgressDataLamp.material == _savingProgressDataPulseMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2242","_savingProgressDataLamp.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2244","if (_savingProgressDataNeedle != null && _savingProgressDataNeedle.material == _savingProgressDataPulseMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2245","_savingProgressDataNeedle.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2273","if (_acousticRadarOverlay != null && _acousticRadarMaterial != null && _acousticRadarOverlay.material != _acousticRadarMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2274","_acousticRadarOverlay.material = _acousticRadarMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2279","if (_acousticRadarOverlay != null && _acousticRadarOverlay.material == _acousticRadarMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2280","_acousticRadarOverlay.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2877","if (_acousticRadarOverlay.material != _acousticRadarMaterial)","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","2878","_acousticRadarOverlay.material = _acousticRadarMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","4777","refs.Icon.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","5084","image.material = null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/UI/SuitHUDV4CanvasOverlay.cs","5106","label.fontSharedMaterial = label.font != null ? label.font.material : null;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/DeferredDecalPass.cs","150","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/DeferredDecalPass.cs","160","Blitter.BlitTexture(cmd, data.source, Vector2.one, data.material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","237","passData.material = _occlusionMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","249","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","257","passData.material = _blurHorizontalMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","268","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 1);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","276","passData.material = _blurVerticalMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","288","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 2);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","326","bool materialDirty = !cache.Applied || !ReferenceEquals(cache.Material, material);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAbyssalSsdoFeature.cs","329","cache.Material = material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAtmosphereSootFeature.cs","140","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonAtmosphereSootFeature.cs","154","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonBiosDiagnosticFeature.cs","131","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonBiosDiagnosticFeature.cs","146","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonHalfResParticlesFeature.cs","212","passData.Material = _compositeMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonHalfResParticlesFeature.cs","225","Blitter.BlitCameraTexture(cmd, data.Source, data.Destination, LoadAction, StoreAction, data.Material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonHolographicEdgeFeature.cs","94","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonHolographicEdgeFeature.cs","105","HectonScanRenderRegistry.DrawRenderers(cmd, data.material, data.requiredFlags, data.maxDrawnTargets);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonNoirDepthFogFeature.cs","129","passData.Material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonNoirDepthFogFeature.cs","141","Blitter.BlitCameraTexture(cmd, data.Source, data.Destination, LoadAction, StoreAction, data.Material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonRetinaDistortionFeature.cs","167","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonRetinaDistortionFeature.cs","181","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScannerProjectionFeature.cs","117","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScannerProjectionFeature.cs","132","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","462","passData.material = _raymarchMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","475","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, HalfResContactDepthPassIndex);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","484","passData.material = _raymarchMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","498","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","507","passData.material = _blurHorizontalMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","520","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 1);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","529","passData.material = _blurVerticalMaterial;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","544","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 2);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","691","ReferenceEquals(cache.Material, material) &&","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonScooterVolumetricShaftsFeature.cs","735","cache.Material = material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","195","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","210","data.material.SetTexture(ShaderConstants.HistoryTextureId, data.historyReadTexture);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","212","Blitter.BlitCameraTexture(cmd, data.source, data.historyWrite, LoadAction, StoreAction, data.material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","221","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","236","data.material.SetTexture(ShaderConstants.WorldHistoryTextureId, data.worldHistoryReadTexture);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","238","Blitter.BlitCameraTexture(cmd, data.source, data.worldHistoryWrite, LoadAction, StoreAction, data.material, 1);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","246","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonSonarPointCloudFeature.cs","259","Blitter.BlitCameraTexture(cmd, data.source, data.destination, LoadAction, StoreAction, data.material, 2);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonStochasticSsrFeature.cs","149","passData.Material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonStochasticSsrFeature.cs","162","Blitter.BlitCameraTexture(cmd, data.Source, data.Mask, LoadAction, StoreAction, data.Material, 0);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonStochasticSsrFeature.cs","171","passData.Material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonStochasticSsrFeature.cs","183","Blitter.BlitCameraTexture(cmd, data.Source, data.Destination, LoadAction, StoreAction, data.Material, 1);","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonVisorFluidDistortionFeature.cs","187","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonVisorFluidDistortionFeature.cs","201","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonVisorUberPostFeature.cs","220","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonVisorUberPostFeature.cs","234","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonVRBrownoutFeature.cs","156","passData.material = _material;","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
"Assets/_Project/Scripts/Visor/HectonVRBrownoutFeature.cs","170","data.material,","REVIEW","Non-renderer material access; likely UI/TMP/custom pass, review allocation semantics"
