severity,status,evidence_class,visual_acceptance,issue_type,route_band,path,line,object_hint,slot_or_property,file_id,guid,resolved_path,detail,recommended_next_proof
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/RuntimeVisualProof/MAT_RuntimeVisualProof_AbyssalKelpSilhouette.mat,29,MAT_RuntimeVisualProof_AbyssalKelpSilhouette,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/RuntimeVisualProof/MAT_RuntimeVisualProof_AbyssalKelpSilhouette.mat,53,MAT_RuntimeVisualProof_AbyssalKelpSilhouette,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/RuntimeVisualProof/MAT_RuntimeVisualProof_BasaltWet.mat,29,MAT_RuntimeVisualProof_BasaltWet,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/RuntimeVisualProof/MAT_RuntimeVisualProof_BasaltWet.mat,53,MAT_RuntimeVisualProof_BasaltWet,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/RuntimeVisualProof/MAT_RuntimeVisualProof_ReadableWetBasalt.mat,29,MAT_RuntimeVisualProof_ReadableWetBasalt,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/RuntimeVisualProof/MAT_RuntimeVisualProof_ReadableWetBasalt.mat,53,MAT_RuntimeVisualProof_ReadableWetBasalt,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/Skybox.mat,59,Skybox,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/terrain 1.mat,29,terrain 1,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/terrain 1.mat,53,terrain 1,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/terrain 2.mat,29,terrain 2,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/terrain 2.mat,53,terrain 2,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,UNRESOLVED_TEXTURE_GUID,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/terrain.mat,41,terrain,_BaseMap,2800000,47f0a231c050423488e0ff6f7d66f813,,Texture GUID is not present in the scanned Assets/Packages meta index.,Unity owner must resolve GUID/import state in Editor and provide importer or scene evidence; static path scan cannot close this.
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,UNRESOLVED_TEXTURE_GUID,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/terrain.mat,65,terrain,_MainTex,2800000,47f0a231c050423488e0ff6f7d66f813,,Texture GUID is not present in the scanned Assets/Packages meta index.,Unity owner must resolve GUID/import state in Editor and provide importer or scene evidence; static path scan cannot close this.
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceDropPodCharredHull_1428.mat,29,MAT_SurfaceDropPodCharredHull_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceDropPodCharredHull_1428.mat,53,MAT_SurfaceDropPodCharredHull_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceEmergencyAmber_1428.mat,42,MAT_SurfaceEmergencyAmber_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceEmergencyAmber_1428.mat,46,MAT_SurfaceEmergencyAmber_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceHorizonSaltHaze_1428.mat,32,MAT_SurfaceHorizonSaltHaze_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceHorizonSaltHaze_1428.mat,36,MAT_SurfaceHorizonSaltHaze_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceMoonCold_1428.mat,30,MAT_SurfaceMoonCold_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceMoonCold_1428.mat,34,MAT_SurfaceMoonCold_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceSplashFoamDirty_1428.mat,48,MAT_SurfaceSplashFoamDirty_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceSunDisc_1428.mat,42,MAT_SurfaceSunDisc_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_SurfaceSunDisc_1428.mat,46,MAT_SurfaceSunDisc_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_WorldReadableWaterVeil_1428.mat,45,MAT_WorldReadableWaterVeil_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/MAT_WorldReadableWaterVeil_1428.mat,49,MAT_WorldReadableWaterVeil_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_MutedCoralAccent_1447.mat,29,MAT_H8_MutedCoralAccent_1447,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_MutedCoralAccent_1447.mat,53,MAT_H8_MutedCoralAccent_1447,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_MutedKelpAccent_1447.mat,29,MAT_H8_MutedKelpAccent_1447,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_MutedKelpAccent_1447.mat,53,MAT_H8_MutedKelpAccent_1447,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticBackReefRidge_1432.mat,42,MAT_H8_PhoticBackReefRidge_1432,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticBackReefRidge_1432.mat,66,MAT_H8_PhoticBackReefRidge_1432,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticBranchCoralNatural_1429.mat,29,MAT_H8_PhoticBranchCoralNatural_1429,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticBranchCoralNatural_1429.mat,53,MAT_H8_PhoticBranchCoralNatural_1429,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCeilingCausticRibbons_1429.mat,27,MAT_H8_PhoticCeilingCausticRibbons_1429,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCoralBranching_1428.mat,59,MAT_H8_PhoticCoralBranching_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCoralLow_1428.mat,59,MAT_H8_PhoticCoralLow_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticCoralMassive_1428.mat,59,MAT_H8_PhoticCoralMassive_1428,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticFanCoralNatural_1429.mat,42,MAT_H8_PhoticFanCoralNatural_1429,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticFanCoralNatural_1429.mat,66,MAT_H8_PhoticFanCoralNatural_1429,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticFishSilhouette_1430.mat,45,MAT_H8_PhoticFishSilhouette_1430,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticFishSilhouette_1430.mat,49,MAT_H8_PhoticFishSilhouette_1430,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticMotes_1428.mat,42,MAT_H8_PhoticMotes_1428,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticMutedRubble_1447.mat,29,MAT_H8_PhoticMutedRubble_1447,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticMutedRubble_1447.mat,53,MAT_H8_PhoticMutedRubble_1447,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticTubeSpongeNatural_1429.mat,29,MAT_H8_PhoticTubeSpongeNatural_1429,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticTubeSpongeNatural_1429.mat,53,MAT_H8_PhoticTubeSpongeNatural_1429,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWarmBasaltRubble_1429.mat,42,MAT_H8_PhoticWarmBasaltRubble_1429,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_PhoticWarmBasaltRubble_1429.mat,66,MAT_H8_PhoticWarmBasaltRubble_1429,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceDropPodPanel_1430.mat,29,MAT_H8_SurfaceDropPodPanel_1430,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceDropPodPanel_1430.mat,53,MAT_H8_SurfaceDropPodPanel_1430,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_SurfaceFoamRing_1432.mat,27,MAT_H8_SurfaceFoamRing_1432,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_VisibleFoamUnlit_1436.mat,32,MAT_H8_VisibleFoamUnlit_1436,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1428/MAT_H8_VisibleFoamUnlit_1436.mat,36,MAT_H8_VisibleFoamUnlit_1436,_MainTex,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
CRITICAL,OPEN,STATIC_SOURCE,PENDING VERIFICATION,EMPTY_BASE_TEXTURE_SLOT,surface_sky_photic_medium_product_face,Assets/_Project/Art/Materials/World/Photic1453/MAT_H8_HeroTubeCoralAmber_1453.mat,29,MAT_H8_HeroTubeCoralAmber_1453,_BaseMap,0,,,Primary/base texture property is empty in material source.,"Unity owner must inspect material role in Editor, bind authored texture/PBR replacement if needed, then capture route proof."
