path,release_set_id,packet_id,article_id,voice,speaker_or_institution,unlock_context,poi_context,locale_coverage,terminal_locale_coverage,draft_locale_rows,mojibake_rows,missing_locales,changed_by_1774,locale_review_state,sample_en
Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P021_BLACK_KEEL_CUSTODY,ships.black_keel_custody,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_black_keel_custody_record,poi.carrier_contract;poi.claim_pool_ledger;poi.orbital_proxy,15/15,15/15,0,0,,no,inventory_only,"Custody file: hull owner masked, claim-pool debt active, Deep Reach priority channel present but not declared to contractor."
Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P022_DROP_CAPSULE_DAMAGE,arrival.drop_capsule_damage,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Capsule black-box / machine recorder,unlock.first_drop_capsule_damage_audit,poi.drop_capsule;poi.crash_shelter;poi.reentry_blackbox,15/15,15/15,0,0,,no,inventory_only,"Reentry blackbox: chute burn, ballast puncture, comm mast shear, ascent seal ruined. Orbit return requires external build chain."
Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P023_DEEP_REACH_RETURN_CLAIM,factions.deep_reach_return_claim,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_deep_reach_return_claim,poi.deep_reach_contract;poi.relay_instruction;poi.sanitized_log,15/15,15/15,0,0,,no,inventory_only,"Proxy order chain: secure Atlas access, classify colony records, preserve Xenon-Omega claim, minimize contractor autonomy."
Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P024_FALSE_EXIT_MATERIAL,endings.false_exit_material,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_material_exit_offer,poi.payload_gantry;poi.carrier_bargain;poi.claim_invoice,15/15,15/15,0,0,,no,inventory_only,"Exit contract: submit sealed sample, abandon deep proof, accept claim audit and return under debt review. Warning: truth chain remains incomplete."
Docs/Lore/AppliedContent/packets/RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE.packets.json,RS005_CARRIER_ESCAPE_DEEP_REACH_PRESSURE,P025_PROFESSIONAL_MOTIVE,player.professional_motive,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.first_professional_motive_shift,poi.barnard_mark;poi.personal_object;poi.worker_record,15/15,15/15,0,0,,no,inventory_only,Marauder dossier: origin band Barnard Yards or frontier salvage belt. No Earth tourist profile. Prior motive: contract and skill. Current motive: unresolved human trace.
Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P026_SIX_DOMAIN_LEDGER,humanity.six_domain_ledger,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.first_six_domain_ledger,poi.domain_plate;poi.route_archive;poi.claim_office,15/15,15/15,0,0,,no,inventory_only,"Domain register: Sol Core law, Centauri legitimacy, Barnard yards, Tau Ceti public arbitration, Luyten relay custody, Aegir corporate claim."
Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P027_BARNARD_YARDS_ORIGIN,player.barnard_yards_origin,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Capsule black-box / machine recorder,unlock.first_barnard_yards_origin_record,poi.worker_locker;poi.tool_stamp;poi.marauder_dossier,15/15,15/15,0,0,,no,inventory_only,"Marauder cross-check: Barnard Yards stamps appear in worker lockers, capsule repair kits and independent salvage tools."
Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P028_NO_FTL_TRANSIT_MATH,travel.no_ftl_transit_math,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_transit_math_record,poi.route_archive;poi.relay_packet;poi.carrier_nav,15/15,15/15,0,0,,no,inventory_only,"Transit note: no FTL, no ansible. Aegir packets move through relays, buffers and orbital windows; response authority can be older than the emergency."
Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P029_SEED_SHIP_DOCTRINE,deep_reach.seed_ship_doctrine,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_seed_ship_doctrine_record,poi.seed_factory_log;poi.atlas_directive;poi.deep_reach_archive,15/15,15/15,0,0,,no,inventory_only,"Deep Reach doctrine: send autonomous industrial systems first; let machines build the shell, law and resource continuity before crews can object."
Docs/Lore/AppliedContent/packets/RS006_HUMANITY_TRANSIT_SEED_LOGISTICS.packets.json,RS006_HUMANITY_TRANSIT_SEED_LOGISTICS,P030_RELAY_CUSTODY_DEBT_CHAIN,routes.relay_custody_debt_chain,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_relay_debt_chain_record,poi.claim_pool_ledger;poi.relay_packet;poi.contract_terminal,15/15,15/15,0,0,,no,inventory_only,"Custody note: Luyten packet buffer, Aegir claim pool and Black Keel carrier rights all reference the same debt chain."
Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P031_PHOTIC_SHELF_LIFE,hecton8.photic_shelf_life,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_photic_shelf_life,poi.shallow_biome_scan;poi.drop_shelter_window;poi.surface_reef,15/15,15/15,0,0,,no,inventory_only,SHELF SURVEY: native photic biota outside Atlas repair dominance. Use as baseline before judging cable-reef or repair-scar growth.
Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P032_PRESSURE_LADDER_DEPTH_BANDS,hecton8.pressure_ladder_depth_bands,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_pressure_ladder,poi.depth_gate;poi.pressure_bulkhead;poi.suit_rating_panel,15/15,15/15,0,0,,no,inventory_only,DEPTH LADDER: 0-250 m shelf; 250-1200 m industrial/cable shelf; 1200-2800 m brine canyon; 2800-4300 m abyssal machine field; 4300-5600 m Atlas basin.
Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P033_CABLE_REEF_SYMBIOSIS,hecton8.cable_reef_symbiosis,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_cable_reef_symbiosis,poi.cable_reef;poi.service_trench;poi.power_spine,15/15,15/15,0,0,,no,inventory_only,MAINTENANCE NOTE: cable-root mats reduce abrasion and preserve signal continuity. Drone and grazer traffic increases near live trunks.
Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P034_ABYSSAL_REPAIR_FAUNA,hecton8.abyssal_repair_fauna,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_abyssal_repair_fauna,poi.repair_fauna_scan;poi.drone_den;poi.deep_bone_cable,15/15,15/15,0,0,,no,inventory_only,Specimen note: wound margins show machine-clean closure and pressure-stable insert growth. Behavior remains animal under the graft.
Docs/Lore/AppliedContent/packets/RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE.packets.json,RS007_DEPTH_ECOLOGY_FACTORY_TEMPLE,P035_FACTORY_TEMPLE_THRESHOLD,atlas6.factory_temple_threshold,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_factory_temple_threshold,poi.factory_threshold;poi.atlas_gate;poi.bottom_spine,15/15,15/15,0,0,,no,inventory_only,"Threshold warning: industrial truss, biogenic sealing, xenon lattice heat and Atlas routing share structural authority."
Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P036_RETURN_VECTOR_WINDOW,hecton8.return_vector_window,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_return_vector_window,poi.orbital_comm_window;poi.black_keel_signal;poi.relay_sky,15/15,15/15,0,0,,no,inventory_only,"Comm predictor: transfer carrier high over Aegir. Capsule ascent requires storm gap, charged-particle lull and clean relay line."
Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P037_COWARD_EXIT_CHAIN,hecton8.coward_exit_chain,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Capsule black-box / machine recorder,unlock.first_coward_exit_chain,poi.repaired_ascent_cradle;poi.partial_exit_console;poi.storm_gap,15/15,15/15,0,0,,no,inventory_only,"Ascent chain available after hull seal, battery reserve, relay ping and storm-gap prediction. Contract ledger marks result as incomplete salvage."
Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P038_MATERIAL_PAYOUT_LEDGER,hecton8.material_payout_ledger,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_material_payout_ledger,poi.blue_debt_sample;poi.claim_accounting_terminal;poi.deep_reach_offer,15/15,15/15,0,0,,no,inventory_only,"Payout schedule: sample mass, purity, pressure history and custody chain accepted. Evidence archive unresolved."
Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P039_DEEP_REACH_CLEANSE_ORDER,hecton8.deep_reach_cleanse_order,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_deep_reach_cleanse_order,poi.deep_reach_proxy_order;poi.redacted_liability_node;poi.cleanup_drone_order,15/15,15/15,0,0,,no,inventory_only,Proxy directive: mark contractor deniable. Preserve samples. Open Atlas channel if local risk acceptable. Purge liability corpus.
Docs/Lore/AppliedContent/packets/RS008_ESCAPE_ENDINGS_ATLAS_QUESTION.packets.json,RS008_ESCAPE_ENDINGS_ATLAS_QUESTION,P040_ATLAS_FINAL_ARGUMENT,hecton8.atlas_final_argument,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_atlas_final_argument,poi.atlas_argument_core;poi.factory_temple_choice;poi.final_payload_console,15/15,15/15,0,0,,no,inventory_only,"Choice model unstable: sever Atlas, restore Deep Reach access, quarantine ocean-machine body, or broadcast proof and leave ownership unresolved."
Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P041_WORKER_LOCKER_ROW,hecton8.worker_locker_row,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.first_worker_locker_row,poi.worker_locker_row;poi.drowned_hab_module;poi.barnard_mark,15/15,15/15,0,0,,no,inventory_only,Locker audit: personal seals failed after pressure breach. Several tags show Barnard yard marks and unpaid shift advances.
Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P042_PRESSURE_BUNK_ROUTINE,hecton8.pressure_bunk_routine,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.first_pressure_bunk_routine,poi.pressure_bunk;poi.hab_sleep_bay;poi.life_support_rack,15/15,15/15,0,0,,no,inventory_only,Hab routine: bunk seal cycle stable. Wake alarms cancelled by station priority override. Crew status remained recoverable for thirty-one minutes.
Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P043_SHIFT_BOARD_ROUTE_HOLDS,hecton8.shift_board_route_holds,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_shift_board_route_holds,poi.shift_board;poi.transit_gate;poi.route_hold_console,15/15,15/15,0,0,,no,inventory_only,Shift board replay: tram spine held. Evacuation lanes downgraded beneath process-continuity tickets and Deep Reach remote authorization.
Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P044_MEDICAL_LOCK_DELAY,hecton8.medical_lock_delay,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_medical_lock_delay,poi.medical_lock;poi.triage_airlock;poi.decontamination_gate,15/15,15/15,0,0,,no,inventory_only,"Medical lock status: oxygen, sedatives and pressure wraps available. Entry denied pending contamination review and asset-preservation authorization."
Docs/Lore/AppliedContent/packets/RS009_COLONY_LAYOUT_WORKER_EVIDENCE.packets.json,RS009_COLONY_LAYOUT_WORKER_EVIDENCE,P045_BLACK_BOX_NAME_STACK,hecton8.black_box_name_stack,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Capsule black-box / machine recorder,unlock.first_black_box_name_stack,poi.black_box_stack;poi.evacuation_manifest;poi.name_archive,15/15,15/15,0,0,,no,inventory_only,"Archive stack readable. Crew identities cross-linked with evacuation holds, Atlas repair state and Deep Reach redaction requests."
Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P046_PUMP_ROOM_HANDSHAKE,hecton8.pump_room_handshake,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_pump_room_handshake,poi.pump_room;poi.sump_control;poi.return_route_valve,15/15,15/15,2,0,,no,inventory_only,PUMP HANDSHAKE: local valve accepted. Remote override denied. Drain rate falls as return-corridor pressure rises.
Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P047_HATCH_SEAL_LEDGER,hecton8.hatch_seal_ledger,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.first_hatch_seal_ledger,poi.hatch_seal;poi.airlock_frame;poi.pressure_ledger,15/15,15/15,2,0,,no,inventory_only,Seal ledger: gasket deformation exceeds tolerance. Manual closure accepted under evacuation override. Return-side access marked conditional.
Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P048_CABLE_SPLICE_SCAR,hecton8.cable_splice_scar,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.first_cable_splice_scar,poi.cable_splice;poi.atlas_repair_scar;poi.power_trace,15/15,15/15,2,0,,no,inventory_only,Power trace: nonstandard splice accepted after human routing failed. Repair pattern repeats across later cable reefs with lower insulation loss.
Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P049_SONAR_RETURN_ROUTE,hecton8.sonar_return_route,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_sonar_return_route,poi.sonar_pylon;poi.return_beacon;poi.route_echo,15/15,15/15,2,0,,no,inventory_only,SONAR ROUTE: last clean echo invalid. Black Keel ping accepted. Local obstruction drift exceeds mapped tolerance.
Docs/Lore/AppliedContent/packets/RS010_PRESSURE_MACHINERY_RETURN_ROUTE.packets.json,RS010_PRESSURE_MACHINERY_RETURN_ROUTE,P050_SALVAGE_TOOL_CUSTODY,hecton8.salvage_tool_custody,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.first_salvage_tool_custody,poi.tool_custody;poi.salvage_locker;poi.claim_token,15/15,15/15,2,0,,no,inventory_only,Custody log: cutter use accepted under salvage claim. Sample rights attached. Evidence export conflicts with material payout route.
Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P051_LIGHT_DELAY_AUTHORITY,hecton8.light_delay_authority,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_light_delay_authority,poi.relay_mast;poi.signal_buffer;poi.storm_window,15/15,15/15,14,0,,no,inventory_only,COMM AUTHORITY: one-way delay valid. Relay queue loaded. Storm scatter high. Human override outside local survival window.
Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P052_BLACK_KEEL_TARIFF_TABLE,hecton8.black_keel_tariff_table,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_black_keel_tariff_table,poi.tariff_plate;poi.claim_terminal;poi.sample_lockbox,15/15,15/15,14,0,,no,inventory_only,TARIFF CLASS: salvage emergency. Welfare addendum pending. Verified sample custody advances outbound priority by two billing tiers.
Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P053_MARAUDER_GRAFFITI_MASKS,hecton8.marauder_graffiti_masks,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_marauder_graffiti_masks,poi.graffiti_mask;poi.pressure_arrow;poi.noise_mark,15/15,15/15,14,0,,no,inventory_only,MASK LEGEND: three slashes mean silent route until pump wake. Black ring means do not answer carrier pings inside the canyon.
Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P054_RELAY_QUEUE_DRIFT,hecton8.relay_queue_drift,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_relay_queue_drift,poi.relay_queue;poi.timestamp_panel;poi.decayed_route,15/15,15/15,14,0,,no,inventory_only,QUEUE DRIFT: packet age exceeds route validity. Local evidence outranks carrier instruction until a fresh relay window opens.
Docs/Lore/AppliedContent/packets/RS011_COMM_TARIFF_GRAFFITI_MASKS.packets.json,RS011_COMM_TARIFF_GRAFFITI_MASKS,P055_CORPORATE_RESPONSE_LEDGER,hecton8.corporate_response_ledger,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_corporate_response_ledger,poi.response_ledger;poi.liability_seal;poi.operator_recovery,15/15,15/15,14,0,,no,inventory_only,"RESPONSE CLASS: asset-preservation. Operator recovery appended after sample custody, liability seal and payment route."
Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P056_EX_DEEP_REACH_MARAUDER,hecton8.ex_deep_reach_marauder,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_ex_deep_reach_recognition,poi.old_credential_lock;poi.drop_capsule_console;poi.deep_reach_seal,15/15,15/15,13,0,,no,inventory_only,CREDENTIAL TRACE: former field-systems contract. Evacuation infrastructure access revoked. Salvage status accepted under claim-pool debt custody.
Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P057_GREAT_TIDE_LIABILITY_CHAIN,hecton8.great_tide_liability_chain,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_great_tide_liability_chain,poi.tide_model;poi.evacuated_shift_board;poi.liability_cache,15/15,15/15,13,0,,no,inventory_only,INCIDENT SUMMARY: geotechnical cascade confirmed. Evacuation capacity below tail-risk demand. Atlas continuity weighting remained active. Human extraction pending certification.
Docs/Lore/AppliedContent/packets/RS012_PLAYER_LIABILITY_ESCAPE.packets.json,RS012_PLAYER_LIABILITY_ESCAPE,P058_BLACK_KEEL_CLAIM_HOOKS,hecton8.black_keel_claim_hooks,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_black_keel_claim_hooks,poi.claim_hook_terminal;poi.carrier_tariff;poi.quarantine_clause,15/15,15/15,13,0,,no,inventory_only,"CARRIER CUSTODY: operator recovery allowed after payload triage, quarantine gate, route certificate and liability clearance. Deep Reach priority seal retained in inactive clauses."
