baseColorCandidateBytes,baseColorCandidatePath,cleanedBytes,cleanedPath,downloadSource,family,id,lowerRightCropPreview,originalBytes,originalPath,proofClass,seamRefined,slug,sourceGlob,sourceHeight,sourceType,sourceWidth,tilePreviewPath,title,unityImportStatus,use,verdict,visualStatus,watermarkRepaired
301144,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3411_pressure_base_exterior_hull_trim_sheet_BaseColorCandidate.jpg,331001,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3411_pressure_base_exterior_hull_trim_sheet_Cleaned_Source.jpg,C:\Users\danat\Downloads\Modular_trim_sheet_texture_202606080322.jpeg,hard_surface_trim,B34-3411,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3411_pressure_base_exterior_hull_trim_sheet_lower_right.png,906696,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3411_pressure_base_exterior_hull_trim_sheet_Original.jpeg,STATIC_IMAGE_PROCESSING,,pressure_base_exterior_hull_trim_sheet,Modular_trim_sheet_texture_202606080322.jpeg,1024,TRIM_SHEET,1024,,Pressure Base Exterior Hull Trim Sheet,PENDING UNITY IMPORT,"base exteriors, module edges, hatch frames, pressure ribs",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
259425,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3412_pressure_base_interior_wall_trim_sheet_BaseColorCandidate.jpg,288424,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3412_pressure_base_interior_wall_trim_sheet_Cleaned_Source.jpg,C:\Users\danat\Downloads\Modular_trim_sheet_interior_walls_202606080322.jpeg,hard_surface_trim,B34-3412,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3412_pressure_base_interior_wall_trim_sheet_lower_right.png,846379,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3412_pressure_base_interior_wall_trim_sheet_Original.jpeg,STATIC_IMAGE_PROCESSING,,pressure_base_interior_wall_trim_sheet,Modular_trim_sheet_interior_walls_202606080322.jpeg,1024,TRIM_SHEET,1024,,Pressure Base Interior Wall Trim Sheet,PENDING UNITY IMPORT,"corridors, safe rooms, wreck interiors, wall panels",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
411981,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3413_wet_service_deck_anti_slip_floor_BaseColorCandidate.jpg,452633,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3413_wet_service_deck_anti_slip_floor_Cleaned_Source.jpg,C:\Users\danat\Downloads\Industrial_metal_floor_material_202606080322.jpeg,hard_surface_floor,B34-3413,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3413_wet_service_deck_anti_slip_floor_lower_right.png,1134106,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3413_wet_service_deck_anti_slip_floor_Original.jpeg,STATIC_IMAGE_PROCESSING,False,wet_service_deck_anti_slip_floor,Industrial_metal_floor_material_202606080322.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3413_wet_service_deck_anti_slip_floor_Tile2x2.png,Wet Service Deck Anti-Slip Floor,PENDING UNITY IMPORT,"service decks, corridors, airlocks, exterior platforms",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
276955,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3414_rubber_gasket_ring_trim_sheet_BaseColorCandidate.jpg,306000,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3414_rubber_gasket_ring_trim_sheet_Cleaned_Source.jpg,C:\Users\danat\Downloads\Modular_trim_sheet_rubber_gaskets_202606080322.jpeg,rubber_trim,B34-3414,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3414_rubber_gasket_ring_trim_sheet_lower_right.png,868550,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3414_rubber_gasket_ring_trim_sheet_Original.jpeg,STATIC_IMAGE_PROCESSING,,rubber_gasket_ring_trim_sheet,Modular_trim_sheet_rubber_gaskets_202606080322.jpeg,1024,TRIM_SHEET,1024,,Rubber Gasket Ring Trim Sheet,PENDING UNITY IMPORT,"hatches, viewport rims, pressure doors, pipe sockets",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
368980,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3415_cable_jacket_repair_wrap_tile_BaseColorCandidate.jpg,406428,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3415_cable_jacket_repair_wrap_tile_Cleaned_Source.jpg,C:\Users\danat\Downloads\Seamless_PBR_material_tile_202606080322.jpeg,rubber_cable,B34-3415,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3415_cable_jacket_repair_wrap_tile_lower_right.png,1060525,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3415_cable_jacket_repair_wrap_tile_Original.jpeg,STATIC_IMAGE_PROCESSING,False,cable_jacket_repair_wrap_tile,Seamless_PBR_material_tile_202606080322.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3415_cable_jacket_repair_wrap_tile_Tile2x2.png,Cable Jacket Repair Wrap Tile,PENDING UNITY IMPORT,"cables, hoses, tether surfaces, repair wrapped props",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
282186,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3416_ribbed_flexible_hose_material_BaseColorCandidate.jpg,316363,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3416_ribbed_flexible_hose_material_Cleaned_Source.jpg,C:\Users\danat\Downloads\Ribbed_flexible_hose_material_tile_202606080322.jpeg,rubber_cable,B34-3416,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3416_ribbed_flexible_hose_material_lower_right.png,911137,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3416_ribbed_flexible_hose_material_Original.jpeg,STATIC_IMAGE_PROCESSING,False,ribbed_flexible_hose_material,Ribbed_flexible_hose_material_tile_202606080322.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3416_ribbed_flexible_hose_material_Tile2x2.png,Ribbed Flexible Hose Material,PENDING UNITY IMPORT,"oxygen hoses, coolant lines, base pipes, tool cords",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
313540,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3417_amber_emergency_lens_material_BaseColorCandidate.jpg,348115,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3417_amber_emergency_lens_material_Cleaned_Source.jpg,C:\Users\danat\Downloads\Amber_emergency_light_lens_material_202606080322.jpeg,glass_lens,B34-3417,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3417_amber_emergency_lens_material_lower_right.png,918756,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3417_amber_emergency_lens_material_Original.jpeg,STATIC_IMAGE_PROCESSING,False,amber_emergency_lens_material,Amber_emergency_light_lens_material_202606080322.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3417_amber_emergency_lens_material_Tile2x2.png,Amber Emergency Lens Material,PENDING UNITY IMPORT,"warning lights, service lamps, emissive masks, physical lenses",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
271127,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3418_thick_viewport_glass_edge_decal_atlas_BaseColorCandidate.jpg,297937,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3418_thick_viewport_glass_edge_decal_atlas_Cleaned_Source.jpg,C:\Users\danat\Downloads\Decal_atlas_for_viewport_glass_202606080322.jpeg,glass_decal,B34-3418,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3418_thick_viewport_glass_edge_decal_atlas_lower_right.png,819052,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3418_thick_viewport_glass_edge_decal_atlas_Original.jpeg,STATIC_IMAGE_PROCESSING,,thick_viewport_glass_edge_decal_atlas,Decal_atlas_for_viewport_glass_202606080322.jpeg,1024,DECAL_ATLAS,1024,,Thick Viewport Glass Edge Decal Atlas,PENDING UNITY IMPORT,"viewport rims, cockpit glass, pressure windows, glass edge wear",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
308440,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3419_welded_seam_and_rivet_row_trim_sheet_BaseColorCandidate.jpg,342069,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3419_welded_seam_and_rivet_row_trim_sheet_Cleaned_Source.jpg,C:\Users\danat\Downloads\Modular_trim_sheet_for_seams_202606080320.jpeg,hard_surface_trim,B34-3419,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3419_welded_seam_and_rivet_row_trim_sheet_lower_right.png,933602,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3419_welded_seam_and_rivet_row_trim_sheet_Original.jpeg,STATIC_IMAGE_PROCESSING,,welded_seam_and_rivet_row_trim_sheet,Modular_trim_sheet_for_seams_202606080320.jpeg,1024,TRIM_SHEET,1024,,Welded Seam And Rivet Row Trim Sheet,PENDING UNITY IMPORT,"wreckage, base hulls, repaired panels, industrial seams",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
267850,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3420_salvage_cut_cross_section_trim_atlas_BaseColorCandidate.jpg,295639,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3420_salvage_cut_cross_section_trim_atlas_Cleaned_Source.jpg,C:\Users\danat\Downloads\Trim_atlas_for_HECTON-8_salvage-…_202606080320.jpeg,hard_surface_trim,B34-3420,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3420_salvage_cut_cross_section_trim_atlas_lower_right.png,818703,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3420_salvage_cut_cross_section_trim_atlas_Original.jpeg,STATIC_IMAGE_PROCESSING,,salvage_cut_cross_section_trim_atlas,Trim_atlas_for_HECTON-8_salvage-*_202606080320.jpeg,1024,TRIM_SHEET,1024,,Salvage Cut Cross-Section Trim Atlas,PENDING UNITY IMPORT,"cut panels, opened wrecks, salvage resource surfaces",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
295800,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3421_damped_insulation_blanket_material_BaseColorCandidate.jpg,333811,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3421_damped_insulation_blanket_material_Cleaned_Source.jpg,C:\Users\danat\Downloads\Quilted_fabric_insulation_materi…_202606080320.jpeg,fabric_insulation,B34-3421,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3421_damped_insulation_blanket_material_lower_right.png,939356,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3421_damped_insulation_blanket_material_Original.jpeg,STATIC_IMAGE_PROCESSING,False,damped_insulation_blanket_material,Quilted_fabric_insulation_materi*_202606080320.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3421_damped_insulation_blanket_material_Tile2x2.png,Damped Insulation Blanket Material,PENDING UNITY IMPORT,"module interiors, damaged insulation, equipment backing",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
274623,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3422_pressure_suit_patch_trim_sheet_BaseColorCandidate.jpg,304144,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3422_pressure_suit_patch_trim_sheet_Cleaned_Source.jpg,C:\Users\danat\Downloads\Square_trim_sheet_for_suit_202606080319.jpeg,suit_fabric,B34-3422,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3422_pressure_suit_patch_trim_sheet_lower_right.png,855024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3422_pressure_suit_patch_trim_sheet_Original.jpeg,STATIC_IMAGE_PROCESSING,,pressure_suit_patch_trim_sheet,Square_trim_sheet_for_suit_202606080319.jpeg,1024,TRIM_SHEET,1024,,Pressure Suit Patch Trim Sheet,PENDING UNITY IMPORT,"suit meshes, tool pouches, wearable repair patches",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
168837,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3423_leak_rust_biofilm_decal_atlas_BaseColorCandidate.jpg,187458,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3423_leak_rust_biofilm_decal_atlas_Cleaned_Source.jpg,C:\Users\danat\Downloads\Decal_atlas_for_underwater_leaks_202606080319.jpeg,damage_decal,B34-3423,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3423_leak_rust_biofilm_decal_atlas_lower_right.png,574884,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3423_leak_rust_biofilm_decal_atlas_Original.jpeg,STATIC_IMAGE_PROCESSING,,leak_rust_biofilm_decal_atlas,Decal_atlas_for_underwater_leaks_202606080319.jpeg,1024,DECAL_ATLAS,1024,,Leak Rust Biofilm Decal Atlas,PENDING UNITY IMPORT,"base/wreck damage, damp panels, old machinery",INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
