source_file,line,route_card_id,phase_id,depth_min_m,depth_max_m,primary_surface,primary_surface_mask,ending_pressure,packet_count,packet_ids,required_packet_count,required_packet_ids,unknown_packet_ids,unknown_required_packet_ids,status
Docs/Lore/AppliedContent/route_cards/RS008_route_cards.csv,5,RC033_DEEP_REACH_CLEANSE_ORDER,current_deep_reach_pressure,900,5200,terminal,4,truth,1,P039_DEEP_REACH_CLEANSE_ORDER,2,P008_EVACUATION_HOLD;P023_DEEP_REACH_RETURN_CLAIM,,,OK
Docs/Lore/AppliedContent/route_cards/RS008_route_cards.csv,6,RC034_ATLAS_FINAL_ARGUMENT,atlas_final_ethics,4600,5200,terminal,4,truth,1,P040_ATLAS_FINAL_ARGUMENT,2,P035_FACTORY_TEMPLE_THRESHOLD;P039_DEEP_REACH_CLEANSE_ORDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS009_route_cards.csv,2,RC035_WORKER_LOCKER_ROW,colony_human_texture,80,900,scanner,2,truth,1,P041_WORKER_LOCKER_ROW,2,P003_BARNARD_MARK;P027_BARNARD_YARDS_ORIGIN,,,OK
Docs/Lore/AppliedContent/route_cards/RS009_route_cards.csv,3,RC036_PRESSURE_BUNK_ROUTINE,colony_daily_life,120,1400,scanner,2,none,1,P042_PRESSURE_BUNK_ROUTINE,2,P018_HECTON8_DROWNED_GEOLOGY;P032_PRESSURE_LADDER_DEPTH_BANDS,,,OK
Docs/Lore/AppliedContent/route_cards/RS009_route_cards.csv,4,RC037_SHIFT_BOARD_ROUTE_HOLDS,evacuation_procedure,250,2400,terminal,4,truth,1,P043_SHIFT_BOARD_ROUTE_HOLDS,2,P008_EVACUATION_HOLD;P041_WORKER_LOCKER_ROW,,,OK
Docs/Lore/AppliedContent/route_cards/RS009_route_cards.csv,5,RC038_MEDICAL_LOCK_DELAY,quarantine_liability,400,3000,terminal,4,truth,1,P044_MEDICAL_LOCK_DELAY,2,P008_EVACUATION_HOLD;P039_DEEP_REACH_CLEANSE_ORDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS009_route_cards.csv,6,RC039_BLACK_BOX_NAME_STACK,names_as_payload,1200,5200,terminal,4,truth,1,P045_BLACK_BOX_NAME_STACK,2,P043_SHIFT_BOARD_ROUTE_HOLDS;P044_MEDICAL_LOCK_DELAY,,,OK
Docs/Lore/AppliedContent/route_cards/RS010_route_cards.csv,2,RC040_PUMP_ROOM_HANDSHAKE,pressure_machinery,80,1200,scanner,2,none,1,P046_PUMP_ROOM_HANDSHAKE,2,P032_PRESSURE_LADDER_DEPTH_BANDS;P042_PRESSURE_BUNK_ROUTINE,,,OK
Docs/Lore/AppliedContent/route_cards/RS010_route_cards.csv,3,RC041_HATCH_SEAL_LEDGER,route_loss,120,1800,terminal,4,truth,1,P047_HATCH_SEAL_LEDGER,2,P022_DROP_CAPSULE_DAMAGE;P046_PUMP_ROOM_HANDSHAKE,,,OK
Docs/Lore/AppliedContent/route_cards/RS010_route_cards.csv,4,RC042_CABLE_SPLICE_SCAR,atlas_repair_trace,250,2600,scanner,2,truth,1,P048_CABLE_SPLICE_SCAR,2,P005_REPAIR_SCAR;P046_PUMP_ROOM_HANDSHAKE,,,OK
Docs/Lore/AppliedContent/route_cards/RS010_route_cards.csv,5,RC043_SONAR_RETURN_ROUTE,return_route_pressure,200,4200,terminal,4,partial_exit,1,P049_SONAR_RETURN_ROUTE,2,P002_BLACK_KEEL_CONTACT;P043_SHIFT_BOARD_ROUTE_HOLDS,,,OK
Docs/Lore/AppliedContent/route_cards/RS010_route_cards.csv,6,RC044_SALVAGE_TOOL_CUSTODY,tool_claim_pressure,600,5200,terminal,4,material_or_partial,1,P050_SALVAGE_TOOL_CUSTODY,2,P024_FALSE_EXIT_MATERIAL;P045_BLACK_BOX_NAME_STACK,,,OK
Docs/Lore/AppliedContent/route_cards/RS011_route_cards.csv,2,RC045_LIGHT_DELAY_AUTHORITY,no_ansible_comms,0,1200,terminal,4,none,1,P051_LIGHT_DELAY_AUTHORITY,2,P012_RELAY_SPINE;P028_NO_FTL_TRANSIT_MATH,,,OK
Docs/Lore/AppliedContent/route_cards/RS011_route_cards.csv,3,RC046_BLACK_KEEL_TARIFF_TABLE,corporate_tariff,20,2200,terminal,4,material,1,P052_BLACK_KEEL_TARIFF_TABLE,2,P002_BLACK_KEEL_CONTACT;P015_BLACK_KEEL_LEDGER,,,OK
Docs/Lore/AppliedContent/route_cards/RS011_route_cards.csv,4,RC047_MARAUDER_GRAFFITI_MASKS,marauder_route_language,150,2600,scanner,2,truth,1,P053_MARAUDER_GRAFFITI_MASKS,2,P006_DEAD_CLAIM_CACHE;P025_PROFESSIONAL_MOTIVE,,,OK
Docs/Lore/AppliedContent/route_cards/RS011_route_cards.csv,5,RC048_RELAY_QUEUE_DRIFT,delayed_message_decay,200,4200,scanner,2,partial_exit,1,P054_RELAY_QUEUE_DRIFT,2,P051_LIGHT_DELAY_AUTHORITY;P049_SONAR_RETURN_ROUTE,,,OK
Docs/Lore/AppliedContent/route_cards/RS011_route_cards.csv,6,RC049_CORPORATE_RESPONSE_LEDGER,response_liability,600,5200,terminal,4,truth,1,P055_CORPORATE_RESPONSE_LEDGER,2,P052_BLACK_KEEL_TARIFF_TABLE;P039_DEEP_REACH_CLEANSE_ORDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS012_route_cards.csv,2,RC050_EX_DEEP_REACH_MARAUDER,player_ex_deep_reach,0,1200,scanner,2,truth,1,P056_EX_DEEP_REACH_MARAUDER,1,P025_PROFESSIONAL_MOTIVE,,,OK
Docs/Lore/AppliedContent/route_cards/RS012_route_cards.csv,3,RC051_GREAT_TIDE_LIABILITY_CHAIN,great_tide_liability,150,2600,terminal,4,truth,1,P057_GREAT_TIDE_LIABILITY_CHAIN,2,P008_EVACUATION_HOLD;P056_EX_DEEP_REACH_MARAUDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS012_route_cards.csv,4,RC052_BLACK_KEEL_CLAIM_HOOKS,carrier_claim_hooks,0,2200,terminal,4,material_or_partial,1,P058_BLACK_KEEL_CLAIM_HOOKS,2,P021_BLACK_KEEL_CUSTODY;P052_BLACK_KEEL_TARIFF_TABLE,,,OK
Docs/Lore/AppliedContent/route_cards/RS012_route_cards.csv,5,RC053_ESCAPE_CHAIN_ASSEMBLY,escape_engineering_chain,250,4200,terminal,4,partial_exit,1,P059_ESCAPE_CHAIN_ASSEMBLY,3,P022_DROP_CAPSULE_DAMAGE;P047_HATCH_SEAL_LEDGER;P056_EX_DEEP_REACH_MARAUDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS012_route_cards.csv,6,RC054_FIRST_HOUR_SPINE,first_hour_spine,0,800,scanner,2,none,1,P060_FIRST_HOUR_SPINE,3,P001_CRASH_SHELF;P002_BLACK_KEEL_CONTACT;P022_DROP_CAPSULE_DAMAGE,,,OK
Docs/Lore/AppliedContent/route_cards/RS013_route_cards.csv,2,RC055_MAINTENANCE_ECOLOGY,atlas_maintenance_ecology,700,5200,scanner,2,truth,1,P061_MAINTENANCE_ECOLOGY,2,P033_CABLE_REEF_SYMBIOSIS;P034_ABYSSAL_REPAIR_FAUNA,,,OK
Docs/Lore/AppliedContent/route_cards/RS013_route_cards.csv,3,RC056_MARA_VENN_TIDE_MODEL,great_tide_warning,100,2800,terminal,4,truth,1,P062_MARA_VENN_TIDE_MODEL,2,P057_GREAT_TIDE_LIABILITY_CHAIN;P018_HECTON8_DROWNED_GEOLOGY,,,OK
Docs/Lore/AppliedContent/route_cards/RS013_route_cards.csv,4,RC057_JUNO_KADE_EVACUATION_HOLD,evacuation_authority_hold,200,3400,terminal,4,truth,1,P063_JUNO_KADE_EVACUATION_HOLD,3,P008_EVACUATION_HOLD;P057_GREAT_TIDE_LIABILITY_CHAIN;P062_MARA_VENN_TIDE_MODEL,,,OK
Docs/Lore/AppliedContent/route_cards/RS013_route_cards.csv,5,RC058_REN_OKOYE_PUMP_63,worker_repair_notes,0,1800,terminal,4,none,1,P064_REN_OKOYE_PUMP_63,2,P046_PUMP_ROOM_HANDSHAKE;P063_JUNO_KADE_EVACUATION_HOLD,,,OK
Docs/Lore/AppliedContent/route_cards/RS013_route_cards.csv,6,RC059_SAHANA_IQBAL_ATLAS_SAFETY,atlas_safety_weighting,1200,5200,terminal,4,truth,1,P065_SAHANA_IQBAL_ATLAS_SAFETY,3,P057_GREAT_TIDE_LIABILITY_CHAIN;P061_MAINTENANCE_ECOLOGY;P063_JUNO_KADE_EVACUATION_HOLD,,,OK
Docs/Lore/AppliedContent/route_cards/RS014_route_cards.csv,2,RC060_LIAN_TORRES_LAST_PACKET,last_clean_packet,100,2600,terminal,4,truth,1,P066_LIAN_TORRES_LAST_PACKET,3,P051_LIGHT_DELAY_AUTHORITY;P054_RELAY_QUEUE_DRIFT;P057_GREAT_TIDE_LIABILITY_CHAIN,,,OK
Docs/Lore/AppliedContent/route_cards/RS014_route_cards.csv,3,RC061_OSKAR_NEUMANN_PRESSURE_FORGE,pressure_forge_escape_part,1000,4600,terminal,4,partial_exit,1,P067_OSKAR_NEUMANN_PRESSURE_FORGE,2,P059_ESCAPE_CHAIN_ASSEMBLY;P064_REN_OKOYE_PUMP_63,,,OK
Docs/Lore/AppliedContent/route_cards/RS014_route_cards.csv,4,RC062_AYA_MORITA_REPAIR_MEDICINE,repair_medicine_body_horror,600,4200,scanner,2,truth,1,P068_AYA_MORITA_REPAIR_MEDICINE,3,P044_MEDICAL_LOCK_DELAY;P061_MAINTENANCE_ECOLOGY;P067_OSKAR_NEUMANN_PRESSURE_FORGE,,,OK
Docs/Lore/AppliedContent/route_cards/RS014_route_cards.csv,5,RC063_PAVEL_SORN_PROCEDURE_HOLD,procedure_complicity,200,3600,terminal,4,truth,1,P069_PAVEL_SORN_PROCEDURE_HOLD,3,P055_CORPORATE_RESPONSE_LEDGER;P063_JUNO_KADE_EVACUATION_HOLD;P066_LIAN_TORRES_LAST_PACKET,,,OK
Docs/Lore/AppliedContent/route_cards/RS014_route_cards.csv,6,RC064_DEEP_REACH_PRESENT_WINDOWS,present_deep_reach_contact,800,5200,terminal,4,material_or_partial,1,P070_DEEP_REACH_PRESENT_WINDOWS,3,P039_DEEP_REACH_CLEANSE_ORDER;P055_CORPORATE_RESPONSE_LEDGER;P069_PAVEL_SORN_PROCEDURE_HOLD,,,OK
Docs/Lore/AppliedContent/route_cards/RS015_route_cards.csv,2,RC065_SOL_CORE_AUTHORITY,sol_core_authority,0,1500,scanner,2,truth,1,P071_SOL_CORE_AUTHORITY,1,P026_SIX_DOMAIN_LEDGER,,,OK
Docs/Lore/AppliedContent/route_cards/RS015_route_cards.csv,3,RC066_CENTAURI_COMPACT_LEGITIMACY,centauri_legitimacy,100,2200,scanner,2,truth,1,P072_CENTAURI_COMPACT_LEGITIMACY,1,P011_DOMAIN_MARKS_2190,,,OK
Docs/Lore/AppliedContent/route_cards/RS015_route_cards.csv,4,RC067_BARNARD_YARDS_MARAUDER_ORIGIN,barnard_marauder_origin,0,1800,field_note,64,truth,1,P073_BARNARD_YARDS_MARAUDER_ORIGIN,2,P056_EX_DEEP_REACH_MARAUDER;P025_PROFESSIONAL_MOTIVE,,,OK
Docs/Lore/AppliedContent/route_cards/RS015_route_cards.csv,5,RC068_TAU_CETI_PUBLIC_LEDGER,tau_ceti_public_ledger,200,3600,terminal,4,truth,1,P074_TAU_CETI_PUBLIC_LEDGER,1,P055_CORPORATE_RESPONSE_LEDGER,,,OK
