source_file,line,map_type,packet_id,packet_known,expected_packet_hash_hex,supplied_packet_hash,primary_component,primary_field,primary_hook_known,secondary_component,secondary_field,secondary_hook_known,existing_candidate_paths,missing_referenced_paths,status
Docs/Lore/AppliedContent/binding_maps/062_scene_binding_targets.csv,6,062_scene_binding_targets.csv,P310_LOCALIZED_OVERFLOW_PROOF_CARD,yes,0x7573DC1E,0x7573DC1E,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/063_runtime_binding_map.csv,2,063_runtime_binding_map.csv,P311_SITE_HOME_PAGE_COMPOSITION_LOCK,yes,0x5806EDF9,0x5806EDF9,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/063_runtime_binding_map.csv,3,063_runtime_binding_map.csv,P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,yes,0x625B32EF,0x625B32EF,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/063_runtime_binding_map.csv,4,063_runtime_binding_map.csv,P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,yes,0xB95CD084,0xB95CD084,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/063_runtime_binding_map.csv,5,063_runtime_binding_map.csv,P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,yes,0xD8595EE9,0xD8595EE9,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/063_runtime_binding_map.csv,6,063_runtime_binding_map.csv,P315_SOCIAL_DEV_NOTE_COPY_LOCK,yes,0xB200E26B,0xB200E26B,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/063_scene_binding_targets.csv,2,063_scene_binding_targets.csv,P311_SITE_HOME_PAGE_COMPOSITION_LOCK,yes,0x5806EDF9,0x5806EDF9,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/063_scene_binding_targets.csv,3,063_scene_binding_targets.csv,P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,yes,0x625B32EF,0x625B32EF,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/063_scene_binding_targets.csv,4,063_scene_binding_targets.csv,P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,yes,0xB95CD084,0xB95CD084,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/063_scene_binding_targets.csv,5,063_scene_binding_targets.csv,P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,yes,0xD8595EE9,0xD8595EE9,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/063_scene_binding_targets.csv,6,063_scene_binding_targets.csv,P315_SOCIAL_DEV_NOTE_COPY_LOCK,yes,0xB200E26B,0xB200E26B,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/064_runtime_binding_map.csv,2,064_runtime_binding_map.csv,P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,yes,0x56BE7878,0x56BE7878,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/064_runtime_binding_map.csv,3,064_runtime_binding_map.csv,P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,yes,0xA2F87864,0xA2F87864,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/064_runtime_binding_map.csv,4,064_runtime_binding_map.csv,P318_ECOLOGY_SCAN_PLACEMENT_PRIORITY_LOCK,yes,0xCA8E6DB3,0xCA8E6DB3,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/064_runtime_binding_map.csv,5,064_runtime_binding_map.csv,P319_FINAL_DESCENT_PLACEMENT_PRIORITY_LOCK,yes,0x751CA249,0x751CA249,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/064_runtime_binding_map.csv,6,064_runtime_binding_map.csv,P320_TERMINAL_BACKLOG_TRIAGE_LOCK,yes,0x2ED5FE5E,0x2ED5FE5E,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/064_scene_binding_targets.csv,2,064_scene_binding_targets.csv,P316_FIRST_HOUR_PLACEMENT_PRIORITY_LOCK,yes,0x56BE7878,0x56BE7878,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/064_scene_binding_targets.csv,3,064_scene_binding_targets.csv,P317_MID_DEPTH_ROUTE_PLACEMENT_PRIORITY_LOCK,yes,0xA2F87864,0xA2F87864,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/064_scene_binding_targets.csv,4,064_scene_binding_targets.csv,P318_ECOLOGY_SCAN_PLACEMENT_PRIORITY_LOCK,yes,0xCA8E6DB3,0xCA8E6DB3,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/064_scene_binding_targets.csv,5,064_scene_binding_targets.csv,P319_FINAL_DESCENT_PLACEMENT_PRIORITY_LOCK,yes,0x751CA249,0x751CA249,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/064_scene_binding_targets.csv,6,064_scene_binding_targets.csv,P320_TERMINAL_BACKLOG_TRIAGE_LOCK,yes,0x2ED5FE5E,0x2ED5FE5E,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,2,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,2,RS001_RS003_runtime_binding_map.csv,P001_CRASH_SHELF,yes,0xBBDE0731,0xBBDE0731,NarrativeDiscovery,appliedLorePacketHash,yes,NarrativeSpatialTriggerAuthoring,AppliedLoreHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,3,RS001_RS003_runtime_binding_map.csv,P002_BLACK_KEEL_CONTACT,yes,0x29404F82,0x29404F82,MessageTerminal,appliedLorePacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,4,RS001_RS003_runtime_binding_map.csv,P003_BARNARD_MARK,yes,0xE1A514C7,0xE1A514C7,NarrativeDiscovery,appliedLorePacketHash,yes,NarrativeSpatialTriggerAuthoring,AppliedLoreHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,5,RS001_RS003_runtime_binding_map.csv,P004_BLUE_DEBT,yes,0x6F61C092,0x6F61C092,ScannableFragment,appliedLoreFinalPacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,6,RS001_RS003_runtime_binding_map.csv,P005_REPAIR_SCAR,yes,0xC4EDBEBA,0xC4EDBEBA,ScannableFragment,appliedLoreHalfPacketHash,yes,ScannableFragment,appliedLoreFinalPacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,7,RS001_RS003_runtime_binding_map.csv,P006_DEAD_CLAIM_CACHE,yes,0x796A7B58,0x796A7B58,NarrativeDiscovery,appliedLorePacketHash,yes,MessageTerminal,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,8,RS001_RS003_runtime_binding_map.csv,P007_BRINE_STAIR,yes,0xB8462357,0xB8462357,ScannableFragment,appliedLoreFinalPacketHash,yes,NarrativeSpatialTriggerAuthoring,AppliedLoreHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,9,RS001_RS003_runtime_binding_map.csv,P008_EVACUATION_HOLD,yes,0xBC39FDD7,0xBC39FDD7,MessageTerminal,appliedLorePacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,10,RS001_RS003_runtime_binding_map.csv,P009_BOTTOM_FACTORY,yes,0x1444CE45,0x1444CE45,ScannableFragment,appliedLoreFinalPacketHash,yes,NarrativeSpatialTriggerAuthoring,AppliedLoreHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,11,RS001_RS003_runtime_binding_map.csv,P010_PAYLOAD_WINDOW,yes,0x2F1F093E,0x2F1F093E,MessageTerminal,appliedLorePacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,12,RS001_RS003_runtime_binding_map.csv,P011_DOMAIN_MARKS_2190,yes,0x108B72AE,0x108B72AE,NarrativeDiscovery,appliedLorePacketHash,yes,NarrativeSpatialTriggerAuthoring,AppliedLoreHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,13,RS001_RS003_runtime_binding_map.csv,P012_RELAY_SPINE,yes,0x88B4DC98,0x88B4DC98,MessageTerminal,appliedLorePacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,14,RS001_RS003_runtime_binding_map.csv,P013_NEARLIGHT_SHIP_CLASSES,yes,0x3DA55C38,0x3DA55C38,MessageTerminal,appliedLorePacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,15,RS001_RS003_runtime_binding_map.csv,P014_AEGIR_ROUTE_WINDOW,yes,0x3C0D7D62,0x3C0D7D62,MessageTerminal,appliedLorePacketHash,yes,NarrativeSpatialTriggerAuthoring,AppliedLoreHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS003_runtime_binding_map.csv,16,RS001_RS003_runtime_binding_map.csv,P015_BLACK_KEEL_LEDGER,yes,0x8E6BB94F,0x8E6BB94F,MessageTerminal,appliedLorePacketHash,yes,NarrativeDiscovery,appliedLorePacketHash,yes,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,2,RS001_RS009_scene_binding_targets.csv,P001_CRASH_SHELF,yes,0xBBDE0731,0xBBDE0731,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,3,RS001_RS009_scene_binding_targets.csv,P002_BLACK_KEEL_CONTACT,yes,0x29404F82,0x29404F82,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,4,RS001_RS009_scene_binding_targets.csv,P003_BARNARD_MARK,yes,0xE1A514C7,0xE1A514C7,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,5,RS001_RS009_scene_binding_targets.csv,P004_BLUE_DEBT,yes,0x6F61C092,0x6F61C092,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,6,RS001_RS009_scene_binding_targets.csv,P005_REPAIR_SCAR,yes,0xC4EDBEBA,0xC4EDBEBA,ScannableFragment,appliedLoreHalfPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,7,RS001_RS009_scene_binding_targets.csv,P006_DEAD_CLAIM_CACHE,yes,0x796A7B58,0x796A7B58,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,8,RS001_RS009_scene_binding_targets.csv,P007_BRINE_STAIR,yes,0xB8462357,0xB8462357,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,9,RS001_RS009_scene_binding_targets.csv,P008_EVACUATION_HOLD,yes,0xBC39FDD7,0xBC39FDD7,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,10,RS001_RS009_scene_binding_targets.csv,P009_BOTTOM_FACTORY,yes,0x1444CE45,0x1444CE45,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,11,RS001_RS009_scene_binding_targets.csv,P010_PAYLOAD_WINDOW,yes,0x2F1F093E,0x2F1F093E,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,12,RS001_RS009_scene_binding_targets.csv,P011_DOMAIN_MARKS_2190,yes,0x108B72AE,0x108B72AE,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,13,RS001_RS009_scene_binding_targets.csv,P012_RELAY_SPINE,yes,0x88B4DC98,0x88B4DC98,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,14,RS001_RS009_scene_binding_targets.csv,P013_NEARLIGHT_SHIP_CLASSES,yes,0x3DA55C38,0x3DA55C38,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,15,RS001_RS009_scene_binding_targets.csv,P014_AEGIR_ROUTE_WINDOW,yes,0x3C0D7D62,0x3C0D7D62,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,16,RS001_RS009_scene_binding_targets.csv,P015_BLACK_KEEL_LEDGER,yes,0x8E6BB94F,0x8E6BB94F,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,17,RS001_RS009_scene_binding_targets.csv,P016_AEGIR_HOST_STAR,yes,0x3B14722D,0x3B14722D,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,18,RS001_RS009_scene_binding_targets.csv,P017_AEGIR_MOON_LADDER,yes,0xF0A8072F,0xF0A8072F,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,19,RS001_RS009_scene_binding_targets.csv,P018_HECTON8_DROWNED_GEOLOGY,yes,0xFBD39057,0xFBD39057,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,20,RS001_RS009_scene_binding_targets.csv,P019_HECTON8_RESOURCE_STACK,yes,0x8C290DBF,0x8C290DBF,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,21,RS001_RS009_scene_binding_targets.csv,P020_HECTON8_ECOLOGY_REGISTRY,yes,0x70D6F7F6,0x70D6F7F6,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,22,RS001_RS009_scene_binding_targets.csv,P021_BLACK_KEEL_CUSTODY,yes,0x28B798E4,0x28B798E4,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,23,RS001_RS009_scene_binding_targets.csv,P022_DROP_CAPSULE_DAMAGE,yes,0x89F9FF0D,0x89F9FF0D,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,24,RS001_RS009_scene_binding_targets.csv,P023_DEEP_REACH_RETURN_CLAIM,yes,0x2C3744D3,0x2C3744D3,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,25,RS001_RS009_scene_binding_targets.csv,P024_FALSE_EXIT_MATERIAL,yes,0x61C07148,0x61C07148,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,26,RS001_RS009_scene_binding_targets.csv,P025_PROFESSIONAL_MOTIVE,yes,0xC79F1029,0xC79F1029,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,27,RS001_RS009_scene_binding_targets.csv,P026_SIX_DOMAIN_LEDGER,yes,0x67A9EABD,0x67A9EABD,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,28,RS001_RS009_scene_binding_targets.csv,P027_BARNARD_YARDS_ORIGIN,yes,0x1F2D1070,0x1F2D1070,ScannableFragment,appliedLoreHalfPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,29,RS001_RS009_scene_binding_targets.csv,P028_NO_FTL_TRANSIT_MATH,yes,0x6F3FFD85,0x6F3FFD85,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,30,RS001_RS009_scene_binding_targets.csv,P029_SEED_SHIP_DOCTRINE,yes,0x6F981AAA,0x6F981AAA,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,31,RS001_RS009_scene_binding_targets.csv,P030_RELAY_CUSTODY_DEBT_CHAIN,yes,0xAED53922,0xAED53922,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,32,RS001_RS009_scene_binding_targets.csv,P031_PHOTIC_SHELF_LIFE,yes,0xB17D51ED,0xB17D51ED,ScannableFragment,appliedLoreQuarterPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,33,RS001_RS009_scene_binding_targets.csv,P032_PRESSURE_LADDER_DEPTH_BANDS,yes,0x10130D02,0x10130D02,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,34,RS001_RS009_scene_binding_targets.csv,P033_CABLE_REEF_SYMBIOSIS,yes,0x73020D33,0x73020D33,ScannableFragment,appliedLoreHalfPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,35,RS001_RS009_scene_binding_targets.csv,P034_ABYSSAL_REPAIR_FAUNA,yes,0x39024B16,0x39024B16,ScannableFragment,appliedLoreFinalPacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,36,RS001_RS009_scene_binding_targets.csv,P035_FACTORY_TEMPLE_THRESHOLD,yes,0x49AFEBDC,0x49AFEBDC,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,37,RS001_RS009_scene_binding_targets.csv,P036_RETURN_VECTOR_WINDOW,yes,0x136FE870,0x136FE870,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,38,RS001_RS009_scene_binding_targets.csv,P037_COWARD_EXIT_CHAIN,yes,0xD6A5117F,0xD6A5117F,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,39,RS001_RS009_scene_binding_targets.csv,P038_MATERIAL_PAYOUT_LEDGER,yes,0x399F421B,0x399F421B,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,40,RS001_RS009_scene_binding_targets.csv,P039_DEEP_REACH_CLEANSE_ORDER,yes,0xEAA9D035,0xEAA9D035,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS009_scene_binding_targets.csv,41,RS001_RS009_scene_binding_targets.csv,P040_ATLAS_FINAL_ARGUMENT,yes,0xA3CFA178,0xA3CFA178,MessageTerminal,appliedLorePacketHash,yes,,,n/a,4,,OK
