"locale","page_path","packet_id","title","article_id","spoiler_level","status"
"en_US","external_site/en_US/P056_EX_DEEP_REACH_MARAUDER.md","P056_EX_DEEP_REACH_MARAUDER","Ex-Deep-Reach Marauder","hecton8.ex_deep_reach_marauder","","source_ready"
"en_US","external_site/en_US/P057_GREAT_TIDE_LIABILITY_CHAIN.md","P057_GREAT_TIDE_LIABILITY_CHAIN","Great Tide Liability Chain","hecton8.great_tide_liability_chain","","source_ready"
"en_US","external_site/en_US/P058_BLACK_KEEL_CLAIM_HOOKS.md","P058_BLACK_KEEL_CLAIM_HOOKS","Black Keel Claim Hooks","hecton8.black_keel_claim_hooks","","source_ready"
"en_US","external_site/en_US/P059_ESCAPE_CHAIN_ASSEMBLY.md","P059_ESCAPE_CHAIN_ASSEMBLY","Escape Chain Assembly","hecton8.escape_chain_assembly","","source_ready"
"en_US","external_site/en_US/P060_FIRST_HOUR_SPINE.md","P060_FIRST_HOUR_SPINE","First Hour Spine","hecton8.first_hour_spine","","source_ready"
"en_US","external_site/en_US/P061_MAINTENANCE_ECOLOGY.md","P061_MAINTENANCE_ECOLOGY","Maintenance Ecology","hecton8.maintenance_ecology","","source_ready"
"en_US","external_site/en_US/P062_MARA_VENN_TIDE_MODEL.md","P062_MARA_VENN_TIDE_MODEL","Mara Venn Tide Model","hecton8.mara_venn_tide_model","","source_ready"
"en_US","external_site/en_US/P063_JUNO_KADE_EVACUATION_HOLD.md","P063_JUNO_KADE_EVACUATION_HOLD","Juno Kade Evacuation Hold","hecton8.juno_kade_evacuation_hold","","source_ready"
"en_US","external_site/en_US/P064_REN_OKOYE_PUMP_63.md","P064_REN_OKOYE_PUMP_63","Ren Okoye Pump 63","hecton8.ren_okoye_pump_63","","source_ready"
"en_US","external_site/en_US/P065_SAHANA_IQBAL_ATLAS_SAFETY.md","P065_SAHANA_IQBAL_ATLAS_SAFETY","Sahana Iqbal Atlas Safety","hecton8.sahana_iqbal_atlas_safety","","source_ready"
"en_US","external_site/en_US/P066_LIAN_TORRES_LAST_PACKET.md","P066_LIAN_TORRES_LAST_PACKET","Lian Torres Last Packet","hecton8.lian_torres_last_packet","","source_ready"
"en_US","external_site/en_US/P067_OSKAR_NEUMANN_PRESSURE_FORGE.md","P067_OSKAR_NEUMANN_PRESSURE_FORGE","Oskar Neumann Pressure Forge","hecton8.oskar_neumann_pressure_forge","","source_ready"
"en_US","external_site/en_US/P068_AYA_MORITA_REPAIR_MEDICINE.md","P068_AYA_MORITA_REPAIR_MEDICINE","Aya Morita Repair Medicine","hecton8.aya_morita_repair_medicine","","source_ready"
"en_US","external_site/en_US/P069_PAVEL_SORN_PROCEDURE_HOLD.md","P069_PAVEL_SORN_PROCEDURE_HOLD","Pavel Sorn Procedure Hold","hecton8.pavel_sorn_procedure_hold","","source_ready"
"en_US","external_site/en_US/P070_DEEP_REACH_PRESENT_WINDOWS.md","P070_DEEP_REACH_PRESENT_WINDOWS","Deep Reach Present Windows","hecton8.deep_reach_present_windows","","source_ready"
"en_US","external_site/en_US/P071_SOL_CORE_AUTHORITY.md","P071_SOL_CORE_AUTHORITY","Sol Core Authority","human.sol_core_authority","","source_ready"
"en_US","external_site/en_US/P072_CENTAURI_COMPACT_LEGITIMACY.md","P072_CENTAURI_COMPACT_LEGITIMACY","Centauri Compact Legitimacy","human.centauri_compact_legitimacy","","source_ready"
"en_US","external_site/en_US/P073_BARNARD_YARDS_MARAUDER_ORIGIN.md","P073_BARNARD_YARDS_MARAUDER_ORIGIN","Barnard Yards Marauder Origin","human.barnard_yards_marauder_origin","","source_ready"
"en_US","external_site/en_US/P074_TAU_CETI_PUBLIC_LEDGER.md","P074_TAU_CETI_PUBLIC_LEDGER","Tau Ceti Public Ledger","human.tau_ceti_public_ledger","","source_ready"
"en_US","external_site/en_US/P075_LUYTEN_JUNCTION_PACKET_CUSTODY.md","P075_LUYTEN_JUNCTION_PACKET_CUSTODY","Luyten Junction Packet Custody","human.luyten_junction_packet_custody","","source_ready"
"en_US","external_site/en_US/P076_RAN_AEGIR_ANCHOR.md","P076_RAN_AEGIR_ANCHOR","Ran / Aegir Anchor","aegir.ran_aegir_anchor","","source_ready"
"en_US","external_site/en_US/P077_AEGIR_MOON_LADDER.md","P077_AEGIR_MOON_LADDER","Aegir Moon Ladder","aegir.moon_ladder","","source_ready"
"en_US","external_site/en_US/P078_INNER_MOON_RELAY_HAZARDS.md","P078_INNER_MOON_RELAY_HAZARDS","Inner Moon Relay Hazards","aegir.inner_moon_relay_hazards","","source_ready"
"en_US","external_site/en_US/P079_HECTON8_ORBIT_TIDE_GEOMETRY.md","P079_HECTON8_ORBIT_TIDE_GEOMETRY","HECTON-8 Orbit / Tide Geometry","aegir.hecton8_orbit_tide_geometry","","source_ready"
"en_US","external_site/en_US/P080_OUTER_MOON_COLD_CLAIMS.md","P080_OUTER_MOON_COLD_CLAIMS","Outer Moon Cold Claims","aegir.outer_moon_cold_claims","","source_ready"
"en_US","external_site/en_US/P081_GREAT_TIDE_PHYSICS_RECORD.md","P081_GREAT_TIDE_PHYSICS_RECORD","Great Tide Physics Record","hecton8.great_tide_physics_record","","source_ready"
"en_US","external_site/en_US/P082_PRESSURE_GLASS_FORMATION.md","P082_PRESSURE_GLASS_FORMATION","Pressure Glass Formation","hecton8.pressure_glass_formation","","source_ready"
"en_US","external_site/en_US/P083_BRINE_CANYON_ROUTE_LADDER.md","P083_BRINE_CANYON_ROUTE_LADDER","Brine Canyon Route Ladder","hecton8.brine_canyon_route_ladder","","source_ready"
"en_US","external_site/en_US/P084_VENT_FORGE_GEOTHERMAL_ENGINE.md","P084_VENT_FORGE_GEOTHERMAL_ENGINE","Vent Forge Geothermal Engine","hecton8.vent_forge_geothermal_engine","","source_ready"
"en_US","external_site/en_US/P085_BIOMETAL_RESOURCE_STACK.md","P085_BIOMETAL_RESOURCE_STACK","Biometal Resource Stack","hecton8.biometal_resource_stack","","source_ready"
"en_US","external_site/en_US/P086_AEGIR_RECLAMATION_POOL.md","P086_AEGIR_RECLAMATION_POOL","Aegir Reclamation Pool","carrier.aegir_reclamation_pool","","source_ready"
"en_US","external_site/en_US/P087_KEELMARK_MUTUAL_CUSTODY.md","P087_KEELMARK_MUTUAL_CUSTODY","Keelmark Mutual Custody","carrier.keelmark_mutual_custody","","source_ready"
"en_US","external_site/en_US/P088_TONNE_WINDOW_DEBT.md","P088_TONNE_WINDOW_DEBT","Tonne-Window Debt","carrier.tonne_window_debt","","source_ready"
"en_US","external_site/en_US/P089_BLACK_KEEL_FIRST_VOICE.md","P089_BLACK_KEEL_FIRST_VOICE","Black Keel First Voice","carrier.black_keel_first_voice","","source_ready"
"en_US","external_site/en_US/P090_DEEP_REACH_PRIORITY_HOOK.md","P090_DEEP_REACH_PRIORITY_HOOK","Deep Reach Priority Hook","carrier.deep_reach_priority_hook","","source_ready"
"en_US","external_site/en_US/P091_COLLISION_FRACTURED_MOON.md","P091_COLLISION_FRACTURED_MOON","Collision-Fractured Moon","hecton8.collision_fractured_moon","","source_ready"
"en_US","external_site/en_US/P092_GLOBAL_OCEAN_DEPTH_BANDS.md","P092_GLOBAL_OCEAN_DEPTH_BANDS","Global Ocean Depth Bands","hecton8.global_ocean_depth_bands","","source_ready"
"en_US","external_site/en_US/P093_ACCESSIBLE_SEAFLOOR_WINDOWS.md","P093_ACCESSIBLE_SEAFLOOR_WINDOWS","Accessible Seafloor Windows","hecton8.accessible_seafloor_windows","","source_ready"
"en_US","external_site/en_US/P094_SEED_GEOLOGY_INVARIANTS.md","P094_SEED_GEOLOGY_INVARIANTS","Seed Geology Invariants","hecton8.seed_geology_invariants","","source_ready"
"en_US","external_site/en_US/P095_PRESSURE_CONTAINMENT_FAILURE.md","P095_PRESSURE_CONTAINMENT_FAILURE","Pressure Containment Failure","hecton8.pressure_containment_failure","","source_ready"
"en_US","external_site/en_US/P096_ATLAS_PERSON_BOUNDARY.md","P096_ATLAS_PERSON_BOUNDARY","Atlas Person Boundary","atlas.atlas_person_boundary","","source_ready"
"en_US","external_site/en_US/P097_RECOVERY_COMPLIANCE_OFFICE.md","P097_RECOVERY_COMPLIANCE_OFFICE","Recovery Compliance Office","deep_reach.recovery_compliance_office","","source_ready"
"en_US","external_site/en_US/P098_FALSE_ENDING_TAXONOMY.md","P098_FALSE_ENDING_TAXONOMY","False Ending Taxonomy","endings.false_ending_taxonomy","","source_ready"
"en_US","external_site/en_US/P099_MARAUDER_DOSSIER_PERSISTENCE.md","P099_MARAUDER_DOSSIER_PERSISTENCE","Marauder Dossier Persistence","progression.marauder_dossier_persistence","","source_ready"
"en_US","external_site/en_US/P100_FINAL_CHOICE_PAYLOAD.md","P100_FINAL_CHOICE_PAYLOAD","Final Choice Payload","endings.final_choice_payload","","source_ready"
"en_US","external_site/en_US/P101_NO_FTL_ROUTE_ECONOMY.md","P101_NO_FTL_ROUTE_ECONOMY","No-FTL Route Economy","human_space.no_ftl_route_economy","","source_ready"
"en_US","external_site/en_US/P102_BEAM_SAIL_PROBE_ERA.md","P102_BEAM_SAIL_PROBE_ERA","Beam-Sail Probe Era","human_space.beam_sail_probe_era","","source_ready"
"en_US","external_site/en_US/P103_PELLET_FUSION_FREIGHT.md","P103_PELLET_FUSION_FREIGHT","Pellet-Fusion Freight","human_space.pellet_fusion_freight","","source_ready"
"en_US","external_site/en_US/P104_RAN_B_H8_PUBLIC_CATALOG.md","P104_RAN_B_H8_PUBLIC_CATALOG","RAN-B:H8 Public Catalog","aegir.ran_b_h8_public_catalog","","source_ready"
"en_US","external_site/en_US/P105_BLACK_KEEL_IN_SYSTEM_TENDER.md","P105_BLACK_KEEL_IN_SYSTEM_TENDER","Black Keel In-System Tender","black_keel.in_system_tender_limit","","source_ready"
"en_US","external_site/en_US/P106_ILIYA_VARNEK_TIDE_MARGIN.md","P106_ILIYA_VARNEK_TIDE_MARGIN","Iliya Varnek Tide Margin","deep_reach.iliya_varnek_tide_margin","","source_ready"
"en_US","external_site/en_US/P107_SELENE_ARENDT_ATLAS_WEIGHTING.md","P107_SELENE_ARENDT_ATLAS_WEIGHTING","Selene Arendt Atlas Weighting","deep_reach.selene_arendt_atlas_weighting","","source_ready"
"en_US","external_site/en_US/P108_NOOR_HALDANE_EVAC_CERT.md","P108_NOOR_HALDANE_EVAC_CERT","Noor Haldane Evac Cert","deep_reach.noor_haldane_evac_cert","","source_ready"
"en_US","external_site/en_US/P109_MAREK_IBARRA_LOSS_CONVERSION.md","P109_MAREK_IBARRA_LOSS_CONVERSION","Marek Ibarra Loss Conversion","deep_reach.marek_ibarra_loss_conversion","","source_ready"
"en_US","external_site/en_US/P110_VERA_SATO_REN_RETURN_ACTION.md","P110_VERA_SATO_REN_RETURN_ACTION","Vera Sato-Ren Return Action","deep_reach.vera_sato_ren_return_action","","source_ready"
"en_US","external_site/en_US/P111_MANUAL_BILGE_PUMP_KIT.md","P111_MANUAL_BILGE_PUMP_KIT","Manual Bilge Pump Kit","first_hour.manual_bilge_pump_kit","","source_ready"
"en_US","external_site/en_US/P112_COLD_SEALANT_PATCH_GUN.md","P112_COLD_SEALANT_PATCH_GUN","Cold Sealant Patch Gun","first_hour.cold_sealant_patch_gun","","source_ready"
"en_US","external_site/en_US/P113_LOW_POWER_INDUCTION_CUTTER.md","P113_LOW_POWER_INDUCTION_CUTTER","Low-Power Induction Cutter","first_hour.low_power_induction_cutter","","source_ready"
"en_US","external_site/en_US/P114_ACOUSTIC_PINGER_LINE.md","P114_ACOUSTIC_PINGER_LINE","Acoustic Pinger Line","first_hour.acoustic_pinger_line","","source_ready"
"en_US","external_site/en_US/P115_P63_FIELD_FABRICATOR.md","P115_P63_FIELD_FABRICATOR","P-63 Field Fabricator","first_hour.p63_field_fabricator","","source_ready"
"en_US","external_site/en_US/P116_NATIVE_SULFIDE_SALT_STACK.md","P116_NATIVE_SULFIDE_SALT_STACK","Native Sulfide Salt Stack","resources.native_sulfide_salt_stack","","source_ready"
"en_US","external_site/en_US/P117_NOBLE_GAS_BRINE_POCKETS.md","P117_NOBLE_GAS_BRINE_POCKETS","Noble Gas Brine Pockets","resources.noble_gas_brine_pockets","","source_ready"
"en_US","external_site/en_US/P118_DEEP_REACH_PRESSURE_CERAMICS.md","P118_DEEP_REACH_PRESSURE_CERAMICS","Deep Reach Pressure Ceramics","resources.deep_reach_pressure_ceramics","","source_ready"
"en_US","external_site/en_US/P119_ATLAS_BIOFIBER_SEALANT.md","P119_ATLAS_BIOFIBER_SEALANT","Atlas Biofiber Sealant","resources.atlas_biofiber_sealant","","source_ready"
"en_US","external_site/en_US/P120_BIOMETAL_SENSOR_TAGS.md","P120_BIOMETAL_SENSOR_TAGS","Biometal Sensor Tags","resources.biometal_sensor_tags","","source_ready"
"en_US","external_site/en_US/P121_DOMAIN_CIVIC_CORPORATE_SPLIT.md","P121_DOMAIN_CIVIC_CORPORATE_SPLIT","Domain Civic-Corporate Split","human_space.domain_civic_corporate_split","","source_ready"
"en_US","external_site/en_US/P122_MARAUDER_LEGAL_LOOPHOLE.md","P122_MARAUDER_LEGAL_LOOPHOLE","Marauder Legal Loophole","human_space.marauder_legal_loophole","","source_ready"
"en_US","external_site/en_US/P123_SALVAGE_TRUTH_EVIDENCE_STATUS.md","P123_SALVAGE_TRUTH_EVIDENCE_STATUS","Salvage Truth Evidence Status","human_space.salvage_truth_evidence_status","","source_ready"
"en_US","external_site/en_US/P124_NORMAL_CITIZEN_AEGIR_MEMORY.md","P124_NORMAL_CITIZEN_AEGIR_MEMORY","Normal Citizen Aegir Memory","human_space.normal_citizen_aegir_memory","","source_ready"
"en_US","external_site/en_US/P125_DEEP_REACH_ORIGIN_CHAIN.md","P125_DEEP_REACH_ORIGIN_CHAIN","Deep Reach Origin Chain","human_space.deep_reach_origin_chain","","source_ready"
"en_US","external_site/en_US/P126_ATLAS_PUBLIC_FRONT.md","P126_ATLAS_PUBLIC_FRONT","Atlas Public Front","atlas.public_front","","source_ready"
"en_US","external_site/en_US/P127_ATLAS_INSURANCE_PERSONHOOD_STATUS.md","P127_ATLAS_INSURANCE_PERSONHOOD_STATUS","Atlas Insurance Personhood Status","atlas.insurance_personhood_status","","source_ready"
"en_US","external_site/en_US/P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER.md","P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER","Atlas Classified Weighting Layer","atlas.classified_weighting_layer","","source_ready"
"en_US","external_site/en_US/P129_ATLAS_SHUTDOWN_ETHIC_FRAME.md","P129_ATLAS_SHUTDOWN_ETHIC_FRAME","Atlas Shutdown Ethic Frame","atlas.shutdown_ethic_frame","","source_ready"
"en_US","external_site/en_US/P130_ATLAS_PUBLIC_MEMORY_AFTER_2147.md","P130_ATLAS_PUBLIC_MEMORY_AFTER_2147","Atlas Public Memory After 2147","atlas.public_memory_after_2147","","source_ready"
"en_US","external_site/en_US/P131_MATERIAL_EXIT_BITTER_CREDITS.md","P131_MATERIAL_EXIT_BITTER_CREDITS","Material Exit Bitter Credits","endings.material_exit_bitter_credits","","source_ready"
"en_US","external_site/en_US/P132_PARTIAL_EXIT_SAME_SEED_RETURN.md","P132_PARTIAL_EXIT_SAME_SEED_RETURN","Partial Exit Same-Seed Return","endings.partial_exit_same_seed_return","","source_ready"
"en_US","external_site/en_US/P133_CORPORATE_CAPTURE_BAD_END.md","P133_CORPORATE_CAPTURE_BAD_END","Corporate Capture Bad End","endings.corporate_capture_bad_end","","source_ready"
"en_US","external_site/en_US/P134_QUARANTINE_HOLD_STALE_AIR.md","P134_QUARANTINE_HOLD_STALE_AIR","Quarantine Hold Stale Air","endings.quarantine_hold_stale_air","","source_ready"
"en_US","external_site/en_US/P135_PUBLIC_LEDGER_LEAK_ROUTE.md","P135_PUBLIC_LEDGER_LEAK_ROUTE","Public Ledger Leak Route","endings.public_ledger_leak_route","","source_ready"
"en_US","external_site/en_US/P136_DOSSIER_RUMOR_UNLOCKS.md","P136_DOSSIER_RUMOR_UNLOCKS","Dossier Rumor Unlocks","replay.dossier_rumor_unlocks","","source_ready"
"en_US","external_site/en_US/P137_RISKIER_CONTRACT_SEEDS.md","P137_RISKIER_CONTRACT_SEEDS","Riskier Contract Seeds","replay.riskier_contract_seeds","","source_ready"
"en_US","external_site/en_US/P138_FALSE_ENDING_COUNT_LADDER.md","P138_FALSE_ENDING_COUNT_LADDER","False Ending Count Ladder","replay.false_ending_count_ladder","","source_ready"
"en_US","external_site/en_US/P139_STARTING_CLAIM_VARIANTS.md","P139_STARTING_CLAIM_VARIANTS","Starting Claim Variants","replay.starting_claim_variants","","source_ready"
"en_US","external_site/en_US/P140_DOSSIER_KNOWLEDGE_NOT_POWER.md","P140_DOSSIER_KNOWLEDGE_NOT_POWER","Dossier Knowledge Not Power","replay.dossier_knowledge_not_power","","source_ready"
"en_US","external_site/en_US/P141_RAN_AEGIR_DISTANCE_MODEL.md","P141_RAN_AEGIR_DISTANCE_MODEL","Ran-Aegir Distance Model","route_time.ran_aegir_distance_model","","source_ready"
"en_US","external_site/en_US/P142_PROBE_PACKET_TRAVEL_TIMES.md","P142_PROBE_PACKET_TRAVEL_TIMES","Probe Packet Travel Times","route_time.probe_packet_travel_times","","source_ready"
"en_US","external_site/en_US/P143_HEAVY_FREIGHT_STAGING_TIME.md","P143_HEAVY_FREIGHT_STAGING_TIME","Heavy Freight Staging Time","route_time.heavy_freight_staging_time","","source_ready"
"en_US","external_site/en_US/P144_HUMAN_CREW_ROTATION_TRANSIT.md","P144_HUMAN_CREW_ROTATION_TRANSIT","Human Crew Rotation Transit","route_time.human_crew_rotation_transit","","source_ready"
"en_US","external_site/en_US/P145_RELAY_MESSAGE_LAG.md","P145_RELAY_MESSAGE_LAG","Relay Message Lag","route_time.relay_message_lag","","source_ready"
"en_US","external_site/en_US/P146_DEEP_REACH_PUBLIC_COMBINE.md","P146_DEEP_REACH_PUBLIC_COMBINE","Deep Reach Public Combine","deep_reach_org.deep_reach_public_combine","","source_ready"
"en_US","external_site/en_US/P147_AEGIR_CONTINUITY_HOLDINGS.md","P147_AEGIR_CONTINUITY_HOLDINGS","Aegir Continuity Holdings","deep_reach_org.aegir_continuity_holdings","","source_ready"
"en_US","external_site/en_US/P148_ATLAS_CONTINUITY_OFFICE.md","P148_ATLAS_CONTINUITY_OFFICE","Atlas Continuity Office","deep_reach_org.atlas_continuity_office","","source_ready"
