"ShotID","Group","OutputSubdir","FilenamePattern","EvidenceKind","ViewMode","UIState","QualityLane","DepthBand","Subject","CameraInstruction","BeforeAfterRule","ReferenceComparison","PassCriteria","FailCriteria","Notes"
"VP-GSM-UL-002","GameSceneMatch","shots/game","VP_<SESSION>_<CHANGE>_VP-GSM-UL-002_02_hecton_world_game_uioff_ultra_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","Surface","Same camera as VP-GSM-UL-001 with UI disabled","Before and after for scene/material/scatter changes","Compare with UI_ON and references","World art passes without UI","Volumetrics/post hide weak art","Required UI off proof"
"VP-GSM-UL-003","GameSceneMatch","shots/scene","VP_<SESSION>_<CHANGE>_VP-GSM-UL-003_02_hecton_world_scene_uioff_ultra_surface_<REV>.png","UNITY_EDITOR_CAPTURE","Scene View","UI_OFF","Ultra","Scene View match","Scene View framed from same player position and direction","Before and after for scene/material/scatter changes","Compare with Game View pair","Scene composition materially matches Game View","Editor-only staging or hidden objects alter proof","Scene View is static/editor evidence"
"VP-SHL-CP-001","ShorelineClose","shots/game","VP_<SESSION>_<CHANGE>_VP-SHL-CP-001_02_hecton_world_game_uioff_compact_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","Surface","Shoreline close waterline and wet rock","Gameplay height near foam/wet basalt contact","Before and after material or shoreline changes","Compare project water/terrain references and before shot","Foam/wetness/contact readable; no flat white ribbon","Flat foam strip glossy plastic rock or muddy water","Required shoreline close"
"VP-SHL-MD-001","ShorelineClose","shots/game","VP_<SESSION>_<CHANGE>_VP-SHL-MD-001_02_hecton_world_game_uioff_middle_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Shoreline close waterline and wet rock","Same as compact shoreline close","Before and after material or shoreline changes","Compare compact/high and references","Middle improves detail without changing boundary truth","Material identity collapses or seams appear","Required shoreline close"
"VP-SHL-HI-001","ShorelineClose","shots/game","VP_<SESSION>_<CHANGE>_VP-SHL-HI-001_02_hecton_world_game_uioff_high_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","High","Surface","Shoreline close waterline and wet rock","Same as compact shoreline close","Before and after material or shoreline changes","Compare middle/ultra and references","Richer foam wetness roughness and normal response","High hides seam with bloom or angle","Required shoreline close"
"VP-SHL-UL-001","ShorelineClose","shots/game","VP_<SESSION>_<CHANGE>_VP-SHL-UL-001_02_hecton_world_game_uioff_ultra_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","Surface","Shoreline close waterline and wet rock","Same as compact shoreline close","Before and after material or shoreline changes","Compare high and compact","Ultra adds detail only; same wet/dry truth","Ultra-only detail compensates for failed compact","Required shoreline close"
"VP-SHW-CP-001","ShorelineWide","shots/game","VP_<SESSION>_<CHANGE>_VP-SHW-CP-001_02_hecton_world_game_uioff_compact_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","Surface","Wide coastline and route silhouette","Gameplay height wide shot with ocean sky coast terrain","Before and after scene/terrain/scatter/water changes","Compare Subnautica-level floor references and before shot","Readable coastline route sky ocean and silhouettes","Flat coast empty water dark surface or weak terrain","Required shoreline wide"
"VP-SHW-MD-001","ShorelineWide","shots/game","VP_<SESSION>_<CHANGE>_VP-SHW-MD-001_02_hecton_world_game_uioff_middle_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Wide coastline and route silhouette","Same as compact wide shot","Before and after scene/terrain/scatter/water changes","Compare compact/high","Main lane looks genuinely good and navigable","Middle reads as placeholder or random terrain","Required shoreline wide"
"VP-SHW-HI-001","ShorelineWide","shots/game","VP_<SESSION>_<CHANGE>_VP-SHW-HI-001_02_hecton_world_game_uioff_high_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","High","Surface","Wide coastline and route silhouette","Same as compact wide shot","Before and after scene/terrain/scatter/water changes","Compare middle/ultra","High adds material/scatter richness with same route","Density hides route or changes gameplay truth","Required shoreline wide"
"VP-SHW-UL-001","ShorelineWide","shots/game","VP_<SESSION>_<CHANGE>_VP-SHW-UL-001_02_hecton_world_game_uioff_ultra_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","Surface","Wide coastline and route silhouette","Same as compact wide shot","Before and after scene/terrain/scatter/water changes","Compare high/compact","Ultra adds overkill without hiding base result","Ultra overdraws scene into noise or hides poor terrain","Required shoreline wide"
"VP-U05-CP-001","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-CP-001_02_hecton_world_game_uioff_compact_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","0-5m","Photic shallows no UI","Player just below surface looking toward route and seafloor","Before and after water/scatter/terrain changes","Compare shallow water references and before shot","Bright readable colorful water and terrain through water","Generic blue fog empty aquarium or dark shallows","Required underwater 0-5m"
"VP-U05-CP-002","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-CP-002_02_hecton_world_game_uion_compact_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","Compact","0-5m","Photic shallows with instruments","Same as VP-U05-CP-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","HUD legible and does not hide weak water","HUD occludes route or acts as visual cover","Required UI on shallow proof"
"VP-U05-MD-001","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-MD-001_02_hecton_world_game_uioff_middle_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","0-5m","Photic shallows no UI","Same as compact 0-5m shot","Before and after water/scatter/terrain changes","Compare compact/high","Middle adds clarity/detail while route unchanged","No improvement or increased mud/noise","Required underwater 0-5m"
"VP-U05-MD-002","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-MD-002_02_hecton_world_game_uion_middle_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","Middle","0-5m","Photic shallows with instruments","Same as VP-U05-MD-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","HUD legible and route readable","UI hides art or conflicts with water contrast","Required UI on shallow proof"
"VP-U05-HI-001","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-HI-001_02_hecton_world_game_uioff_high_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","High","0-5m","Photic shallows no UI","Same as compact 0-5m shot","Before and after water/scatter/terrain changes","Compare middle/ultra","High adds caustics/material richness where justified","Caustics unmotivated or route hidden","Required underwater 0-5m"
"VP-U05-HI-002","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-HI-002_02_hecton_world_game_uion_high_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","High","0-5m","Photic shallows with instruments","Same as VP-U05-HI-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","HUD legible and water detail visible","Post/FX clutter hurts UI or route","Required UI on shallow proof"
"VP-U05-UL-001","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-UL-001_02_hecton_world_game_uioff_ultra_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","0-5m","Photic shallows no UI","Same as compact 0-5m shot","Before and after water/scatter/terrain changes","Compare high/compact","Ultra overkill enriches water without changing truth","Ultra hides failed compact/middle","Required underwater 0-5m"
"VP-U05-UL-002","Underwater0to5","shots/game","VP_<SESSION>_<CHANGE>_VP-U05-UL-002_02_hecton_world_game_uion_ultra_0-5m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","Ultra","0-5m","Photic shallows with instruments","Same as VP-U05-UL-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","HUD remains legible under richer FX","Ultra FX overwhelms instrument read","Required UI on shallow proof"
"VP-U50-CP-001","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-CP-001_02_hecton_world_game_uioff_compact_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","20-50m","Medium shallow transition no UI","Player at 20-50m looking toward route silhouette and return cue","Before and after water/terrain/scatter changes","Compare before shot and medium-depth references","Structured twilight/pressure read without true darkness","Black void generic fog or no return cue","Required underwater 20-50m"
"VP-U50-CP-002","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-CP-002_02_hecton_world_game_uion_compact_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","Compact","20-50m","Medium shallow transition with instruments","Same as VP-U50-CP-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","Depth/O2/instruments readable and world readable","UI covers missing route or unreadable warnings","Required UI on 20-50m proof"
"VP-U50-MD-001","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-MD-001_02_hecton_world_game_uioff_middle_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","20-50m","Medium shallow transition no UI","Same as compact 20-50m shot","Before and after water/terrain/scatter changes","Compare compact/high","Middle adds structure and material response","No route clarity or over-fogging","Required underwater 20-50m"
"VP-U50-MD-002","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-MD-002_02_hecton_world_game_uion_middle_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","Middle","20-50m","Medium shallow transition with instruments","Same as VP-U50-MD-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","Instruments readable and route not hidden","UI clutter hides route or danger","Required UI on 20-50m proof"
"VP-U50-HI-001","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-HI-001_02_hecton_world_game_uioff_high_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","High","20-50m","Medium shallow transition no UI","Same as compact 20-50m shot","Before and after water/terrain/scatter changes","Compare middle/ultra","High adds richer lighting/silt with same route","Richness destroys silhouettes or route read","Required underwater 20-50m"
"VP-U50-HI-002","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-HI-002_02_hecton_world_game_uion_high_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","High","20-50m","Medium shallow transition with instruments","Same as VP-U50-HI-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","UI readable under richer lighting/silt","FX interferes with route/instruments","Required UI on 20-50m proof"
"VP-U50-UL-001","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-UL-001_02_hecton_world_game_uioff_ultra_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","20-50m","Medium shallow transition no UI","Same as compact 20-50m shot","Before and after water/terrain/scatter changes","Compare high/compact","Ultra adds sensory density without new truth","Ultra-only readability or cluttered overkill","Required underwater 20-50m"
"VP-U50-UL-002","Underwater20to50","shots/game","VP_<SESSION>_<CHANGE>_VP-U50-UL-002_02_hecton_world_game_uion_ultra_20-50m_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_ON","Ultra","20-50m","Medium shallow transition with instruments","Same as VP-U50-UL-001 with UI enabled","Before and after UI/water/route changes","Compare UI_OFF pair","UI remains readable under overkill presentation","Ultra FX hides warnings/route cues","Required UI on 20-50m proof"
"VP-AEG-CP-001","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-CP-001_02_hecton_world_game_uioff_compact_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","Surface","Aegir long shot","Surface/player reachable view with Aegir sky context and horizon","Before and after celestial/sky/water changes","Compare project/reference Aegir long shot","Aegir scale/color readable in full composition","Muddy disc low-res blob or hidden by darkness","Required Aegir long"
"VP-AEG-CP-002","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-CP-002_02_hecton_world_game_uioff_compact_surface_crop_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","Surface","Aegir crop","Same source frame or same position; crop saved only with paired long shot","Before and after celestial/sky changes","Compare Aegir references and long shot","Cloud bands/texture softness readable; no sine stripes","Crop hides artifact or reveals procedural scribble","Crop cannot stand alone"
"VP-AEG-MD-001","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-MD-001_02_hecton_world_game_uioff_middle_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Aegir long shot","Same as compact Aegir long","Before and after celestial/sky/water changes","Compare compact/high","Middle improves atmosphere without changing scale truth","Aegir still muddy or disconnected from lighting","Required Aegir long"
"VP-AEG-MD-002","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-MD-002_02_hecton_world_game_uioff_middle_surface_crop_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Aegir crop","Same source frame or same position; crop paired with long shot","Before and after celestial/sky changes","Compare Aegir references and compact crop","Texture/cloud bands believable","Banding low-res or crayon-like","Crop cannot stand alone"
"VP-AEG-HI-001","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-HI-001_02_hecton_world_game_uioff_high_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","High","Surface","Aegir long shot","Same as compact Aegir long","Before and after celestial/sky/water changes","Compare middle/ultra","High adds richer atmosphere and terminator read","High post hides weak source","Required Aegir long"
"VP-AEG-HI-002","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-HI-002_02_hecton_world_game_uioff_high_surface_crop_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","High","Surface","Aegir crop","Same source frame or same position; crop paired with long shot","Before and after celestial/sky changes","Compare Aegir references and middle crop","Higher detail remains believable","Procedural stripes or muddy cloud breakup","Crop cannot stand alone"
"VP-AEG-UL-001","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-UL-001_02_hecton_world_game_uioff_ultra_surface_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","Surface","Aegir long shot","Same as compact Aegir long","Before and after celestial/sky/water changes","Compare high/compact","Ultra adds overkill atmosphere without hiding source","Ultra effects cover weak Aegir art","Required Aegir long"
"VP-AEG-UL-002","Aegir","shots/game","VP_<SESSION>_<CHANGE>_VP-AEG-UL-002_02_hecton_world_game_uioff_ultra_surface_crop_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Ultra","Surface","Aegir crop","Same source frame or same position; crop paired with long shot","Before and after celestial/sky changes","Compare Aegir references and high crop","Source remains premium under close read","Crop reveals low-res/noisy source","Crop cannot stand alone"
"VP-SKY-PAN-000","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-000_02_hecton_world_game_uioff_middle_surface_az000_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 000","Player reachable surface camera; fixed pitch; azimuth 000","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Sky/cloud/horizon coherent at azimuth 000","Seam gradient-only sky or dark surface","Part of 360 pan"
"VP-SKY-PAN-045","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-045_02_hecton_world_game_uioff_middle_surface_az045_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 045","Same position; azimuth 045","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Continuity across sky and horizon","Visible seam or inconsistent exposure","Part of 360 pan"
"VP-SKY-PAN-090","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-090_02_hecton_world_game_uioff_middle_surface_az090_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 090","Same position; azimuth 090","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Sky structure and water horizon readable","Flat gradient or muddy clouds","Part of 360 pan"
"VP-SKY-PAN-135","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-135_02_hecton_world_game_uioff_middle_surface_az135_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 135","Same position; azimuth 135","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Horizon and clouds remain coherent","Exposure jump or seam","Part of 360 pan"
"VP-SKY-PAN-180","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-180_02_hecton_world_game_uioff_middle_surface_az180_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 180","Same position; azimuth 180","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Opposite horizon still premium/readable","Empty/flat sky backside","Part of 360 pan"
"VP-SKY-PAN-225","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-225_02_hecton_world_game_uioff_middle_surface_az225_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 225","Same position; azimuth 225","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","No skybox/source seam","Visible low-res seam or banding","Part of 360 pan"
"VP-SKY-PAN-270","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-270_02_hecton_world_game_uioff_middle_surface_az270_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 270","Same position; azimuth 270","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Water/sky horizon consistent","Horizon pop or one-note gradient","Part of 360 pan"
"VP-SKY-PAN-315","Sky360","shots/game","VP_<SESSION>_<CHANGE>_VP-SKY-PAN-315_02_hecton_world_game_uioff_middle_surface_az315_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","360 sky pan azimuth 315","Same position; azimuth 315","Before and after sky/celestial/weather changes","Compare adjacent pan frames and references","Returns cleanly toward azimuth 000","Pan discontinuity or hidden weak angle","Part of 360 pan"
"VP-REG-001","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-001_02_hecton_world_game_uioff_middle_surface_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Passive critique recreation","Recreate visible weakness from unity_focus_state_20260604_125701.png as closely as possible","Before baseline and after any claimed visual fix","Compare with CRITIQUE_REFERENCE_ONLY passive capture","Weakness is explicitly fixed or marked failed","Passive capture counted as acceptance","Critique target only"
"VP-REG-002","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-002_02_hecton_world_game_uioff_compact_surface_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","Surface","Surface darkness misuse check","Normal non-storm surface shot looking at sky/ocean/coast","Before and after lighting/sky/weather changes","Compare TASTE/VISION surface floor references","Surface bright readable premium","Permanent dark/noir surface or fog hiding weakness","Storm/eclipse requires separate labeled state"
"VP-REG-003","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-003_02_hecton_world_game_uioff_middle_surface_crop_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Aegir stripe risk crop","Crop Aegir and adjacent sky from a paired long shot","Before and after celestial changes","Compare Aegir references","No muddy low-res sine-stripe look","Crayon bands or procedural scribble","Crop must have paired long shot"
"VP-REG-004","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-004_02_hecton_world_game_uioff_compact_surface_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","Surface","Foam/waterline seam risk","Glancing view across wet basalt foam and waterline","Before and after water/material changes","Compare shoreline close rows","Foam contact and wet/dry boundary credible","Flat ribbon seam or glossy plastic","Use same camera as shoreline close if possible"
"VP-REG-005","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-005_02_hecton_world_game_uioff_middle_surface_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Dry-land underwater scatter risk","Look across shoreline and just-above-water dry boundary","After scatter/data changes and baseline before if possible","Compare scatter manifest/dump if available","No underwater-only kelp/coral/seafloor props on dry land","Depth 0 accepts underwater scatter on dry terrain","Tie to scatter proof if changed"
"VP-REG-006","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-006_02_hecton_world_game_uioff_compact_0-5m_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","0-5m","Photic shallow clarity regression","0-5m view through water toward terrain and route cue","Before and after water/fog changes","Compare shallow references and U05 rows","Bright readable colorful shallows","Generic blue fog or empty aquarium","Compact must pass"
"VP-REG-007","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-007_02_hecton_world_game_uioff_compact_20-50m_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Compact","20-50m","Medium-depth structure regression","20-50m route view with silhouette and return cue","Before and after water/fog/terrain changes","Compare U50 rows","Structured twilight not true dark","Black void or no route cue","20-50m is not abyss darkness"
"VP-REG-008","OldRegression","shots/game","VP_<SESSION>_<CHANGE>_VP-REG-008_02_hecton_world_game_uioff_middle_surface_regression_<REV>.png","UNITY_GAME_CAPTURE","Game View","UI_OFF","Middle","Surface","Visible package/default material risk","Capture any route-visible sky/ocean/foam/Crest material suspected hidden/input","After relink or material route changes","Compare Frame Debugger evidence if hidden-input claim exists","Visible art is route-approved or issue marked failed","Package/default/hidden input visible as final art","Frame Debugger required if hidden status claimed"
"VP-EVD-001","Evidence","profiler","PROF_<SESSION>_<CHANGE>_VP-EVD-001_02_hecton_world_compact_<REV>.raw","PROFILER","Profiler","N/A","Compact","Route","60 second compact profiler capture","Run route-visible camera path matching visual packet","After runtime/render/material residency changes","Compare against budget gates and prior profiler if any","No hot-path GC; frame/memory budget recorded","Profiler missing while performance claim is made","Non-screenshot evidence"
"VP-EVD-002","Evidence","profiler","PROF_<SESSION>_<CHANGE>_VP-EVD-002_02_hecton_world_middle_<REV>.raw","PROFILER","Profiler","N/A","Middle","Route","60 second middle profiler capture","Same path as compact profiler","After runtime/render/material residency changes","Compare compact and high","Main lane frame/GC/memory recorded","Only compact or ultra profiled","Non-screenshot evidence"
"VP-EVD-003","Evidence","profiler","PROF_<SESSION>_<CHANGE>_VP-EVD-003_02_hecton_world_high_<REV>.raw","PROFILER","Profiler","N/A","High","Route","60 second high profiler capture","Same path as compact profiler","After runtime/render/material residency changes","Compare middle and ultra","High richness cost recorded","High claim without cost artifact","Non-screenshot evidence"
"VP-EVD-004","Evidence","profiler","PROF_<SESSION>_<CHANGE>_VP-EVD-004_02_hecton_world_ultra_<REV>.raw","PROFILER","Profiler","N/A","Ultra","Route","60 second ultra profiler capture","Same path as compact profiler","After runtime/render/material residency changes","Compare high and budget gates","Ultra overkill cost recorded and bounded","Ultra claim without cost artifact","Non-screenshot evidence"
"VP-EVD-005","Evidence","profiler","PROF_<SESSION>_<CHANGE>_VP-EVD-005_02_hecton_world_memory_vram_<REV>.<ext>","PROFILER","Memory Profiler","N/A","All","Route","Memory and VRAM snapshot","Capture after route load and after 60s route-visible run","After texture/render/scene/material changes","Compare compact ceiling and prior snapshot","VRAM/RAM recorded; pressure response noted","Memory/VRAM claim from screenshot only","Non-screenshot evidence"
